year,des_DET auteurs_NOUN,des_DET moteurs_NOUN
1909,2.591513359462283e-06,2.4242833749354986e-06
1910,2.7276544294352334e-06,2.1756038144360446e-06
1911,2.7522294665516256e-06,2.4420517519274654e-06
1912,2.961035134418921e-06,2.637008961414722e-06
1913,2.7883119901872533e-06,2.636116089860252e-06
1914,2.7443254850822996e-06,2.1670661958239634e-06
1915,2.4185905291851384e-06,1.9438257989889962e-06
1916,2.1359625463901466e-06,1.6173544032938025e-06
1917,2.2196042488431544e-06,1.8631954574743759e-06
1918,2.1491009842833364e-06,2.1870060500361888e-06
1919,2.4934854332414602e-06,2.7052658140291896e-06
1920,2.800968413652072e-06,2.305744473574123e-06
1921,2.7867710130635714e-06,2.453570099092417e-06
1922,2.8714924589223756e-06,2.5911309720072495e-06
1923,3.1157808084714134e-06,2.12318973069614e-06
1924,3.0656281886365377e-06,2.085864732492837e-06
1925,2.9519110444908847e-06,1.2988848077100101e-06
1926,3.246870070583441e-06,1.7867260115878025e-06
1927,3.3180092842144404e-06,1.4081471579885374e-06
1928,3.1295927644947596e-06,1.6670593900869335e-06
1929,3.1159717064355164e-06,1.5284637182588767e-06
1930,3.301282564649455e-06,1.7173392308222901e-06
1931,3.13761357872977e-06,2.079196459447985e-06
1932,3.410607742893035e-06,1.6187235569731229e-06
1933,3.3092860824979198e-06,2.061278067344574e-06
1934,3.142768459696299e-06,1.5192643996186916e-06
1935,3.4684087957259635e-06,1.6276865935083151e-06
1936,3.3585459000562423e-06,1.4658779967646751e-06
1937,3.132670197913967e-06,1.6595093441651443e-06
1938,3.625073919266697e-06,1.6673266305389234e-06
1939,3.3478675760534315e-06,1.3504646005912946e-06
1940,3.5095234984794388e-06,1.4656825193526402e-06
1941,3.3647129100700113e-06,1.4934603669303215e-06
1942,3.683533051912491e-06,9.497082995579831e-07
1943,3.4548498391018256e-06,1.1177455014887983e-06
1944,3.486307027955604e-06,1.0635646265910736e-06
1945,3.208936504961457e-06,1.2373902649187585e-06
1946,3.2450093288005633e-06,1.1192568010187642e-06
1947,3.550035270194485e-06,1.134866911556287e-06
1948,3.392029045201639e-06,1.2937546607361128e-06
1949,3.1139551044390146e-06,1.2565770965977663e-06
1950,3.6798349860589497e-06,1.1932875665365827e-06
1951,3.416979353687566e-06,1.7058243351186775e-06
1952,3.4724038595612683e-06,1.253777142551371e-06
1953,3.583374930116179e-06,1.2228293675420332e-06
1954,3.6881551555012493e-06,9.498905111371414e-07
1955,3.4989545518726572e-06,1.0596350765723628e-06
1956,3.559969918853767e-06,1.0535138859069093e-06
1957,3.592326274670654e-06,1.0973117259283072e-06
1958,3.4759966496267225e-06,1.240836573046522e-06
1959,3.567669320858613e-06,1.0587521401816957e-06
1960,3.5974491865431446e-06,1.0395091960546665e-06
1961,3.4629625282889265e-06,9.505082108063334e-07
1962,3.6510642971165908e-06,9.246572592047642e-07
1963,3.566675001565045e-06,9.880129496764312e-07
1964,3.7592841408695676e-06,7.763143781147619e-07
1965,3.8008812524026325e-06,7.57877998580625e-07
1966,3.8263927848447565e-06,7.782399809030949e-07
1967,3.887569675953273e-06,7.420155014870033e-07
1968,3.833423392052282e-06,6.975168869161052e-07
1969,3.620235162316021e-06,8.18878906017062e-07
1970,4.128735426434105e-06,7.753450201875012e-07
1971,4.368665628362578e-06,9.85030780498164e-07
1972,4.063076247007302e-06,1.116319969796109e-06
1973,4.108439398464725e-06,9.736317903019653e-07
1974,4.097103863287543e-06,1.0789846882630627e-06
1975,3.9169331707000765e-06,9.818034367725659e-07
1976,4.025751076497386e-06,9.633006179399217e-07
1977,3.881614340173201e-06,8.486072839986036e-07
1978,4.021186359892681e-06,7.360392686450723e-07
1979,4.1560715011712546e-06,6.741473228544237e-07
1980,4.005757144653899e-06,6.822180722565463e-07
1981,4.461410044953595e-06,7.527403766971474e-07
1982,4.47747128617948e-06,6.474425156000052e-07
1983,4.711857354067206e-06,6.41004596957373e-07
1984,4.7517076211534e-06,6.320919077040799e-07
1985,4.803422935850676e-06,5.811029222257957e-07
1986,5.073732587845825e-06,5.658794002272316e-07
1987,5.050590319299886e-06,5.976379107153207e-07
1988,5.109063947017489e-06,5.70272247202297e-07
1989,4.9469932292822705e-06,6.250971011922957e-07
1990,5.13535362500761e-06,5.781018899142509e-07
1991,5.131712665473742e-06,4.6891721972031064e-07
1992,5.505536030625535e-06,4.760591778563139e-07
1993,5.262247285031663e-06,4.4424444745061464e-07
1994,5.377787598348505e-06,4.2199411520726926e-07
1995,5.360634697026967e-06,4.603660839208601e-07
1996,5.513181410066181e-06,3.9555262887347453e-07
1997,5.832989080190032e-06,5.399051037358049e-07
1998,5.82140875238224e-06,5.349841254442822e-07
1999,6.01849793113729e-06,5.164327196993668e-07
2000,5.91441862063391e-06,5.191187248954066e-07
2001,6.006641170230864e-06,4.968294025076148e-07
2002,5.961966371259564e-06,5.616725857748861e-07
2003,5.867444093254903e-06,5.212820664013407e-07
2004,5.977742040030876e-06,5.017057382872281e-07
2005,6.435407737370724e-06,4.6208471360387193e-07
2006,6.10024226421757e-06,5.513854528516049e-07
2007,5.950576245083994e-06,5.124916926391165e-07
2008,5.22685845716353e-06,5.666652427294139e-07
2009,5.084800566379499e-06,5.721830973470787e-07
2010,4.55940491139728e-06,6.197616428949004e-07
2011,3.8059993849870466e-06,6.783726202996831e-07
2012,3.153018750978731e-06,7.17956915252671e-07
2013,3.1076430691001633e-06,6.459613359766081e-07
2014,2.922701345386969e-06,5.701616903053264e-07
2015,3.1597281813233735e-06,5.501540414343253e-07
2016,3.2774814484604065e-06,4.975358525172169e-07
2017,3.2765838549053683e-06,5.300393297602568e-07
2018,3.1398379891633965e-06,5.537246074993618e-07
2019,2.922156562945588e-06,4.7371843514554257e-07
