year,différents_DET auteurs_NOUN,différents_DET moteurs_NOUN
1874,1.4817030091762717e-07,1.7923826867161097e-09
1875,2.1226865953849483e-07,3.432916173551348e-09
1876,2.0375070164391218e-07,6.04601479992084e-09
1877,1.4410620963190013e-07,0.0
1878,2.0110165621645137e-07,0.0
1879,1.5945339271183911e-07,0.0
1880,2.0922178123328194e-07,2.5671385017744797e-09
1881,2.3009275196272938e-07,1.3945015142624584e-09
1882,2.282797169073092e-07,0.0
1883,1.7314988554062438e-07,1.8958017378167824e-09
1884,1.7362462756409514e-07,0.0
1885,1.875680055718476e-07,0.0
1886,2.4974906409624964e-07,1.936039106809062e-09
1887,2.3895864842415904e-07,0.0
1888,1.9338874324148492e-07,0.0
1889,2.3494263245993352e-07,0.0
1890,2.5234388090211723e-07,1.9663159989136147e-09
1891,2.179983198402624e-07,1.2748440081367107e-09
1892,2.595164119156834e-07,0.0
1893,2.081544749898967e-07,6.158416554491453e-10
1894,2.0921110888139083e-07,2.520615716150587e-09
1895,2.648190502441139e-07,7.22233739480771e-09
1896,2.4000908638299734e-07,3.5382172747233653e-09
1897,2.942490482382709e-07,5.826713556089658e-10
1898,2.806544046052295e-07,2.26334195829736e-09
1899,2.7748444608732825e-07,3.3165470370022376e-09
1900,2.746067195857904e-07,7.26747462209687e-09
1901,2.6993609480996383e-07,3.353243460679778e-09
1902,2.5631680955484626e-07,5.4013122863239005e-09
1903,2.538103558435978e-07,1.6200660812870638e-09
1904,2.8969230925213196e-07,3.7622376325430196e-09
1905,2.9467935291904723e-07,4.1286072338664326e-09
1906,3.0042036769373226e-07,2.0576738091193647e-09
1907,2.8131353246863e-07,5.142843484406967e-09
1908,2.632504561006499e-07,1.964555629285769e-09
1909,3.157564663069934e-07,7.151278680339601e-09
1910,3.3133733268186916e-07,9.619471441624228e-09
1911,3.2879913192118693e-07,3.1922244847493175e-09
1912,2.9902076903454144e-07,5.209421227725386e-10
1913,3.505276140458591e-07,0.0
1914,3.026928254712402e-07,2.0090231700464756e-09
1915,2.2501255614315596e-07,0.0
1916,2.636990927840088e-07,2.197492410260793e-09
1917,3.5202222647967574e-07,0.0
1918,3.2621309742353333e-07,3.44591288836682e-09
1919,2.734730912834493e-07,7.366278698128781e-09
1920,3.0743260026611097e-07,0.0
1921,3.256281502217462e-07,1.5145494858259667e-09
1922,3.799636658641248e-07,7.377935595798135e-09
1923,2.8238420668458275e-07,5.307974060286824e-09
1924,2.7845908334711567e-07,2.578324886925998e-09
1925,2.958509810468968e-07,5.499089184013428e-09
1926,4.112925182653271e-07,3.343841648018042e-09
1927,3.712691807322699e-07,5.574612327308159e-09
1928,4.1590789123802097e-07,0.0
1929,3.4312452612539346e-07,1.1140406375176326e-09
1930,4.159427078320732e-07,3.1510811737689437e-09
1931,4.881492827735201e-07,3.4216069977333063e-09
1932,3.923514100279135e-07,9.863582839386709e-09
1933,4.897972871731326e-07,3.4411986593596566e-09
1934,4.840558176510967e-07,4.7926320689839486e-09
1935,6.29531768936431e-07,1.196828414151696e-09
1936,5.831987550664053e-07,8.487299751891442e-09
1937,5.477136255649384e-07,0.0
1938,5.523181130229204e-07,1.2965214457594243e-09
1939,5.888209670956712e-07,3.058810094103137e-09
1940,4.817987360183906e-07,2.5357829169792012e-09
1941,4.988039563613711e-07,1.1806010391524069e-08
1942,5.552607262870879e-07,0.0
1943,4.790338152815821e-07,2.9032352077962287e-09
1944,4.048614528073813e-07,9.639558484764166e-09
1945,4.226297960485681e-07,2.178504043826024e-09
1946,3.800461456648918e-07,1.3921104269343232e-09
1947,4.0292545122611045e-07,2.3841741914054637e-09
1948,4.674911906477064e-07,3.2615663503321457e-09
1949,4.358751652944193e-07,2.945102384188658e-09
1950,4.998619829166273e-07,1.0635361480382244e-09
1951,4.424481687692605e-07,1.0661401761424827e-09
1952,4.6397136088671687e-07,4.2179215675730575e-09
1953,5.085246357339201e-07,0.0
1954,5.140353778188e-07,4.886268278880834e-09
1955,4.871130272476876e-07,1.8771215692936494e-09
1956,5.45943464658194e-07,4.360570571293465e-09
1957,5.742774646932958e-07,5.301022731885041e-09
1958,5.608580977423117e-07,1.6544486891589827e-09
1959,4.836466587221366e-07,0.0
1960,5.944995677964471e-07,0.0
1961,6.225550919225498e-07,2.08444772553662e-09
1962,5.853625566487608e-07,0.0
1963,5.011191319681529e-07,1.3578711488548834e-08
1964,5.43298369848344e-07,1.8251904432275978e-09
1965,5.083528549221228e-07,5.472043373977442e-10
1966,5.300894372339826e-07,5.539074754423723e-10
1967,4.175994376964809e-07,1.9721342336964653e-09
1968,4.0692228253647045e-07,8.982831700699023e-10
1969,3.751491988168709e-07,0.0
1970,3.954903604608262e-07,9.197450023812337e-10
1971,4.1569634845473047e-07,2.569198631618974e-09
1972,3.970733644109714e-07,3.5911027485013847e-09
1973,3.8041105199226877e-07,2.205281512956958e-09
1974,3.650995950010838e-07,1.6876715580593782e-09
1975,3.4383111824354273e-07,5.711480177694739e-10
1976,3.5595272152022517e-07,1.7140580066410394e-09
1977,3.6200975728206686e-07,1.7630346071939584e-09
1978,3.005939106515143e-07,1.7821774056514528e-09
1979,3.663335235160048e-07,1.1703946700691858e-09
1980,3.411090290228458e-07,1.1370301367108482e-09
1981,3.2070536803985306e-07,0.0
1982,2.843036099875462e-07,6.207502289967692e-10
1983,3.290279551038111e-07,0.0
1984,2.568960724147473e-07,1.1598016991243298e-09
1985,2.640829848132853e-07,0.0
1986,2.7394798962632194e-07,0.0
1987,2.7254242240815074e-07,1.2221633705067347e-09
1988,2.6924527674054843e-07,1.1993107618124554e-09
1989,2.2446420189226046e-07,1.0976244357863152e-09
1990,2.108627938923746e-07,0.0
1991,2.2449411574143596e-07,0.0
1992,2.0221494878569501e-07,0.0
1993,2.055045911220077e-07,1.661762283333701e-09
1994,2.2629434681675775e-07,0.0
1995,1.9575047360831377e-07,5.422450821690461e-10
1996,2.0498274011515605e-07,1.067618438099771e-09
1997,1.8700087878187333e-07,9.58978896292706e-10
1998,1.8834110449006403e-07,3.814503379828693e-09
1999,2.1982667419706559e-07,4.570201161957499e-10
2000,2.041130500174404e-07,1.7672125984802278e-09
2001,1.9671641382501548e-07,2.6287270138425356e-09
2002,2.3045224395445985e-07,3.504977197366088e-09
2003,2.0001229472654813e-07,2.083461403401543e-09
2004,1.9557273844839074e-07,8.809582507929292e-10
2005,1.7249361405902164e-07,3.1526248278623825e-09
2006,1.8406967683404218e-07,3.706100981659688e-09
2007,1.6217586562561337e-07,3.994479413904628e-09
2008,1.4092125866227434e-07,3.8316958494988285e-09
2009,1.6164172222943307e-07,3.337734755248789e-09
2010,1.3604524440324894e-07,3.7790344187271785e-09
2011,1.105127864775568e-07,3.4415748029203996e-09
2012,1.0757438673181241e-07,4.085103366691101e-09
2013,8.395266348770747e-08,4.462600067256517e-09
2014,6.79949820892034e-08,6.496335691608124e-10
2015,7.979671323710136e-08,1.5516027351836215e-09
2016,7.47753787777583e-08,2.6927420293532123e-09
2017,8.024800024486467e-08,2.7671724911471074e-09
2018,9.57724139993843e-08,1.290733298020541e-09
2019,7.652963063264906e-08,2.5509878653906526e-09
