year,bons_ADJ effets_NOUN
1962,1.7313541667007826e-07
1963,1.7652325023931326e-07
1964,2.0685492385652537e-07
1965,1.9425754160806719e-07
1966,2.0273013445759602e-07
1967,2.6919633411282007e-07
1968,1.8414804614508284e-07
1969,2.53430073371419e-07
1970,2.1843944325583564e-07
1971,1.8498231579844315e-07
1972,1.9186749966593197e-07
1973,1.427919716356918e-07
1974,1.3332604625881928e-07
1975,1.4392929648110453e-07
1976,1.3655328934270017e-07
1977,1.2341242072722025e-07
1978,1.6277219849758495e-07
1979,1.6795162882665693e-07
1980,1.2564183293761744e-07
1981,8.729258382800253e-08
1982,1.1980479297513114e-07
1983,1.2188560560844053e-07
1984,1.1887967543700029e-07
1985,8.481936863979911e-08
1986,1.025057017045583e-07
1987,1.1182794645847594e-07
1988,1.1873176208876401e-07
1989,1.2183631459272704e-07
1990,1.0406923522943146e-07
1991,8.850812349692205e-08
1992,9.86279979908744e-08
1993,1.1023022539191629e-07
1994,9.969611625137986e-08
1995,1.0736452793480566e-07
1996,8.007138041499218e-08
1997,9.829533587080164e-08
1998,1.0394522043100096e-07
1999,1.5173067230422888e-07
2000,1.1840324465328678e-07
2001,1.0690156776460569e-07
2002,9.857748189956439e-08
2003,1.1209022465763496e-07
2004,1.0439354980462667e-07
2005,1.29257614389644e-07
2006,9.388789123931929e-08
2007,1.342145118654603e-07
2008,1.051587594780301e-07
2009,8.010563590232778e-08
2010,6.991213635787474e-08
2011,7.953862010690038e-08
2012,8.272334067749298e-08
2013,8.088462838395927e-08
2014,1.0090974407461761e-07
2015,1.0129749217213657e-07
2016,1.8745628094229971e-07
2017,6.565745339082163e-08
2018,9.060947891992299e-08
2019,1.0076401801839552e-07
