year,ces_DET arbres_NOUN,ces_DET marbres_NOUN
1959,1.0936305017139603e-06,9.068374851040062e-08
1960,1.04712206905333e-06,6.090333393160563e-08
1961,1.0707113204944108e-06,7.295566994969249e-08
1962,1.067985479608069e-06,8.054284617031726e-08
1963,1.1050484971519836e-06,1.1444914527203309e-07
1964,1.0494845525954588e-06,7.300762039363917e-08
1965,9.740236919242307e-07,5.4720432629551397e-08
1966,1.029713999400883e-06,6.203763813772412e-08
1967,1.030933162837755e-06,6.261526308559695e-08
1968,1.0415593578727567e-06,8.354033675939121e-08
1969,9.32877071591065e-07,1.0763965896387617e-07
1970,9.643526084346377e-07,7.771845425552648e-08
1971,8.920257954514454e-07,6.474380698229254e-08
1972,9.039318911163718e-07,6.002271790706004e-08
1973,8.777020497063859e-07,7.001768720371615e-08
1974,7.560768580106014e-07,4.8942472297142103e-08
1975,7.881842520873761e-07,3.5982325563566064e-08
1976,7.958943086805448e-07,7.084773029353286e-08
1977,8.938585409623556e-07,5.7004783116099134e-08
1978,8.851481112515103e-07,8.43563956465232e-08
1979,8.274690372900295e-07,5.910493094951619e-08
1980,8.891575902225668e-07,6.196814172909626e-08
1981,8.020797039876015e-07,6.578571554172186e-08
1982,7.467625167123515e-07,9.062953409966212e-08
1983,7.073154080217137e-07,6.757388337774728e-08
1984,8.994262117312246e-07,4.9871474061546905e-08
1985,7.645774218190127e-07,4.511668416640191e-08
1986,9.093634361079239e-07,5.2751472079393125e-08
1987,7.86462123869569e-07,5.560843413521255e-08
1988,7.723561026296011e-07,4.737277548017005e-08
1989,8.929174981631149e-07,4.390497743145261e-08
1990,8.49989532980544e-07,4.304434142454738e-08
1991,8.030207538922696e-07,3.751337596114013e-08
1992,7.961869243899855e-07,5.730341895437974e-08
1993,8.823957244885605e-07,6.31469630474335e-08
1994,8.271084652733407e-07,4.589186186620964e-08
1995,7.84628646499641e-07,6.561165566409954e-08
1996,7.900376317593327e-07,5.765139654556606e-08
1997,8.683553858190862e-07,4.31540516654394e-08
1998,7.176034202416304e-07,3.003921378308405e-08
1999,8.587408046878409e-07,6.535387520045788e-08
2000,7.603432052860626e-07,4.948195098108954e-08
2001,8.512694336104687e-07,5.3888905338084214e-08
2002,8.306796246415615e-07,3.1544794332205583e-08
2003,8.217171938440515e-07,5.3753305806480967e-08
2004,8.078386954935013e-07,3.744072452072089e-08
2005,8.070719559327699e-07,3.557962102718193e-08
2006,7.593389028670572e-07,5.2708991282734985e-08
2007,7.705350597575489e-07,5.392547364202471e-08
2008,7.837946185418332e-07,4.38516281064949e-08
2009,8.930824719755037e-07,4.815874454777713e-08
2010,8.649265197391287e-07,2.503610230242259e-08
2011,8.92132646868049e-07,2.4091023842487402e-08
2012,1.2017012096521285e-06,3.778720603087038e-08
2013,1.1750584008041187e-06,2.091843726015341e-08
2014,1.2546589118755946e-06,3.118241109767439e-08
2015,1.3403631555775064e-06,5.474941078276174e-08
2016,1.525127643731139e-06,8.989615540855311e-08
2017,1.0303943724920828e-06,2.4401429543630115e-08
2018,1.3477838081144e-06,4.543381471044938e-08
2019,1.207892680099576e-06,4.7448371454095195e-08
