year,autres_ADJ arbres_NOUN,autres_ADJ marbres_NOUN
1844,9.544608019496081e-07,2.9089374464774664e-08
1845,9.246437571164279e-07,5.4686232431322424e-08
1846,1.0555665994615993e-06,5.1519613464279246e-08
1847,7.928038598947751e-07,3.4516631330916425e-08
1848,1.0185250403083046e-06,3.700802153616678e-08
1849,1.132058969233185e-06,4.4410899846525353e-08
1850,8.275786171907384e-07,5.7706465383944305e-08
1851,8.964719881987548e-07,1.870337307252612e-08
1852,1.1966382089667604e-06,1.8229528109259263e-08
1853,1.0379217201261781e-06,4.478948767427937e-08
1854,8.359824050785392e-07,2.2860923487577622e-08
1855,9.085476335712883e-07,4.404757802944914e-08
1856,7.8382646506725e-07,9.422484481547144e-08
1857,8.869702128322388e-07,2.9289054737091647e-08
1858,7.619453299412271e-07,2.1532175153993194e-08
1859,8.218767675316485e-07,1.018434669930457e-08
1860,7.570662319267285e-07,4.531412045594152e-08
1861,6.95604626343993e-07,3.254015012998934e-08
1862,7.12034648131521e-07,4.292087041335435e-08
1863,7.736667839708389e-07,1.7980635647063536e-08
1864,8.611331168140168e-07,3.1165733105353866e-08
1865,6.937888770153222e-07,4.753912818955541e-08
1866,7.493043767681229e-07,1.8002767276925624e-08
1867,7.87611327268678e-07,1.747012134956094e-08
1868,7.617285859851108e-07,3.556709415875048e-08
1869,7.193423812168476e-07,6.25090450512289e-08
1870,7.551741987299465e-07,3.4404294524392753e-08
1871,8.953652468335349e-07,1.274541272522356e-08
1872,6.283185598476848e-07,1.5118347462816928e-08
1873,7.009610953900847e-07,4.0106229448610975e-08
1874,6.410755872821028e-07,2.2703515512034755e-08
1875,7.518086704294547e-07,4.3483606049221635e-08
1876,7.19475735877495e-07,3.0230073333470386e-08
1877,8.225805459005642e-07,3.401648740464225e-08
1878,8.339981718563649e-07,6.522216011717319e-08
1879,7.233441010612296e-07,3.360128886242819e-08
1880,7.457537094524014e-07,3.7223507831640745e-08
1881,7.983521186361031e-07,4.183504387356152e-08
1882,7.613760431013361e-07,2.3959387362992857e-08
1883,7.873896379351208e-07,4.802697617378726e-08
1884,8.001256901479792e-07,3.1688145440966764e-08
1885,7.367361831711605e-07,2.8360796378024133e-08
1886,6.369568836817052e-07,3.613939675295441e-08
1887,6.509337708848761e-07,2.2198344495905076e-08
1888,5.738256163567712e-07,2.9800888867725916e-08
1889,6.647310328844469e-07,3.696430539434914e-08
1890,6.14801479059679e-07,5.505684796958121e-08
1891,5.800540066047688e-07,2.8046567734918426e-08
1892,6.47537319764524e-07,5.955086712639002e-08
1893,6.392436375790567e-07,1.9091091374434654e-08
1894,5.973859060759423e-07,3.843938856107343e-08
1895,5.753795448981691e-07,5.71768392632066e-08
1896,5.979587172078027e-07,2.4767521367152767e-08
1897,5.972381131869042e-07,2.7968225069230357e-08
1898,5.912980896027875e-07,2.8291774256672397e-08
1899,7.285348146979231e-07,2.5979618456517528e-08
1900,6.182544325383788e-07,1.557315876254961e-08
1901,4.979566483598319e-07,3.017919070202879e-08
1902,5.48478681139386e-07,3.83002145554201e-08
1903,6.761075610484113e-07,3.726151831529023e-08
1904,5.611108804259857e-07,3.0635362691100454e-08
1905,4.7582199158568983e-07,2.5287718585786934e-08
1906,5.51456594166666e-07,1.2860461140462576e-08
1907,5.615984832729737e-07,1.337139288182243e-08
1908,4.847540822083829e-07,3.290630701258124e-08
1909,4.670335158607486e-07,2.3654228797909127e-08
1910,4.815079819309176e-07,1.1222716089775986e-08
1911,5.410820449469611e-07,1.755723388896513e-08
1912,4.375913817966648e-07,3.1777467768279166e-08
1913,4.799205726158107e-07,2.1742257771961704e-08
1914,4.855139081882953e-07,2.276892807628883e-08
1915,4.818331831302203e-07,1.6493066468115103e-08
1916,3.548950360254821e-07,1.9777431248257926e-08
1917,4.1343420775774575e-07,2.302949086985251e-08
1918,5.122923880662711e-07,2.067547733020092e-08
1919,4.07907691624132e-07,1.3811772170413406e-08
1920,4.1495829350424174e-07,1.2115570768855832e-08
1921,3.952974054755032e-07,1.1359121254717053e-08
1922,4.7218787813108065e-07,1.623145884366295e-08
1923,4.341922874573356e-07,2.5478275489376756e-08
1924,4.4862852632832073e-07,9.02413699321869e-09
1925,4.311285692892852e-07,1.6497267552040284e-08
1926,4.815131546820339e-07,1.3375366592072169e-08
1927,5.262434115138603e-07,2.1183527820767267e-08
1928,4.5589905539600295e-07,1.1426041335305115e-08
1929,4.745812987039244e-07,2.8965056131369238e-08
1930,4.264462916125922e-07,2.10072066408884e-08
1931,4.7104123268582043e-07,2.8513390759599133e-08
1932,4.449571804343577e-07,1.6439304584281444e-08
1933,3.624729174589447e-07,2.2941325283909464e-08
1934,4.6488531779687037e-07,1.0783422155213884e-08
1935,5.313918336469214e-07,1.196828414151696e-08
1936,4.6801397957096924e-07,7.274828739411987e-09
1937,4.3061623955509276e-07,7.554670666820584e-09
1938,4.7193381647048227e-07,9.075649898271365e-09
1939,3.8082185938037583e-07,9.176430282309411e-09
1940,5.172997248337197e-07,5.0715658339584024e-09
1941,5.076584557173192e-07,8.854508237732261e-09
1942,4.976107561560639e-07,0.0
1943,3.745173557945236e-07,1.1612940831184915e-08
1944,5.39815289357648e-07,2.5705489292704442e-08
1945,4.74913889547679e-07,8.714016175304096e-09
1946,4.5243589852361765e-07,8.352662561605939e-09
1947,4.0769378983895876e-07,9.536696765621855e-09
1948,3.598594844334002e-07,5.435944139264848e-09
1949,4.3980196551274275e-07,1.0798709482173763e-08
1950,4.2435092950654507e-07,1.808011518278363e-08
1951,4.0726555994297087e-07,3.1984206394497505e-09
1952,3.5746884918808064e-07,1.0544804140977249e-08
1953,3.641553689703869e-07,8.619061908632375e-09
1954,4.0946926560536667e-07,1.07497895029951e-08
1955,3.538374073741579e-07,5.631364707880948e-09
1956,3.697764157095662e-07,6.976913269340912e-09
1957,3.4721696806627733e-07,8.835037590415595e-09
1958,3.07727447079742e-07,4.1361216673863055e-09
1959,2.6352543613938906e-07,1.9376869886400527e-08
1960,3.1974249736776983e-07,6.2287499602575735e-09
1961,3.050242014523974e-07,1.389631876236308e-08
1962,3.1646362685933127e-07,6.976152100435229e-09
1963,3.7438448430293647e-07,1.681173777967615e-08
1964,3.686884895159892e-07,9.734349326606662e-09
1965,2.9220711894595297e-07,9.849678406226303e-09
1966,3.245897914894158e-07,1.163205709531212e-08
1967,3.061738311771478e-07,1.2818872074937815e-08
1968,2.9553515901170613e-07,1.2126823045743862e-08
1969,3.1247293463820824e-07,2.2708788571801364e-08
1970,2.9063943429719075e-07,7.817832603507213e-09
1971,2.5691986138554057e-07,7.193756368373272e-09
1972,2.7087176590612216e-07,1.539044092169206e-08
1973,3.0157224273352767e-07,1.2129047988196362e-08
1974,2.7171512329005054e-07,3.3753431161187564e-09
1975,2.45593639647268e-07,3.998036124386317e-09
1976,2.66821700733999e-07,7.998937456843436e-09
1977,2.9266374212966184e-07,5.876781727920388e-09
1978,2.9049490990473714e-07,8.316828115084718e-09
1979,2.586572236396023e-07,3.511183899185255e-09
1980,2.6492801907807007e-07,1.2507331170752423e-08
1981,2.492266446552094e-07,1.3283654176632353e-08
1982,2.520245914183761e-07,9.932003663948308e-09
1983,2.1724687826463196e-07,3.78918940668882e-09
1984,2.9574943027910194e-07,1.0438215625185876e-08
1985,2.2498187490782584e-07,7.218669662023558e-09
1986,3.003237338816689e-07,1.019062523255343e-08
1987,2.4321050773323805e-07,1.0388388815840699e-08
1988,2.326662809082336e-07,1.139345240375178e-08
1989,2.4092855710478034e-07,9.878619700032232e-09
1990,2.795158025037381e-07,9.80757164370516e-09
1991,2.94245552368011e-07,8.7921980806982e-09
1992,2.5841637807388906e-07,1.4325855168806356e-08
1993,2.897005515478668e-07,1.3294098266669607e-08
1994,2.37371693856403e-07,8.439882570598911e-09
1995,2.4509478180334554e-07,1.4640617607142303e-08
1996,2.88790801050709e-07,8.007138063703678e-09
1997,2.5317044105577224e-07,3.835915585170824e-09
1998,2.4079051286207687e-07,4.7681290027412615e-09
1999,2.769541822544852e-07,8.683382013430219e-09
2000,2.6552368126431247e-07,9.719669513685858e-09
2001,3.128185142031725e-07,1.5334240544007116e-08
2002,2.5849206508610223e-07,7.009954394732176e-09
2003,2.762670021638769e-07,1.0833999475323708e-08
2004,2.968829164728959e-07,7.488145215006625e-09
2005,2.1933260541118216e-07,4.954124666056714e-09
2006,2.1536564531743352e-07,1.5647982465338828e-08
2007,2.3647318414532492e-07,1.3181781888249589e-08
2008,2.4437704837509955e-07,6.811903568992861e-09
2009,2.770319724731962e-07,6.675469510497578e-09
2010,2.4563723854953423e-07,3.7790344187271785e-09
2011,2.734140025495435e-07,1.529588788962144e-09
2012,2.96510421549101e-07,5.1063788752969685e-09
2013,2.934159510914469e-07,1.3945624655065103e-09
2014,2.847560551799688e-07,1.0827225782605865e-09
2015,3.2827480822561483e-07,3.768178213903184e-09
2016,3.800909098572447e-07,5.3854840587064245e-09
2017,2.6187512958131265e-07,7.54683426862357e-10
2018,3.257810874401912e-07,2.8396133222585718e-09
2019,3.2882232403608214e-07,3.06118530524202e-09
