year,ces_DET êtres_NOUN,ces_DET etres_NOUN
1861,2.7786457792444708e-06,8.017138619642594e-09
1862,2.6882018886453807e-06,4.9697850279528666e-09
1863,2.9498230276203685e-06,6.99246927027275e-09
1864,3.083969033923495e-06,5.2742009648554244e-09
1865,2.7610348496409642e-06,7.530951140477526e-09
1866,2.927639243921476e-06,5.838735717134114e-09
1867,2.7428091442516234e-06,1.1161466417775046e-08
1868,2.9565146490995176e-06,1.0867722832763604e-08
1869,3.14889308583588e-06,6.348574999037737e-09
1870,2.9346861794010692e-06,1.204150246181257e-08
1871,3.3286769394180737e-06,6.37270636261178e-09
1872,2.7013464887204464e-06,9.071009166028432e-09
1873,2.520107940995331e-06,7.78180558880237e-09
1874,2.2279317875018023e-06,2.3898436007918633e-09
1875,2.776657225922463e-06,5.1493745933939294e-09
1876,2.9927773397275814e-06,3.627608879952504e-09
1877,2.6730775459782308e-06,4.329371305900054e-09
1878,2.4367723909790584e-06,4.227361960484899e-09
1879,2.9251448694367355e-06,2.8102896787451925e-08
1880,2.573556386664677e-06,5.134277003548959e-09
1881,2.45432269707635e-06,1.6734018393194106e-08
1882,2.6814547737785688e-06,3.3276925659464496e-09
1883,2.888569838432886e-06,4.423537203201988e-09
1884,2.7634703627654744e-06,4.621187876807653e-09
1885,2.3481449886730843e-06,3.8673814151124475e-09
1886,2.283880903064528e-06,1.936039106809062e-09
1887,2.4183136275723882e-06,4.570247291724172e-09
1888,2.3999227067861284e-06,6.340614699951175e-09
1889,2.402053311811869e-06,2.506054641582267e-09
1890,2.1111678307761395e-06,2.621754646714436e-09
1891,2.5356646204954814e-06,8.923907723890068e-09
1892,2.082399802816326e-06,2.5074049503359674e-09
1893,2.3716061292589075e-06,6.158416554491453e-10
1894,2.2893491262721e-06,3.150769645188234e-09
1895,2.3406392557490108e-06,8.426060071897723e-09
1896,2.509775555381566e-06,7.666137613604462e-09
1897,2.1815214950038353e-06,9.32274157872115e-09
1898,3.07248674857874e-06,1.0185038590293516e-08
1899,2.39731070905691e-06,6.633094074004475e-09
1900,2.2804297259426676e-06,9.8630008604772e-09
1901,2.4238360651906987e-06,1.3412973398629902e-08
1902,1.8767104847938754e-06,1.9641135939885146e-09
1903,2.1951895092797713e-06,1.2960528428251905e-08
1904,2.189622250625689e-06,1.6123875568041512e-08
1905,1.9734741982802007e-06,7.741138674521864e-09
1906,2.189364835203378e-06,1.6461390306421464e-08
1907,2.0401659952540285e-06,5.657127710723131e-09
1908,2.172798545529986e-06,5.893666887857307e-09
1909,2.2141457947100207e-06,4.400786846048277e-09
1910,2.32256797971786e-06,5.878565856320961e-09
1911,2.1371943716985697e-06,1.1172785474578006e-08
1912,2.2140040840668007e-06,9.376958098883392e-09
1913,2.3025580588864614e-06,8.484783708961885e-09
1914,2.1938533336651744e-06,1.4063162023791875e-08
1915,1.76593616174614e-06,5.890380849749022e-09
1916,1.7052540925988069e-06,6.592477230782379e-09
1917,2.048528131126659e-06,1.0966424435210342e-09
1918,1.91248165037905e-06,5.743188147278033e-09
1919,1.9585093298246647e-06,1.473255778483562e-08
1920,2.1323405547946095e-06,1.514446301698058e-08
1921,2.1582331299896396e-06,8.330022172042817e-09
1922,2.147717012235262e-06,6.6401419362982494e-09
1923,2.1720229597121943e-06,2.0170300985000722e-08
1924,2.4300713192815238e-06,7.734974660777993e-09
1925,2.601069155616642e-06,8.798542339150117e-09
1926,2.5279443036652083e-06,2.6750732518010523e-08
1927,2.594424643120874e-06,1.3379070296082318e-08
1928,2.2920639395351827e-06,4.5704163786908225e-09
1929,2.1289315697003985e-06,2.2280812750352652e-09
1930,2.0166918375252862e-06,2.100720708497761e-09
1931,2.0301535101907575e-06,7.983749661377715e-09
1932,1.8477779093473146e-06,1.2055490383744427e-08
1933,1.727481702573641e-06,9.176529758292418e-09
1934,1.7936425962261637e-06,5.990790086229936e-09
1935,2.066922689891726e-06,8.377798899061872e-09
1936,2.132737321858258e-06,6.0623572828433225e-09
1937,2.0019877382537743e-06,0.0
1938,2.1262952145661984e-06,6.482607117774819e-09
1939,2.0662261874804244e-06,1.3764645423464117e-08
1940,1.5924716763038305e-06,0.0
1941,2.036536784544296e-06,2.9515025978810172e-09
1942,2.1573244879391495e-06,3.034211770724937e-09
1943,2.4067820731943357e-06,0.0
1944,2.609107241369202e-06,3.2131861615880553e-09
1945,2.7558076567402168e-06,6.535512131478072e-09
1946,2.4668195806043514e-06,2.7842208538686464e-09
1947,2.579676390723762e-06,9.536696765621855e-09
1948,2.2167779860637893e-06,1.1959076839929139e-08
1949,2.236314514902915e-06,1.7670615193310368e-08
1950,2.270649702040828e-06,8.508289184305795e-09
1951,1.9041264067709562e-06,7.462981344019681e-09
1952,2.102633985145985e-06,7.381362521208246e-09
1953,2.1806227294973723e-06,1.616074141175261e-08
1954,2.3004550513405775e-06,7.818029112982572e-09
1955,1.8855685794960664e-06,6.569925492527773e-09
1956,2.1314470188826817e-06,8.72114158667614e-09
1957,1.7943961125865826e-06,7.068030161150318e-09
1958,1.7801868068545446e-06,7.4450192122377246e-09
1959,1.8191004613754558e-06,4.960478539040025e-08
1960,1.909457964188732e-06,9.689166802218097e-09
1961,2.0142713736959195e-06,1.2506686519753174e-08
1962,2.087137957573759e-06,4.5027891970583767e-08
1963,1.9837851397142003e-06,1.4225316924409981e-08
1964,1.8604774965069737e-06,1.8251905264943247e-08
1965,1.986898993777686e-06,1.4774516721161035e-08
1966,2.0084685417032233e-06,1.440159480559089e-08
1967,1.9203656478339326e-06,1.133977206579928e-08
1968,1.97712127203431e-06,1.7067379842750086e-08
1969,1.8839211719523519e-06,1.0446042891798513e-08
1970,1.7645307508473707e-06,1.6095537180849107e-08
1971,1.7717194253918933e-06,1.0276794970565106e-08
1972,1.7955513698098002e-06,5.643161493651405e-09
1973,1.6953101038552632e-06,2.4258095698836968e-08
1974,1.4575855828979911e-06,2.250228647859842e-08
1975,1.2650928624680091e-06,9.138368284311582e-09
1976,1.4678050774818985e-06,1.7711933697484028e-08
1977,1.3175745436910802e-06,1.2928919546073558e-08
1978,1.5356429088342338e-06,6.534650598410963e-09
1979,1.7807554399951186e-06,1.5800327823889404e-08
1980,1.6697287890110601e-06,2.899426809754857e-08
1981,1.7306704052089117e-06,9.488324348438937e-09
1982,1.810107676192274e-06,1.6760256071890467e-08
1983,1.565566890349146e-06,2.0209010576088815e-08
1984,1.5199201186533173e-06,1.797692672500517e-08
1985,1.5598342173461788e-06,7.218669662023558e-09
1986,1.6257044137546472e-06,1.0790073612376716e-08
1987,1.6713084534103473e-06,7.944061852782625e-09
1988,1.6898288208722079e-06,4.377484297268808e-08
1989,1.466975049879693e-06,7.134558721588746e-09
1990,1.6874472379413419e-06,1.0897302060719483e-08
1991,1.584940193311013e-06,1.5239809691980355e-08
1992,1.6144136907314532e-06,3.856960972825618e-09
1993,1.61855638225461e-06,8.862732159276021e-09
1994,1.8372569314806242e-06,1.3187316405538496e-08
1995,1.5611236392487626e-06,1.1929391807719014e-08
1996,1.6996485499021219e-06,9.074756945892659e-09
1997,1.6657463106639625e-06,6.712852385071244e-09
1998,1.588740673241773e-06,9.059445638115449e-09
1999,1.685490133240819e-06,1.8737824458714414e-08
2000,1.8683855103063252e-06,3.1368023734046346e-08
2001,1.8024305603603352e-06,1.840108909689775e-08
2002,1.6556636381892531e-06,1.095305346421327e-08
2003,1.7117719437464984e-06,7.917153710401692e-09
2004,1.6473919259851755e-06,9.250061494547879e-09
2005,1.771775075098958e-06,2.2969123714133843e-08
2006,1.7488678594190787e-06,1.4824403926638752e-08
2007,1.7611660183547428e-06,8.388406691484107e-09
2008,1.6808371299248392e-06,6.3861594623570994e-09
2009,1.8271713173589887e-06,1.2874119548200724e-08
2010,1.9235284867136215e-06,3.779034363216027e-09
2011,1.9200163592358876e-06,5.735957819830162e-09
2012,2.216508846686338e-06,1.0553183493744456e-08
2013,2.417892488892903e-06,1.3945624655065103e-09
2014,2.6333978553338966e-06,3.248167693148396e-09
2015,2.5907334020303097e-06,3.3248630099125265e-09
2016,2.6364015184299205e-06,3.7284121345848575e-09
2017,2.113365013656221e-06,5.031222521933998e-09
2018,2.490082891881684e-06,9.809573486840861e-09
2019,2.7142509679833893e-06,4.0815804625005114e-09
