year,mauvais_ADJ effets_NOUN
1996,6.779377037524625e-08
1997,6.80875007486037e-08
1998,8.725676714504971e-08
1999,8.637680104506273e-08
2000,7.775735610948686e-08
2001,7.097563226032833e-08
2002,6.265146623718465e-08
2003,8.917215232884246e-08
2004,6.915521968964278e-08
2005,7.431187043493992e-08
2006,7.247486272232706e-08
2007,7.988958761195875e-08
2008,6.30101075205225e-08
2009,9.72711267088755e-08
2010,6.188168893972446e-08
2011,6.653711354109859e-08
2012,5.3787193365906205e-08
2013,6.108184102959768e-08
2014,6.193173329727131e-08
2015,6.117748158063208e-08
2016,1.0646687886861628e-07
2017,5.7355936888825454e-08
2018,4.9047869155049995e-08
2019,6.122370876937566e-08
