year,ces_DET in_ADJ,ces_DET mines_NOUN
1848,4.827133082141444e-08,7.836046194142909e-07
1849,5.530413993426464e-08,7.256573404390565e-07
1850,4.820187182730251e-08,9.008997636783533e-07
1851,5.288539739467524e-08,7.965057022829569e-07
1852,5.33864739082901e-08,9.85045502943649e-07
1853,4.240071582728433e-08,9.250522339243616e-07
1854,5.4034908769651224e-08,1.0277024387050915e-06
1855,3.290301009428731e-08,1.5597088065533171e-06
1856,2.433278972757691e-08,8.759803904467844e-07
1857,4.5398033110544134e-08,8.498707444459797e-07
1858,4.0128143918849446e-08,7.898393050709274e-07
1859,4.582956125709359e-08,6.375400900537898e-07
1860,5.446849016266242e-08,6.783386368169886e-07
1861,3.584132501899262e-08,6.498597926452021e-07
1862,4.472806569566501e-08,8.787483096739379e-07
1863,3.2465035104678464e-08,7.706700060339244e-07
1864,5.75367340438504e-08,6.492061714880037e-07
1865,3.671338522082124e-08,6.598995980766631e-07
1866,3.795177949683648e-08,6.043090934326756e-07
1867,3.445496155052297e-08,1.0884855896620138e-06
1868,4.692880495316132e-08,8.412605296825859e-07
1869,4.248661700234635e-08,7.212957768842898e-07
1870,5.734048746930398e-08,6.313187981277224e-07
1871,4.0360474962142234e-08,5.416800519242315e-07
1872,4.595977687316122e-08,7.38984887505012e-07
1873,4.4895032580427596e-08,6.381080552841922e-07
1874,2.808066240644891e-08,7.737118892237049e-07
1875,4.520006546826494e-08,1.6443668755528051e-06
1876,3.204387999389269e-08,8.579294927812953e-07
1877,3.649041280251453e-08,7.922749034605658e-07
1878,3.44228039406147e-08,7.307297309466776e-07
1879,3.4823155470320444e-08,6.610289915442991e-07
1880,3.914886281819463e-08,5.808150831398962e-07
1881,3.9046042399348835e-08,7.502417886939838e-07
1882,2.529046416732683e-08,6.402480323686177e-07
1883,5.43463136715161e-08,6.660582982931373e-07
1884,4.423136790165927e-08,8.905688986260429e-07
1885,4.8986831480135606e-08,7.206220828948062e-07
1886,5.09823661065667e-08,8.034562597458716e-07
1887,3.133883863526421e-08,6.372230316742389e-07
1888,3.931181136174189e-08,6.125033635839827e-07
1889,2.0048437576747347e-08,8.006844893770904e-07
1890,5.505684796958121e-08,8.383060219330218e-07
1891,3.505821177807178e-08,7.190120427935653e-07
1892,4.450643875664184e-08,6.851484002368124e-07
1893,2.278614102957377e-08,8.646416773672172e-07
1894,3.654892766213891e-08,8.399951951787443e-07
1895,3.8519134548664624e-08,6.999648576311301e-07
1896,2.88954410954112e-08,8.892719591813147e-07
1897,3.088158107011907e-08,8.833297471255719e-07
1898,2.7160104387746742e-08,6.829634173755039e-07
1899,2.5426860617017155e-08,6.517014909945829e-07
1900,2.7512581990407625e-08,8.824790427297557e-07
1901,2.4031576784100395e-08,7.634217240592989e-07
1902,3.6827128901961714e-08,6.864576960197155e-07
1903,2.3760968526076454e-08,7.571108824322437e-07
1904,3.009790017216574e-08,8.051188586932767e-07
1905,3.251278268834312e-08,6.476752538731034e-07
1906,2.3148829519925584e-08,7.237867691856081e-07
1907,3.239991297476763e-08,8.146264107722345e-07
1908,3.192402875384914e-08,8.585108446368395e-07
1909,2.6954819487556847e-08,6.903734472984979e-07
1910,2.244543306773039e-08,8.753718674370248e-07
1911,2.1281496453973148e-08,6.735593487405822e-07
1912,2.656804792833256e-08,7.814131990357964e-07
1913,3.818152682910636e-08,8.065847367788592e-07
1914,3.750176302830255e-08,7.058367827994516e-07
1915,2.9451904026700504e-08,1.0084332018323039e-06
1916,2.3073669863649116e-08,1.072376306865408e-06
1917,1.7546279096336548e-08,8.356415293064856e-07
1918,2.5270027848023346e-08,8.878969026682171e-07
1919,3.591060782071054e-08,1.1786046059114597e-06
1920,2.0445024784265797e-08,8.125004455905582e-07
1921,3.1805538425189184e-08,7.762066189798134e-07
1922,2.951174149501412e-08,7.953414709049866e-07
1923,2.1231896241147297e-08,6.199713951104968e-07
1924,2.1915761205804074e-08,5.19532470377726e-07
1925,2.0896537389347714e-08,4.6192346303541854e-07
1926,3.0094573277850145e-08,4.034902048033473e-07
1927,1.449399278374841e-08,6.020581544419201e-07
1928,1.9424269748213874e-08,7.186979971152141e-07
1929,1.1140406375176326e-08,3.642912815848831e-07
1930,1.7856126355297874e-08,4.043887464888485e-07
1931,2.8513392535955973e-08,4.4480889727083195e-07
1932,2.8494795967226594e-08,5.512646978900193e-07
1933,1.835305929454023e-08,3.957378496011188e-07
1934,2.6359476379411717e-08,4.51705574278094e-07
1935,1.9149254626427137e-08,4.930932959723577e-07
1936,2.182448621823596e-08,4.3648972081200554e-07
1937,1.6368453259474336e-08,4.7468515873561046e-07
1938,2.5930428915188486e-08,4.317416326671264e-07
1939,2.2941075705773528e-08,4.695273467802963e-07
1940,2.789361186472661e-08,4.741913990358171e-07
1941,2.3612020783048138e-08,2.833442600547187e-07
1942,1.517105907566929e-08,3.853448973245577e-07
1943,5.806470415592457e-09,3.6000117376033813e-07
1944,3.213186161588055e-08,3.213186232642329e-07
1945,2.832055301382752e-08,5.402689922107129e-07
1946,5.0115973593278795e-08,3.271459476650307e-07
1947,3.457052644151304e-08,3.5404986675757755e-07
1948,2.3918153679858278e-08,3.2724382492688164e-07
1949,1.3743811422273211e-08,6.646114414365911e-07
1950,2.658840414504482e-08,6.094061930639327e-07
1951,2.0256663457729474e-08,4.061993941206765e-07
1952,2.319856928778563e-08,3.564143646883622e-07
1953,2.3702420026694426e-08,3.0489930935573284e-07
1954,4.202190417856855e-08,3.7428812404982637e-07
1955,2.1586898046876968e-08,4.5801765935493677e-07
1956,3.7500909488841216e-08,3.5233412987167867e-07
1957,2.9155624137189307e-08,2.7300265870167095e-07
1958,1.3235589180204954e-08,3.3502585949918284e-07
1959,2.0151945223645384e-08,3.5343408910648577e-07
1960,1.1073332972788563e-08,3.1559000746028687e-07
1961,3.265634784810345e-08,3.3073238725478404e-07
1962,1.3318108060822453e-08,3.291475429989532e-07
1963,1.2932106829843804e-08,2.5928872915415013e-07
1964,1.0951142992432494e-08,2.689114069198695e-07
1965,1.2038495533772675e-08,2.76338187887859e-07
1966,1.107814973089205e-08,2.5202789544209736e-07
1967,1.577707375854942e-08,2.627868802562716e-07
1968,1.3474247384515081e-08,2.7352723108720056e-07
1969,1.4533624859147665e-08,2.9476009189011165e-07
1970,1.3336302950861523e-08,3.389260356811974e-07
1971,1.1304474023532407e-08,2.4356003969217e-07
1972,8.208234980600082e-09,2.2726550774621046e-07
1973,9.92376719688437e-09,2.0178326209929764e-07
1974,1.2376257574331362e-08,2.480877192567732e-07
1975,1.0851812337620004e-08,2.8443170663194906e-07
1976,1.085570122683066e-08,2.399681342524218e-07
1977,1.0578207310096843e-08,2.186162841866235e-07
1978,1.4851478602473378e-08,1.9306921750228412e-07
1979,9.363157582598092e-09,2.095006479407857e-07
1980,1.876099653408403e-08,1.9215808855221894e-07
1981,7.590659434342228e-09,2.017850366797802e-07
1982,1.0552753892945077e-08,1.8001756352248321e-07
1983,6.315315825844436e-09,1.7746038594168567e-07
1984,1.4497521405587577e-08,2.6559458987662765e-07
1985,1.3835783629900789e-08,1.9430252251595448e-07
1986,1.678455974207793e-08,1.7743677460657636e-07
1987,7.944061963804927e-09,1.509371809760296e-07
1988,5.396898261622596e-09,1.8469385842934116e-07
1989,1.0976243913773942e-08,1.7616872582948417e-07
1990,1.089730194969718e-08,2.8169526800070344e-07
1991,6.447611888837912e-09,1.9401449513622993e-07
1992,9.917899501665772e-09,2.1654080839539347e-07
1993,2.7696037130375828e-09,1.8279384583763658e-07
1994,1.0549853324270941e-08,1.819849693163178e-07
1995,1.3556126887692699e-08,2.412990625089151e-07
1996,5.871901409548741e-09,1.932389341874341e-07
1997,1.006927874414032e-08,2.805013359363784e-07
1998,5.244941925219848e-09,1.8834110449006403e-07
1999,7.769341975327748e-09,2.2165475144220181e-07
2000,6.185244316725402e-09,1.5021306687401648e-07
2001,6.571817756650944e-09,1.8313464877905972e-07
2002,6.571832411594869e-09,1.7743946578718806e-07
2003,2.9168459869666208e-09,1.8376129951036546e-07
2004,3.0833539332864035e-09,1.6914398948131293e-07
2005,7.656374201303606e-09,1.5853198043203065e-07
2006,4.529678854225949e-09,1.4742045628679534e-07
2007,3.5950315224742013e-09,1.5698304700606514e-07
2008,4.6831836186811415e-09,2.2308984348740069e-07
2009,5.245011980292702e-09,1.6974764704968948e-07
2010,1.8895172648747405e-09,1.5399565000961957e-07
2011,3.823972000160936e-09,1.5984202761387678e-07
2012,3.744677928851914e-09,1.7429774246124907e-07
2013,4.183687674075287e-09,1.7125227813608035e-07
2014,4.7639794331644225e-09,1.825470334892998e-07
2015,2.8815480695998374e-09,1.8996051664998959e-07
2016,3.935546166733417e-09,2.487679378049279e-07
2017,4.2765392616050946e-09,1.4716327001451646e-07
2018,2.839613377769723e-09,1.670208948922891e-07
2019,3.061185249730869e-09,1.6504891320323622e-07
