year,aux_ADP arbres_NOUN,aux_ADP marbres_NOUN
1869,1.4362429610059735e-06,9.864708516715837e-08
1870,1.426057894882149e-06,6.938198993111655e-08
1871,1.3308334669837052e-06,3.504988654867702e-08
1872,1.3334382584773152e-06,5.5635521079011596e-08
1873,1.2828007545095943e-06,5.327543917132971e-08
1874,1.378939734841822e-06,8.722929134563628e-08
1875,1.481875581355041e-06,7.094693665887775e-08
1876,1.4861104631336275e-06,1.1064206972832835e-07
1877,1.4132304171354804e-06,7.916564470633602e-08
1878,1.4753493626784575e-06,9.90410522483387e-08
1879,1.3782637591219782e-06,8.858521738375202e-08
1880,1.2816438736962255e-06,9.434234016225673e-08
1881,1.3840426973388276e-06,9.133985129361477e-08
1882,1.469509017582027e-06,6.92160031512401e-08
1883,1.2689232438134468e-06,8.657494277031219e-08
1884,1.3124173250389504e-06,6.733730817387595e-08
1885,1.276880425393756e-06,5.02759576193057e-08
1886,1.2965008782117593e-06,4.5174247009782675e-08
1887,1.4050246308627834e-06,7.312395666758675e-08
1888,1.3366016000659897e-06,7.164894810784972e-08
1889,1.4578973459578037e-06,6.139833857998767e-08
1890,1.3711776407632215e-06,1.0749193535275481e-07
1891,1.3130893350421502e-06,7.521579692415514e-08
1892,1.3308051975968738e-06,7.27147408952078e-08
1893,1.2298357905393686e-06,5.419406462481291e-08
1894,1.3680642112490204e-06,8.255016470393173e-08
1895,1.3650218200211839e-06,7.463082174474778e-08
1896,1.3344976199647363e-06,4.009979548413867e-08
1897,1.5359216760657546e-06,6.292850762701363e-08
1898,1.3676243266758092e-06,5.2056865484928494e-08
1899,1.5781236193390669e-06,7.6833337914195e-08
1900,1.2697315892040706e-06,7.163653192865382e-08
1901,1.268643691432203e-06,5.1975270365378634e-08
1902,1.90175294534356e-06,5.843237649294508e-08
1903,1.3689558429064164e-06,5.832238048064653e-08
1904,1.2920598706500641e-06,6.127072538220091e-08
1905,1.2788361267723758e-06,8.515252081231495e-08
1906,1.4146507467671654e-06,5.7614865489608036e-08
1907,1.2399395252771228e-06,6.222840376324257e-08
1908,1.2288295820894746e-06,7.268855473085978e-08
1909,1.445108383180127e-06,4.950885212906542e-08
1910,1.3697058758310732e-06,6.145773479016015e-08
1911,1.4726795143360505e-06,8.672209772520034e-08
1912,1.3341327225191435e-06,8.282979990781314e-08
1913,1.3777166891770776e-06,8.962052838734635e-08
1914,1.3668053764348542e-06,8.170027615550524e-08
1915,1.1285969945262764e-06,4.005459075528961e-08
1916,1.2338919965770856e-06,5.16410700868164e-08
1917,1.2633321269106546e-06,8.444146715191891e-08
1918,1.3737706581196107e-06,6.776961924970237e-08
1919,1.4235333702927733e-06,6.721729306491397e-08
1920,1.3501288620432206e-06,5.3005621669655056e-08
1921,1.3767254429808418e-06,6.361107973695823e-08
1922,1.3545890080735035e-06,6.640142097280588e-08
1923,1.277098533591925e-06,8.705077281234708e-08
1924,1.526368384574539e-06,5.801231095503567e-08
1925,1.4121660214527765e-06,9.788378707575873e-08
1926,1.5192187188262096e-06,7.579374072808065e-08
1927,1.4404798136524732e-06,8.696395192853146e-08
1928,1.3379894703291484e-06,4.6846767798314204e-08
1929,1.4014631108949516e-06,5.458799057223018e-08
1930,1.3297561984870754e-06,9.663315592156607e-08
1931,1.563674359772449e-06,4.219981875053236e-08
1932,1.41268424069807e-06,6.137340635703481e-08
1933,1.2617728124553196e-06,5.620624476954106e-08
1934,1.38387245662841e-06,4.7926318913482646e-08
1935,1.598962704463247e-06,5.50541061627996e-08
1936,1.5556008996497894e-06,1.0912242842664455e-07
1937,1.286812254974734e-06,6.295558996338713e-08
1938,1.3976500703449801e-06,7.260520362706302e-08
1939,1.2632886239316576e-06,7.952905889396789e-08
1940,1.2856419191464852e-06,7.86092684279538e-08
1941,1.3222732011541893e-06,7.378756849973911e-08
1942,1.7841164972054457e-06,4.5513175450651033e-08
1943,1.6722634530452751e-06,7.548411673496958e-08
1944,1.5712480347929159e-06,3.855823393905666e-08
1945,1.378993063738676e-06,6.753362669087437e-08
1946,1.4909502930038343e-06,5.986074569364064e-08
1947,1.4853405012615895e-06,3.695469885656166e-08
1948,1.4144325586329387e-06,3.261566305923225e-08
1949,1.335113094746987e-06,3.239612667016445e-08
1950,1.2411466343564825e-06,5.104973377356714e-08
1951,1.3838499359764e-06,1.7058242818279723e-08
1952,1.165200806951816e-06,4.8506098138112463e-08
1953,1.167882844654855e-06,4.525007413214155e-08
1954,1.3036563224488873e-06,2.834035384147171e-08
1955,1.2060506104916158e-06,5.9129329876839165e-08
1956,1.2462511849165026e-06,4.360570926564833e-08
1957,1.1026126873758813e-06,4.505869105608795e-08
1958,1.1415695739813714e-06,5.7905705563854326e-08
1959,9.928707687123506e-07,4.80546373804458e-08
1960,1.0997204737961397e-06,4.15249985508126e-08
1961,1.2326034521947804e-06,4.724748409179469e-08
1962,1.1777012645097784e-06,3.805173776072479e-08
1963,1.2130315809599779e-06,4.008952847467384e-08
1964,1.0561768739592026e-06,3.102823953327061e-08
1965,1.0084976018731595e-06,2.3529786674636455e-08
1966,1.169852602345145e-06,3.101881773659443e-08
1967,1.018607338920674e-06,3.401931614188669e-08
1968,1.0833295256418296e-06,5.479527476204282e-08
1969,9.873781543490168e-07,5.223021345979184e-08
1970,1.0218366988112848e-06,4.2768143693194816e-08
1971,9.161762584142252e-07,4.72732573086887e-08
1972,9.490771564202305e-07,5.284051241005727e-08
1973,9.653619699179217e-07,5.9542599406547936e-08
1974,8.511490143803258e-07,2.6440186262632892e-08
1975,9.229752109263245e-07,2.5701661687804744e-08
1976,9.313048909831423e-07,4.5136863080497136e-08
1977,9.68493652386826e-07,2.9383910082891873e-08
1978,9.760391534996415e-07,5.346532383487812e-08
1979,9.12907842653965e-07,3.628223554930088e-08
1980,9.630645187996834e-07,5.2303386621765924e-08
1981,9.551579669420107e-07,3.921840768805751e-08
1982,9.106405922665317e-07,5.4626018375358854e-08
1983,9.13194675433715e-07,3.852342811416776e-08
1984,9.904706956831433e-07,3.7113654371978555e-08
1985,9.348176970291888e-07,3.6093349864430024e-08
1986,9.723055374166734e-07,4.076250093021372e-08
1987,8.81179803791099e-07,3.788706381957496e-08
1988,8.89288940264521e-07,2.99827698224675e-08
1989,9.675559233812692e-07,3.567279249772071e-08
1990,1.046140990723643e-06,2.5608660081388734e-08
1991,1.0193087494059228e-06,4.0444110283033297e-08
1992,1.005564801204173e-06,2.6447731393819396e-08
1993,9.826553881708833e-07,3.7112690975948937e-08
1994,9.563441789595117e-07,3.323203751071091e-08
1995,9.50555632428518e-07,2.9281233770994675e-08
1996,9.080094773850078e-07,3.20285518107255e-08
1997,9.867892369896936e-07,2.013855704419143e-08
1998,8.606473276273618e-07,3.290009231715629e-08
1999,8.825058230854665e-07,1.6909744549042927e-08
2000,8.738866483781749e-07,2.3415566818840716e-08
2001,9.007771346603022e-07,3.2420968298918496e-08
2002,9.603637458610592e-07,3.7678505204752355e-08
2003,9.42974647699657e-07,3.333538423078153e-08
2004,8.606962023094411e-07,2.2464435339708544e-08
2005,8.530101878179153e-07,2.432024759357887e-08
2006,9.372317713030043e-07,2.9237018139838256e-08
2007,9.395015689861452e-07,2.5165221018141892e-08
2008,1.0439242554838302e-06,2.554463840453991e-08
2009,1.04232687192507e-06,2.8132335350150584e-08
2010,1.1313484611363833e-06,2.0784688858910272e-08
2011,1.2626755339084639e-06,2.5620611354693068e-08
2012,1.4182117205052691e-06,2.4510618923390126e-08
2013,1.4734947502148543e-06,2.1197350652535363e-08
2014,1.538981942772466e-06,2.035518452403462e-08
2015,1.4802290753124225e-06,2.2387411216517883e-08
2016,1.6090169623339534e-06,3.37628419666558e-08
2017,1.3996861962795037e-06,1.0062445682246235e-08
2018,1.5648850766325495e-06,1.4714360396794746e-08
2019,1.430593920659362e-06,2.2448693015597598e-08
