year,autres_ADJ archers_NOUN,autres_ADJ marchés_NOUN
1846,1.7563503984519002e-09,1.405080354288657e-07
1847,1.3483059113639229e-08,1.3321262315457716e-07
1848,1.287235473768078e-08,1.4642303369782894e-07
1849,1.005529792763582e-08,1.1563592750007956e-07
1850,2.2403686017469226e-08,7.875235663590274e-08
1851,5.8044946626978344e-09,1.3866293757658354e-07
1852,1.5625309046640723e-08,1.0677294426386652e-07
1853,3.1054046445433414e-08,1.0032845287888392e-07
1854,1.8184826089395756e-08,9.45610949543152e-08
1855,1.326734277995456e-08,7.8542669257331e-08
1856,2.0708756931497874e-09,1.201107870940632e-07
1857,2.636014961865385e-08,7.956860059721294e-08
1858,2.6425849952715907e-08,8.172438725750908e-08
1859,1.1202780925145817e-08,1.4003477133428532e-07
1860,1.1442959468865865e-08,1.3914639396261919e-07
1861,5.659156698811785e-09,1.1837069280318246e-07
1862,1.8523744316212287e-08,1.0797987215482863e-07
1863,1.4983863039219614e-09,9.58967176778458e-08
1864,5.753673759656408e-09,8.774352266982532e-08
1865,1.4591217234460885e-08,1.1296426510876145e-07
1866,2.1408697037372804e-08,1.1580159053892203e-07
1867,2.814630661873707e-08,1.3781985330751922e-07
1868,1.4819621974027086e-08,1.017614081888496e-07
1869,1.3185501579471293e-08,9.815873625029781e-08
1870,8.027668307875047e-09,8.027668174648284e-08
1871,2.3366590662377007e-08,1.4019954464039586e-07
1872,3.628403577593531e-09,1.451361375526261e-07
1873,7.183205141814142e-09,1.263046920385591e-07
1874,2.5093358502203955e-08,1.780433528386638e-07
1875,2.8607635371713513e-08,1.2244068159361632e-07
1876,2.418405919968336e-09,1.2636171287105924e-07
1877,9.27722432209066e-09,1.830705510519337e-07
1878,3.623453259660181e-09,1.5218503790492832e-07
1879,2.627009798583657e-08,1.5578778800318105e-07
1880,7.701415505323439e-09,1.5916258178094722e-07
1881,1.1156012114099667e-08,1.4502816214623238e-07
1882,2.6621540527571597e-09,1.1646923936403653e-07
1883,1.64302811356265e-08,1.548238002802016e-07
1884,1.2543224237049344e-08,1.076076632244849e-07
1885,1.160214413431504e-08,1.4824962590864743e-07
1886,1.355227396970804e-08,1.5423778776391117e-07
1887,1.1099172247952538e-08,1.8803302737069316e-07
1888,1.2047167707862627e-08,1.927546859903373e-07
1889,1.3783300722991498e-08,1.8920712818726315e-07
1890,1.3108772956016423e-09,1.6779229383701022e-07
1891,8.92390783491237e-09,2.29471924795277e-07
1892,1.3790726782758611e-08,1.5483225679346901e-07
1893,7.390100087434348e-09,2.2662972309905882e-07
1894,4.411077725308132e-09,1.2540063409893776e-07
1895,6.018614495673091e-10,1.6611376452146942e-07
1896,4.1279202278587945e-09,1.5214334325719392e-07
1897,7.574727511894253e-09,1.8528949397023098e-07
1898,9.61920332276378e-09,1.8842321480860846e-07
1899,6.633094074004475e-09,1.801990521244079e-07
1900,9.863001082521805e-09,2.294445484718466e-07
1901,7.824234593556412e-09,2.0119460242273846e-07
1902,7.365425602756659e-09,1.6154834270309948e-07
1903,2.1600881083827517e-09,1.7118698281137767e-07
1904,5.912087708281888e-09,2.010109785288705e-07
1905,1.2901897328276846e-08,1.5482277149203583e-07
1906,6.6874399351490865e-09,1.9239250348412895e-07
1907,1.5428529565042481e-09,2.0005661305333433e-07
1908,2.4556945366072114e-09,1.6502267863316433e-07
1909,3.300590023513905e-09,1.7053049050641533e-07
1910,6.947395991829808e-09,2.0254330812541355e-07
1911,3.7242618988742038e-09,1.8780920640892873e-07
1912,5.2094211167030835e-09,1.5003133085889075e-07
1913,1.0605979205990934e-08,1.5219580973280245e-07
1914,5.357394972094198e-09,1.6607924036016186e-07
1915,4.712304768617059e-09,2.0734141514822113e-07
1916,2.197492410260793e-09,2.9446397320498363e-07
1917,0.0,2.4016469191145973e-07
1918,0.0,2.6992984203388914e-07
1919,6.4454939163738345e-09,1.9612717416794823e-07
1920,7.572231730534895e-10,1.688607653704821e-07
1921,3.7863738810983705e-09,2.0825056129547548e-07
1922,3.6889677978990676e-09,2.6486787874091533e-07
1923,8.492758496458919e-09,1.6348560016865576e-07
1924,1.1602462102189293e-08,1.4438619189149904e-07
1925,5.499089184013428e-09,1.79270307265611e-07
1926,5.57306911730393e-09,1.4044134266644193e-07
1927,1.7838759802657478e-08,1.6166376459736398e-07
1928,0.0,1.805314582270512e-07
1929,3.342121912552898e-09,1.9829923703085228e-07
1930,8.402882833991043e-09,2.520864754718133e-07
1931,0.0,2.931176723564022e-07
1932,0.0,3.682404265958894e-07
1933,9.176529758292418e-09,3.13149087993736e-07
1934,7.188948103475923e-09,2.492168764689495e-07
1935,2.393656828303392e-09,3.255373179911203e-07
1936,4.849885826274658e-09,2.631063011904189e-07
1937,2.5182236296217297e-09,3.298872871537739e-07
1938,1.2965214457594243e-09,2.2170517277597668e-07
1939,9.176430282309411e-09,2.859987464631786e-07
1940,5.0715658339584024e-09,1.927194972495272e-07
1941,5.9030051957620344e-09,2.2136269706152234e-07
1942,6.068423541449874e-09,1.8508692312124708e-07
1943,5.516146872608374e-08,2.2645234309948137e-07
1944,3.2131861615880553e-09,2.024307246273338e-07
1945,0.0,1.7428032483834954e-07
1946,6.960552134671616e-09,2.060323422981014e-07
1947,2.3841741914054637e-09,1.883497637855669e-07
1948,3.2615663503321457e-09,2.21786516263478e-07
1949,5.890204768377316e-09,4.3293005536071405e-07
1950,3.190608444114673e-09,3.0417134277982427e-07
1951,3.1984206394497505e-09,2.5374136136679937e-07
1952,5.272402070488624e-09,2.5729320451972626e-07
1953,3.232148326759443e-09,2.7257784085410464e-07
1954,2.9317608341017376e-09,2.677674915130268e-07
1955,5.631364707880948e-09,2.8907672344757884e-07
1956,0.0,2.058189456644044e-07
1957,8.835037701437898e-10,3.127603364072584e-07
1958,2.4816730892496253e-09,3.0690021834978154e-07
1959,6.975672928177801e-09,3.2010589845477e-07
1960,2.7683333403416555e-09,3.5157832556365065e-07
1961,6.948159159136935e-09,3.0849826204715214e-07
1962,5.7077609305622445e-09,3.671992674370017e-07
1963,7.1126584622049904e-09,3.4852027985809997e-07
1964,6.083968329129164e-10,3.1514955778355613e-07
1965,6.5664522708175355e-09,2.900182930476447e-07
1966,7.754704434148607e-09,3.184967862779331e-07
1967,6.902469651404175e-09,3.456165194037908e-07
1968,2.245707841908029e-09,3.0541628059932435e-07
1969,2.2708788183223305e-09,4.0830403591485265e-07
1970,5.978342543233595e-09,4.667705848504511e-07
1971,6.166076760294459e-09,6.140385060415809e-07
1972,7.182205497002769e-09,5.535428271308263e-07
1973,6.615844538870874e-09,4.7303289507638624e-07
1974,3.3753431161187564e-09,4.680475713669807e-07
1975,2.8557400888473694e-09,5.762883659166107e-07
1976,6.2848797277581525e-09,4.2337234296141446e-07
1977,5.876781727920388e-09,4.7601934216601194e-07
1978,5.940591130126904e-09,4.3841564578706027e-07
1979,5.266775904289034e-09,4.365572188191891e-07
1980,6.2536656408873625e-09,4.502639199821523e-07
1981,1.2651099057237047e-09,4.478489030734778e-07
1982,1.8622506869903077e-09,3.84865154856584e-07
1983,3.157658134966823e-09,5.096460160558536e-07
1984,4.059305780401701e-09,5.079931382212521e-07
1985,3.609334831011779e-09,4.637995338896417e-07
1986,4.196139880008332e-09,4.38196883723041e-07
1987,2.4443267410134695e-09,4.7481047182884595e-07
1988,2.99827696004229e-09,4.7372776279530626e-07
1989,4.939309850016116e-09,4.747225590406856e-07
1990,1.6345953479657283e-09,4.3643693470318823e-07
1991,5.2753188484189195e-09,5.462885788176663e-07
1992,3.30596661157756e-09,4.749571793638552e-07
1993,2.7696037130375828e-09,4.785875349355706e-07
1994,2.6374632478010085e-09,4.879307187177773e-07
1995,4.337960657352369e-09,4.798868920019572e-07
1996,7.473328622609188e-09,4.798944814865536e-07
1997,1.917957792585412e-09,4.488021143611576e-07
1998,3.337690568372409e-09,5.101898375992064e-07
1999,4.113180906983871e-09,4.917536563786573e-07
2000,7.510653432518666e-09,4.934941225664957e-07
2001,4.8193329327261836e-09,4.363686847419501e-07
2002,6.571832411594869e-09,5.62986949503852e-07
2003,1.3334153337041244e-08,4.196091514252487e-07
2004,3.523833003171717e-09,4.4708630492218404e-07
2005,7.205999352777326e-09,4.6388622187976125e-07
2006,7.823991232669414e-09,4.3196664401001783e-07
2007,6.7906151812735516e-09,3.6908989656248004e-07
2008,7.663391698997657e-09,4.5256582414943125e-07
2009,6.198650481792356e-09,3.576144260719616e-07
2010,6.140930874920514e-09,4.813545064763503e-07
2011,8.795135286732148e-09,3.4033351020701375e-07
2012,1.2255309655984092e-08,2.9310615851096955e-07
2013,1.534018789772773e-08,2.5576277962180427e-07
2014,1.3642305063399363e-08,2.2802137089605878e-07
2015,1.773260294157808e-08,1.9904847743668075e-07
2016,1.3256576419928834e-08,1.9139182194649607e-07
2017,1.509366853724714e-08,2.1936130290001188e-07
2018,1.910285429840286e-08,1.853493050152366e-07
2019,1.1479444950168727e-08,2.8851670208496216e-07
