year,nombreux_ADJ effets_NOUN,nombreux_ADJ méfaits_NOUN
1859,3.208069188076479e-08,1.2221216039165483e-08
1860,2.288591893773173e-08,2.8836257826014844e-08
1861,2.4994607272788016e-08,4.1500481273715195e-08
1862,2.4397126097142063e-08,8.132375661773494e-09
1863,1.0988165932701577e-08,1.748117206545885e-08
1864,2.8768367243969806e-08,3.1165733105353866e-08
1865,2.9182434246877165e-08,3.577201823645737e-08
1866,3.941146431429843e-08,1.8489329178805747e-08
1867,1.747012134956094e-08,2.91168689159349e-08
1868,2.0747471296544973e-08,3.6061081232219294e-08
1869,2.9301114423674335e-08,1.4650557211837167e-08
1870,6.307453670473251e-09,3.325748210158963e-08
1871,3.186353225714811e-08,2.1242353653860846e-08
1872,1.6327815544059376e-08,2.2979889990892843e-08
1873,1.855661402316855e-08,1.4366410283628284e-08
1874,2.8678122987457755e-08,3.1665429389704514e-08
1875,1.5448122780981066e-08,2.803548326824057e-08
1876,1.1487427897804992e-08,1.9951848173604958e-08
1877,1.9172929910382663e-08,2.535774612510977e-08
1878,3.32149880932775e-08,2.294853729267743e-08
1879,1.2829582729523281e-08,2.8102896010295808e-08
1880,3.529815373326528e-08,3.016387850607316e-08
1881,1.673401861523871e-08,1.6036766581351003e-08
1882,1.7304001787010748e-08,1.5307385581309063e-08
1883,2.5277355319985872e-08,2.8437025179073316e-08
1884,2.442627788923346e-08,3.630933420595284e-08
1885,1.933690718658454e-08,1.9981470700258797e-08
1886,2.710454793941608e-08,3.355801325710672e-08
1887,2.415702127223085e-08,2.0239665943222462e-08
1888,1.9655905347804037e-08,2.9800888867725916e-08
1889,1.8795409673089125e-08,4.0723389105323804e-08
1890,1.6385966361553983e-08,3.342736931699619e-08
1891,3.824532157636895e-08,4.0157587477551715e-08
1892,1.6298132621272998e-08,2.3193495124473884e-08
1893,2.6481190573690583e-08,2.4017824173938607e-08
1894,3.7809236630437226e-08,2.3945849747519787e-08
1895,3.1296796265678495e-08,3.069493459406658e-08
1896,4.1279204054944785e-08,3.125425251937486e-08
1897,6.351118031489023e-08,4.3700350005337896e-08
1898,4.866185321361627e-08,2.4896761985360172e-08
1899,5.085372123403431e-08,3.205995469102163e-08
1900,1.86877908703309e-08,3.322274011452464e-08
1901,2.2913829056392387e-08,3.297355988252093e-08
1902,1.4239823542538943e-08,3.093478895266344e-08
1903,1.6200660368781428e-08,4.644189388613995e-08
1904,1.289910045443321e-08,2.3110889202371254e-08
1905,2.631987072732045e-08,5.26397414546409e-08
1906,4.5268823356536814e-08,2.2634411678268407e-08
1907,2.0057088434555226e-08,3.599990350267035e-08
1908,3.437972395659017e-08,4.174680867663483e-08
1909,5.555993354278144e-08,4.8408654862441836e-08
1910,3.099607326362275e-08,2.939282950364941e-08
1911,1.5961122201701983e-08,3.6178544604581475e-08
1912,2.6047105805560022e-08,2.9693701719679666e-08
1913,3.075734156254839e-08,2.704524781904638e-08
1914,3.8171439342704616e-08,3.214437072074361e-08
1915,2.4739600590351074e-08,2.0027295377644805e-08
1916,2.0876177231343718e-08,1.9777431248257926e-08
1917,2.3029491202919417e-08,3.728584374584898e-08
1918,2.2972752589112133e-08,2.6418664589300533e-08
1919,3.498982437122322e-08,1.3811772170413406e-08
1920,1.2115570768855832e-08,2.1959472462640406e-08
1921,1.5145495524393482e-08,3.559191341651058e-08
1922,2.0658220023506146e-08,1.696925089333945e-08
1923,2.866305948145964e-08,2.0170300985000722e-08
1924,2.9650736976805092e-08,1.933743654092268e-08
1925,3.079489729884699e-08,8.798542339150117e-09
1926,3.1209186346359274e-08,2.229227646921572e-08
1927,3.1217830098739796e-08,1.6723836537835268e-08
1928,2.9707706517001498e-08,1.82816659588525e-08
1929,2.0052731031228177e-08,5.570202965543558e-09
1930,2.520864939015155e-08,1.7856125467119455e-08
1931,1.596749932275543e-08,2.167017854048936e-08
1932,3.835837958376942e-08,1.9727165678773417e-08
1933,2.1794258842078307e-08,1.605892663292252e-08
1934,2.036868629318178e-08,3.2350264689284813e-08
1935,1.795242710045386e-08,2.5133395809007197e-08
1936,2.3036957230715416e-08,2.9099314957647948e-08
1937,2.2664012888640173e-08,2.0145789036973838e-08
1938,1.8151300906765755e-08,1.6854778905894818e-08
1939,2.9058696782158222e-08,1.5294050470515685e-08
1940,3.0429394115571995e-08,3.0429394115571995e-08
1941,1.7709016475464523e-08,2.9515025090631752e-08
1942,1.517105907566929e-08,1.8205270180260413e-08
1943,4.3548528338988035e-08,2.322588166236983e-08
1944,3.213186161588055e-08,2.8918675454292497e-08
1945,1.9606536838523425e-08,1.5249527862692958e-08
1946,2.645009899993056e-08,2.3665876369705074e-08
1947,2.0265479960812627e-08,8.344609447874518e-09
1948,3.587722829934137e-08,2.391815279167986e-08
1949,3.239612667016445e-08,1.570721330779179e-08
1950,2.1270722072586068e-08,2.1270722072586068e-08
1951,3.4116485636559446e-08,2.8785784422780125e-08
1952,3.585233443459401e-08,1.687168627029223e-08
1953,1.723812381726475e-08,1.8315507332999914e-08
1954,2.9317607896928166e-08,2.052232517257835e-08
1955,3.566530892840092e-08,2.627970197011109e-08
1956,2.3547082506070183e-08,2.2674967681268754e-08
1957,3.3573144264664734e-08,1.4136060322300636e-08
1958,2.7298403537656668e-08,1.0753916868111446e-08
1959,4.417926291466756e-08,1.5501495198577686e-08
1960,4.3601250609981435e-08,1.5225833038812198e-08
1961,4.58578526263409e-08,1.528595028332802e-08
1962,4.8198867119708666e-08,1.5220695814832652e-08
1963,4.7202188824257973e-08,2.198458126656533e-08
1964,5.293052396382336e-08,1.2776333768727e-08
1965,6.840054567192055e-08,1.5321720781003023e-08
1966,6.369936045302893e-08,1.4401594583546284e-08
1967,4.5852122099176995e-08,1.2818872185960117e-08
1968,4.9405574742422687e-08,1.7516521566562915e-08
1969,5.768032451669569e-08,1.090021850558287e-08
1970,4.414776100247764e-08,2.851209579546321e-08
1971,5.138397440873632e-08,1.1304474689666222e-08
1972,5.950970205503836e-08,1.487742551375959e-08
1973,6.285052478460784e-08,1.1026407342740185e-08
1974,4.894247496167736e-08,1.012602890426706e-08
1975,8.452990840623897e-08,1.4849848462006321e-08
1976,8.798831174772204e-08,1.656922776760439e-08
1977,6.346924408262566e-08,2.2331770210826107e-08
1978,8.55445136949129e-08,1.6633656230169436e-08
1979,5.851973483572692e-08,1.8726314721106974e-08
1980,6.879032099504911e-08,9.664756106531058e-09
1981,6.768338067786317e-08,1.5813874654213578e-08
1982,7.945602931158646e-08,1.924325765401136e-08
1983,9.78874012957931e-08,1.0736036948344463e-08
1984,9.162433656229041e-08,1.2177918229383522e-08
1985,9.925670951815846e-08,6.617113967877231e-09
1986,8.751948854524016e-08,1.7384007122700496e-08
1987,1.0327280364208491e-07,1.7721369260925712e-08
1988,1.1573348501769942e-07,1.5591039570495013e-08
1989,1.328125591726348e-07,2.1952487827547884e-08
1990,1.0951788453894551e-07,9.262707045820662e-09
1991,1.0902325442430083e-07,1.582595565707834e-08
1992,1.1736180738353141e-07,9.366905473484621e-09
1993,1.0635278613335686e-07,2.049506697687775e-08
1994,9.758614538668553e-08,1.6879765141197822e-08
1995,1.1766718444050639e-07,1.7894087989134277e-08
1996,1.1637040842060742e-07,1.3879040139386234e-08
1997,1.3425704992187093e-07,1.1987236092636522e-08
1998,1.5114969187379756e-07,1.716526476513991e-08
1999,1.5675790621116903e-07,1.5081663917726473e-08
2000,1.4579504181710945e-07,1.7230322058026104e-08
2001,1.7568659416156152e-07,1.445799924226776e-08
2002,1.9408811624543887e-07,2.0153619217921914e-08
2003,1.9167845266565564e-07,2.083461403401543e-08
2004,1.9513225879563834e-07,1.4095332012686868e-08
2005,1.8150110747683357e-07,1.170974872621855e-08
2006,1.8777578247863858e-07,2.182481573242967e-08
2007,1.83346614335278e-07,2.0371844655642235e-08
2008,2.1159475238619052e-07,1.3198063086861112e-08
2009,2.3030369789012184e-07,1.3827758493789588e-08
2010,2.012335897916273e-07,1.795041271179798e-08
2011,2.5276455062339664e-07,8.412738061736036e-09
2012,2.131062188936994e-07,1.7021264397953928e-08
2013,1.575855606006371e-07,1.3666713094551142e-08
2014,1.414035750713083e-07,1.6024294779981574e-08
2015,1.5759850668928266e-07,1.4186082530898148e-08
2016,1.4975788076299068e-07,1.6156452176119274e-08
2017,1.8087244768594246e-07,1.5596789637584152e-08
2018,1.5101579720067093e-07,1.4456214003644163e-08
2019,1.7142637886990997e-07,1.5050828139351324e-08
