year,tes_DET arbres_NOUN,tes_DET marbres_NOUN
1930,2.9410089696924047e-08,1.0503603542488804e-09
1931,1.7108034988666532e-08,1.1405356659111021e-09
1932,2.9590749517360848e-08,0.0
1933,2.523545727939336e-08,0.0
1934,1.5576054224197833e-08,0.0
1935,2.2739739868882225e-08,0.0
1936,1.8187072292619177e-08,0.0
1937,2.3923124592428735e-08,2.5182236296217297e-09
1938,2.2040865133021725e-08,0.0
1939,7.647025235257843e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,2.3612021227137348e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,2.3225881884414434e-08,0.0
1944,5.1410976809052045e-08,0.0
1945,1.089252066321933e-08,0.0
1946,1.80974355501462e-08,0.0
1947,2.264965415221809e-08,1.1920870957027319e-09
1948,2.0656586663392318e-08,0.0
1949,1.0798709260129158e-08,0.0
1950,2.4461330738745346e-08,0.0
1951,2.6653504736628975e-08,0.0
1952,1.687168627029223e-08,1.0544803918932644e-09
1953,2.5857185281807915e-08,2.1547654771580937e-09
1954,2.9317607896928166e-08,0.0
1955,2.4402580400817442e-08,9.385607846468247e-10
1956,2.0058624983221307e-08,3.488456634670456e-09
1957,1.236905289303536e-08,0.0
1958,1.9853383825818582e-08,0.0
1959,9.300897829689347e-09,3.100299128533379e-09
1960,3.1835833746995945e-08,0.0
1961,2.987708569435199e-08,1.3896318540318475e-09
1962,1.0147130247162295e-08,0.0
1963,1.422531736849919e-08,0.0
1964,2.0685492319039156e-08,0.0
1965,2.2435377111662547e-08,5.472043373977442e-10
1966,2.437192891946438e-08,1.6617224263271169e-09
1967,2.415864530647127e-08,0.0
1968,1.796566395650956e-08,0.0
1969,2.4525492747784483e-08,9.083515606356229e-10
1970,1.5175792622557083e-08,1.3796175035718505e-09
1971,2.3636627544121325e-08,5.138397485282553e-10
1972,1.3338381510408226e-08,0.0
1973,1.1026408008874e-08,1.102640756478479e-09
1974,1.5751601134539328e-08,0.0
1975,9.709516302081056e-09,0.0
1976,1.4283817462157344e-08,2.285410749536254e-09
1977,1.5279633225340206e-08,0.0
1978,1.7821774278559133e-08,2.970295565063452e-09
1979,1.989670939117616e-08,1.1703946700691858e-09
1980,1.4781391444174119e-08,5.685150683554241e-10
1981,2.7832417925921504e-08,1.2651099057237047e-09
1982,1.1794254684005523e-08,6.207502289967692e-10
1983,3.4102705881444706e-08,0.0
1984,2.261613352150249e-08,0.0
1985,1.3835783185811579e-08,1.8046674155058895e-09
1986,1.8582905214614698e-08,0.0
1987,1.099947066762752e-08,1.8332451112712533e-09
1988,7.795520118314414e-09,5.996553809062277e-10
1989,2.3598924481227357e-08,0.0
1990,1.089730239378639e-08,0.0
1991,1.52398094144246e-08,0.0
1992,1.708082664197974e-08,0.0
1993,8.862731881720265e-09,0.0
1994,1.5297286770632468e-08,5.274926606624319e-10
1995,1.518286185664408e-08,0.0
1996,1.0142375161947825e-08,1.067618438099771e-09
1997,2.0138556711124522e-08,1.438468344439059e-09
1998,1.4304388118446809e-08,4.768129224785866e-10
1999,9.140402212892695e-09,4.570201161957499e-10
2000,1.1928685039741538e-08,0.0
2001,1.1391150245287918e-08,1.3143635069212678e-09
2002,1.7086763115514714e-08,1.3143663935011318e-09
2003,1.750107703202275e-08,4.1669229178253886e-10
2004,1.5857247959161214e-08,1.3214374039449694e-09
2005,1.936612314956676e-08,9.007499190971657e-10
2006,1.8942294122137326e-08,4.1178899179428186e-10
2007,1.5179022039291112e-08,7.988958938831558e-10
2008,1.9158478803404932e-08,0.0
2009,1.2397300519495502e-08,0.0
2010,1.369899971237487e-08,1.8895172093635892e-09
2011,1.2236709867607942e-08,0.0
2012,2.3489343581317712e-08,0.0
2013,1.3666712816995386e-08,8.367375126105969e-10
2014,2.0355185315068525e-08,0.0
2015,1.906254798456075e-08,8.866301581811342e-10
2016,2.257760578494583e-08,2.4856081637381067e-09
2017,3.270294790524986e-08,2.515611330355938e-10
2018,2.245876107309641e-08,1.0325866828253538e-09
2019,1.8622210884444712e-08,1.53059265262101e-09
