year,les_DET oies_NOUN
1985,3.332619105123058e-07
1986,3.2909725256047295e-07
1987,3.7337091995937044e-07
1988,3.4240321689082975e-07
1989,3.1227413765932965e-07
1990,3.154768948299136e-07
1991,3.950627576188026e-07
1992,3.845941041191736e-07
1993,3.788817872774075e-07
1994,3.8559713733121725e-07
1995,3.3185399583857134e-07
1996,3.763354907704297e-07
1997,4.1331989386605983e-07
1998,3.943242976589545e-07
1999,3.934943126893131e-07
2000,3.088204154622076e-07
2001,4.359305627588128e-07
2002,4.714194483668166e-07
2003,3.7752320558581687e-07
2004,3.255140867963746e-07
2005,3.5804809073169963e-07
2006,3.446673750850948e-07
2007,3.4592192310611836e-07
2008,3.533675041467177e-07
2009,4.0672683043752045e-07
2010,3.561739898572114e-07
2011,7.32673059999911e-07
2012,4.592336786402029e-07
2013,5.667502041006856e-07
2014,5.31833337813481e-07
2015,5.257716888529274e-07
2016,7.146123239820668e-07
2017,4.170883656229307e-07
2018,4.773131925261964e-07
2019,5.255034762896571e-07
