year,certains_DET auteurs_NOUN,certains_DET moteurs_NOUN
1855,1.0804924244212089e-06,5.306937111981824e-10
1856,9.36035817744596e-07,6.212626857404757e-09
1857,1.1788844034299473e-06,0.0
1858,1.229780792755264e-06,2.936205500958522e-09
1859,1.180365785558024e-06,5.092173349652285e-10
1860,1.1369724717269492e-06,5.492620580582752e-09
1861,1.3440496502425958e-06,7.073945429425521e-09
1862,1.231603064866249e-06,2.2589932147099034e-09
1863,1.166743430758288e-06,1.9978483312144135e-09
1864,1.285945998574789e-06,1.582260189536555e-08
1865,1.3414506838671514e-06,4.23615986733239e-09
1866,1.7238866973912081e-06,4.865612912574591e-10
1867,1.6373385562928888e-06,5.338092634588065e-09
1868,1.4666486549685942e-06,2.9639244392143382e-09
1869,1.987592327168386e-06,3.4184632902167778e-09
1870,1.6244560470113356e-06,5.734048791339319e-10
1871,1.6207916928578925e-06,2.1242354542039266e-09
1872,1.4930880922747747e-06,2.4189357183956872e-09
1873,2.1058764048120793e-06,1.1972008939764578e-09
1874,1.9668413528961537e-06,1.7923826867161097e-09
1875,1.8926811549135891e-06,1.716458086775674e-09
1876,2.148753679875881e-06,1.813804439976252e-09
1877,2.3830095301491383e-06,3.710889595609501e-09
1878,2.4663637532285065e-06,7.850815053611626e-09
1879,2.254340984109149e-06,1.0385853066452455e-08
1880,2.2860368744659354e-06,3.2089231272180996e-09
1881,2.512891740025225e-06,1.3945015142624584e-09
1882,2.535036117023992e-06,1.9966155395678697e-09
1883,2.6579138534543745e-06,8.847074184359371e-09
1884,2.62483467849961e-06,2.6406787867472303e-09
1885,2.7748461661758483e-06,1.0957580842685388e-08
1886,3.0854010333314363e-06,7.744156760303156e-09
1887,2.9549913165283215e-06,1.3057849246322917e-09
1888,3.20391262675912e-06,1.0144983297877275e-08
1889,3.2478468483532197e-06,1.1277245803853475e-08
1890,3.0785953981649072e-06,2.16294753774271e-08
1891,3.1195432370623166e-06,5.8005400482841196e-08
1892,3.1298683325076126e-06,3.886477517589526e-08
1893,3.352026112679596e-06,3.571881679320654e-08
1894,3.401570950245514e-06,2.0164925729204697e-08
1895,3.643669174380193e-06,2.527818065978238e-08
1896,3.586572915992292e-06,2.1819006823520226e-08
1897,3.931283572455868e-06,3.088158173625288e-08
1898,3.550051872025506e-06,5.771522149089492e-08
1899,3.839455871457176e-06,2.7637891975018647e-08
1900,3.95142978959484e-06,6.281174158573322e-08
1901,4.1261658907387755e-06,4.19155421482742e-08
1902,3.5462070400171797e-06,8.151071106965446e-08
1903,4.073386207892327e-06,5.6702313067091836e-08
1904,4.715158638646244e-06,6.342057723429662e-08
1905,4.5708842435487895e-06,2.631987205958808e-08
1906,4.2650433442759095e-06,4.321114999150666e-08
1907,4.6079877620286425e-06,5.91426991825017e-08
1908,4.290098445380863e-06,4.862275115868897e-08
1909,4.831513933822862e-06,7.426327530701826e-08
1910,4.588487854562118e-06,1.0581418052879599e-07
1911,4.893148002338421e-06,9.097839726024404e-08
1912,4.7885000640235376e-06,7.762037723679782e-08
1913,4.832614422412007e-06,9.121142241497182e-08
1914,5.041978397457569e-06,9.442408632764909e-08
1915,3.509488976760622e-06,5.654765877771695e-08
1916,3.426989337640407e-06,5.3838564051389426e-08
1917,3.320633368275594e-06,5.483212106582869e-08
1918,3.397670070626191e-06,1.1371512442792664e-07
1919,3.416111724163784e-06,1.0496947311366966e-07
1920,4.840170504394337e-06,9.38956734586327e-08
1921,5.245642000772932e-06,1.2192123399756838e-07
1922,5.204395620239666e-06,1.298516663084115e-07
1923,4.805839694199676e-06,9.87283206299594e-08
1924,5.057384328210901e-06,1.2247043379431943e-07
1925,5.1823415105900494e-06,6.598907020816114e-08
1926,5.678957563759468e-06,8.136681106662991e-08
1927,5.553428763960255e-06,8.807887930117886e-08
1928,5.38166557362274e-06,8.68379101959249e-08
1929,5.96791585394385e-06,1.0137769868023838e-07
1930,6.20973014520132e-06,7.877702579150991e-08
1931,5.724348397961876e-06,8.32591009469752e-08
1932,5.763620265497593e-06,5.918149748040946e-08
1933,6.3214818055712385e-06,1.0667715777401554e-07
1934,6.404154646588722e-06,7.668211488010002e-08
1935,6.8518427269737e-06,6.941604535626311e-08
1936,7.4736740316438954e-06,1.2124714210415277e-07
1937,6.042477707524085e-06,8.813782859107278e-08
1938,7.091972292982973e-06,8.038433119139654e-08
1939,6.76149988976249e-06,9.023489511150729e-08
1940,6.296349056356121e-06,4.81798743123818e-08
1941,6.177494810799544e-06,9.444808402037097e-08
1942,6.830010761404992e-06,3.6410540360520827e-08
1943,7.223249440357904e-06,4.064529335323641e-08
1944,8.004047003851156e-06,2.5705489292704442e-08
1945,5.271979716781061e-06,5.010559211982013e-08
1946,6.6417590005585225e-06,4.454753366189834e-08
1947,5.3286294132703915e-06,6.556478915342723e-08
1948,7.37113987270277e-06,5.3272249722624565e-08
1949,6.134648401712184e-06,2.84693233432165e-08
1950,6.284435130510246e-06,4.785912643967549e-08
1951,6.3424677136936225e-06,5.010858838971899e-08
1952,7.798937076586299e-06,5.377849809917734e-08
1953,6.640987294304068e-06,6.46429638706536e-08
1954,6.680505748590804e-06,2.9317607452838956e-08
1955,6.388783276634058e-06,4.035811373981346e-08
1956,6.72923283673299e-06,2.616342431593921e-08
1957,6.7137448240828235e-06,3.710715734683845e-08
1958,6.807228828620282e-06,5.873292874269964e-08
1959,6.030856866345857e-06,4.34041873553781e-08
1960,6.449524789786665e-06,4.014083287984249e-08
1961,6.324909463728545e-06,2.779263752472616e-08
1962,6.211311983861378e-06,3.3612369110258555e-08
1963,6.256553206185345e-06,3.427008055112424e-08
1964,5.761518082181283e-06,3.0419842422801935e-08
1965,5.382301878853468e-06,1.8604948026634816e-08
1966,5.893021580050117e-06,2.6033651678858405e-08
1967,5.546627676267235e-06,1.331190557785078e-08
1968,5.083833571006835e-06,2.021137190943989e-08
1969,4.706623599304294e-06,1.6350328091441213e-08
1970,4.934891876473557e-06,1.655541059797372e-08
1971,4.881991458205448e-06,3.0316544386010946e-08
1972,5.108600362291327e-06,1.7442499333775174e-08
1973,4.713238013209775e-06,2.1501494584796887e-08
1974,4.813239115719625e-06,2.981553071101928e-08
1975,4.707402013082174e-06,2.1703624231150798e-08
1976,4.574820991365414e-06,2.28541078839406e-08
1977,4.342354145592253e-06,1.3516598174057037e-08
1978,4.334849450060574e-06,1.9603951129099073e-08
1979,4.919754019283573e-06,1.287434159280565e-08
1980,4.760745127896371e-06,1.2507331170752423e-08
1981,4.910524125989468e-06,9.488323904349727e-09
1982,4.434018819665653e-06,1.9864007216874313e-08
1983,4.777536560141016e-06,1.073603728141137e-08
1984,4.627028829418123e-06,1.1018115864125377e-08
1985,4.456926944840234e-06,1.5038895129215746e-08
1986,4.411941176840628e-06,1.2588419251446936e-08
1987,4.62466630324343e-06,2.688759481728198e-08
1988,4.742074793284701e-06,1.2592763054541933e-08
1989,4.0112685155691e-06,1.5915554207879268e-08
1990,4.648244157579029e-06,1.1442166991670888e-08
1991,4.436543008523586e-06,1.2309076868888269e-08
1992,4.4536877794598695e-06,1.2121876946658006e-08
1993,4.308949542064511e-06,1.606370148010683e-08
1994,4.398233727442857e-06,1.4769794942637304e-08
1995,4.499549731917796e-06,1.3013881527967897e-08
1996,4.671364536079636e-06,1.814951344769611e-08
1997,4.89702563299943e-06,1.7261620133268707e-08
1998,4.811519261238573e-06,2.3840646345973937e-08
1999,5.283609652906307e-06,2.1936965577395995e-08
2000,5.485869678523159e-06,1.8997535100595542e-08
2001,5.331058559931989e-06,1.9277332174993944e-08
2002,5.612344693872728e-06,3.1106672793157486e-08
2003,5.753686991738505e-06,2.1667999838825835e-08
2004,5.372964324124041e-06,1.8500122767051153e-08
2005,5.357660484150983e-06,2.7472871977352042e-08
2006,5.095065148452704e-06,2.2648393827040536e-08
2007,4.654367444345553e-06,1.797515802870464e-08
2008,4.866679432780074e-06,1.3198063086861112e-08
2009,4.986575845578045e-06,3.1946889578193804e-08
2010,4.543344061858079e-06,3.259417269418918e-08
2011,4.230077820466249e-06,5.5065195070369555e-08
2012,3.914550120498461e-06,5.174464234869447e-08
2013,4.0871838109524106e-06,6.24763991652344e-08
2014,2.866832915060513e-06,2.013864053296288e-08
2015,3.468497197900433e-06,3.103205603594006e-08
2016,2.907747045810538e-06,2.3406141913540068e-08
2017,3.2682822848073556e-06,1.3081179250917785e-08
2018,3.0592960911235423e-06,3.536609405330182e-08
2019,2.5966504040297878e-06,1.785691416955615e-08
