year,quelques_DET arbres_NOUN,quelques_DET marbres_NOUN
1936,4.777137547762322e-07,1.6974599503782883e-08
1937,4.998673901468464e-07,8.813782481631449e-09
1938,5.328702847862132e-07,1.944782235252518e-08
1939,3.7776304395720217e-07,2.4470479864646677e-08
1940,4.412262235575781e-07,5.0715658339584024e-09
1941,4.751919284728956e-07,2.3612020783048138e-08
1942,5.704318226662508e-07,1.8205270180260413e-08
1943,5.051629337060604e-07,1.4516176038981143e-08
1944,5.333888992709035e-07,1.2852744646352221e-08
1945,4.487718356926962e-07,6.535512131478072e-09
1946,5.651968422171194e-07,8.352662561605939e-09
1947,4.6729813973911405e-07,2.3841741914054637e-09
1948,4.816246210737063e-07,9.784698828951832e-09
1949,4.977223184710056e-07,1.9634016634739737e-09
1950,5.349586729153089e-07,6.381216888229346e-09
1951,5.160118448088724e-07,8.529121520162164e-09
1952,4.966602666911513e-07,5.272401959466322e-09
1953,4.4280429634113716e-07,1.2928592862948562e-08
1954,5.775568610033588e-07,6.840775501615326e-09
1955,4.824202441966463e-07,1.1262729415761896e-08
1956,4.4128976384172347e-07,1.5698054411927842e-08
1957,4.7002400549445156e-07,1.1485548734313511e-08
1958,4.4587391201389437e-07,1.3235589513271862e-08
1959,4.162151654441004e-07,7.750747710311146e-09
1960,3.7580124967462325e-07,1.799416665670961e-08
1961,4.141103069343899e-07,1.459113452284555e-08
1962,4.109587905531953e-07,6.341956293454132e-09
1963,3.7567770405644296e-07,3.879631726988464e-09
1964,4.033671139325179e-07,1.0951143103454797e-08
1965,3.567772175472328e-07,1.915215097625378e-08
1966,3.899508591587164e-07,1.163205709531212e-08
1967,3.613936065960388e-07,6.902469706915326e-09
1968,3.9614289093492516e-07,1.796566395650956e-08
1969,3.28823265505207e-07,1.9075382606814628e-08
1970,3.5962028732683393e-07,1.241655755990223e-08
1971,3.458141577539209e-07,1.541519245584766e-08
1972,3.062697757627575e-07,8.721249833421041e-09
1973,3.7930841045863417e-07,1.1577728220579786e-08
1974,3.1671968159230346e-07,1.0126029126311664e-08
1975,2.672972598816159e-07,3.998036124386317e-09
1976,3.3995486248272755e-07,8.570290477294407e-09
1977,3.379149617899202e-07,5.289103821581875e-09
1978,3.8495032583796274e-07,9.504946163474415e-09
1979,3.376588608716702e-07,1.5800327823889404e-08
1980,3.2575913877508356e-07,9.09624087164218e-09
1981,3.371517784955813e-07,5.06043967840597e-09
1982,2.967186176761061e-07,3.7245013739806154e-09
1983,3.2144958339586083e-07,8.84144257806696e-09
1984,3.5431941114438814e-07,8.118612004892611e-09
1985,2.929576758958774e-07,1.2031116103372597e-08
1986,3.3808899146947624e-07,4.196139880008332e-09
1987,3.299841111470414e-07,6.110816852533674e-09
1988,2.998276880106232e-07,4.017691057622841e-08
1989,3.4300762408179253e-07,1.2073868349560257e-08
1990,3.3836122881325537e-07,2.724325431913144e-09
1991,2.965901408913396e-07,7.033758131491652e-09
1992,3.1186284488171623e-07,1.2672872085062181e-08
1993,3.4176910546079853e-07,7.2009697094088665e-09
1994,3.1755056895121925e-07,6.8574046441227665e-09
1995,2.776294945050495e-07,8.133675954979935e-09
1996,3.0640648063240405e-07,8.007137841659073e-09
1997,3.1838098735192943e-07,2.8769365778558154e-09
1998,3.3472267624290453e-07,8.10581957111367e-09
1999,2.8929373030450733e-07,7.769341614505265e-09
2000,2.871720425901003e-07,4.418031385178267e-09
2001,3.101898045088092e-07,8.762423675534592e-09
2002,3.281534866061975e-07,5.257465796049132e-09
2003,3.2668677008018676e-07,9.167230530238157e-09
2004,2.977638935419691e-07,3.9643119897903034e-09
2005,2.67522732855241e-07,8.106749049829887e-09
2006,3.063710138917486e-07,5.353256948836815e-09
2007,2.712251436776114e-07,5.192823337996089e-09
2008,3.069614145090327e-07,5.9604156055215185e-09
2009,3.409257764985796e-07,5.245011980292702e-09
2010,3.911300723302702e-07,2.3618964561933353e-09
2011,4.2063690486315863e-07,5.7359579308524644e-09
2012,4.442549865757428e-07,3.063827413996023e-09
2013,4.353824145653107e-07,5.578250084070646e-10
2014,4.6492107941276117e-07,2.381989674948848e-09
2015,5.024976381662327e-07,3.103205470367243e-09
2016,5.586404370205855e-07,6.214020104033935e-09
2017,4.4123823528252615e-07,2.5156112748447867e-09
2018,4.946090186308538e-07,2.0651733656507076e-09
2019,4.999936003002858e-07,1.7856913725466939e-09
