year,aux_ADP airs_NOUN,aux_ADP mers_NOUN
1872,1.1066630678513434e-07,2.503598600656076e-07
1873,1.4725570851581438e-07,3.0827922053999757e-07
1874,1.0216581447508588e-07,1.989544795577558e-07
1875,1.0127102711976477e-07,2.8207129315616086e-07
1876,8.283040520140617e-08,2.484912058342559e-07
1877,1.0576035047726862e-07,2.4615567573160746e-07
1878,1.600358487952036e-07,1.9627038211345038e-07
1879,1.4601287046112077e-07,2.9385855526697924e-07
1880,8.214843538745242e-08,2.881613034855235e-07
1881,1.1295462259974798e-07,2.537992791484811e-07
1882,1.2844893282348835e-07,1.8901293841189215e-07
1883,1.0742876366265364e-07,1.8326083406350335e-07
1884,1.558000528589787e-07,2.6010685338917483e-07
1885,1.0055191379532147e-07,2.1786248194377578e-07
1886,1.5423778870760074e-07,1.6456333185033145e-07
1887,1.3514874475095695e-07,1.6909914934970516e-07
1888,1.0842450848258522e-07,1.9338874479579715e-07
1889,1.2029062695928516e-07,1.7354429071581023e-07
1890,8.455158556630593e-08,1.7696843007675156e-07
1891,7.394095424828606e-08,1.5871808289880107e-07
1892,8.650546878818943e-08,1.6486187548458986e-07
1893,1.1146733691624888e-07,2.0076437595717422e-07
1894,1.102769380256774e-07,1.8589540218272305e-07
1895,1.3361324713301315e-07,1.1736297977904542e-07
1896,1.0614652418139414e-07,2.0698571512323127e-07
1897,7.982597916011969e-08,1.7305338961826067e-07
1898,1.0637707481553349e-07,1.5277557652293439e-07
1899,1.0668226124721514e-07,1.4316428220695343e-07
1900,1.1835600921550338e-07,1.5884622794892778e-07
1901,8.327221268089602e-08,1.3748297100768525e-07
1902,7.660042644630494e-08,1.4779954043975252e-07
1903,1.1880484729331897e-07,1.2798522663892697e-07
1904,7.524475620357407e-08,1.6231368338281982e-07
1905,8.463644651790503e-08,1.5069417025337373e-07
1906,1.116288048663705e-07,2.1194040095151578e-07
1907,1.1777111208477464e-07,1.9645662296952082e-07
1908,1.502885083048966e-07,1.7484545256074568e-07
1909,1.4907666123775698e-07,1.3752459437910147e-07
1910,1.1436482716398189e-07,1.512394668390371e-07
1911,1.500345536697978e-07,1.6227140919866656e-07
1912,1.2346328115420135e-07,1.6930618329524805e-07
1913,1.6386237833287964e-07,1.2355965700594496e-07
1914,1.325955188424821e-07,1.6139153002914242e-07
1915,5.890380805340101e-08,1.5197183556026062e-07
1916,1.0108465020586266e-07,1.1207211447761267e-07
1917,1.5681987053373092e-07,1.469500828799042e-07
1918,1.1486376561009592e-07,1.3783650842924544e-07
1919,1.1049418369157848e-07,1.906024545972329e-07
1920,1.0979736009275598e-07,1.279707197987534e-07
1921,1.4009583387819546e-07,1.4312493290535855e-07
1922,1.7190590284599239e-07,1.2985165953605105e-07
1923,1.910870719434854e-07,1.422537048156869e-07
1924,1.4825367922188804e-07,1.4180786656048383e-07
1925,2.0236647046978362e-07,1.770706596904148e-07
1926,1.0700293096022051e-07,1.4935825465300923e-07
1927,1.4939961312521177e-07,1.4159515826506208e-07
1928,1.5996458113676226e-07,1.3711249380321533e-07
1929,1.1697426360868235e-07,1.526235735571646e-07
1930,1.6385622059189586e-07,1.8171234206221243e-07
1931,1.4370748857572835e-07,1.2203731891702319e-07
1932,9.534796863164274e-08,1.2822657258215742e-07
1933,8.144170404733586e-08,2.1335431266145122e-07
1934,1.3778817731235904e-07,1.4617527810401043e-07
1935,9.095895769917206e-08,1.22076498243473e-07
1936,1.6125869706229423e-07,2.2309475156134795e-07
1937,1.170974018860349e-07,1.397614153297866e-07
1938,1.1150084711086805e-07,1.5558256905023882e-07
1939,9.635251796424882e-08,1.1470537764068922e-07
1940,1.0143131645712344e-07,1.6736167030018123e-07
1941,1.9184767552360427e-07,1.2986610986587266e-07
1942,1.5474480608013153e-07,1.608132296215814e-07
1943,8.419382258040287e-08,2.0322646498982522e-07
1944,1.2210107591670294e-07,1.7029886656416693e-07
1945,1.219962295628818e-07,1.546737875557369e-07
1946,1.1972149405181653e-07,1.6426903215460698e-07
1947,1.0728783705893363e-07,1.3470584825370224e-07
1948,1.06544502331829e-07,1.913452285506878e-07
1949,1.0995049448681016e-07,1.1191389681641795e-07
1950,1.2230665924484185e-07,1.829282227916451e-07
1951,1.3113524643948438e-07,1.5992102708750622e-07
1952,8.96308345321728e-08,1.9191542821594965e-07
1953,1.0342874157132087e-07,1.3144069210824227e-07
1954,1.2508846047865063e-07,1.3388374164868821e-07
1955,1.2764426982059263e-07,1.2482857947304637e-07
1956,1.552363162460324e-07,1.3692192002423553e-07
1957,9.718541371661615e-08,1.52846157508435e-07
1958,8.603133344609049e-08,1.5717262469294724e-07
1959,8.525822625671253e-08,1.3176271052017796e-07
1960,1.0727291965828556e-07,1.501820809934884e-07
1961,1.0908610048598888e-07,1.4313207896687885e-07
1962,1.1098423446931349e-07,1.3508366614178868e-07
1963,1.1832877122586183e-07,1.0862969523905974e-07
1964,8.517555871723204e-08,1.6000837033125492e-07
1965,1.1491290985432556e-07,1.2202656529680667e-07
1966,1.2739872157219168e-07,1.2961434581182374e-07
1967,1.1980715464154912e-07,1.6319411200171885e-07
1968,1.6797895230347137e-07,1.491150107835182e-07
1969,8.720174657361746e-08,1.1581482572964319e-07
1970,1.0439106001847165e-07,1.1680761324850408e-07
1971,1.346260187773396e-07,1.3205681259620405e-07
1972,1.3697492673436784e-07,1.5236536210494478e-07
1973,9.31731425346527e-08,9.868635064691489e-08
1974,6.075617275946854e-08,1.4738998072028053e-07
1975,8.224531455880424e-08,9.995090577419319e-08
1976,9.998671690603089e-08,8.513154758915675e-08
1977,9.344082807505316e-08,9.167779940755238e-08
1978,9.504946363314559e-08,1.0514846360276664e-07
1979,9.772795150908564e-08,1.1762466423093088e-07
1980,9.835310998962399e-08,1.4497134570579107e-07
1981,9.867857464485041e-08,9.67809097307537e-08
1982,9.497478570263951e-08,9.932003830481761e-08
1983,7.767838539063376e-08,9.599280659244869e-08
1984,1.3627670258919977e-07,1.0032284702976568e-07
1985,9.083492735761922e-08,1.1730338445037347e-07
1986,1.1689246526280783e-07,9.531231748294289e-08
1987,1.1549443801328607e-07,1.6071447639376402e-07
1988,8.215278701761974e-08,1.0673865957766537e-07
1989,1.1909225272610513e-07,1.0646957204762941e-07
1990,1.0951788154134334e-07,1.0134490779911687e-07
1991,1.2250461961516024e-07,8.96804192018763e-08
1992,1.1405584365853372e-07,1.0248496085107917e-07
1993,1.3903410955862228e-07,7.588714123762941e-08
1994,1.0497104285800418e-07,1.213233100649802e-07
1995,1.3664575782001975e-07,8.784370209014014e-08
1996,1.1797184074069378e-07,7.313186412005734e-08
1997,1.2179031649850458e-07,1.0213124967961562e-07
1998,1.2397135984443253e-07,9.440895931689397e-08
1999,1.2385245440338366e-07,8.089255731924538e-08
2000,1.3784258490190382e-07,9.984751392355662e-08
2001,1.2355017253717904e-07,7.185187567149143e-08
2002,1.58162092089853e-07,8.455757222192162e-08
2003,1.7001045560238737e-07,8.292176745250401e-08
2004,1.5064385938678981e-07,6.12265990962424e-08
2005,1.5582973145189527e-07,7.115924338663149e-08
2006,1.7583389411157668e-07,8.112243310431921e-08
2007,1.9652838578743115e-07,9.98619853476157e-08
2008,2.494859703272567e-07,8.174284393813736e-08
2009,2.3364142820447853e-07,8.248972749314021e-08
2010,2.5225053845723266e-07,8.597303119417532e-08
2011,3.6518933521634267e-07,6.691951071058355e-08
2012,3.5744652374103403e-07,9.055311933625632e-08
2013,3.2521199094803777e-07,9.3714603299766e-08
2014,3.5123521820168424e-07,8.705089356297879e-08
2015,3.5598200205655406e-07,9.37611402962446e-08
2016,3.657986657190637e-07,1.0543121076178608e-07
2017,3.569652507473542e-07,6.76699466461983e-08
2018,4.2852346959776355e-07,9.706314796353865e-08
2019,5.130036373479641e-07,1.0305990572057055e-07
