year,leurs_DET êtres_NOUN
1986,1.8582904104391673e-08
1987,1.588812459374367e-08
1988,1.6190695006912392e-08
1989,2.3050112929468014e-08
1990,3.160217648678909e-08
1991,1.4653663171770859e-08
1992,2.0386792698445788e-08
1993,2.1048988330107932e-08
1994,2.162719958676007e-08
1995,2.3858783393393423e-08
1996,1.92171327739743e-08
1997,2.7810388658622287e-08
1998,2.43174582692518e-08
1999,2.376504681933511e-08
2000,3.0042613841096966e-08
2001,2.497290782499384e-08
2002,4.205972459203622e-08
2003,3.041853657848037e-08
2004,4.845270390463341e-08
2005,2.4320248148690382e-08
2006,3.1707752423670854e-08
2007,3.23552832581786e-08
2008,3.661398295662366e-08
2009,4.529782904327817e-08
2010,5.385124124401841e-08
2011,5.3153209778056265e-08
2012,6.297867541360525e-08
2013,6.19185793193644e-08
2014,6.171518673880882e-08
2015,7.336864699114543e-08
2016,6.504007671326306e-08
2017,6.993399337407169e-08
2018,8.570469478552667e-08
2019,7.678473412653375e-08
