year,des_DET airs_NOUN,des_DET mers_NOUN
1851,1.2756989651308004e-06,1.0486787758168248e-06
1852,1.5840156546431672e-06,1.2669520970121084e-06
1853,1.6166019918273378e-06,1.005076146753936e-06
1854,1.4360816216196781e-06,1.01107630356978e-06
1855,1.7979903113030105e-06,1.0603259816832633e-06
1856,1.812533945155792e-06,1.006963323391119e-06
1857,1.770035183312757e-06,1.1071262928652459e-06
1858,1.914895452870269e-06,9.596498777852958e-07
1859,1.8591524533206893e-06,1.0311650804339934e-06
1860,1.9251635201555928e-06,1.00835356420248e-06
1861,1.9288291834840265e-06,9.087661858586671e-07
1862,1.8026765253864596e-06,9.514878929195447e-07
1863,1.7641001193169359e-06,7.661748604448348e-07
1864,1.7898718951414594e-06,9.838781878102054e-07
1865,1.7490633963390678e-06,8.773557667041132e-07
1866,1.8270376607176786e-06,9.254395587632303e-07
1867,1.8125251433076528e-06,8.671973894536222e-07
1868,1.8361512310605121e-06,8.67441912077993e-07
1869,1.8352264561372067e-06,8.472905435041866e-07
1870,1.6852369242315035e-06,9.059796894916872e-07
1871,1.6154811071089625e-06,6.553266098663357e-07
1872,1.7216775152206765e-06,8.496511938460571e-07
1873,1.4905151246580317e-06,9.559649107870882e-07
1874,1.5283050114334173e-06,7.557880810082906e-07
1875,1.6964327826940462e-06,7.266339530076493e-07
1876,1.6547942500722002e-06,7.666346562018589e-07
1877,1.775042161256124e-06,7.403224628887983e-07
1878,2.2719050463138046e-06,7.790424572107213e-07
1879,1.9769776749001267e-06,8.534727147235799e-07
1880,1.8605336293830987e-06,9.427816243245957e-07
1881,2.2563035102507456e-06,8.75049711357434e-07
1882,2.0159161078225907e-06,8.658655934468129e-07
1883,1.9097042383009466e-06,7.102936976366436e-07
1884,2.049826843375513e-06,8.014460224359254e-07
1885,2.0587360900492513e-06,7.62518677532853e-07
1886,2.0889863341366777e-06,6.750323091608834e-07
1887,1.9893632776657455e-06,6.659503273276357e-07
1888,2.0581634512240043e-06,7.570694222636121e-07
1889,2.110724487636162e-06,7.925398199937206e-07
1890,1.797868172559447e-06,7.321249642089356e-07
1891,1.9721835933239618e-06,6.801292986580165e-07
1892,1.9024934863054455e-06,7.89832534486834e-07
1893,1.771160555996687e-06,7.020594825490889e-07
1894,1.973011842792971e-06,6.83716997684769e-07
1895,1.8687797744831869e-06,7.61354713496587e-07
1896,1.832206883989329e-06,7.282830960519959e-07
1897,1.7724862146906162e-06,6.852214866626127e-07
1898,1.9317623554115926e-06,7.067285241468824e-07
1899,1.8849042131563465e-06,5.908981126623303e-07
1900,1.7197959465420354e-06,6.831426153652842e-07
1901,1.697858832194754e-06,5.728457215248284e-07
1902,1.5025468886875615e-06,5.921802603836568e-07
1903,1.870096280498501e-06,5.951042600926826e-07
1904,1.856932946964207e-06,6.23993968495995e-07
1905,1.7293703589160714e-06,6.941220984657548e-07
1906,1.7901761788507997e-06,7.299598054899548e-07
1907,1.8930806122696708e-06,6.829696204135871e-07
1908,1.9910771698050667e-06,6.77280531213853e-07
1909,1.9539492637221656e-06,6.491160364774373e-07
1910,2.117352416952656e-06,6.760350519385838e-07
1911,1.8514902437871683e-06,5.985420630238991e-07
1912,1.9066481815599445e-06,6.188792385231068e-07
1913,1.987030294969827e-06,5.971166490148505e-07
1914,1.9387073528776e-06,5.866347310146125e-07
1915,1.7188132179768445e-06,7.186264934233577e-07
1916,1.5734045568649435e-06,6.735314022066063e-07
1917,2.125293070420753e-06,8.488012248619725e-07
1918,1.8584956933409558e-06,8.006004215133089e-07
1919,1.9336481642540093e-06,6.951925737297415e-07
1920,2.0429882034989078e-06,6.92859226880671e-07
1921,2.077961921642668e-06,7.125955057141198e-07
1922,2.112302823320533e-06,6.529472678096226e-07
1923,2.002167809322941e-06,7.505475139168993e-07
1924,2.0665274149678226e-06,8.173290160229385e-07
1925,1.995069361271362e-06,7.940684554341715e-07
1926,1.9528033785576326e-06,6.475906353387018e-07
1927,2.2019718510790653e-06,5.92023844614431e-07
1928,1.9058636606672508e-06,6.707086379620364e-07
1929,1.8192283608442494e-06,7.040736758057164e-07
1930,1.874893225561891e-06,6.092090005793693e-07
1931,1.7290520730739445e-06,5.20084258326392e-07
1932,1.6537940901173442e-06,6.14829976264275e-07
1933,1.699952134615046e-06,5.850037512189488e-07
1934,1.6235040618539642e-06,5.271894991665249e-07
1935,1.728220176744344e-06,5.289981652722986e-07
1936,1.613799465616239e-06,6.498846740754516e-07
1937,1.412723467097976e-06,5.565274081575922e-07
1938,1.6271343916685055e-06,5.951033479334455e-07
1939,1.3443470656682166e-06,5.979973733971633e-07
1940,1.1943537816527794e-06,6.719824847678524e-07
1941,1.9391372134691665e-06,7.555846868179117e-07
1942,1.7264664702310029e-06,7.828266568310482e-07
1943,1.8087155417845224e-06,8.070993988695818e-07
1944,1.6547909247321968e-06,5.815866721547991e-07
1945,2.017294706391226e-06,5.969101035674385e-07
1946,1.994894326173835e-06,5.986074933517216e-07
1947,1.7106449430315251e-06,5.82930578474361e-07
1948,1.6373062763364032e-06,6.349182726239633e-07
1949,1.3449301121681856e-06,5.517158516710197e-07
1950,1.5346826263140656e-06,7.710636822366723e-07
1951,1.6279961059240122e-06,6.279565509803575e-07
1952,1.3159915042137982e-06,7.381363023029053e-07
1953,1.482478598546777e-06,5.32227067306934e-07
1954,1.4434036259558525e-06,7.280539273679665e-07
1955,1.4857417180991206e-06,5.866004944010683e-07
1956,1.5837592748368934e-06,5.354780974187179e-07
1957,1.4542471866718643e-06,6.785308719337024e-07
1958,1.4451609189336523e-06,5.947742867107308e-07
1959,1.4098610190416139e-06,5.929321864606152e-07
1960,1.589023288062208e-06,5.965758471671023e-07
1961,1.523731381958271e-06,5.850349849012559e-07
1962,1.473870621993001e-06,5.244797733894302e-07
1963,1.5369808146203923e-06,5.289231470584355e-07
1964,1.3475989479871942e-06,6.169143853540504e-07
1965,1.4292977166263654e-06,4.990503663648838e-07
1966,1.5282307277431073e-06,5.472605764111904e-07
1967,1.6181360944500511e-06,5.58113977255914e-07
1968,2.097042171911312e-06,6.418233340355073e-07
1969,1.4783421935504748e-06,5.527319144604803e-07
1970,1.4587156158540893e-06,4.644712188195399e-07
1971,1.6298996303731883e-06,5.307964370260265e-07
1972,1.8858419466027954e-06,5.007023471392813e-07
1973,1.3132451233133224e-06,4.454668696141084e-07
1974,1.145366347543586e-06,5.01801018959469e-07
1975,1.1337287730839307e-06,4.123688723822738e-07
1976,1.1575604990099464e-06,4.519399623426068e-07
1977,1.258219027633345e-06,3.984458118999612e-07
1978,1.4584151575292026e-06,4.0633643649812257e-07
1979,1.350635496777386e-06,4.506019593009114e-07
1980,1.4366375644669915e-06,4.826692885373518e-07
1981,1.3580955080527701e-06,3.978770575230328e-07
1982,1.34144127628133e-06,4.30179919685969e-07
1983,1.448733495834631e-06,3.9533879103714753e-07
1984,1.5378970346091592e-06,4.0245119770077054e-07
1985,1.3378601231295306e-06,3.994330404211155e-07
1986,1.3973145307488721e-06,4.136195039805557e-07
1987,1.3749338148016932e-06,4.1736879996534526e-07
1988,1.4745526311088497e-06,4.2695462720843125e-07
1989,1.519112231562758e-06,3.9349836722379905e-07
1990,1.4259120142412485e-06,4.990964308504431e-07
1991,1.5468406875385199e-06,4.4136833654562224e-07
1992,1.4750120396200828e-06,4.567743676631153e-07
1993,1.5094340302113096e-06,3.899601903611938e-07
1994,1.4279226512314835e-06,4.357089258277824e-07
1995,1.5356380274056391e-06,4.050570758806771e-07
1996,1.4364806446565126e-06,3.8327502593915597e-07
1997,1.5046378480931821e-06,4.4928161457846727e-07
1998,1.5181723362900357e-06,3.9146339680939946e-07
1999,1.483944361169165e-06,3.81611800825965e-07
2000,1.5511708930660006e-06,3.962974126636709e-07
2001,1.461572207261952e-06,3.3735330573492206e-07
2002,1.4852341188031914e-06,3.995674022760909e-07
2003,1.6688526542907312e-06,3.991912240763895e-07
2004,1.5126053316549815e-06,3.990741008763621e-07
2005,1.5173132119628008e-06,3.778645814023207e-07
2006,1.7262194660361274e-06,4.2949591438912194e-07
2007,1.7240173413313187e-06,3.98249593303035e-07
2008,1.8873230338556368e-06,4.827936654905329e-07
2009,1.874853296612855e-06,4.944615588087231e-07
2010,2.043512857596852e-06,4.648212210689451e-07
2011,2.4079550904332336e-06,5.330616916765507e-07
2012,2.680848986358342e-06,6.076590990389263e-07
2013,2.5431241930107262e-06,4.487702316424702e-07
2014,3.0353045374909016e-06,5.151594368868473e-07
2015,2.8527324644755936e-06,5.341946840431433e-07
2016,2.913132703952215e-06,5.627830885757135e-07
2017,2.350335766010403e-06,4.1029622188659687e-07
2018,2.7027957258951574e-06,4.899623879950354e-07
2019,2.7494544951878197e-06,4.895345577793364e-07
