year,grands_ADJ êtres_NOUN,grands_ADJ mètres_NOUN,grands_ADJ etres_NOUN
2007,2.636356521978911e-08,1.1983438685803094e-09,3.994479413904628e-09
2008,2.171294255504108e-08,4.257439678578834e-10,4.257439678578834e-10
2009,3.957599692405722e-08,1.430457752249481e-09,4.76819250749827e-09
2010,2.2201826377354905e-08,9.447586046817946e-10,0.0
2011,2.3708627033824925e-08,0.0,7.64794394481072e-10
2012,4.8680815378787656e-08,2.7234021704458655e-09,4.425528499218956e-09
2013,4.016339993917484e-08,1.3945624655065103e-09,4.462600067256517e-09
2014,3.7678746012126396e-08,2.3819897165822113e-09,1.7323561474213989e-09
2015,3.746012344763017e-08,3.103205470367243e-09,4.433150790905671e-10
2016,3.686985161621692e-08,1.2428040818690533e-09,8.285360453275104e-10
2017,3.723104757824558e-08,7.54683426862357e-10,2.515611330355938e-10
2018,4.8789719264696885e-08,2.581466596041082e-09,2.8396133222585718e-09
2019,2.8571062959947824e-08,1.7856913725466939e-09,1.785691428057845e-09
