year,deux_DET arbres_NOUN,deux_DET marbres_NOUN
1896,3.7210252479269457e-07,5.307326134129653e-09
1897,4.340901460508917e-07,9.322741689743452e-09
1898,3.349746187097935e-07,1.0185038701315818e-08
1899,4.394424788500828e-07,1.879376654301268e-08
1900,4.204753007996942e-07,1.245852754294674e-08
1901,3.3644207597660625e-07,1.2854099173953415e-08
1902,1.3351061447508528e-06,3.240787460612182e-08
1903,3.6397484670658287e-07,7.020286352243943e-09
1904,3.6063734043523255e-07,2.364835172130597e-08
1905,3.6744604514638013e-07,1.186974607492175e-08
1906,4.243952300697629e-07,2.1091156376940035e-08
1907,3.8211326724990613e-07,3.1371344633157605e-08
1908,3.231694050143119e-07,7.858222739187681e-09
1909,3.2895880508476694e-07,1.485265543887948e-08
1910,3.7729704516209495e-07,1.0688301577133075e-08
1911,4.0807270629272807e-07,2.2877609140437016e-08
1912,3.479893475599738e-07,2.135862686714063e-08
1913,3.9984541189141964e-07,1.484837142129436e-08
1914,3.696602597358378e-07,1.6741859454327823e-08
1915,2.9569712722832264e-07,7.068456930880984e-09
1916,2.7468653884810124e-07,5.7134803554959035e-08
1917,2.6538746134008306e-07,4.3865698851064394e-09
1918,3.916854236507561e-07,1.033773866510046e-08
1919,4.788081202633521e-07,1.1970202606903513e-08
1920,3.1500484887203584e-07,9.086678076641874e-09
1921,3.415308977849918e-07,1.5145495135815423e-08
1922,3.644700159455283e-07,6.640141769764796e-09
1923,2.8238423332993534e-07,1.8047112249064412e-08
1924,3.4936302917287776e-07,1.1602462102189293e-08
1925,3.1124842969632027e-07,1.3197813952814386e-08
1926,2.909142100548934e-07,5.573069339348535e-09
1927,3.2890213930159007e-07,5.574612327308159e-09
1928,3.6906111766654703e-07,7.998228634953364e-09
1929,3.7097552318954286e-07,7.798284462623428e-09
1930,3.676261179919038e-07,9.453243188239924e-09
1931,3.284742575715427e-07,1.1405356659111021e-08
1932,2.772762641711779e-07,9.863582950409011e-09
1933,2.6956056586868726e-07,1.491186085722518e-08
1934,3.247008315554467e-07,2.156684431042777e-08
1935,2.884356593568782e-07,1.9149254626427137e-08
1936,3.78291098002137e-07,8.487299751891442e-09
1937,2.958912643791223e-07,1.2591118148108649e-09
1938,3.5524687191923476e-07,0.0
1939,3.0282221175070845e-07,6.117620188206274e-09
1940,2.383635937519557e-07,5.0715658339584024e-09
1941,2.1250818704743324e-07,2.9515025978810172e-09
1942,3.489343640694642e-07,9.102635090130207e-09
1943,3.0774292447688367e-07,5.806470415592457e-09
1944,2.6669444963545175e-07,9.639558484764166e-09
1945,2.766700077927453e-07,3.7034570077310036e-08
1946,2.825984033449913e-07,4.1763312808029696e-09
1947,3.242476971365704e-07,5.960435700558264e-09
1948,3.2072070155209076e-07,1.195907639583993e-08
1949,3.2199787103337485e-07,1.178041031391075e-08
1950,2.935359759703715e-07,7.444753258312176e-09
1951,2.985192431026462e-07,8.529121409139861e-09
1952,3.363792515642672e-07,1.0544803696888039e-08
1953,2.962802572170631e-07,1.0773827385790469e-09
1954,3.21516443690939e-07,6.840775057526116e-09
1955,3.1347931184200206e-07,7.508486277174597e-09
1956,2.973909376535744e-07,9.593255967388359e-09
1957,3.0922632099361635e-07,6.18452644651768e-09
1958,2.7877459096714574e-07,9.099467845885556e-09
1959,2.2167138524764596e-07,1.5501495198577686e-08
1960,2.3876875676620557e-07,6.920833350854139e-10
1961,2.584715232956114e-07,4.16889545107324e-09
1962,2.56849222779465e-07,6.976152100435229e-09
1963,2.5476249732037104e-07,9.69907976156037e-09
1964,3.0967399489156833e-07,1.4601523545820783e-08
1965,2.577332391950904e-07,2.7907421540351862e-08
1966,3.190506987493791e-07,7.754704434148607e-09
1967,2.613077789703766e-07,8.381570437698826e-09
1968,2.506210101671513e-07,3.5931326802796093e-09
1969,2.7568470173378046e-07,1.4079449134341004e-08
1970,2.487910180093422e-07,7.3579600190498695e-09
1971,2.3585244868229438e-07,9.762954999992246e-09
1972,2.277785222659645e-07,6.156176013405457e-09
1973,3.2031713637081793e-07,6.6158443723374205e-09
1974,2.9027950354532095e-07,7.31324301117553e-09
1975,2.570165964499438e-07,5.140332159925265e-09
1976,2.8053418255069573e-07,7.998937456843436e-09
1977,2.861992811631353e-07,4.7014254711541525e-09
1978,2.6554442733583983e-07,5.940591130126904e-09
1979,2.0540426248771837e-07,8.777960136541196e-09
1980,2.2399493548874716e-07,9.096241204709088e-09
1981,2.536545471443219e-07,1.2651099057237047e-09
1982,2.4581708757409615e-07,1.1173503788874939e-08
1983,2.62085601221429e-07,8.209910418166544e-09
1984,2.429784586865935e-07,7.538711099819295e-09
1985,2.472394342589723e-07,4.210890525158106e-09
1986,2.6016067700140866e-07,9.591176963752446e-09
1987,2.144896722455769e-07,7.3329800009958035e-09
1988,2.548535444901745e-07,7.795519729736355e-09
1989,2.8318709333063907e-07,1.0427432250992297e-08
1990,2.8006066621344416e-07,5.993515961311147e-09
1991,2.1746035372416372e-07,1.3481370020329564e-08
1992,2.484984875650298e-07,6.060938473329003e-09
1993,2.481564909118106e-07,4.985286850001103e-09
1994,2.6005389308636495e-07,1.1077346095955676e-08
1995,2.5539742765090523e-07,1.138714633697191e-08
1996,2.540931873795671e-07,3.2028553142993132e-09
1997,2.3638829205196998e-07,8.630810066634353e-09
1998,2.2410208089240768e-07,7.1521940592234046e-09
1999,2.3445131702715116e-07,1.3253583786010381e-08
2000,2.3592288300733344e-07,7.510653543540968e-09
2001,2.2607053296042068e-07,7.009939018143285e-09
2002,2.3395723403041302e-07,3.066854992184176e-09
2003,2.245971408854075e-07,1.1250691711595096e-08
2004,2.0085847918238642e-07,1.1892936635504725e-08
2005,2.305919828415881e-07,9.007498746882447e-09
2006,1.955997745994864e-07,9.059358152541108e-09
2007,2.3567428453219463e-07,8.388406774750834e-09
2008,2.1585218679121e-07,9.792111288486893e-09
2009,2.498532847283741e-07,3.814554005998616e-09
2010,2.4516485730430304e-07,3.779034529749481e-09
2011,2.718844118732022e-07,2.676780297417025e-09
2012,2.9923380928664756e-07,3.4042526575461807e-09
2013,3.042935468045016e-07,1.6734750252211938e-09
2014,3.4278998128911553e-07,1.7323561057880354e-09
2015,3.229550209482568e-07,2.881548111233201e-09
2016,3.179507039874352e-07,2.4856081637381067e-09
2017,3.043889602594163e-07,1.257805665177969e-09
2018,3.6037275563671756e-07,0.0
2019,3.267815404939256e-07,1.02039510174734e-09
