year,divers_DET êtres_NOUN
1953,3.232148326759443e-09
1954,1.172704333640695e-08
1955,5.631364707880948e-09
1956,4.360570571293465e-09
1957,2.6505113659425206e-09
1958,8.272243445794913e-10
1959,2.325224457422337e-09
1960,6.2287499602575735e-09
1961,7.64297514166401e-09
1962,1.2683912586908264e-08
1963,5.1728425987107585e-09
1964,6.083968440151466e-09
1965,1.094408652591028e-08
1966,6.6468897053084675e-09
1967,6.902469706915326e-09
1968,7.186265360559219e-09
1969,3.1792304344691047e-09
1970,8.7375777724219e-09
1971,7.193756701440179e-09
1972,4.6171320100540925e-09
1973,7.1671650836435674e-09
1974,7.875800456247362e-09
1975,3.4268881066168433e-09
1976,7.998937512354587e-09
1977,5.876781838942691e-10
1978,9.504946163474415e-09
1979,3.5111840102075575e-09
1980,3.97960553399912e-09
1981,3.795329828193417e-09
1982,8.069752865935698e-09
1983,4.4207211225000265e-09
1984,2.3196033982486597e-09
1985,2.4062232206745193e-09
1986,4.7955883708539204e-09
1987,9.777306964053878e-09
1988,8.994830658082265e-09
1989,7.683371272548811e-09
1990,8.717841559757744e-09
1991,5.2753188484189195e-09
1992,9.366905473484621e-09
1993,5.539207315052863e-09
1994,5.274926717646622e-09
1995,4.337960657352369e-09
1996,8.540947504798169e-09
1997,6.7128524960935465e-09
1998,9.536258005482523e-09
1999,5.941261704833778e-09
2000,6.627047355323157e-09
2001,9.638665865452367e-09
2002,7.448076377869484e-09
2003,5.8336921959778465e-09
2004,4.404791198453495e-09
2005,4.503749373441224e-09
2006,1.2765458912156191e-08
2007,5.991719120856942e-09
2008,8.940623352771127e-09
2009,9.059565542202108e-09
2010,1.0864724231396394e-08
2011,3.059177577924288e-09
2012,4.765953853791416e-09
2013,8.925200134513034e-09
2014,5.197068553286499e-09
2015,4.876465897751814e-09
2016,3.935546111222266e-09
2017,4.779661555431858e-09
2018,5.937373259712331e-09
2019,3.826481798085979e-09
