year,deux_DET âges_NOUN,deux_DET ages_NOUN,deux_DET mages_NOUN
1988,2.3986215946791845e-07,2.9982768490199874e-09,2.398621523624911e-09
1989,2.524536162340496e-07,5.488122178931576e-10,4.390497854167563e-09
1990,2.5608661013976075e-07,2.724325431913144e-09,5.993515961311147e-09
1991,2.2801100296732102e-07,3.5168792322792797e-09,4.68917216167597e-09
1992,2.3637660362396673e-07,2.2039776670368383e-09,2.2039776670368383e-09
1993,2.1990653209513766e-07,4.431366051882435e-09,6.647048800267896e-09
1994,2.3895417111674533e-07,2.6374632478010085e-09,2.1099706426497278e-09
1995,2.3316538333428838e-07,3.795715575183323e-09,3.253470548525428e-09
1996,2.0605036432641555e-07,3.736664533349199e-09,4.270473752399084e-09
1997,2.21524121712946e-07,3.835915585170824e-09,4.315405033317177e-09
1998,2.5271085402067683e-07,2.3840646123929332e-09,4.291316191284977e-09
1999,2.367364162481067e-07,2.285100553223174e-09,5.941261538300324e-09
2000,2.3459747167109413e-07,0.0,6.627047244300854e-09
2001,2.5542465520445035e-07,8.762423564512289e-10,5.695575455710866e-09
2002,2.6155891230672523e-07,0.0,1.7524885431718928e-09
2003,2.550156796843339e-07,1.2500768753476166e-09,2.500153750695233e-09
2004,2.4050160885025207e-07,8.809582507929292e-10,3.964312045301455e-09
2005,2.486069714535688e-07,9.007499190971657e-10,2.251874686720612e-09
2006,2.697218035585536e-07,1.2353669753828456e-09,5.3532570043479666e-09
2007,3.027815467238071e-07,1.1983438408247338e-09,4.393927499624084e-09
2008,3.235654166822144e-07,4.683183729703444e-09,4.683183785214595e-09
2009,3.390184826201903e-07,1.907277002999308e-09,7.629108234041837e-09
2010,4.6340410553291633e-07,1.4171379625338432e-09,3.779034363216027e-09
2011,4.642301987267672e-07,7.64794394481072e-10,1.9502257253556365e-08
2012,6.028931678336846e-07,2.0425516555899748e-09,2.1787217474589227e-08
2013,6.297844088454241e-07,1.3945624655065103e-09,2.2034088442701716e-08
2014,6.100059031233229e-07,0.0,2.988314418139737e-08
2015,6.334972457722188e-07,1.3299452233939135e-09,1.0417904094950359e-08
2016,5.851535558321075e-07,1.2428040541134777e-09,1.4085112326478466e-08
2017,5.491579413430259e-07,2.515611330355938e-10,2.3646746449834666e-08
2018,5.604364337052914e-07,1.2907333535316923e-09,1.7553973941097922e-08
2019,4.941263381796901e-07,2.55098775436835e-10,1.8877309548859245e-08
