year,certains_DET arbres_NOUN,certains_DET marbres_NOUN
1879,2.3520902114881892e-07,2.1993571408529533e-08
1880,2.278335431427081e-07,1.6044615636090498e-08
1881,1.9732196054889073e-07,1.8128519629900808e-08
1882,2.7819508829907136e-07,1.0648615988984034e-08
1883,2.7299544491654615e-07,6.319338829996468e-09
1884,3.3800687404550445e-07,1.914492209209584e-08
1885,2.1335054434246103e-07,1.933690674249533e-08
1886,2.8588844003252234e-07,1.548831352060631e-08
1887,2.4744624482764266e-07,1.1099171803863328e-08
1888,2.5869708153436477e-07,6.340614699951175e-09
1889,2.744129883325286e-07,1.2530273707511697e-08
1890,3.119888010161276e-07,2.2940353172629102e-08
1891,2.1608606459722068e-07,8.286486163910922e-09
1892,2.6954602461159993e-07,2.570090096298827e-08
1893,2.4695249667416874e-07,1.4164357742263434e-08
1894,2.709662023647752e-07,9.452309157609307e-09
1895,1.7935470975061207e-07,9.027921965554242e-09
1896,2.736221498267355e-07,9.435246361988447e-09
1897,2.499660105570456e-07,1.573212637939747e-08
1898,2.687718607674583e-07,1.584339370808152e-08
1899,3.3331297544236804e-07,2.65323762960179e-08
1900,2.7772134458814435e-07,5.191053142894475e-09
1901,2.2857942205689596e-07,1.5648469242623975e-08
1902,2.0819602752908395e-07,8.838510812125833e-09
1903,2.71091069592444e-07,1.6200661034915242e-08
1904,2.7195602214646897e-07,1.1286712897629059e-08
1905,2.9725972083838315e-07,1.4450125374043665e-08
1906,3.240836221607424e-07,1.0288369267641428e-08
1907,2.3194223430778038e-07,1.6457098794830927e-08
1908,2.568656469748021e-07,1.9645555626723876e-08
1909,2.3269161175676345e-07,8.251475058784763e-09
1910,2.597257271474973e-07,1.5498036631811374e-08
1911,3.0326131650326715e-07,9.576673232203348e-09
1912,2.9954171587576184e-07,1.8753915753677575e-08
1913,2.5613440080007877e-07,4.772690687104841e-09
1914,2.2835895663320116e-07,9.37544086809794e-09
1915,2.1558794394138658e-07,2.3561523843085297e-09
1916,2.0436679371016453e-07,2.197492410260793e-09
1917,2.2810163446962406e-07,3.289927441585405e-09
1918,2.63038021586226e-07,4.594550517822427e-09
1919,2.964927077186985e-07,1.1970202606903513e-08
1920,2.4988364799582996e-07,2.2716695191604686e-09
1921,2.506579477312698e-07,6.815472630705699e-09
1922,2.8847729183212323e-07,1.2542490324118916e-08
1923,2.431052195106531e-07,1.3800733000834953e-08
1924,2.526758429155507e-07,1.2891624545652292e-08
1925,2.0896537478165556e-07,9.898360353588487e-09
1926,2.1846431508265596e-07,1.0031524944054127e-08
1927,3.1552306367643723e-07,6.689535148041159e-09
1928,3.1650133536231806e-07,2.6279894704828166e-08
1929,2.762820834334434e-07,2.2280811862174232e-08
1930,2.962016303342807e-07,1.4705044848462023e-08
1931,3.330364144460418e-07,1.7108034988666532e-08
1932,2.728924606287819e-07,1.753525902259412e-08
1933,2.5006043813391443e-07,1.6058926410877916e-08
1934,2.6000029151873605e-07,1.0783422155213884e-08
1935,2.28594220885725e-07,7.180970484910176e-09
1936,3.5040425672150377e-07,4.849885826274658e-09
1937,2.946321622232517e-07,8.813782481631449e-09
1938,3.0857211186230415e-07,3.8895642262559704e-09
1939,2.6305767164558347e-07,7.647025235257843e-09
1940,3.1950865242436066e-07,2.2822046474857416e-08
1941,3.010532658720422e-07,1.7709016475464523e-08
1942,3.7927645735180704e-07,3.034211770724937e-09
1943,3.4548499527886634e-07,1.161294105322952e-08
1944,4.4341970095729266e-07,6.4263723231761105e-09
1945,2.788485282678721e-07,1.5249527862692958e-08
1946,2.9234318077442367e-07,2.0881656404014848e-08
1947,4.0650169097489197e-07,1.1920871401116528e-08
1948,3.6312106033165037e-07,3.2615663503321457e-09
1949,2.84693250307555e-07,1.276211036849162e-08
1950,2.96726593518315e-07,7.444753258312176e-09
1951,2.9851923599721886e-07,4.264560815592233e-09
1952,2.0667815547881219e-07,6.326882129314981e-09
1953,2.758099775235223e-07,1.0773827385790469e-09
1954,2.6972198696739724e-07,1.4658803726419478e-08
1955,2.693669465259063e-07,5.631364707880948e-09
1956,2.69483287240746e-07,6.104799110673298e-09
1957,2.5356558452926947e-07,6.184526502028831e-09
1958,2.415495146124158e-07,1.1581140935135181e-08
1959,2.2244646302738147e-07,1.3176271185244559e-08
1960,2.055487478003215e-07,8.304999910002664e-09
1961,2.5430262340364607e-07,9.727422589644874e-09
1962,2.226026651896973e-07,1.3318108227355907e-08
1963,2.4183039926128913e-07,7.759263453976928e-09
1964,2.4092513939422133e-07,6.6923653285755336e-09
1965,1.7674699748226885e-07,7.660860390501512e-09
1966,1.8001992607707962e-07,8.862519940144864e-09
1967,1.7404084395877817e-07,5.916402479044791e-09
1968,1.6573324934654465e-07,9.88111459321317e-09
1969,1.6986174600219783e-07,5.90428494984252e-09
1970,2.2027892754294953e-07,5.058597540852361e-09
1971,1.7470551938458811e-07,8.22143619849669e-09
1972,1.8109417965206376e-07,4.10411743478889e-09
1973,1.5381838380790214e-07,1.102640756478479e-09
1974,1.67079473811782e-07,1.6876715580593782e-09
1975,1.747712889965669e-07,8.567219822452898e-09
1976,1.73119859780968e-07,5.713526984862938e-09
1977,1.8570630366809837e-07,6.464460078348111e-09
1978,1.9366327563830055e-07,1.7227714366185864e-08
1979,1.509809184341293e-07,7.607565244427406e-09
1980,1.569101524268035e-07,3.411090521154847e-09
1981,1.6762706422923657e-07,6.325549528618524e-10
1982,1.5270455300253616e-07,1.3035754364842944e-08
1983,1.875648898419513e-07,9.47297440490047e-09
1984,2.0702460545862778e-07,3.479405208395292e-09
1985,1.8227140863302793e-07,1.2632672019563529e-08
1986,1.8043400906719853e-07,6.593933843390687e-09
1987,1.4177095764011938e-07,9.166225112267057e-09
1988,1.8409420299292378e-07,1.3792074038398994e-08
1989,1.7507110072756404e-07,1.2622680900520322e-08
1990,2.2176009828456245e-07,1.0897301727652575e-08
1991,1.7056863654829613e-07,7.033758464558559e-09
1992,1.5593142066450127e-07,1.5427843669257868e-08
1993,2.0495068042691855e-07,4.985286850001103e-09
1994,1.7776502758692914e-07,5.274926717646622e-09
1995,1.6050453943705634e-07,5.422450655157007e-09
1996,1.96975594946025e-07,3.2028553142993132e-09
1997,2.148112763222798e-07,1.438468344439059e-09
1998,1.4924244595704295e-07,5.244942036242151e-09
1999,1.672693574761297e-07,5.484241422104574e-09
2000,1.7583765199447043e-07,8.836062659334232e-09
2001,1.4151313543209199e-07,9.200544548448875e-09
2002,1.5816210030550337e-07,7.448076377869484e-09
2003,1.708438386316402e-07,7.91715359937939e-09
2004,1.550486459223066e-07,7.928624257136363e-09
2005,1.8375297727857287e-07,1.035862429166201e-08
2006,1.474204633922227e-07,7.0004128605027915e-09
2007,1.5858082846875732e-07,4.7933754743212376e-09
2008,1.5199060143800125e-07,2.9802078582719105e-09
2009,1.6068809038927157e-07,6.675469732542183e-09
2010,1.6155372151160918e-07,3.3066551718974324e-09
2011,1.7819709441369014e-07,5.3535606503452016e-09
2012,1.824679500828097e-07,5.1063788752969685e-09
2013,1.9802788386868997e-07,5.857162421740725e-09
2014,1.6868818519810702e-07,6.279790826235754e-09
2015,1.5782017115384406e-07,6.428068480279769e-09
2016,1.889062204440961e-07,4.97121616094276e-09
2017,1.9621769098421282e-07,1.2578056374223934e-09
2018,2.2019911583015528e-07,1.523065407127433e-08
2019,1.8571190807392668e-07,9.4386549132075e-09
