year,quelques_DET airs_NOUN,quelques_DET mères_NOUN
1843,1.5417037246834298e-07,3.544146498501988e-08
1844,1.1306436009661525e-07,3.84199285718978e-08
1845,6.807878349945895e-08,2.0646842902038998e-08
1846,8.313391930414582e-08,3.8639709210031015e-08
1847,8.41342897572872e-08,4.58424018745518e-08
1848,7.642960653253539e-08,3.0571841724835735e-08
1849,7.122502498901895e-08,4.022119171054328e-08
1850,7.53578577317171e-08,3.190828223864628e-08
1851,6.90089914101577e-08,7.739326735034524e-09
1852,1.2109614822009007e-07,2.539112742283578e-08
1853,1.260077588938202e-07,5.3150194467832534e-08
1854,1.1534374833033212e-07,1.4547860249791711e-08
1855,9.127931832608738e-08,3.290301009428731e-08
1856,9.991975602474668e-08,3.520488611741257e-08
1857,1.0446429238308852e-07,3.124165814938351e-08
1858,1.3506546281405463e-07,1.8595968320767042e-08
1859,1.2934120241503422e-07,3.666364722931803e-08
1860,1.281611448078479e-07,3.570203510605552e-08
1861,1.4713807061639272e-07,3.6312919782233166e-08
1862,1.486417464668932e-07,2.0782737752966796e-08
1863,1.378515337435715e-07,2.6970953026506095e-08
1864,1.3808816845539695e-07,2.7329948970589157e-08
1865,9.225414704383539e-08,2.9182435135055584e-08
1866,1.0363755720277368e-07,3.065336162677568e-08
1867,1.2374669466908017e-07,2.7661025470138156e-08
1868,1.1015918943702019e-07,3.0627218983170224e-08
1869,1.2159963236335614e-07,2.8812762398189307e-08
1870,1.536725093842506e-07,2.9243649724008947e-08
1871,6.266494367856978e-08,1.274541272522356e-08
1872,8.829115505371021e-08,1.1489944329312607e-08
1873,8.200826018267549e-08,3.1127222022142575e-08
1874,9.499628728093512e-08,2.6288279553199345e-08
1875,1.218685312665002e-07,4.291145339063718e-08
1876,1.0520065596431039e-07,1.2696631523922974e-08
1877,1.9667715378535178e-07,3.525345215749098e-08
1878,2.9349971697456567e-07,1.570163088437937e-08
1879,1.3501609119614955e-07,3.604501852549902e-08
1880,1.9574431320279473e-07,3.273101567558001e-08
1881,1.1922988063517437e-07,1.882577005396513e-08
1882,1.1713477610086898e-07,2.994923242738423e-08
1883,1.2385904391010172e-07,2.9068959683797857e-08
1884,1.3335427606619987e-07,1.5183903023796574e-08
1885,1.0248560755599101e-07,1.8692343728421434e-08
1886,9.292987668274577e-08,1.4842966411521274e-08
1887,7.442974159221905e-08,2.2198343607726656e-08
1888,8.179393273799462e-08,1.9021844543942734e-08
1889,7.580815619689929e-08,3.132568293651161e-08
1890,6.554386655643896e-08,2.6872984726367122e-08
1891,8.350228242193225e-08,2.8046569067186056e-08
1892,5.140180192597654e-08,1.5044429702015805e-08
1893,6.89742667425719e-08,1.2932674930965504e-08
1894,1.0649601733803138e-07,3.024738792767323e-08
1895,6.861220569476245e-08,2.347259719925887e-08
1896,7.607167251677538e-08,2.4767521367152767e-08
1897,6.817254760704827e-08,1.9228154179984358e-08
1898,5.4320205666869015e-08,2.319925496152564e-08
1899,6.909473171390346e-08,4.2009594025671504e-08
1900,8.772879833696123e-08,2.5955266269583888e-08
1901,6.985923667324201e-08,2.514932484487531e-08
1902,5.990546014800202e-08,2.897067474805226e-08
1903,4.158169653045718e-08,1.6200661034915242e-08
1904,5.8045952933127865e-08,2.203596416450182e-08
1905,5.212366521734069e-08,2.5287719251920748e-08
1906,4.835533462532737e-08,1.800464488610487e-08
1907,7.508551180812617e-08,2.5199932807140613e-08
1908,7.367083521003792e-08,2.4065805792616857e-08
1909,7.206288454852938e-08,2.8055016088046614e-08
1910,5.4510337355040406e-08,2.1911017444864456e-08
1911,4.735132996813718e-08,2.181353364605343e-08
1912,7.501566834378082e-08,1.82329742415277e-08
1913,1.2727175668914015e-07,2.4924051267305458e-08
1914,8.370929860390675e-08,1.6072184472193385e-08
1915,3.887651434109074e-08,2.3561523843085297e-08
1916,1.2086207812345151e-08,2.0876177897477532e-08
1917,4.934891073560266e-08,5.04455535121906e-08
1918,3.79050408838566e-08,2.2972752589112133e-08
1919,5.7088659133341935e-08,3.1306683467846597e-08
1920,5.3762844842708546e-08,2.5745588327907853e-08
1921,1.1207665906454167e-07,2.499006601652809e-08
1922,1.1804696997685937e-07,1.3280283983618801e-08
1923,6.900366411599634e-08,7.431163684401554e-09
1924,7.09039369439779e-08,1.1602461658100083e-08
1925,6.708888511397504e-08,3.299453332772373e-08
1926,6.79914426982009e-08,2.5636118117233764e-08
1927,1.0814748030441024e-07,3.0102908166185216e-08
1928,8.798051664982154e-08,2.285208267061023e-08
1929,8.800921280638363e-08,1.1140406375176326e-09
1930,1.0503603853351251e-07,1.3654684938302353e-08
1931,7.299428173013212e-08,7.983749661377715e-09
1932,9.425201463741928e-08,1.3151443933878681e-08
1933,9.520649668637304e-08,1.3764794637438627e-08
1934,9.585264137967897e-08,1.1981580172459871e-08
1935,9.574627135577884e-08,1.795242532409702e-08
1936,7.153581371710516e-08,9.699771208460106e-09
1937,4.910535889024459e-08,1.1332006444320086e-08
1938,5.963998495062128e-08,2.2040864244843306e-08
1939,3.211750687626136e-08,4.588215141154706e-09
1940,7.100191878883777e-08,2.5357829169792012e-09
1941,1.1215709783130023e-07,2.9515025978810172e-09
1942,6.371844740726829e-08,1.8205270180260413e-08
1943,6.677441199975931e-08,8.709705845433291e-09
1944,8.675602458652065e-08,6.4263723231761105e-09
1945,7.842614380138002e-08,1.5249528306782167e-08
1946,8.909507087651036e-08,2.227376594277075e-08
1947,7.152522862874378e-08,2.5033829231801974e-08
1948,9.45854274903013e-08,1.195907639583993e-08
1949,6.282885278707795e-08,1.8652315691980448e-08
1950,4.147791021757996e-08,2.1270722960764488e-08
1951,5.970384997500133e-08,2.8785783978690915e-08
1952,5.799642188719645e-08,6.326882462381889e-09
1953,6.464296520292123e-08,1.4005975268460702e-08
1954,5.277169434769746e-08,1.07497895029951e-08
1955,7.883910368988722e-08,2.1586898935055387e-08
1956,7.936238799466366e-08,1.9186510602509088e-08
1957,8.39328593293942e-08,1.8553579117508434e-08
1958,5.4596806187134916e-08,2.0680608781020737e-08
1959,4.2629114460623896e-08,1.6276570313777938e-08
1960,9.550750013076481e-08,1.868625032486193e-08
1961,6.114380157740129e-08,1.32015025577914e-08
1962,6.278537156845232e-08,1.5220694926654232e-08
1963,8.729172185084622e-08,2.0044764958981887e-08
1964,4.623815813564747e-08,2.1293888874396316e-08
1965,8.59110838580257e-08,1.915215097625378e-08
1966,7.366969256850098e-08,1.384768744117082e-08
1967,7.642020039000386e-08,1.133977156619892e-08
1968,1.3833560785769805e-07,1.8863946404934495e-08
1969,6.994306778196346e-08,1.2262746151847637e-08
1970,7.909806853945156e-08,1.241655800399144e-08
1971,9.300499703712717e-08,1.7470551672005286e-08
1972,1.769900617176745e-07,1.7442499222752872e-08
1973,7.167164683963279e-08,1.3783009178425232e-08
1974,5.569315963960264e-08,1.350137179834121e-08
1975,5.140332159925265e-08,6.8537762132336866e-09
1976,6.284879372486785e-08,1.142705374768127e-08
1977,4.936496633689558e-08,2.2331771543093737e-08
1978,7.36633321007929e-08,1.900989232694883e-08
1979,4.915657725312883e-08,1.6970722604980892e-08
1980,5.855705387247667e-08,2.0466542238750662e-08
1981,6.768337890150633e-08,2.6567308131220102e-08
1982,6.642027328140898e-08,1.1173504343986451e-08
1983,6.94684785251809e-08,1.705135366236732e-08
1984,6.958810372381663e-08,9.858314387045652e-09
1985,5.5343134963692364e-08,2.285912037436333e-08
1986,4.975422962516518e-08,1.9182353039326472e-08
1987,6.966331089763855e-08,1.5888123539031795e-08
1988,5.396898550280582e-08,1.3192418601981615e-08
1989,6.366221461107102e-08,1.5366742545097622e-08
1990,5.993515972413377e-08,2.179460434348357e-08
1991,8.968041687040795e-08,1.934283488935762e-08
1992,7.052728356882199e-08,2.5345743281945943e-08
1993,6.813224939783424e-08,2.3818591543545153e-08
1994,4.74743404588196e-08,1.5297287436766283e-08
1995,7.64565588617927e-08,1.8978577820405462e-08
1996,6.352329640080256e-08,2.081856020907935e-08
1997,7.096443965792787e-08,2.3974472185273044e-08
1998,6.627699811190269e-08,2.860877579280441e-08
1999,6.581089673218798e-08,1.5081663917726473e-08
2000,7.731555307088911e-08,3.048441676867242e-08
2001,6.265132834748499e-08,2.4534784870411386e-08
2002,5.783212309040664e-08,1.6648642020555826e-08
2003,6.917091743829928e-08,2.5001538173086146e-08
2004,7.532193269099707e-08,2.6428746663365033e-08
2005,5.5846496316291905e-08,2.1167622321627277e-08
2006,6.794518636610292e-08,1.6471560115860484e-08
2007,6.151498088691199e-08,3.1156940583088044e-08
2008,1.0217855006544596e-07,2.937633292177111e-08
2009,8.582746335861202e-08,3.623826305698685e-08
2010,8.502827131273705e-08,3.2594171361921553e-08
2011,8.718655908346307e-08,3.1738967454231215e-08
2012,8.612759350157262e-08,3.5063802528156884e-08
2013,7.921115185993699e-08,3.5979712542655307e-08
2014,8.553508390463094e-08,3.70291131090994e-08
2015,1.0839053654621011e-07,3.6130178848736705e-08
2016,9.279603063738762e-08,4.0391130440298184e-08
2017,6.968243160265786e-08,2.616235805774636e-08
2018,8.751172275722752e-08,2.7879840658329158e-08
2019,7.806022295220316e-08,2.857106240483631e-08
