year,ces_DET archers_NOUN,ces_DET marchés_NOUN
1990,2.0160008773473237e-08,1.0281604403417077e-06
1991,1.2309076702354815e-08,1.0028967025732527e-06
1992,9.366904696328504e-09,9.284255924058016e-07
1993,6.647048800267896e-09,9.139692025428303e-07
1994,5.2749266066243194e-09,1.1794735712555848e-06
1995,9.218166452384935e-09,1.218424657167816e-06
1996,1.0676183936908501e-08,1.1434193112336288e-06
1997,1.054876763717516e-08,1.0898794968738912e-06
1998,1.3350762051445031e-08,1.1891713853628971e-06
1999,1.0511462367190916e-08,9.83507312923848e-07
2000,1.2812291450003954e-08,1.0740235083517291e-06
2001,1.0953029011551152e-08,9.901538788881226e-07
2002,1.445803032851245e-08,1.1430607145257454e-06
2003,1.3750845351268026e-08,9.179730966479838e-07
2004,1.2333415400078707e-08,9.54958736087974e-07
2005,1.6213498543748983e-08,9.214671550239473e-07
2006,2.347197314289673e-08,8.573446592663458e-07
2007,1.0785094817222785e-08,7.857141213207797e-07
2008,1.1920831211043037e-08,9.281218282808368e-07
2009,1.2397300297450897e-08,9.007115622239326e-07
2010,1.1809482836078189e-08,9.268081839763909e-07
2011,1.0324724075694292e-08,7.628823794902928e-07
2012,1.8382965066843227e-08,6.171910271746128e-07
2013,2.147626254611623e-08,6.554443814366095e-07
2014,1.4291938299493268e-08,5.149428616846308e-07
2015,2.4825644651116363e-08,4.998377569620516e-07
2016,2.319900818670284e-08,4.627373613175223e-07
2017,2.767172380124805e-08,5.692828324299626e-07
2018,1.600509391685989e-08,4.096787549201508e-07
2019,2.270379079183371e-08,4.915753422096714e-07
