year,les_DET arrêts_NOUN,les_DET marais_NOUN
1863,5.8721756772683875e-06,2.9932762046769312e-06
1864,4.274020533046041e-06,2.9209482157455113e-06
1865,4.948776377133868e-06,3.3988124101824724e-06
1866,4.2058357632157595e-06,2.979214674070363e-06
1867,5.594806442132949e-06,3.177135788234864e-06
1868,4.2991724225061034e-06,3.2534010721008144e-06
1869,5.5154464320139596e-06,3.0468275475925566e-06
1870,4.126794912906462e-06,3.575752785422992e-06
1871,4.464080859634123e-06,3.7683936184862432e-06
1872,4.060788441506702e-06,2.8966755110104714e-06
1873,3.956748859224035e-06,3.280330343358173e-06
1874,3.75683428899265e-06,2.9006726620650625e-06
1875,3.999347498506722e-06,3.2229362396662964e-06
1876,4.645153047988515e-06,2.9945911705908657e-06
1877,3.950860424595248e-06,3.2637274500757485e-06
1878,5.276955633348734e-06,2.7870394809781374e-06
1879,4.675466797721128e-06,3.342411901030573e-06
1880,4.574640739107849e-06,3.095969091759798e-06
1881,4.447762659509635e-06,3.157848603052571e-06
1882,4.170264318759109e-06,2.937021420734709e-06
1883,4.208047847953367e-06,2.915743074538568e-06
1884,4.055422436977096e-06,3.052624634847234e-06
1885,4.858075740798995e-06,2.992708711957448e-06
1886,4.413523914337247e-06,2.700129375199367e-06
1887,5.2982224403308464e-06,2.3641236595040027e-06
1888,5.3666961257192725e-06,2.7423158321937535e-06
1889,4.118700950073162e-06,2.865673639718125e-06
1890,4.565130106826132e-06,2.4474078088587703e-06
1891,4.394387394413002e-06,2.944889644140858e-06
1892,4.837410827462918e-06,2.5851344993554903e-06
1893,5.024036031642254e-06,2.543426056433873e-06
1894,4.932214594077777e-06,2.4695732712132212e-06
1895,4.830540127898075e-06,2.5512906098867916e-06
1896,4.406849985372219e-06,2.1376729399946726e-06
1897,3.99421219476892e-06,2.4705266490343547e-06
1898,4.3648551546482395e-06,2.412156732134463e-06
1899,4.398846986219951e-06,2.601278314529054e-06
1900,4.032410156895594e-06,2.494820222409544e-06
1901,4.12448926390141e-06,2.1913444605559107e-06
1902,5.096874595267309e-06,2.036785719639056e-06
1903,4.63770896530491e-06,2.3571962444179917e-06
1904,4.129861908452881e-06,2.462653323931363e-06
1905,4.1415091800445225e-06,2.2784752005122755e-06
1906,3.7279905509279843e-06,2.2258886644976883e-06
1907,4.013989354234582e-06,2.0108517482242405e-06
1908,3.680594890198563e-06,1.9051278137283134e-06
1909,3.608645190666948e-06,1.9324955502497687e-06
1910,3.8109138031927614e-06,1.9730604279288855e-06
1911,4.00251756005332e-06,2.258498891904992e-06
1912,3.901856572952056e-06,2.027506774027188e-06
1913,3.691941536487775e-06,1.8650615025705974e-06
1914,3.8097774321954603e-06,2.086705308101955e-06
1915,3.275051779993987e-06,2.65538375288088e-06
1916,3.445668159685056e-06,3.058909486597372e-06
1917,2.747089268950731e-06,2.661551171456722e-06
1918,2.7314603379124947e-06,2.1778170093966764e-06
1919,3.2061728454380045e-06,1.8830050336759996e-06
1920,3.303764664508435e-06,2.016485346700847e-06
1921,3.6561225424946997e-06,1.982545331458141e-06
1922,3.5760853194233277e-06,2.075413235047563e-06
1923,3.645516612138522e-06,1.996859801067785e-06
1924,2.8890131407166564e-06,2.5409390786990116e-06
1925,2.6802558803495913e-06,1.8828880108401336e-06
1926,2.983821296709266e-06,2.1322563270587125e-06
1927,2.877614832641484e-06,1.9711829821744686e-06
1928,2.5994243451066268e-06,1.938999158568322e-06
1929,2.8864792511740234e-06,2.0710014965175105e-06
1930,2.828620370820545e-06,1.970476063206661e-06
1931,3.201483727011123e-06,2.179563651338867e-06
1932,2.771666764544989e-06,2.0527212072352086e-06
1933,2.5602517119693857e-06,1.8949534066337037e-06
1934,2.609588104718341e-06,2.0057165102116414e-06
1935,2.604298700248364e-06,1.9185159771950566e-06
1936,2.2721715842166645e-06,2.147286920717306e-06
1937,2.8292242291172442e-06,2.292842680162721e-06
1938,2.8264166509472943e-06,2.0485039016193696e-06
1939,2.4439892634120497e-06,1.861285980453431e-06
1940,2.472388317187324e-06,2.272061607300202e-06
1941,2.1516454040693134e-06,3.8133412729735028e-06
1942,2.5972853734401724e-06,2.31510348669417e-06
1943,2.3109751907668397e-06,2.0758131284992487e-06
1944,2.3745445858480707e-06,2.278148947709724e-06
1945,2.1305769468682456e-06,2.110970392266154e-06
1946,1.727609069135383e-06,2.0269127389838104e-06
1947,2.1862876646849827e-06,2.24231587964141e-06
1948,2.2080803905311086e-06,2.0634843664879554e-06
1949,2.2274791682264095e-06,2.2245341710913635e-06
1950,2.507818251729077e-06,2.006892671602145e-06
1951,2.7207896735603754e-06,2.0246002065960056e-06
1952,3.5251279602022123e-06,1.969769378717956e-06
1953,3.111481369444391e-06,1.6548599113264117e-06
1954,2.767582252261036e-06,1.8900085301254421e-06
1955,2.8588560283537845e-06,1.8358248929928322e-06
1956,3.0305966518540117e-06,1.6762034320549901e-06
1957,3.043670545821442e-06,1.6768901680563886e-06
1958,2.743075969036113e-06,1.574207907140135e-06
1959,2.87707763391154e-06,1.9369118433587573e-06
1960,2.6015411496160823e-06,1.7239795369050626e-06
1961,2.7236784436723838e-06,1.7175849222894612e-06
1962,2.7390908803326397e-06,1.6894971643921508e-06
1963,2.4157175086969573e-06,1.8589903199028868e-06
1964,2.254718630467778e-06,1.948695039999393e-06
1965,2.287861374128397e-06,1.5912701734066559e-06
1966,2.3474599828432474e-06,1.513829143817702e-06
1967,2.332541754412887e-06,1.5042453895830477e-06
1968,2.4824054420946595e-06,1.721110500341183e-06
1969,2.5511053323157284e-06,1.5914319391185927e-06
1970,2.7045102015677003e-06,1.4403207231339366e-06
1971,2.11599213528757e-06,1.4408066135729314e-06
1972,2.272655027724113e-06,1.5257056773521072e-06
1973,2.0707593009205993e-06,1.429573764255565e-06
1974,2.443748279290503e-06,1.622414920632309e-06
1975,2.94084107110848e-06,1.4135913239954334e-06
1976,2.3842547598462716e-06,1.4586634549118571e-06
1977,2.244343063395604e-06,1.4586172483177506e-06
1978,2.866929278866337e-06,1.603365632263376e-06
1979,2.334937370562784e-06,1.5478469137519824e-06
1980,2.2882731318674132e-06,1.6413029726436434e-06
1981,2.3195790230801094e-06,1.538373677334448e-06
1982,2.119862037908149e-06,1.7449289337889695e-06
1983,2.2735137825691254e-06,1.528938057049345e-06
1984,2.1810071313410617e-06,1.7657980926344408e-06
1985,2.5277375215182474e-06,1.5953260472656439e-06
1986,2.1394318885370467e-06,1.4866323425621886e-06
1987,2.2878898207068232e-06,1.6988071429580032e-06
1988,2.4292038709461394e-06,1.371411801898148e-06
1989,2.6189318731439926e-06,1.5553338457152677e-06
1990,2.765190448172916e-06,1.5746601285115958e-06
1991,2.658174405922864e-06,1.4917428359240148e-06
1992,2.357705037425717e-06,1.520193567472461e-06
1993,3.067059051176102e-06,1.547100602294904e-06
1994,2.7461267091410946e-06,1.5439710772113813e-06
1995,2.58271331254889e-06,1.4976809268318902e-06
1996,2.8959149602769685e-06,1.414594418491788e-06
1997,2.8002183398712077e-06,1.3507218064034987e-06
1998,2.968637337730229e-06,1.4209025547273768e-06
1999,2.9834274286599793e-06,1.6032266039189835e-06
2000,2.548320555462169e-06,1.1880086265847467e-06
2001,2.725551812687854e-06,1.5404340611979705e-06
2002,2.614274972501107e-06,1.3424062785816204e-06
2003,2.408898126304848e-06,1.6638522826184499e-06
2004,2.2305862596994075e-06,1.5161291830878554e-06
2005,2.350056636402087e-06,1.3358121577766724e-06
2006,2.090652742481325e-06,1.6669218396714314e-06
2007,1.8546368849570172e-06,1.5163044544408422e-06
2008,1.7080847811712374e-06,1.6442232020352776e-06
2009,1.5739803433945099e-06,1.4571596516077534e-06
2010,1.663247549466007e-06,1.410524586020756e-06
2011,1.530735945998174e-06,1.6462199248223897e-06
2012,1.4757435806700414e-06,1.9223815606039807e-06
2013,2.0073333399928117e-06,1.805958472544944e-06
2014,1.781295185132592e-06,1.737336660312394e-06
2015,2.0904522228804012e-06,1.8845324341043579e-06
2016,2.08811796031938e-06,1.9284176318024038e-06
2017,2.102547979276892e-06,1.4102517429392947e-06
2018,1.6696926206094531e-06,1.4789222344546715e-06
2019,1.99640305220683e-06,1.578040983218898e-06
