year,ses_DET êtres_NOUN,ses_DET maîtres_NOUN
1931,2.9653927313688655e-08,2.7213180899821054e-06
1932,3.726242447932293e-08,2.7059095550896473e-06
1933,8.02946331646126e-09,2.5510751804347365e-06
1934,1.1981580172459871e-08,2.7174223511394757e-06
1935,2.2739739868882225e-08,2.749114770494998e-06
1936,4.607391579369846e-08,2.7086612952587075e-06
1937,3.903246792447135e-08,2.7675277713967716e-06
1938,1.8151300351654243e-08,2.6189733866033293e-06
1939,3.6705722017416065e-08,2.6978704390501207e-06
1940,2.5357829613881222e-08,2.911078759382235e-06
1941,2.3612021671226557e-08,2.9692115717239176e-06
1942,1.8205270180260413e-08,2.9371171024195064e-06
1943,3.774205836748479e-08,3.0164614557293135e-06
1944,3.8558232162699824e-08,3.2903027324948653e-06
1945,7.406914015462007e-08,2.7993777251822394e-06
1946,4.5939643200654245e-08,3.089092977859309e-06
1947,3.4570526219468434e-08,3.112539364025224e-06
1948,4.240036233227329e-08,2.6853563284134907e-06
1949,3.3377827501901436e-08,2.403203723133629e-06
1950,3.828730266164371e-08,2.624807247997296e-06
1951,2.8785784422780125e-08,2.495834248605888e-06
1952,3.374337198547295e-08,2.379962193543861e-06
1953,2.693456835345387e-08,2.4338075519381164e-06
1954,3.127211556375187e-08,2.426520708809221e-06
1955,2.4402580400817442e-08,2.4900018118501066e-06
1956,9.767678887939724e-08,2.262264075625353e-06
1957,3.534015108330735e-08,2.621355726262209e-06
1958,3.97067690949271e-08,2.137547816971619e-06
1959,1.937687044151204e-08,2.293446378587305e-06
1960,2.1454582610491713e-08,2.2914880268842808e-06
1961,3.474079646181849e-08,2.1928390658843e-06
1962,3.4880759613997725e-08,2.2754939905667015e-06
1963,2.133797494252576e-08,2.2540660822301106e-06
1964,2.7986254869105665e-08,2.3861323512619492e-06
1965,2.571860352462707e-08,2.27746435044196e-06
1966,2.3818021666066613e-08,2.4111591407915967e-06
1967,2.4651677366094304e-08,2.3473328525369652e-06
1968,2.3355362505084187e-08,2.7024849060808265e-06
1969,1.998373461153946e-08,2.121000969523834e-06
1970,2.8512095129329396e-08,2.1393269804548254e-06
1971,2.6205826841874114e-08,1.9998643239205194e-06
1972,2.975485235978681e-08,2.1079773269150337e-06
1973,3.473318344049403e-08,1.8215625452455697e-06
1974,2.7565302096466127e-08,1.93463404585259e-06
1975,1.9990180177842376e-08,1.7859798191466325e-06
1976,2.9138986334942274e-08,1.8089025797252134e-06
1977,2.4094805095575822e-08,1.6954515267286752e-06
1978,1.9603951795232888e-08,1.9199991037055497e-06
1979,3.862302344614932e-08,1.8773130854299325e-06
1980,3.1268328370970266e-08,1.748183814598292e-06
1981,3.921840768805751e-08,1.8166978179579019e-06
1982,3.600351305976801e-08,1.810107676192274e-06
1983,3.536576898000021e-08,1.745553340981587e-06
1984,2.4935737030773453e-08,1.7843549073859322e-06
1985,2.6468455538442015e-08,1.73308231410374e-06
1986,2.7574632466276228e-08,1.6766576074189743e-06
1987,3.238732804167199e-08,1.6853632534008511e-06
1988,5.15703635350917e-08,1.698823714590958e-06
1989,3.0733485090195245e-08,1.668389188580477e-06
1990,2.778812091541738e-08,1.809496978921743e-06
1991,2.989347080983862e-08,1.710961747392048e-06
1992,2.4243753671271406e-08,1.8408723541085692e-06
1993,3.655876901209609e-08,1.7747620510988327e-06
1994,4.325439917352014e-08,1.7744853444412456e-06
1995,3.95838903877177e-08,1.662523406054106e-06
1996,3.042712526379887e-08,1.698580962994356e-06
1997,3.883864352349775e-08,1.6882823867803154e-06
1998,3.957547145549967e-08,1.7370295122276502e-06
1999,3.9760750025763514e-08,1.7704959454079017e-06
2000,4.329671032810012e-08,1.6342297985971754e-06
2001,3.154472394406582e-08,1.7056057419750914e-06
2002,3.943099335934619e-08,1.6648641132377406e-06
2003,4.541945908265177e-08,1.7680254487117963e-06
2004,3.523833103091789e-08,1.7068565689726256e-06
2005,3.422849659262539e-08,1.6875549402328716e-06
2006,3.829637512664519e-08,1.8929940255318911e-06
2007,3.7548105735751847e-08,1.7068410436138493e-06
2008,4.044567541994226e-08,1.6953124468699343e-06
2009,3.9575998922458666e-08,1.6269073164210113e-06
2010,3.779034296602646e-08,1.523423200922025e-06
2011,5.3918005143982484e-08,1.4722292558388972e-06
2012,4.7999964114531224e-08,1.5179562691258752e-06
2013,3.9884488378660876e-08,1.5170050637891563e-06
2014,4.9588696482416594e-08,1.8159423600394575e-06
2015,5.58576995768334e-08,1.8523920779500713e-06
2016,5.1783502208468946e-08,1.9470596139825602e-06
2017,5.5846571145323765e-08,1.3098788365084602e-06
2018,5.369450706282919e-08,1.5486218885030212e-06
2019,5.33156456761219e-08,1.5244703064354326e-06
