year,beaux_ADJ arbres_NOUN,beaux_ADJ marbres_NOUN
1840,6.96206996053661e-07,1.5478343584618415e-07
1841,9.451047162656323e-07,3.93579625779239e-07
1842,8.948825325205689e-07,1.6703579319710116e-07
1843,7.986143941707269e-07,1.0514301607145171e-07
1844,7.958414016684401e-07,1.8276908519965218e-07
1845,7.388221661130956e-07,1.166267651342423e-07
1846,7.827468380128266e-07,1.5221704074974696e-07
1847,5.916366490055225e-07,1.4399907399820222e-07
1848,6.629262543356162e-07,9.895622810063287e-08
1849,7.507956070185173e-07,1.9775418991230254e-07
1850,6.123674438640592e-07,1.4053222230359097e-07
1851,8.777686275607266e-07,2.624921648930467e-07
1852,6.71888301440049e-07,1.6081047249372205e-07
1853,9.077336358132015e-07,2.0005971634873276e-07
1854,7.289517043318483e-07,1.6730039931189822e-07
1855,9.690467095424538e-07,2.0537846978641028e-07
1856,6.911547529853124e-07,1.5169165124007122e-07
1857,7.556575951639388e-07,1.889143987909847e-07
1858,8.500315402670822e-07,1.443634403131e-07
1859,8.783999305705947e-07,1.1355546547520134e-07
1860,8.252662837548996e-07,1.222108068077432e-07
1861,8.111457532322675e-07,1.212002729289452e-07
1862,8.10978519893979e-07,1.3599138526387833e-07
1863,7.327108733079513e-07,1.1287843193485969e-07
1864,7.676359246033826e-07,1.5774655537370563e-07
1865,7.65332913488237e-07,1.0119715199152779e-07
1866,7.415193863380409e-07,1.1580159053892203e-07
1867,8.73991325534007e-07,1.2957006845226715e-07
1868,6.994861792009033e-07,1.3683451527413126e-07
1869,7.647590791748371e-07,2.031543999692076e-07
1870,8.130880928547413e-07,1.6456719720281399e-07
1871,6.999355832704168e-07,9.665271250014484e-08
1872,6.410179480553779e-07,1.0582844112150269e-07
1873,7.051513080114091e-07,1.2271308946765203e-07
1874,6.153847493806097e-07,9.61912078878413e-08
1875,6.139198376331478e-07,1.1328624083262184e-07
1876,6.348315650939185e-07,1.3966294432066206e-07
1877,7.860901405365439e-07,9.772008979780367e-08
1878,7.077811687850044e-07,1.3346385685508722e-07
1879,6.683602009616152e-07,9.774920783911512e-08
1880,6.90560284510866e-07,1.3862548087217874e-07
1881,7.425720696119242e-07,1.289913882374094e-07
1882,6.662040732408059e-07,1.1913139275065987e-07
1883,7.696954753555474e-07,8.531107908993363e-08
1884,7.842816103220684e-07,1.4655766733540077e-07
1885,7.728316973043547e-07,6.767917426486747e-08
1886,8.002295430742379e-07,9.228453023979455e-08
1887,7.220990596579213e-07,1.0119833149246915e-07
1888,6.042606059963873e-07,7.545331470737437e-08
1889,6.553332809744461e-07,8.144677821064761e-08
1890,6.030035706316994e-07,7.209825270138026e-08
1891,6.673808456980623e-07,7.202868346212199e-08
1892,6.092993771744659e-07,8.274436424926535e-08
1893,6.995961143729801e-07,8.437030629693254e-08
1894,7.738290150882676e-07,8.570093257276312e-08
1895,6.843164896963572e-07,7.703826554461557e-08
1896,6.545702149196586e-07,9.199365536005644e-08
1897,6.18214301084663e-07,9.672344702948976e-08
1898,7.723654675828584e-07,7.921696720813998e-08
1899,7.312985985663545e-07,5.251199297617859e-08
1900,6.608210583181062e-07,6.904100757765264e-08
1901,6.175556563903228e-07,5.085752263767063e-08
1902,6.358817472573719e-07,6.727088930347236e-08
1903,6.788076802877185e-07,8.532347806067264e-08
1904,6.793526381443371e-07,6.449550227216605e-08
1905,6.450948717429128e-07,7.173454719122674e-08
1906,7.24301173704589e-07,9.310974036225161e-08
1907,6.834839041403029e-07,5.7599844893729824e-08
1908,6.762982707186893e-07,5.6480974564010467e-08
1909,6.667191883025225e-07,6.436150812305641e-08
1910,6.674844144072267e-07,7.962784565052061e-08
1911,6.022663683324936e-07,6.118430206925041e-08
1912,6.740991125298024e-07,9.793711797101423e-08
1913,7.021158126008231e-07,6.045408440513711e-08
1914,6.315029281722673e-07,6.027069332503743e-08
1915,4.606278025676147e-07,4.830112487752558e-08
1916,5.779405114481051e-07,3.955486249651585e-08
1917,5.625775543194322e-07,4.0575770299255964e-08
1918,6.650611794611905e-07,5.283732917860107e-08
1919,6.095595495025918e-07,6.813807829075813e-08
1920,5.512584948519361e-07,5.982062845077962e-08
1921,6.118779651842488e-07,5.6038331308627676e-08
1922,5.931860300734115e-07,5.902348476638508e-08
1923,6.284641358433873e-07,3.3971033985835675e-08
1924,8.25063978027174e-07,5.285566118118368e-08
1925,6.917853738741542e-07,6.268961527666761e-08
1926,7.022067052275816e-07,6.35329868714507e-08
1927,8.2838738535429e-07,6.689534615134107e-08
1928,6.63852972593304e-07,3.884854038460617e-08
1929,6.650822683695878e-07,6.795647777835256e-08
1930,5.650938987855625e-07,4.20144132817768e-08
1931,6.26154076144303e-07,1.2773999458204344e-07
1932,6.477085889855516e-07,3.835837958376942e-08
1933,6.389158784259052e-07,2.6382522833046096e-08
1934,6.841482331765292e-07,6.11060571031885e-08
1935,6.0798885215263e-07,4.0692164304800826e-08
1936,6.474597853411979e-07,1.8187071404440758e-08
1937,5.099402642372297e-07,5.414180748175568e-08
1938,4.887886007054476e-07,5.0564334941327616e-08
1939,4.6493914851453155e-07,3.5176316970364496e-08
1940,5.046208002568164e-07,3.550096039361961e-08
1941,4.89949457005423e-07,2.9515025090631752e-08
1942,6.918002668498957e-07,2.4273694165799498e-08
1943,5.777438332188467e-07,3.4838823381733164e-08
1944,6.522768103423005e-07,1.2852744646352221e-08
1945,4.945204068462772e-07,3.703456741277478e-08
1946,5.06728213167662e-07,2.227376683094917e-08
1947,4.5418516947393073e-07,3.2186353138285995e-08
1948,3.7616732129208685e-07,2.0656587551570738e-08
1949,4.476555659493897e-07,4.123143426681963e-08
1950,4.3392273596509767e-07,2.6588404367089424e-08
1951,3.84876614134555e-07,1.1727541604500402e-08
1952,4.13356303852197e-07,3.1634410646574906e-08
1953,4.471138481676462e-07,4.740483916521043e-08
1954,3.3910700381056813e-07,4.88626810124515e-08
1955,4.317379591611825e-07,2.5341140741375057e-08
1956,4.020446340291528e-07,1.744228228517386e-08
1957,3.5163449751962617e-07,1.6786572132332367e-08
1958,3.590153596633172e-07,1.5717262158432277e-08
1959,3.3870767879307095e-07,2.5577467255288866e-08
1960,3.363525138411205e-07,2.422291700554524e-08
1961,3.4184944297521724e-07,2.223410966450956e-08
1962,3.38026268309477e-07,1.9660065575521912e-08
1963,3.239492798456922e-07,1.3578711488548834e-08
1964,3.035900135728298e-07,1.3993127545575135e-08
1965,2.8728229040098086e-07,1.4227312661319047e-08
1966,3.578242342427984e-07,2.1602390987141007e-08
1967,2.9779226906612166e-07,3.451235031093347e-08
1968,4.0108344023792597e-07,2.784677910483424e-08
1969,2.929433833287476e-07,1.862120768691966e-08
1970,2.6442668854542717e-07,2.5292987260172595e-08
1971,2.774734753074881e-07,1.2332153964678128e-08
1972,2.739498370374349e-07,2.205963234302999e-08
1973,3.120473479611974e-07,2.0950174928202614e-08
1974,2.3908680191198073e-07,1.912694358452427e-08
1975,2.1760739343790192e-07,2.4559364319998167e-08
1976,2.4225354877671634e-07,1.1427053969725876e-08
1977,2.1038879083334905e-07,1.880570188461661e-08
1978,2.9108898047525145e-07,3.5643548557118265e-08
1979,2.5631644007262366e-07,1.8141117053005473e-08
1980,2.865315877897956e-07,1.4781392110307934e-08
1981,2.1064080613086844e-07,1.644642821929665e-08
1982,2.1974558706006064e-07,1.3035754697909852e-08
1983,2.0651083332268172e-07,1.136756910824488e-08
1984,2.3196034248940123e-07,9.858314165001048e-09
1985,2.1475541700510803e-07,1.8648229627160617e-08
1986,2.4877115833987773e-07,2.2179596825822046e-08
1987,2.2121156462162617e-07,1.3443797186596385e-08
1988,2.1107869940806268e-07,1.2592763276586538e-08
1989,2.337940117058679e-07,1.1525056464734007e-08
1990,2.0868333194812294e-07,1.2531897297662908e-08
1991,2.0046211091084842e-07,1.582595565707834e-08
1992,2.2149976075525046e-07,1.1019888113139586e-08
1993,2.3153887696025777e-07,1.4955860550003308e-08
1994,2.1310702891241817e-07,2.1099706870586488e-08
1995,2.1472905586961133e-07,1.7351842629409475e-08
1996,1.8202894125352032e-07,1.2811421257197253e-08
1997,1.9227526593112998e-07,1.1507746755512471e-08
1998,1.6211639319863025e-07,8.582632382569955e-09
1999,2.2028369528470648e-07,1.416762351880152e-08
2000,1.988114206596947e-07,1.5463109903635086e-08
2001,1.7130538765286474e-07,2.0591695459870607e-08
2002,1.9627871949978726e-07,9.63868718173444e-09
2003,1.9417861096826528e-07,1.4584229823810801e-08
2004,1.77513086896397e-07,1.6738207264666016e-08
2005,1.7564623533417034e-07,1.0808999029165989e-08
2006,2.1124775173575472e-07,1.1941880373456115e-08
2007,1.6936593283389811e-07,1.1184542181297275e-08
2008,1.7923821360454895e-07,1.830699147831183e-08
2009,2.059859127712116e-07,1.907277002999308e-08
2010,1.8328316286897461e-07,8.030448306328708e-09
2011,2.0190572058709222e-07,9.55992973672437e-09
2012,2.672338439424493e-07,1.1234034147378225e-08
2013,2.273136914254792e-07,8.646287241731443e-09
2014,2.9536673196162155e-07,1.1260315346817151e-08
2015,3.4888896038864914e-07,2.3717356967267733e-08
2016,4.933932018502674e-07,4.76408210658974e-08
2017,1.934505178269319e-07,7.2952728302766445e-09
2018,2.6769808414428553e-07,1.7037679711506826e-08
2019,3.04843041476488e-07,1.8622211328533922e-08
