year,tes_DET effets_NOUN,tes_DET méfaits_NOUN
1896,1.9460195621601173e-08,5.897029087265082e-09
1897,9.322741356676545e-09,2.9133566670225264e-09
1898,1.8106735777401184e-08,7.92169685404076e-09
1899,1.0502398950507086e-08,7.185851913504848e-09
1900,1.193942211763499e-08,8.30568502863116e-09
1901,2.6825945964592535e-08,3.912117296778206e-09
1902,1.8659077838378835e-08,4.910283735171106e-09
1903,1.2420506401156217e-08,2.1600881083827517e-09
1904,1.1286712897629059e-08,3.7622376325430196e-09
1905,7.225062603755106e-09,6.192911072844254e-09
1906,1.2346042410626978e-08,3.0865106026567446e-09
1907,1.5428530231176296e-08,4.114274698707732e-09
1908,8.840500109741356e-09,1.964555629285769e-09
1909,1.705304847332556e-08,3.300590023513905e-09
1910,1.4963622230190765e-08,6.412980813053082e-09
1911,1.4365010514438836e-08,1.0640748282497725e-09
1912,7.293189607793238e-09,9.376958209905695e-09
1913,1.0605979317013237e-08,9.015082680363662e-09
1914,1.0045115850232378e-08,1.0714789944188396e-08
1915,4.712304768617059e-09,3.534228465440492e-09
1916,9.888715624128963e-09,0.0
1917,1.8642921206790675e-08,0.0
1918,1.033773866510046e-08,6.89182577673364e-09
1919,1.9336482248721865e-08,1.1049418269237776e-08
1920,1.2115570768855832e-08,3.028892692213958e-09
1921,1.1359120755116692e-08,2.2718242842501013e-09
1922,1.475587119159627e-08,2.951174193910333e-09
1923,1.8047112249064412e-08,3.1847844361720945e-09
1924,5.414482373566898e-08,7.734974438733389e-09
1925,1.9796720707176974e-08,6.598906754362588e-09
1926,1.671920735191179e-08,3.3438415369957397e-09
1927,1.6723837648058293e-08,4.4596899506643695e-09
1928,3.656333358303954e-08,2.2852082448565625e-09
1929,2.2280812084218837e-08,2.2280812750352652e-09
1930,1.575540553577781e-08,9.453243521306831e-09
1931,1.7108034988666532e-08,1.1405356659111021e-09
1932,1.5343351589258702e-08,8.767629289252454e-09
1933,2.1794258397989097e-08,8.02946331646126e-09
1934,2.2765002327673756e-08,8.38710612072191e-09
1935,9.574627313213568e-09,3.590485242455088e-09
1936,1.576212937948185e-08,2.424942913137329e-09
1937,8.813782592653752e-09,6.295559185076627e-09
1938,2.5930428804166183e-08,3.8895642262559704e-09
1939,1.3764645423464117e-08,6.117620188206274e-09
1940,2.282204625281281e-08,5.0715658339584024e-09
1941,2.6563523380929155e-08,5.9030051957620344e-09
1942,2.730790527039062e-08,9.102635090130207e-09
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,1.927911696952833e-08,0.0
1945,3.703456785686399e-08,6.535512131478072e-09
1946,1.5313214696277555e-08,5.568441707737293e-09
1947,2.8610090296865565e-08,8.344609447874518e-09
1948,1.1959076617884534e-08,1.0871888278529696e-08
1949,1.7670615193310368e-08,2.945102384188658e-09
1950,2.1270722072586068e-08,3.190608444114673e-09
1951,2.6653505291740487e-08,7.462981455041984e-09
1952,1.898064760919027e-08,4.2179215675730575e-09
1953,2.370241980464982e-08,2.1547654771580937e-09
1954,9.772536557761669e-09,4.886268278880834e-09
1955,1.6894095011821264e-08,2.815682353940474e-09
1956,2.267496879149178e-08,6.976913269340912e-09
1957,7.0680299946168645e-09,4.417518795207798e-09
1958,7.445019267748876e-09,1.6544486891589827e-09
1959,1.7826720211111535e-08,6.975672928177801e-09
1960,2.1454582610491713e-08,4.8445834566201995e-09
1961,9.72742331128984e-09,4.86371165564492e-09
1962,1.7757478709690133e-08,6.976152100435229e-09
1963,1.7458342771448088e-08,6.466053470433053e-09
1964,1.7035111099517053e-08,1.034274621503073e-08
1965,1.7510539351839327e-08,8.755269398363907e-09
1966,1.7725039880289728e-08,4.985167390003653e-09
1967,2.366561013822377e-08,4.930335639752315e-09
1968,1.2575964686289964e-08,3.1439910674890825e-09
1969,9.991866833924945e-09,9.083515606356229e-10
1970,1.3796175091229657e-08,1.0117195081704722e-08
1971,9.762954999992246e-09,8.221435976452085e-09
1972,1.539044036658055e-08,1.2312352026810913e-08
1973,1.8744893248712202e-08,7.718485406371656e-09
1974,1.5751600912494723e-08,1.6876715580593782e-09
1975,1.0851811893530794e-08,2.2845920710778955e-09
1976,2.5710871209838615e-08,5.142174241967723e-09
1977,1.3516598174057037e-08,3.526069214387917e-09
1978,1.7227714810275074e-08,6.534650598410963e-09
1979,1.9896709058109252e-08,5.266775904289034e-09
1980,1.5918422247018782e-08,6.822180653731635e-09
1981,1.897664936301169e-08,3.795329661659963e-09
1982,1.8622506758880775e-08,6.2075020679230875e-09
1983,1.3893695083311286e-08,2.5261264191556165e-09
1984,1.681712546997005e-08,1.1598016991243298e-09
1985,1.7445118793979475e-08,6.617113967877231e-09
1986,1.2588419251446936e-08,7.1933827783254856e-09
1987,1.4665960723636573e-08,4.888653482026939e-09
1988,1.8589316530537303e-08,2.398621523624911e-09
1989,1.7013179531844003e-08,3.841685636274406e-09
1990,1.4711357687602344e-08,1.6345953479657283e-09
1991,9.964490843561435e-09,9.96449056600568e-09
1992,1.4325855279828659e-08,5.509944056569793e-09
1993,1.994114740000441e-08,4.985286850001103e-09
1994,1.529728693716592e-08,5.274926717646622e-09
1995,1.0844901865425527e-08,5.4224509327127635e-09
1996,1.7081895009596337e-08,8.540947504798169e-09
1997,1.8220598363427598e-08,4.794894370441227e-09
1998,1.525801340829247e-08,4.7681290027412615e-09
1999,1.690974471557638e-08,8.226361730701015e-09
2000,1.3254094155534801e-08,5.743440834038438e-09
2001,2.278230154528771e-08,4.381211837767296e-09
2002,2.716357272447567e-08,6.571832411594869e-09
2003,2.6668306229993277e-08,6.250384210204629e-09
2004,8.67743900068163e-08,1.3214373595360485e-08
2005,6.935774310434795e-08,1.3961623857028371e-08
2006,8.359316439054965e-08,7.823991232669414e-09
2007,9.067468625945097e-08,1.078509459517818e-08
2008,8.642602819519674e-08,9.36636732062901e-09
2009,1.6211853859360303e-08,1.2397300519495502e-08
2010,1.842279218067233e-08,6.140930985942816e-09
2011,2.256143447065817e-08,1.3383901986685487e-08
2012,2.8595722734170437e-08,1.0553183549255607e-08
2013,2.8727987322341164e-08,1.8687138558792782e-08
2014,1.8189740158547352e-08,1.3209215457554713e-08
2015,3.058874079031604e-08,1.2856136960559539e-08
2016,3.044869834045727e-08,1.9056328348643348e-08
2017,4.075290505056728e-08,1.4590545355241957e-08
2018,2.6589107693375524e-08,1.4972506789945328e-08
2019,2.933635884216912e-08,1.632632107284593e-08
