year,véritables_ADJ eaux_NOUN,véritables_ADJ maux_NOUN
1857,8.298565390418844e-09,2.3431244500216053e-08
1858,9.787352261980686e-09,1.6149130033227266e-08
1859,4.582956236731661e-09,1.782260738991681e-08
1860,5.492620580582752e-09,2.5174511364411956e-08
1861,2.357981809808507e-09,2.357981898626349e-08
1862,9.487771457372673e-09,1.2650361647104091e-08
1863,0.0,1.7980635647063536e-08
1864,2.7809422320501653e-08,1.821996598039277e-08
1865,8.943004559114343e-09,3.294790928975999e-08
1866,1.4596838404656864e-08,3.065336073859726e-08
1867,1.6984840200962026e-08,9.220341823379385e-09
1868,8.89177353968762e-09,1.0373735648272486e-08
1869,6.8369265804335555e-09,2.0022428159904848e-08
1870,3.4404292748035914e-09,1.6628741050794815e-08
1871,6.37270636261178e-09,1.3807530230280918e-08
1872,7.256807155187062e-09,1.269941218851045e-08
1873,5.9860045809045914e-09,1.7359413462259e-08
1874,8.364453130127458e-09,1.1949218503559678e-08
1875,4.005069165202713e-09,1.2015206607429718e-08
1876,1.0278225381910033e-08,9.673623679873344e-09
1877,4.9478527941460015e-09,1.855444864418132e-08
1878,6.039088784604019e-09,1.7513357875031943e-08
1879,9.163987790827832e-09,2.1382637882538802e-08
1880,3.8507077526617195e-09,1.3477476912271413e-08
1881,7.669758161910067e-09,1.045876096839038e-08
1882,3.9932310791357395e-09,1.3310770263785798e-08
1883,1.2006744043446815e-08,1.8958017378167824e-09
1884,4.621187876807653e-09,1.650424152899177e-08
1885,1.0313017106966527e-08,9.66845359329227e-09
1886,9.034849313138693e-09,2.3232470169887165e-08
1887,1.9586773092328258e-08,7.834709769838355e-09
1888,1.268122939990235e-09,4.4384300679212174e-09
1889,3.132568426877924e-09,1.3156786771162388e-08
1890,1.1797895993481688e-08,6.554386366985909e-09
1891,9.561330394092238e-09,7.649063604731055e-09
1892,6.268512375839919e-09,7.522214851007902e-09
1893,1.847524977449666e-08,3.079208221734575e-09
1894,8.822155450616265e-09,4.411077725308132e-09
1895,1.3240951446391591e-08,1.2639090662958097e-08
1896,1.2973464080801023e-08,7.66613794667137e-09
1897,1.2818770045441852e-08,1.2818770045441852e-08
1898,2.8291773368493978e-09,3.960848538042683e-09
1899,1.5477219506010442e-08,4.4220627160029835e-09
1900,1.142031713641245e-08,6.22926377147337e-09
1901,1.117747761014698e-08,1.0618603774048552e-08
1902,8.347482705062248e-09,3.928227076954727e-09
1903,1.5120615870500842e-08,1.674068350610014e-08
1904,1.0749250378694342e-08,4.837162670412454e-09
1905,5.160758931310738e-09,5.160759042333041e-10
1906,1.1317205839134203e-08,1.5432553013283723e-09
1907,5.65712765521198e-09,9.771402353919711e-09
1908,4.911389073214423e-09,1.964555629285769e-09
1909,6.0510818578052294e-09,8.251475058784763e-09
1910,1.0153886620400954e-08,7.481810726517324e-09
1911,1.3832972989291648e-08,5.852411444351446e-09
1912,1.8753915753677575e-08,7.814131564032323e-09
1913,9.545381374209683e-09,1.060597942803554e-09
1914,9.37544086809794e-09,1.0714789944188396e-08
1915,7.068456930880984e-09,2.3561523843085297e-09
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,4.386569774084137e-09,7.676496771580332e-09
1918,1.4932290071101306e-08,6.89182577673364e-09
1919,1.012863304339362e-08,4.603924352863942e-09
1920,4.543339038320937e-09,6.057785384427916e-09
1921,4.543648568500203e-09,1.5145494858259667e-09
1922,4.426761179843197e-09,7.377935484775833e-10
1923,7.431163684401554e-09,1.0615948120573648e-08
1924,2.578324886925998e-09,1.0313299547703991e-08
1925,1.0998178368026856e-08,6.598906754362588e-09
1926,0.0,6.687683296036084e-09
1927,1.1149224876660924e-09,1.0034302277972529e-08
1928,2.2852082448565625e-09,2.2852082448565625e-09
1929,1.1140406375176326e-09,5.570202965543558e-09
1930,1.0503603542488804e-09,6.302162347537887e-09
1931,7.983749661377715e-09,1.2545892325022123e-08
1932,1.3151444377967891e-08,2.1919073223131136e-09
1933,5.735331320977366e-09,0.0
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,1.795242710045386e-08
1936,4.849885826274658e-09,3.6374143697059935e-09
1937,5.0364472592434595e-09,0.0
1938,1.1668692678767911e-08,9.075650453382877e-09
1939,1.2235240376412548e-08,0.0
1940,2.028626333583361e-08,0.0
1941,0.0,1.1806010391524069e-08
1942,6.068423541449874e-09,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,9.639558484764166e-09
1945,0.0,2.178504043826024e-09
1946,0.0,5.568441707737293e-09
1947,0.0,4.7683483828109274e-09
1948,3.2615663503321457e-09,3.2615663503321457e-09
1949,9.817008317369869e-10,0.0
1950,1.0635361480382244e-09,2.1270722960764488e-09
1951,4.264560704569931e-09,1.0661401539380222e-08
1952,0.0,2.1089607837865287e-09
1953,0.0,3.232148326759443e-09
1954,9.772536113672459e-10,8.795282724349818e-09
1955,4.6928039232341234e-09,3.754243138587299e-09
1956,0.0,1.744228317335228e-09
1957,0.0,5.301022731885041e-09
1958,3.3088973783179654e-09,8.272243445794913e-10
1959,2.325224457422337e-09,2.325224457422337e-09
1960,6.920833350854139e-10,1.1073333361366622e-08
1961,5.55852741612739e-09,3.47407969059077e-09
1962,0.0,1.9025869768540815e-09
1963,1.939815863494232e-09,3.879631726988464e-09
1964,0.0,8.517555549758526e-09
1965,2.188817349590977e-09,1.6416130677043839e-09
1966,3.8773522170743036e-09,7.200797291773142e-09
1967,2.9582012395223956e-09,3.451234853457663e-09
1968,1.3474247273492779e-09,5.838840522187638e-09
1969,1.3625273131978588e-09,3.6334062425424918e-09
1970,0.0,5.518470125309705e-09
1971,5.138397485282553e-10,1.1818314327172175e-08
1972,1.5390440033513642e-09,4.104117490300041e-09
1973,0.0,2.205281512956958e-09
1974,1.1251143350321513e-09,2.812785782069227e-09
1975,1.1422960355389478e-09,8.567219822452898e-09
1976,1.142705374768127e-09,2.285410749536254e-09
1977,5.876781838942691e-10,4.7014254711541525e-09
1978,0.0,1.2475242172627077e-08
1979,2.3407893401383717e-09,8.777959692451986e-09
1980,5.685150683554241e-10,5.6851505725319385e-09
1981,3.1627747087981106e-09,5.060439622894819e-09
1982,2.483000915987077e-09,6.207502289967692e-10
1983,0.0,3.157658134966823e-09
1984,0.0,5.219107812592938e-09
1985,1.2031116103372597e-09,6.617113967877231e-09
1986,0.0,8.991728250862252e-09
1987,1.2221633705067347e-09,4.277571630240118e-09
1988,5.996553809062277e-10,2.99827696004229e-09
1989,5.488122178931576e-10,5.488121956886971e-09
1990,1.089730194969718e-09,5.448650863826288e-09
1991,5.861465202094962e-10,5.8614650910726596e-09
1992,1.1019888335184191e-09,3.30596661157756e-09
1993,5.539207426075166e-10,7.200969598386564e-09
1994,1.0549853213248639e-09,4.747434001473039e-09
1995,0.0,2.1689803286761844e-09
1996,0.0,5.3380921904988554e-09
1997,0.0,2.3974471297094624e-09
1998,0.0,6.198567881199324e-09
1999,4.570201161957499e-10,4.113180906983871e-09
2000,1.3254094488601709e-09,3.97622823555821e-09
2001,8.762423564512289e-10,7.0099388516098315e-09
2002,2.6287327870022636e-09,4.81934359086722e-09
2003,1.6667691671301554e-09,1.0417307017007715e-08
2004,0.0,7.488145215006625e-09
2005,4.5037495954858286e-10,6.305249655724765e-09
2006,4.1178899179428186e-10,2.4707338397433887e-09
2007,7.988958938831558e-10,3.994479413904628e-09
2008,4.257439678578834e-10,2.9802078582719105e-09
2009,1.907277002999308e-09,6.675469510497578e-09
2010,0.0,6.140930874920514e-09
2011,7.64794394481072e-10,1.529588788962144e-09
2012,0.0,3.4042526575461807e-09
2013,8.367375126105969e-10,6.414987652192394e-09
2014,1.5158115873603606e-09,8.228691505962615e-09
2015,1.329945265027277e-09,3.768178213903184e-09
2016,2.4856081637381067e-09,4.971216327476213e-09
2017,1.2578056374223934e-09,7.54683426862357e-09
2018,0.0,4.130346731301415e-09
2019,5.1019755087367e-10,5.101975730781305e-09
