year,les_DET airs_NOUN,les_DET mères_NOUN
2002,2.7203005288356508e-06,4.59152018805753e-06
2003,2.9714327283159037e-06,4.529861982405237e-06
2004,2.8291974274452514e-06,4.865091920436271e-06
2005,2.84321721011338e-06,4.636610221098181e-06
2006,3.0950060931900225e-06,4.32584344167708e-06
2007,3.3805279358034568e-06,5.305068132344104e-06
2008,3.5519819263640784e-06,4.72362915360236e-06
2009,3.661018190825871e-06,4.883582526815644e-06
2010,4.531534784746327e-06,5.220263481930942e-06
2011,4.854914891438966e-06,4.735607028294453e-06
2012,6.316590933863608e-06,4.876932457875682e-06
2013,7.086329823380311e-06,4.924758304269972e-06
2014,6.7843399875755495e-06,4.700964954196252e-06
2015,7.366123313090611e-06,4.260036245540277e-06
2016,8.214520626381727e-06,4.103946089628607e-06
2017,7.32973659722802e-06,3.8088870581987067e-06
2018,8.429521308528365e-06,4.096271414510966e-06
2019,8.10168209142148e-06,3.8093899625835093e-06
