year,aux_ADP oies_NOUN
1971,6.474380676024794e-08
1972,4.873639625202486e-08
1973,6.781240774467179e-08
1974,5.85059468649618e-08
1975,5.711480133285818e-08
1976,6.627691084837295e-08
1977,6.053085321866547e-08
1978,6.178215161689593e-08
1979,6.261611462665684e-08
1980,1.205251900504578e-07
1981,5.692994659023398e-08
1982,7.697303061604543e-08
1983,1.0483424506269046e-07
1984,8.466552109398506e-08
1985,6.376491445969634e-08
1986,5.2751471690815066e-08
1987,6.844115035820053e-08
1988,7.315795608198172e-08
1989,8.780995386370449e-08
1990,5.557624138674555e-08
1991,8.088821967788817e-08
1992,4.407955345175907e-08
1993,7.644106259085959e-08
1994,9.653115773389231e-08
1995,4.771756589860843e-08
1996,6.512472250363999e-08
1997,5.7538734665740776e-08
1998,5.292623317387779e-08
1999,5.712751499631352e-08
2000,6.185244161294179e-08
2001,4.6002722159377285e-08
2002,7.448076466687326e-08
2003,7.292115178358927e-08
2004,5.770276489958093e-08
2005,8.241861693125685e-08
2006,5.517972495594492e-08
2007,4.993099303463033e-08
2008,7.748540298280204e-08
2009,1.7785358430444376e-07
2010,4.818268850570462e-08
2011,7.342026364653975e-08
2012,6.638292626703901e-08
2013,5.912944922581431e-08
2014,4.763979455368883e-08
2015,5.984753714827207e-08
2016,7.456823958307268e-08
2017,4.4023198086939885e-08
2018,5.1887479757262156e-08
2019,5.0509558091604845e-08
