year,aux_ADP eaux_NOUN,aux_ADP maux_NOUN
1885,3.6933492033597304e-06,9.159248399726039e-07
1886,3.4371147457079587e-06,9.69955637586395e-07
1887,3.7286687710746946e-06,9.022973816996682e-07
1888,3.3586235552718335e-06,1.0087918393963946e-06
1889,3.472138734750274e-06,1.0537959447276535e-06
1890,3.6737336674974586e-06,8.809095657369426e-07
1891,3.140578314742015e-06,9.032269616682242e-07
1892,3.5279188104198056e-06,9.904249687053834e-07
1893,3.449329160076786e-06,8.898911705301771e-07
1894,3.5118477423878858e-06,9.288468643120495e-07
1895,3.2873672566324785e-06,1.0448314569089234e-06
1896,3.3837152635385337e-06,9.022454321439e-07
1897,3.165653367886989e-06,7.831102859512384e-07
1898,3.2614757063953448e-06,9.087317964784347e-07
1899,3.372928309985923e-06,8.153178132630501e-07
1900,3.1634277384284815e-06,7.905974044319919e-07
1901,3.0631878296105697e-06,8.10926035654802e-07
1902,2.8243951923911936e-06,6.776191439072932e-07
1903,3.4285998609107082e-06,6.950083690782094e-07
1904,3.286045743067234e-06,7.395484509231665e-07
1905,3.0236887518242384e-06,7.643084138919676e-07
1906,3.360181295875009e-06,7.891178839258828e-07
1907,2.879992280213628e-06,7.83769335654938e-07
1908,3.0941751774093973e-06,8.46723464675847e-07
1909,3.0101382684222244e-06,8.036936787192417e-07
1910,3.3903293044090788e-06,7.54594067231551e-07
1911,2.9544037545292667e-06,8.352987119764066e-07
1912,3.0068778951175545e-06,7.485938473550391e-07
1913,2.7899029930722463e-06,6.4219207018823e-07
1914,2.698787728405705e-06,6.147610722706531e-07
1915,2.220673532615791e-06,5.678327017477613e-07
1916,2.2172698876943286e-06,6.856176550940063e-07
1917,2.071557680949354e-06,5.26388382660059e-07
1918,2.064101794374551e-06,6.145211539632101e-07
1919,2.204358924728922e-06,5.966685598934873e-07
1920,2.267883445483676e-06,6.799864031847846e-07
1921,2.3990464246281817e-06,6.133925385398697e-07
1922,2.7563966220611746e-06,5.799057261057783e-07
1923,2.380095640575064e-06,6.337721023541576e-07
1924,2.5615658660882445e-06,6.652078301527808e-07
1925,2.5691744021116847e-06,6.246965083001044e-07
1926,2.1980185849201916e-06,5.383585008900127e-07
1927,2.65909023866584e-06,5.998282981423131e-07
1928,2.3274845055709648e-06,5.18742277577644e-07
1929,2.3829329673930033e-06,5.391956889866378e-07
1930,2.5124620428584876e-06,5.724464156031672e-07
1931,2.185266243515116e-06,5.485976322106012e-07
1932,2.266432183262168e-06,5.589363780700296e-07
1933,2.4696335252372137e-06,5.895920152099166e-07
1934,2.4358552295211666e-06,5.655305628238239e-07
1935,2.161472160366884e-06,5.996110399308918e-07
1936,2.2600467524114265e-06,5.504620128604643e-07
1937,2.116566883980653e-06,4.89794481861594e-07
1938,2.1651907946562687e-06,4.2266600175366875e-07
1939,2.2145785747440527e-06,4.465862692981659e-07
1940,2.426744296180061e-06,3.626169489123754e-07
1941,2.2815115485741444e-06,5.489794752122634e-07
1942,2.4273693295384646e-06,6.493213078329063e-07
1943,2.4416208086464053e-06,5.051629026198157e-07
1944,1.7351205627846866e-06,5.68733970141011e-07
1945,1.8582639409459034e-06,4.945204037376527e-07
1946,1.8501147280858277e-06,5.248256034207088e-07
1947,1.80243573399963e-06,4.1365422553951703e-07
1948,1.9960786410422315e-06,5.022812024080281e-07
1949,1.848542678928311e-06,4.692530017891272e-07
1950,2.0292270388466704e-06,5.104973315184225e-07
1951,2.0757748222521855e-06,5.181441156132394e-07
1952,2.1015794349210637e-06,4.1546526885483104e-07
1953,1.87787811967155e-06,4.4280430522292136e-07
1954,2.0688458768347573e-06,4.5051390173966865e-07
1955,1.8911999255522005e-06,3.697929389367971e-07
1956,1.823590656258034e-06,3.819860006082365e-07
1957,2.0585638385028915e-06,3.101098160485094e-07
1958,2.0589614422306113e-06,3.664603891451179e-07
1959,1.926835943244498e-06,4.503184598547705e-07
1960,1.8630882969716822e-06,3.7234082439496774e-07
1961,1.9711927397025875e-06,4.2105846276285774e-07
1962,1.7319882541499965e-06,4.889648295147708e-07
1963,1.8292464885050208e-06,3.7826411158903284e-07
1964,1.8750789969601556e-06,5.092281707419488e-07
1965,1.7395626281668797e-06,4.580100370077389e-07
1966,1.699942078658978e-06,4.5365022516286047e-07
1967,1.5688328369733995e-06,5.102897500108838e-07
1968,1.7224580073360585e-06,5.385207835217898e-07
1969,1.5637272010593506e-06,6.621882633339737e-07
1970,1.7167040438081926e-06,5.224151706784141e-07
1971,1.678200632682092e-06,4.881477746465634e-07
1972,1.6442120243098657e-06,4.401666044984154e-07
1973,1.5420430745649583e-06,4.090797234290733e-07
1974,1.4710869749023914e-06,3.9153979258799154e-07
1975,1.5980722078978715e-06,3.7524425700041775e-07
1976,1.4443795803842363e-06,3.7880683967372875e-07
1977,1.3710532495991856e-06,4.1313775089868443e-07
1978,1.448316185648224e-06,4.211879391924356e-07
1979,1.7269173215872513e-06,4.5294274286789005e-07
1980,1.5548887062344363e-06,4.1160491859315584e-07
1981,1.3789697419497315e-06,3.339890124465228e-07
1982,1.544426535993182e-06,4.165234019914976e-07
1983,1.343899265648929e-06,3.454477992548277e-07
1984,1.3813238100013336e-06,4.030310778446733e-07
1985,1.6097633457334837e-06,3.609334915388729e-07
1986,1.5879391597195536e-06,3.770531424862611e-07
1987,1.4452081895655056e-06,3.6909335054957637e-07
1988,1.2604755763589992e-06,3.741849630145566e-07
1989,1.3753234755498056e-06,4.653927536679703e-07
1990,1.4270017452133743e-06,4.0864882322466656e-07
1991,1.3768581208495334e-06,3.75719905854055e-07
1992,1.428728560348702e-06,3.895530653608148e-07
1993,1.2668167705953692e-06,4.193180016542897e-07
1994,1.433197537537012e-06,4.309615060371641e-07
1995,1.2363187735786596e-06,3.849939980149486e-07
1996,1.254451706955706e-06,4.318516708678999e-07
1997,1.1771465757703936e-06,4.1859429700252804e-07
1998,1.1305234552949628e-06,4.248403175921567e-07
1999,1.268687850775052e-06,4.341690997833325e-07
2000,1.173870980863967e-06,4.2589823756600254e-07
2001,1.1649642326361231e-06,4.722946367330394e-07
2002,1.1776723436440761e-06,4.7185756812950785e-07
2003,1.1921566098749281e-06,4.2627620855384407e-07
2004,1.191495990759961e-06,4.1625278490720063e-07
2005,1.1597155742393284e-06,4.611839550250352e-07
2006,1.1707160831875285e-06,3.9408205543267627e-07
2007,1.119253095094308e-06,4.2661040433600306e-07
2008,1.3449252431740888e-06,4.0786270982806627e-07
2009,1.325557462017457e-06,4.401041628909752e-07
2010,1.300460217734667e-06,4.4356416983859503e-07
2011,1.3873370336980884e-06,3.5907096540555017e-07
2012,1.4781264763286117e-06,3.370210319708633e-07
2013,1.2366980790545767e-06,3.553345377937944e-07
2014,1.382203651090208e-06,4.062375031921306e-07
2015,1.5352001083712707e-06,4.3245384606649395e-07
2016,1.8057942234861457e-06,4.855220989696818e-07
2017,1.313400698421674e-06,2.900499787017452e-07
2018,1.3883128469061035e-06,3.26039253373267e-07
2019,1.5050827668616762e-06,3.698932218298978e-07
