year,voudrez_VERB être_VERB,voudrez_VERB mettre_VERB
1858,1.3702292633865909e-08,3.9149408159744326e-09
1859,1.3748867822016564e-08,2.5460866748261424e-09
1860,7.323494255473406e-09,1.373155145145688e-09
1861,1.0375120318428799e-08,5.659156698811785e-09
1862,3.162590545002786e-08,5.421583626485926e-09
1863,1.748117206545885e-08,4.495158911765884e-09
1864,8.63051052846231e-09,9.109982990196386e-09
1865,1.1296426905005319e-08,5.177528628053096e-09
1866,9.244664589402873e-09,3.8924903300596725e-09
1867,8.249779526181555e-09,1.94112459439566e-09
1868,5.9278488784286765e-09,1.975949626142892e-09
1869,1.2697149998075474e-08,1.953407657850903e-09
1870,1.3761717099214366e-08,1.7202146374017957e-09
1871,1.0621176826930423e-08,3.18635318130589e-09
1872,1.69325495846806e-08,4.8378714367913744e-09
1873,8.979006871356887e-09,1.3767810003173508e-08
1874,1.0754296120296658e-08,1.1949218503559678e-08
1875,1.94531928343622e-08,9.154443425529735e-09
1876,1.934724735974669e-08,4.836811839936672e-09
1877,1.1132669008873108e-08,6.184815992682502e-10
1878,1.5701630218245555e-08,1.0266450800600069e-08
1879,6.109325489944695e-09,1.0385853066452455e-08
1880,8.343199908722454e-09,1.2835692508872398e-09
1881,6.2752567586699115e-09,9.064259565150223e-09
1882,4.6587693702804245e-09,5.324308105514319e-09
1883,1.2006744043446815e-08,1.2638677659992936e-08
1884,9.902545450302114e-09,1.3203393933736152e-09
1885,1.353583467533781e-08,3.2228177904158883e-09
1886,2.5813855497602844e-09,3.2267319927115068e-09
1887,3.9173548849191775e-09,3.264462256069578e-09
1888,1.9021844099853524e-09,5.07249175996094e-09
1889,3.759081934617825e-09,3.759081934617825e-09
1890,3.2771931834929546e-09,2.6217545912032847e-09
1891,1.9122659011827636e-09,2.5496880162734215e-09
1892,1.0656471260972467e-08,2.5074049503359674e-09
1893,1.3548516086814288e-08,5.542574843531156e-09
1894,8.822155450616265e-09,1.8904617871129403e-09
1895,7.824199066419624e-09,3.0093072478365457e-09
1896,6.486732040400511e-09,0.0
1897,5.2440420894583895e-09,8.157399200570126e-09
1898,1.1882545614128048e-08,3.3950129374460403e-09
1899,9.39688327150634e-09,2.2110313580014918e-09
1900,7.786579381274805e-09,1.5573159428683425e-09
1901,1.676621685930968e-08,3.912117296778206e-09
1902,3.928227076954727e-09,2.9461704187383475e-09
1903,2.376096830403185e-08,5.400220270956879e-10
1904,8.599400302955473e-09,2.1498500757388683e-09
1905,7.741138396966107e-09,2.580379465655369e-09
1906,1.0288369267641428e-08,3.600929110447737e-09
1907,4.6285588695127444e-09,1.028568674676933e-09
1908,1.3751889405000384e-08,0.0
1909,1.265226234892225e-08,7.701377313651392e-09
1910,5.878565634276356e-09,2.67207544979442e-09
1911,1.0640748726586935e-08,1.5961122423746588e-09
1912,5.730363294986773e-09,1.5628263128064646e-09
1913,1.0075680734189518e-08,1.060597942803554e-09
1914,1.0045115850232378e-08,2.0090231700464756e-09
1915,1.0602685840410686e-08,4.712304768617059e-09
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,4.386569774084137e-09,0.0
1918,1.033773866510046e-08,1.1486376294556067e-09
1919,5.524709134618888e-09,9.207848372660976e-10
1920,1.741613253614105e-08,7.572231730534895e-10
1921,3.7863738810983705e-09,0.0
1922,7.377935595798135e-09,7.377935484775833e-10
1923,5.307974060286824e-09,2.1231896241147297e-09
1924,3.867487219366694e-09,3.867487219366694e-09
1925,1.3197813508725176e-08,1.0998177923937646e-09
1926,8.916910765321973e-09,2.229227691330493e-09
1927,1.0034302277972529e-08,7.804457524684949e-09
1928,9.14083297942625e-09,6.8556245125250825e-09
1929,6.684243825105796e-09,1.1140406375176326e-09
1930,2.100720708497761e-09,9.453243521306831e-09
1931,4.5621426636444085e-09,3.4216069977333063e-09
1932,7.6716757391182e-09,0.0
1933,9.176529758292418e-09,1.1470662197865522e-09
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,0.0,3.590485242455088e-09
1936,6.0623572828433225e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,3.777335333410292e-09
1938,2.5930428915188486e-09,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,2.178504043826024e-09,0.0
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,9.536696765621855e-09,1.1920870957027319e-09
1948,6.523132700664291e-09,2.174377566888097e-09
1949,1.3743811422273211e-08,1.9634016634739737e-09
1950,1.2762433776458693e-08,1.0635361480382244e-09
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,3.232148326759443e-09,6.464296653518886e-09
1954,4.886268278880834e-09,0.0
1955,3.754243138587299e-09,0.0
1956,4.360570571293465e-09,0.0
1957,1.7670075402875796e-09,0.0
1958,4.1361216673863055e-09,4.1361216673863055e-09
1959,1.007597205671118e-08,0.0
1960,5.536666680683311e-09,1.3841666701708277e-09
1961,6.25334317660986e-09,6.948159270159238e-10
1962,3.170978146727066e-09,1.2683912808952869e-09
1963,7.759263453976928e-09,6.466053248388448e-10
1964,6.083968329129164e-10,4.867174663303331e-09
1965,7.1136563306595235e-09,2.73602163147757e-09
1966,5.539074976468328e-09,1.6617224263271169e-09
1967,4.437302081328198e-09,2.465167847631733e-09
1968,7.186265360559219e-09,8.982831700699023e-10
1969,4.541757636644661e-09,4.5417578031781147e-10
1970,6.438214850135182e-09,2.2993624781975086e-09
1971,8.221435976452085e-09,4.624557625731995e-09
1972,0.0,3.5911027485013847e-09
1973,2.7566018356850464e-09,1.102640756478479e-09
1974,3.3753431161187564e-09,1.6876715580593782e-09
1975,5.711480177694739e-09,1.7134440533084216e-09
1976,3.9994687561772935e-09,3.9994687561772935e-09
1977,2.938390863960194e-09,5.876781838942691e-10
1978,2.3762365408686037e-09,1.7821774056514528e-09
1979,3.5111840102075575e-09,5.851973350345929e-10
1980,1.7055452605774235e-09,1.7055452605774235e-09
1981,3.795329828193417e-09,1.2651099057237047e-09
1982,0.0,0.0
1983,2.5261264191556165e-09,1.2630632095778083e-09
1984,5.219107812592938e-09,2.3196033982486597e-09
1985,1.2031116103372597e-09,1.8046674155058895e-09
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,6.721898593298192e-09,6.110816852533674e-10
1988,2.99827696004229e-09,1.798966087207532e-09
1989,4.390497743145261e-09,0.0
1990,2.724325431913144e-09,0.0
1991,2.344586080837985e-09,1.7584396161396398e-09
1992,3.30596661157756e-09,1.65298330578878e-09
1993,4.985286850001103e-09,5.539207426075166e-10
1994,2.637463358823311e-09,3.164955852952289e-09
1995,3.253470381991974e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,1.6014276571496566e-09
1997,3.835915585170824e-09,0.0
1998,1.9072516899143466e-09,3.337690568372409e-09
1999,9.140402323914998e-10,1.3710603763428253e-09
2000,1.7672125984802278e-09,0.0
2001,1.7524847129024579e-09,2.6287270138425356e-09
2002,3.504977197366088e-09,2.1906108038649563e-09
2003,3.7502307925763034e-09,8.333845835650777e-10
2004,1.3214374039449694e-09,2.2023955992267474e-09
2005,4.053374524914943e-09,1.8014998381943315e-09
2006,2.8825228870488218e-09,1.2353669198716943e-09
2007,4.393927444112933e-09,1.1983438685803094e-09
2008,2.1287198670449925e-09,4.257439678578834e-10
2009,3.814554005998616e-09,4.291373478793048e-09
2010,3.7790344187271785e-09,2.8342759250676863e-09
2011,4.206369030868018e-09,3.4415748029203996e-09
2012,5.1063788752969685e-09,1.3617010852229328e-09
2013,6.693900100884775e-09,2.5102124823206395e-09
2014,7.145969149746634e-09,2.165445156521173e-09
2015,1.2856137487915476e-08,3.546520632724537e-09
2016,9.528164035543796e-09,1.86420612280358e-09
2017,6.037467414898856e-09,2.264050280587071e-09
2018,1.290733386838383e-08,2.0651733656507076e-09
2019,9.94885240857002e-09,2.806086474294034e-09
