year,ces_DET effets_NOUN,ces_DET méfaits_NOUN
1872,3.2613301073070033e-06,1.360651298298876e-07
1873,3.4413539538036275e-06,1.1552988254948104e-07
1874,3.3039588629435457e-06,9.021659930219528e-08
1875,3.2904501949815312e-06,1.069925565921892e-07
1876,3.13425400122469e-06,9.673623679873344e-08
1877,2.7831672468892066e-06,1.0885276235939045e-07
1878,2.9259385883051436e-06,1.1655441056745985e-07
1879,2.881768693896447e-06,9.163987613192148e-08
1880,2.9323139187908964e-06,1.0011840334556155e-07
1881,2.9828387368979747e-06,1.0946837036840407e-07
1882,2.704748453652428e-06,1.5240831707785674e-07
1883,2.7369057136183983e-06,1.0363716135275425e-07
1884,2.6076703818489477e-06,9.77051142214691e-08
1885,2.324940737707948e-06,1.2375620750404437e-07
1886,2.3019505022148223e-06,9.486591601159944e-08
1887,2.4881732372250553e-06,1.0707436670642778e-07
1888,2.340320946814245e-06,1.401275824264303e-07
1889,2.4314995528129657e-06,1.171580592540522e-07
1890,2.4028381346852257e-06,1.2322246778495582e-07
1891,2.6656988438844564e-06,1.0389978655211962e-07
1892,2.237232052948457e-06,1.0593785582102555e-07
1893,2.39377644106753e-06,9.730298033971962e-08
1894,2.253430494647546e-06,1.0271508710246735e-07
1895,2.249156324296564e-06,1.588914226857696e-07
1896,2.2467680196314177e-06,1.6865502772134278e-07
1897,2.0475071664805e-06,1.211956424107541e-07
1898,2.0155059985427215e-06,1.1656211107435865e-07
1899,2.067867114874389e-06,1.602997716787513e-07
1900,2.029701761330216e-06,9.447716475818879e-08
1901,1.9236439641190373e-06,1.1848126790781066e-07
1902,1.7672111880528973e-06,9.820567692386817e-08
1903,1.9224784750804247e-06,1.4796603919897677e-07
1904,1.98646142735015e-06,1.177042943112383e-07
1905,1.847551800437941e-06,1.1353669826519308e-07
1906,1.6754609077906935e-06,1.496957722224579e-07
1907,1.9434805551554746e-06,1.2342824184941037e-07
1908,1.8039532534430691e-06,1.1590878212786038e-07
1909,1.5738314402824471e-06,9.296662106805798e-08
1910,1.6967678391210939e-06,1.0314210774353683e-07
1911,1.6674052858434152e-06,9.151043411925741e-08
1912,1.7295278667006642e-06,9.324864080895168e-08
1913,1.8857431030028238e-06,1.129536792987551e-07
1914,1.805442167324145e-06,1.0446920484241673e-07
1915,1.7247035088985285e-06,1.413691483875823e-07
1916,1.6371318452002015e-06,1.823918651666645e-07
1917,1.4124754983413368e-06,2.0397549072015408e-07
1918,1.5001207316345244e-06,1.3783651642285122e-07
1919,1.5229781524794817e-06,1.482463600765982e-07
1920,1.5841108478298338e-06,7.950843539106245e-08
1921,1.5698305446676386e-06,9.617389373772767e-08
1922,1.7234856954928546e-06,1.3944297805323913e-07
1923,1.5148957430710652e-06,1.1359064400195962e-07
1924,1.6926703381159314e-06,1.0313299636521833e-07
1925,1.651926282875138e-06,8.468597023636448e-08
1926,1.5649178237708838e-06,7.579374106114756e-08
1927,1.538593068062255e-06,7.024011794420915e-08
1928,1.6270682294816652e-06,7.769707810467708e-08
1929,1.4683056122066773e-06,8.243900539994797e-08
1930,1.5083174389474152e-06,9.873387618597462e-08
1931,1.5591122064506635e-06,1.0606981426519724e-07
1932,1.5167998412835004e-06,8.877224733083722e-08
1933,1.465950589363274e-06,9.405943135476491e-08
1934,1.8044260059468797e-06,9.225816732794101e-08
1935,1.8119982598818751e-06,8.377799165515398e-08
1936,1.65866092061151e-06,9.336030437623322e-08
1937,1.6532137863123353e-06,6.799203999818815e-08
1938,1.7101117748552497e-06,8.168084875137538e-08
1939,1.700698447848481e-06,9.023489422332887e-08
1940,1.6229010668666888e-06,6.593035806190528e-08
1941,1.4344302883273485e-06,9.444808357628176e-08
1942,1.8114244824118941e-06,5.76500234217292e-08
1943,1.7651669566021155e-06,6.967764720755554e-08
1944,1.5230502299345972e-06,6.105053884652989e-08
1945,1.3833501242288548e-06,1.0456819676818441e-07
1946,1.4756370205759595e-06,7.656607348138778e-08
1947,1.443617492213889e-06,9.655905408578747e-08
1948,1.6644860352243995e-06,1.0871888100894012e-07
1949,1.5825017669612862e-06,6.675565789038274e-08
1950,1.6612435160823225e-06,6.91298502886184e-08
1951,1.7132872471847804e-06,4.051332735954816e-08
1952,1.7557098033194052e-06,3.268889103846817e-08
1953,1.6527051514003688e-06,7.002987900683877e-08
1954,1.8909857146809372e-06,4.788542629086123e-08
1955,1.7006721861889673e-06,5.068228370319616e-08
1956,2.004118300646951e-06,7.412970237652416e-08
1957,2.04796174330113e-06,5.9194752655145066e-08
1958,2.1483015757439716e-06,7.362296550184055e-08
1959,1.952413384742613e-06,7.285703107484665e-08
1960,1.8423258723032632e-06,5.6750835142338474e-08
1961,1.9982905712367938e-06,5.0026746079012696e-08
1962,2.1340683247217385e-06,7.800606383057129e-08
1963,2.051032055305768e-06,4.0736134243601896e-08
1964,2.104444604356104e-06,6.32732706229433e-08
1965,2.1362857296480797e-06,6.511731598379811e-08
1966,2.0289630526804103e-06,5.095948862887667e-08
1967,2.213720705412925e-06,5.96570595146062e-08
1968,2.0314673747634515e-06,7.231179655065034e-08
1969,2.193214811541111e-06,8.220581459994492e-08
1970,2.1554224360897933e-06,6.990062040301837e-08
1971,2.2449659127232735e-06,6.679916886298543e-08
1972,2.112594529535272e-06,5.181448203828154e-08
1973,2.1815747857090173e-06,7.387693301552645e-08
1974,2.017892597905302e-06,6.019361675768664e-08
1975,2.23204648364117e-06,6.111283656906608e-08
1976,2.12200390592443e-06,5.484985754478089e-08
1977,2.0274897565286665e-06,5.171568195905252e-08
1978,2.04653366608909e-06,6.297026988733023e-08
1979,2.0955916113507556e-06,6.203091906797908e-08
1980,2.218345798610244e-06,5.6851507057587014e-08
1981,2.0792081443232746e-06,6.768338334239843e-08
1982,2.01309299541208e-06,7.200702700771444e-08
1983,2.3139318159337563e-06,6.441622391051283e-08
1984,2.1090993698180682e-06,6.842830302389302e-08
1985,2.2666623067379987e-06,5.594468888148185e-08
1986,2.2005756363796536e-06,4.1961397467815686e-08
1987,2.2622244273406977e-06,5.37751869700287e-08
1988,2.190541067648155e-06,5.396898483667201e-08
1989,2.343977030250244e-06,5.927172042063944e-08
1990,2.028532804843053e-06,7.900544085615024e-08
1991,2.104852171669336e-06,5.3925478304961416e-08
1992,2.1108596115482214e-06,6.832330878836501e-08
1993,2.094928191809231e-06,5.262247171344825e-08
1994,2.2144141667013173e-06,5.64417161896813e-08
1995,2.172233848796168e-06,7.428757875516112e-08
1996,2.262817361042835e-06,7.046281425004963e-08
1997,2.2291464460977295e-06,7.288239922687012e-08
1998,2.4169647190319665e-06,6.86610621691841e-08
1999,2.52457908800352e-06,7.723639594559017e-08
2000,2.3791099010850303e-06,7.28975200203763e-08
2001,2.5152535840788914e-06,5.7393873653666105e-08
2002,2.4828381697261648e-06,7.579513106037439e-08
2003,2.508904231035558e-06,6.292053633671912e-08
2004,2.48386180601301e-06,7.311953176269981e-08
2005,2.532008011257858e-06,6.800662122330436e-08
2006,2.4332611587851716e-06,6.918055350801922e-08
2007,2.2373079104909266e-06,6.67078077221106e-08
2008,2.356067057007749e-06,7.620816910858252e-08
2009,2.335937551833922e-06,5.1019658720008465e-08
2010,2.2664758603241353e-06,6.518834272384311e-08
2011,2.094389401463559e-06,6.768430571568729e-08
2012,1.9857005781886983e-06,4.6638262252152174e-08
2013,1.735951400405611e-06,7.614311448023159e-08
2014,1.3503716331797477e-06,6.799497986875735e-08
2015,1.5309886407521844e-06,7.602853502319817e-08
2016,1.608188426871493e-06,7.808951973942158e-08
2017,1.4484890016319696e-06,5.4337205401822075e-08
2018,1.3689517572856857e-06,5.937373304121252e-08
2019,1.4481957180123572e-06,6.377469485840948e-08
