year,divers_DET arbres_NOUN,divers_DET marbres_NOUN
1911,4.8415405795587674e-08,3.7242617878519013e-09
1912,5.6261749037389563e-08,4.688479049441696e-09
1913,5.462079299967115e-08,3.71209285532359e-09
1914,5.826167015499095e-08,5.357394972094198e-09
1915,6.479418945826154e-08,0.0
1916,5.7134801778602196e-08,0.0
1917,2.9609346086090227e-08,1.0966424435210342e-09
1918,5.054005480786827e-08,3.44591288836682e-09
1919,5.7088660465609564e-08,9.207848372660976e-10
1920,3.104614876292544e-08,0.0
1921,6.664017959678858e-08,8.330022005509363e-09
1922,7.304156257603722e-08,2.951174193910333e-09
1923,5.6264524594951126e-08,2.1231896241147297e-09
1924,5.027733596119077e-08,3.867487330388997e-09
1925,5.279125470103452e-08,6.598906754362588e-09
1926,5.907453304310195e-08,0.0
1927,6.466550517281178e-08,4.4596899506643695e-09
1928,3.313552099371009e-08,5.713020723163709e-09
1929,4.3447585085232276e-08,7.798284684668033e-09
1930,5.987053697253941e-08,1.0503603542488804e-09
1931,1.1519410492155657e-07,0.0
1932,5.6989590047074046e-08,4.383814644626227e-09
1933,2.982372193649496e-08,3.4411986593596566e-09
1934,5.391711077606942e-08,5.990790086229936e-09
1935,1.0053358945327773e-07,0.0
1936,7.396075574206407e-08,2.424942913137329e-09
1937,5.0364473480613015e-08,5.0364472592434595e-09
1938,7.390172385157712e-08,5.186085783037697e-09
1939,6.270560959364957e-08,1.070583532936098e-08
1940,6.846613587185857e-08,7.607348750937604e-09
1941,9.444808357628176e-08,0.0
1942,7.888950426249153e-08,0.0
1943,5.516146828199453e-08,0.0
1944,6.426372145540427e-08,0.0
1945,1.0456819410364915e-07,2.178504043826024e-09
1946,4.315542501132086e-08,5.568441707737293e-09
1947,7.27173108394652e-08,2.3841741914054637e-09
1948,7.610321417494958e-08,6.523132700664291e-09
1949,5.006674186347482e-08,9.817008317369869e-10
1950,2.9779013033248702e-08,2.1270722960764488e-09
1951,7.356367381916584e-08,4.264560704569931e-09
1952,4.323369751091377e-08,0.0
1953,5.386913626281853e-08,1.0773827385790469e-09
1954,8.20893006903134e-08,1.9545072227344917e-09
1955,6.663781704219218e-08,1.8771215692936494e-09
1956,4.709416612236339e-08,1.744228317335228e-09
1957,4.2408182576725295e-08,6.184526502028831e-09
1958,2.9780076737928596e-08,0.0
1959,3.100299039715537e-08,1.5501495642666896e-09
1960,3.875666770847275e-08,2.7683333403416555e-09
1961,3.057190056665604e-08,4.16889545107324e-09
1962,4.5027889694626566e-08,4.43936931660005e-09
1963,4.78487933719407e-08,1.939815863494232e-09
1964,2.8594651979574337e-08,1.2167936658258327e-09
1965,3.009623772420866e-08,3.830430195250756e-09
1966,3.7665706997813686e-08,5.539074754423723e-10
1967,2.1693477236794934e-08,2.465167847631733e-09
1968,3.009248536467446e-08,2.6948494546985557e-09
1969,2.7250547540713654e-08,7.72098823764722e-09
1970,3.173120149968511e-08,3.219107563845469e-09
1971,3.1858064630796434e-08,4.6245578477766e-09
1972,4.001514425366892e-08,6.156176013405457e-09
1973,2.7566018800939673e-08,1.268036875501366e-08
1974,1.8564387360697765e-08,1.1251143350321513e-09
1975,2.7415104408845536e-08,2.2845920710778955e-09
1976,3.142439897185767e-08,2.285410749536254e-09
1977,2.2919448394720376e-08,4.113747231748732e-09
1978,3.029701567403009e-08,7.128709400561206e-09
1979,1.4629933375864823e-08,1.7555920051037788e-09
1980,3.752199451145799e-08,3.411090521154847e-09
1981,2.84649726012276e-08,6.325549639640826e-09
1982,2.1726258681020738e-08,4.345251713999687e-09
1983,1.894594880980094e-08,2.5261264191556165e-09
1984,2.087642975157067e-08,0.0
1985,1.6242006850575308e-08,4.812446441349039e-09
1986,1.9182353483415682e-08,1.1988970927134801e-09
1987,2.3221103262471843e-08,1.8332451112712533e-09
1988,1.5591039570495013e-08,4.797243047249822e-09
1989,3.183110985904847e-08,4.390497854167563e-09
1990,3.1602175321054915e-08,1.6345953479657283e-09
1991,1.875668864670388e-08,2.9307325455363298e-09
1992,2.2590771142638744e-08,2.7549720282848966e-09
1993,1.4955860550003308e-08,3.877445031719162e-09
1994,4.378189166764912e-08,3.164955852952289e-09
1995,2.1689802842672634e-08,2.7112254663563817e-09
1996,1.7081895009596337e-08,3.2028553142993132e-09
1997,2.1097536384573345e-08,2.3974471297094624e-09
1998,4.6727667069035306e-08,4.7681290027412615e-09
1999,1.9651864940906094e-08,1.3710603763428253e-09
2000,2.5182780305499364e-08,3.5344251969604557e-09
2001,4.1183390919741214e-08,4.381211837767296e-09
2002,1.0514931481075962e-08,8.76244299341522e-10
2003,1.125069237772891e-08,5.416999848684156e-09
2004,1.6297727084557678e-08,6.166707589017051e-09
2005,1.6663873059208356e-08,1.3511248786457486e-09
2006,1.523619275189958e-08,4.1178899179428186e-10
2007,1.7975157362570826e-08,2.3966877371606188e-09
2008,1.3198063086861112e-08,2.9802078582719105e-09
2009,7.629107789952627e-09,5.245011536203492e-09
2010,1.9839930254228477e-08,2.8342759250676863e-09
2011,1.185431308670104e-08,1.1471915639660324e-09
2012,1.3957436095779485e-08,3.404252713057332e-10
2013,3.709536422480397e-08,1.9523875849358774e-09
2014,1.2776126739888483e-08,6.496335691608124e-10
2015,1.1969507163200888e-08,4.433150790905671e-10
2016,1.4499380029953102e-08,2.2784739928116693e-09
2017,9.30776167251679e-09,5.031222660711876e-10
2018,1.3681773936013997e-08,5.162933414126769e-10
2019,1.1734543559072108e-08,1.275493877184175e-09
