year,leurs_DET airs_NOUN,leurs_DET mères_NOUN
1947,7.390940259810463e-08,6.008118926814632e-07
1948,7.610321417494958e-08,6.023025962420547e-07
1949,5.006674186347482e-08,5.21283135768158e-07
1950,6.70027759941405e-08,7.040609268926801e-07
1951,8.742349344448286e-08,5.373346336767781e-07
1952,5.588746121443222e-08,5.050961116026542e-07
1953,4.201792791480585e-08,4.902091275127418e-07
1954,4.788542540268281e-08,5.150126485276019e-07
1955,7.414630021074231e-08,4.430006783628926e-07
1956,4.534993758298356e-08,5.18907935287416e-07
1957,6.714628852932947e-08,4.92995095413562e-07
1958,6.038737820901474e-08,5.616853044898562e-07
1959,9.998464456373313e-08,4.673700937374292e-07
1960,8.304999910002664e-08,5.564349780939892e-07
1961,7.087122311233429e-08,5.49599402432932e-07
1962,6.468795565872654e-08,5.339927220404661e-07
1963,6.595373935880389e-08,5.968167346992459e-07
1964,8.517555327713922e-08,6.053548471385284e-07
1965,6.730613089089843e-08,5.466571071366388e-07
1966,9.637989828448212e-08,5.583387636676207e-07
1967,8.677390361810922e-08,6.231943956436226e-07
1968,1.0420084683993025e-07,6.350862200577012e-07
1969,6.358461177025099e-08,6.144998367929588e-07
1970,8.921526339911168e-08,5.500075257458548e-07
1971,9.40326732035146e-08,5.32851799128764e-07
1972,8.259536166121961e-08,5.319962035343906e-07
1973,6.615844849733321e-08,5.248569827642768e-07
1974,5.5130603415776136e-08,4.928000905124463e-07
1975,6.682431896720686e-08,5.020391267152036e-07
1976,4.97076848571254e-08,5.296439535840136e-07
1977,4.583889934295371e-08,5.071662609879013e-07
1978,6.178215161689593e-08,5.536630949265486e-07
1979,6.96384847564957e-08,6.636137594995262e-07
1980,5.742002096020826e-08,6.213869596649602e-07
1981,6.768338045581856e-08,6.27494486593605e-07
1982,5.959202153960064e-08,5.977824475422722e-07
1983,7.830991677337806e-08,6.157433176667837e-07
1984,7.19077029032178e-08,6.326718029470157e-07
1985,6.015558084992989e-08,6.821643072640882e-07
1986,6.234264771087794e-08,7.133437982531632e-07
1987,4.277571941102565e-08,6.306363111718838e-07
1988,5.336932984434384e-08,5.834646952251887e-07
1989,7.134558510646372e-08,7.172975600155951e-07
1990,7.192219286800139e-08,6.723635319616506e-07
1991,6.271768021592905e-08,7.162710264907446e-07
1992,6.942529445774781e-08,7.019669112651172e-07
1993,5.705383482323967e-08,8.098321409022446e-07
1994,6.435410382366058e-08,7.421821930364558e-07
1995,6.235818617028599e-08,6.935314829092931e-07
1996,7.313186389801274e-08,7.873686271864244e-07
1997,6.13746503619339e-08,7.700600495041954e-07
1998,5.1018981039874234e-08,8.611241302247663e-07
1999,6.763897908435013e-08,8.061835128359007e-07
2000,7.554833558742757e-08,7.868513876019279e-07
2001,7.97380550476845e-08,8.446976131892825e-07
2002,5.8270244962521645e-08,8.845685925962243e-07
2003,7.167107307637366e-08,8.592194955525656e-07
2004,6.386947482006633e-08,8.800772963724057e-07
2005,8.737274237446968e-08,8.15629064732093e-07
2006,1.037708292628281e-07,9.08818316602833e-07
2007,6.950394615401478e-08,1.0345701930702944e-06
2008,8.174284071849058e-08,9.042802062708688e-07
2009,7.390698275600016e-08,8.926056445091035e-07
2010,8.644541260593996e-08,1.0770248621838618e-06
2011,8.871615253536191e-08,9.234892175413734e-07
2012,1.1472331484796428e-07,1.1206799968022096e-06
2013,1.2160585427523074e-07,1.1089560949528732e-06
2014,1.3663958675635968e-07,1.1730215980776393e-06
2015,1.3365950124466508e-07,1.0701626464992842e-06
2016,1.2863022025300097e-07,1.1524935921158885e-06
2017,1.0716504039720576e-07,1.0324068959732813e-06
2018,1.20038200268624e-07,1.0707923330244284e-06
2019,1.2168211460661382e-07,9.96415796095107e-07
