year,trois_DET êtres_NOUN,trois_DET maîtres_NOUN
1871,3.080141386391233e-08,9.771483355791588e-08
1872,5.321658758106196e-08,1.3364619988465165e-07
1873,1.915521447015678e-08,8.440266352494064e-08
1874,3.883495836021211e-08,1.093353443337719e-07
1875,5.607096653648114e-08,1.0527609661803439e-07
1876,7.073836960636015e-08,1.0580525611203484e-07
1877,4.576763856789512e-08,1.1751150519323517e-07
1878,3.7442349554162035e-08,1.105153246694357e-07
1879,4.215434579180055e-08,1.2768489610071043e-07
1880,4.6208494364208264e-08,1.1487944995280941e-07
1881,3.69542902944886e-08,1.4990891689103947e-07
1882,4.3925541426403925e-08,1.4442186269114643e-07
1883,3.033282780506852e-08,1.3586578528901327e-07
1884,4.357120086950772e-08,1.1751020778660859e-07
1885,1.9981470755769948e-08,1.366474731145928e-07
1886,5.033701760970288e-08,1.148716544108197e-07
1887,4.2438009328904513e-08,1.5734707897729905e-07
1888,2.6630581739794934e-08,1.0398608019102085e-07
1889,3.257871128425904e-08,1.4973677409102493e-07
1890,1.9663159989136147e-08,1.926989607881069e-07
1891,2.995883485734652e-08,1.2748440347820633e-07
1892,4.387958663087943e-08,1.2035543450750197e-07
1893,3.818218274886931e-08,1.0777228909297776e-07
1894,2.5836310868498913e-08,1.0460555288638318e-07
1895,3.2500517832545484e-08,1.1977042602140386e-07
1896,4.4817420663534335e-08,1.297346332029825e-07
1897,3.4960280004270317e-08,1.1070755556730205e-07
1898,4.413516663248629e-08,1.0637707015259679e-07
1899,3.979856622038369e-08,1.2658154879829908e-07
1900,3.89329001260208e-08,1.4534949466238345e-07
1901,4.526878427668635e-08,9.165532022237244e-08
1902,2.3569363016839873e-08,7.75824826604321e-08
1903,2.9701212378441255e-08,1.0692436136494621e-07
1904,2.8485514391718425e-08,1.1609190675443415e-07
1905,4.231822581246547e-08,1.264385947052915e-07
1906,4.166789380199987e-08,1.5535437086766635e-07
1907,2.8799922446864912e-08,7.559979575688658e-08
1908,4.125566732682273e-08,8.889614133700263e-08
1909,2.1453835152840384e-08,1.0451869014715953e-07
1910,4.008113096976018e-08,1.2184663544800856e-07
1911,3.7242617434429803e-08,1.415219499367737e-07
1912,4.375913675858101e-08,8.074602941832154e-08
1913,5.037840145050154e-08,1.1507487673867445e-07
1914,4.7546880210802556e-08,1.011208281553877e-07
1915,3.416420901736217e-08,8.246533012012947e-08
1916,3.955486427287269e-08,1.0987461962486123e-07
1917,5.3735480065597585e-08,9.650453236531575e-08
1918,4.709414191950145e-08,1.1026921331591666e-07
1919,4.1435319175775476e-08,1.0865261290682326e-07
1920,7.117897959929564e-08,9.162400393947223e-08
1921,4.0135559875587035e-08,1.0829028657122208e-07
1922,6.123686535630668e-08,9.443757570393174e-08
1923,7.218844721990081e-08,1.199602128743038e-07
1924,6.574728628194748e-08,9.281969903796039e-08
1925,6.928852069876257e-08,1.000834197739664e-07
1926,6.576221434073659e-08,7.022066894624146e-08
1927,9.365348874190715e-08,1.0926240445741087e-07
1928,6.51284337571667e-08,7.769708143534615e-08
1929,5.793011470522913e-08,1.0917598403104023e-07
1930,6.722306622464203e-08,1.1658999854446961e-07
1931,4.6761963190533606e-08,7.299428261831054e-08
1932,5.58936368300067e-08,7.342889429828858e-08
1933,4.358851568575517e-08,1.3076555260838063e-07
1934,6.47005329312833e-08,1.1262685006840911e-07
1935,5.0266792506192814e-08,1.316511273330434e-07
1936,5.2136273520630994e-08,7.274828783820908e-08
1937,4.2809801703569406e-08,1.2213384514847547e-07
1938,5.7046944390570786e-08,7.649476696514057e-08
1939,3.976453122334078e-08,8.870549450534781e-08
1940,5.325144147860783e-08,1.3693227796096608e-07
1941,5.607854847156091e-08,1.4167211981330752e-07
1942,5.158160121254696e-08,6.068423652472177e-08
1943,5.225823351828751e-08,1.4806500026054437e-07
1944,9.318239690969676e-08,6.42637232317611e-08
1945,7.624763886937558e-08,1.067466994797428e-07
1946,6.542918740137793e-08,8.213451785366033e-08
1947,5.4836005958236456e-08,8.463818379489396e-08
1948,6.088257320513435e-08,9.675979995016348e-08
1949,7.26458648792061e-08,1.0798709171311316e-07
1950,1.1273482991569495e-07,7.657460376897518e-08
1951,4.69101659739124e-08,8.848963717333902e-08
1952,8.435843201759496e-08,8.752187130589562e-08
1953,7.972632465325091e-08,7.649417677058068e-08
1954,7.427127624026753e-08,9.186183769216427e-08
1955,8.540902829423658e-08,8.071622970007297e-08
1956,6.976913002887386e-08,8.459507316871395e-08
1957,5.212672116172712e-08,7.863183759670989e-08
1958,6.617794601204707e-08,8.603133272444552e-08
1959,5.890568444133493e-08,7.053180439697826e-08
1960,5.9519166040189475e-08,6.92083320097403e-08
1961,5.76697209986321e-08,9.032607406478377e-08
1962,6.785893535976584e-08,7.800606383057129e-08
1963,5.108182099533565e-08,9.181795590507136e-08
1964,5.962289106875573e-08,8.335036905116056e-08
1965,6.019247544841733e-08,1.0287441443157519e-07
1966,8.364003134531117e-08,7.256187650739321e-08
1967,6.015009335058608e-08,8.332266943078537e-08
1968,6.153239651141007e-08,9.252316945929095e-08
1969,4.995933433615818e-08,1.008270257840671e-07
1970,4.874648529273884e-08,9.93324582587718e-08
1971,5.806389058449213e-08,8.992195499324396e-08
1972,4.873639447566802e-08,8.669948226014412e-08
1973,5.34780775218735e-08,8.54546551298796e-08
1974,3.262831449468706e-08,1.0857353638371592e-07
1975,3.3126584142451065e-08,9.709516257672135e-08
1976,5.656391577346653e-08,9.827266000961288e-08
1977,3.8199080343304104e-08,1.0519439186396085e-07
1978,5.940591263353667e-08,9.504946341110099e-08
1979,4.27194062346814e-08,6.378651029592675e-08
1980,5.571447769803228e-08,7.16328970584712e-08
1981,5.4399725613052397e-08,9.804602085772274e-08
1982,3.848651264348746e-08,7.200702312193386e-08
1983,4.168108613811228e-08,7.515225952658966e-08
1984,6.088958803829314e-08,9.916304632984208e-08
1985,4.7522908053210244e-08,7.519447720039096e-08
1986,5.275147363370536e-08,8.692003750088162e-08
1987,4.460896363411848e-08,8.432927178780858e-08
1988,4.3175187647293e-08,1.0434003699932859e-07
1989,5.3234783692346355e-08,8.50658969930862e-08
1990,4.140974896316152e-08,9.535139039451579e-08
1991,4.7477868747591856e-08,9.202500383942436e-08
1992,5.5650437369436645e-08,6.777231420507235e-08
1993,3.766661205162336e-08,8.031850606826652e-08
1994,4.43093841617781e-08,1.0655352045141342e-07
1995,4.7175323647508094e-08,8.838594811599876e-08
1996,4.911044637623263e-08,8.647709659470593e-08
1997,4.890792482115103e-08,9.493890751333112e-08
1998,4.052909963192519e-08,7.629006648635084e-08
1999,4.844413192817143e-08,7.952150299361804e-08
2000,4.4180314073827276e-08,9.542948276042296e-08
2001,4.512648099641581e-08,8.19286634090588e-08
2002,4.4250336728168804e-08,1.1215927331331699e-07
2003,3.791899705340995e-08,1.1875729954979874e-07
2004,3.039305945806703e-08,7.928624512487659e-08
2005,4.2335244643254555e-08,6.84569939624069e-08
2006,5.065004593518552e-08,7.618096420358711e-08
2007,4.314037993502495e-08,8.108793481120813e-08
2008,4.725757962731336e-08,7.067350105138814e-08
2009,3.385416769141614e-08,7.390698586462463e-08
2010,4.345889426105032e-08,5.3378860276342976e-08
2011,4.09165010761825e-08,5.085882759381377e-08
2012,4.936166453362034e-08,6.331910176737843e-08
2013,5.829271465529473e-08,5.1598812333963906e-08
2014,6.756188941636765e-08,5.6734663633761784e-08
2015,5.984753759236128e-08,6.073416636276363e-08
2016,6.110453076857425e-08,6.234733573862172e-08
2017,5.333095876025595e-08,4.201071013287816e-08
2018,6.169705413228144e-08,5.343635933741098e-08
2019,6.198900193155055e-08,4.9234062160508074e-08
