year,six_DET eaux_NOUN,six_DET mots_NOUN
1870,5.160643912205387e-09,7.97032768673489e-08
1871,1.3807530452325523e-08,9.66527149426355e-08
1872,1.2094678591978436e-09,8.950062335699727e-08
1873,1.5563611288627044e-08,6.225444515450818e-08
1874,1.1949218059470468e-08,6.09410144569722e-08
1875,3.4329162346136144e-08,9.26887366858864e-08
1876,3.023007311142578e-08,5.5623335937227125e-08
1877,1.7935966489801558e-08,6.370360694507582e-08
1878,9.662542099775351e-09,4.468925579592664e-08
1879,2.1993571408529533e-08,5.803859082220697e-08
1880,7.059630879879819e-09,6.867095603269036e-08
1881,2.5101027978369217e-08,5.2991056875839604e-08
1882,3.3276926103553706e-08,7.454031614173573e-08
1883,3.4756364897248204e-08,8.594300737740923e-08
1884,1.3203393933736152e-08,6.469662938712872e-08
1885,3.158361505661844e-08,8.894977110429636e-08
1886,3.355801270199521e-08,6.195325341629143e-08
1887,2.350412819929204e-08,4.635536599018053e-08
1888,8.242799331981132e-09,6.02358412038484e-08
1889,2.568706025662948e-08,6.077182668207115e-08
1890,1.507508856635198e-08,3.539368675919974e-08
1891,1.5935549768641977e-08,5.163118066420225e-08
1892,9.402768785804483e-09,7.647585231751464e-08
1893,3.695049988206023e-09,7.266931634219986e-08
1894,6.9316934414587195e-09,4.6001235043391375e-08
1895,1.023164486468886e-08,3.731540920703935e-08
1896,4.717623069971921e-09,5.307326045311811e-08
1897,1.0488084178916779e-08,6.992056156285287e-08
1898,1.5277557885440274e-08,3.904264855858486e-08
1899,4.9748205555033564e-09,3.7034777022881826e-08
1900,7.26747462209687e-09,4.51621607888697e-08
1901,1.2854099562531474e-08,4.638653239297241e-08
1902,4.4192554615740676e-09,5.7450322721308567e-08
1903,3.7801541896698154e-09,6.048246525836021e-08
1904,8.599400302955473e-09,9.51308649632665e-08
1905,2.3223416079076742e-08,4.747898252333016e-08
1906,7.716276506641861e-09,5.349951814892506e-08
1907,8.228549286393161e-09,6.017126885637936e-08
1908,9.331639239107403e-09,4.71493368792153e-08
1909,7.70137675853988e-09,5.170924399777732e-08
1910,6.947395769785203e-09,4.1684374951778125e-08
1911,1.4365010514438836e-08,5.160762794886864e-08
1912,6.251305473270463e-09,5.678269010545023e-08
1913,1.113627856597077e-08,6.840856459078282e-08
1914,5.357394972094198e-09,6.495841076148423e-08
1915,1.1780761921542648e-09,6.715034395199382e-08
1916,0.0,3.625862521339229e-08
1917,6.579854550103903e-09,5.9218693060358873e-08
1918,9.189101035644853e-09,6.087779613750399e-08
1919,5.524709134618888e-09,6.62965070619137e-08
1920,4.543339038320937e-09,4.921950669256603e-08
1921,7.572747429129834e-09,7.269837176693272e-08
1922,2.21338064543275e-09,4.500540473628689e-08
1923,5.307974060286824e-09,9.448194226990836e-08
1924,1.9337436318878076e-08,4.769901074119787e-08
1925,1.9796719818998554e-08,7.918688105235105e-08
1926,1.4489979882625903e-08,7.244990030130793e-08
1927,6.689534814974252e-09,8.696395248364297e-08
1928,9.140832757381645e-09,7.655447920029701e-08
1929,1.559656870320225e-08,6.23862743687198e-08
1930,1.470504518152893e-08,7.352522546355544e-08
1931,2.5091784650044247e-08,4.5621425748265665e-08
1932,4.383814644626227e-09,4.7126006652575825e-08
1933,1.261772863969668e-08,4.473558190554172e-08
1934,8.38710612072191e-09,8.626737546535423e-08
1935,1.795242621227544e-08,5.6250934576951295e-08
1936,2.424942913137329e-09,6.06235714961656e-08
1937,6.295559185076627e-09,3.5255129926525797e-08
1938,1.2965214457594243e-09,7.908780741416876e-08
1939,4.588215141154706e-09,7.494084819370528e-08
1940,0.0,6.593035539737002e-08
1941,5.9030051957620344e-09,7.083605968460915e-08
1942,6.068423541449874e-09,1.274369008097409e-07
1943,2.9032352077962287e-09,1.219358836124229e-07
1944,0.0,8.675602991559117e-08
1945,2.178504043826024e-09,6.099811322712867e-08
1946,1.3921104269343232e-09,7.238974131240639e-08
1947,1.1920870957027319e-09,6.914105443733831e-08
1948,7.61032148410834e-09,7.175446015139642e-08
1949,3.9268033269479474e-09,6.77373575008744e-08
1950,4.2541445921528975e-09,7.125691903198117e-08
1951,4.264560815592233e-09,6.183613110444242e-08
1952,7.381362632230548e-09,9.806667300438221e-08
1953,1.0773827385790469e-09,3.7708394184932104e-08
1954,9.772536113672459e-09,4.690817512198464e-08
1955,2.815682353940474e-09,7.133062318587235e-08
1956,2.093073958597813e-08,7.064124929456739e-08
1957,1.7670075402875796e-09,4.859270746893074e-08
1958,4.1361216673863055e-09,5.707847972047375e-08
1959,5.425523363911111e-09,5.037986072764511e-08
1960,5.536666680683311e-09,6.021124887567453e-08
1961,5.558527582660844e-09,5.697490479406042e-08
1962,3.805173787174709e-09,6.088278059479535e-08
1963,5.1728425987107585e-09,4.9142003799573786e-08
1964,7.30076216148845e-09,5.4147319072939126e-08
1965,6.019247544841733e-09,7.05893570263072e-08
1966,8.862519607077957e-09,8.973301213188734e-08
1967,3.944268356370628e-09,6.113616213276885e-08
1968,5.838840466676487e-09,6.647295225370442e-08
1969,9.083515495333927e-09,6.085955339685256e-08
1970,9.197450051567913e-09,8.323692313183528e-08
1971,1.4387512958791149e-08,6.217460857271817e-08
1972,1.744249916724172e-08,8.105631921218048e-08
1973,1.4885650267970618e-08,6.781240413644696e-08
1974,1.1813700795393345e-08,5.0067588741598e-08
1975,1.484984890609553e-08,5.6543652426910285e-08
1976,5.7135269293517865e-09,6.856232204199841e-08
1977,8.22749468554207e-09,5.9355495185542395e-08
1978,6.53465048738866e-09,6.77227411927106e-08
1979,8.192762801506603e-09,6.612730230060038e-08
1980,1.0233271230397634e-08,5.969408123362996e-08
1981,1.6446428885430464e-08,6.515315931210353e-08
1982,4.966001942996456e-09,5.9592021872667544e-08
1983,1.1367569219267182e-08,5.620631204905635e-08
1984,8.118611838359158e-09,4.175286005825285e-08
1985,2.1054452403745927e-08,7.51944786436809e-08
1986,1.1389522436289212e-08,6.234264926519018e-08
1987,7.944061797271473e-09,6.538574126579988e-08
1988,8.395175166153734e-09,7.315795569340366e-08
1989,1.0427431806903087e-08,7.518727196398345e-08
1990,5.993515961311147e-09,7.900544174432866e-08
1991,1.1136783939491579e-08,6.154538567670897e-08
1992,3.3059665005552574e-09,7.658822598344273e-08
1993,6.09312805766038e-09,8.973515797094933e-08
1994,8.967375231261343e-09,7.648643629565299e-08
1995,1.1929391696696712e-08,6.39849222494604e-08
1996,4.804283193493575e-09,7.366566912025974e-08
1997,6.712852163026639e-09,4.315405011112716e-08
1998,1.239713587342095e-08,6.48465581232216e-08
1999,1.0054442306506317e-08,5.804155556177193e-08
2000,6.185244316725402e-09,7.952456648752104e-08
2001,1.2705513752209185e-08,1.0602532540815446e-07
2002,3.9430991805033955e-09,8.455757605219105e-08
2003,5.41700001521761e-09,6.083707493331758e-08
2004,1.1011977829600283e-08,7.267905832719634e-08
2005,4.9541245550344115e-09,6.530436813534379e-08
2006,6.58862386870851e-09,7.494559906007225e-08
2007,6.391166984531793e-09,7.230007659231319e-08
2008,3.831695738476526e-09,6.939626917557007e-08
2009,6.198650037703146e-09,6.294013932262033e-08
2010,2.3618964561933353e-09,5.6213136367944117e-08
2011,1.1471915639660324e-09,6.500752203209004e-08
2012,2.0425516833455504e-09,5.5148894784196045e-08
2013,2.789125042035323e-10,7.753767494733665e-08
2014,4.114345891759186e-09,7.081006003772927e-08
2015,3.324863190323768e-09,6.605394720082813e-08
2016,2.4856081637381067e-09,6.172593236541957e-08
2017,7.546833991067814e-10,6.21355980001681e-08
2018,3.3559066636712487e-09,6.685998599209597e-08
2019,2.806086474294034e-09,6.096860882820465e-08
