year,leurs_DET archers_NOUN,leurs_DET marchés_NOUN
1935,1.196828414151696e-08,2.740736988471326e-07
1936,1.33371855781661e-08,2.230947444559206e-07
1937,2.89595720737168e-08,2.115307893291174e-07
1938,7.779128785578848e-09,2.0225733976531046e-07
1939,2.4470480752825097e-08,1.9882266144577443e-07
1940,1.77504799747652e-08,1.6482589160204952e-07
1941,2.3612020783048138e-08,2.1545969275393873e-07
1942,3.034211770724937e-09,1.5777901296587515e-07
1943,3.774205836748479e-08,1.4225852851268428e-07
1944,3.213186161588055e-08,1.9600435052780085e-07
1945,1.5249527862692958e-08,1.32888743564763e-07
1946,1.3921104269343232e-08,2.143850110769563e-07
1947,1.3112958274774655e-08,1.7166054533390707e-07
1948,2.3918154123947488e-08,1.5003205078301107e-07
1949,1.1780409536754632e-08,3.426135890549631e-07
1950,1.4889506072535141e-08,1.8292821835075301e-07
1951,1.2793682557799002e-08,1.8764066567200643e-07
1952,2.4253048791500476e-08,1.613355067320299e-07
1953,4.3095309543161875e-09,1.9716104304734472e-07
1954,1.172704378049616e-08,2.0717776294532086e-07
1955,8.447047505910632e-09,1.5673964526286e-07
1956,9.593255523299149e-09,2.127958538267194e-07
1957,1.1485549233913872e-08,2.5003157588798786e-07
1958,1.4062813857851353e-08,2.903557572153659e-07
1959,1.0851047171911432e-08,2.410482693449012e-07
1960,1.2457499920515147e-08,2.4568959133830504e-07
1961,1.945484573440126e-08,3.1475161677008145e-07
1962,1.0147130302673446e-08,3.4119725000891776e-07
1963,3.2330266908076055e-08,2.845063420409133e-07
1964,1.5818317988802733e-08,3.5956253441327135e-07
1965,5.472043540510896e-09,2.593748433810106e-07
1966,1.5509408979319517e-08,2.8969361665076576e-07
1967,1.528404042216991e-08,2.849733959919831e-07
1968,1.3025105743968979e-08,3.368561749539367e-07
1969,1.68045038995146e-08,3.7378666206677735e-07
1970,1.517579256704593e-08,3.600801790071273e-07
1971,1.8498230613950284e-08,3.4684182992350543e-07
1972,1.2312352026810913e-08,3.888651463057613e-07
1973,1.598829119098255e-08,3.704872995058395e-07
1974,2.250228647859842e-08,3.4428498452143685e-07
1975,9.709516302081056e-09,3.5296946521157224e-07
1976,1.5997874969198023e-08,3.2681373340892605e-07
1977,1.0578207476630297e-08,3.443794298618741e-07
1978,1.9603950685009863e-08,3.552473515355814e-07
1979,1.5800328379000916e-08,3.833042683254462e-07
1980,2.9562783554482053e-08,4.064882830334682e-07
1981,1.4548764248889512e-08,3.801655168444995e-07
1982,1.0552753892945077e-08,3.625181363986485e-07
1983,9.47297440490047e-09,3.820766210083093e-07
1984,7.538711266352749e-09,3.833144717191317e-07
1985,1.564045071233977e-08,3.8319103623507544e-07
1986,8.991728250862252e-09,3.9563605014336645e-07
1987,7.944062296871834e-09,4.4303422441771545e-07
1988,1.0194141530917022e-08,4.845215357818233e-07
1989,1.2073868349560257e-08,5.087489398647449e-07
1990,2.724325431913144e-09,4.3807153815578204e-07
1991,8.206051227421796e-09,5.117059345138841e-07
1992,1.3223866224265635e-08,4.909360313831712e-07
1993,8.862732159276021e-09,5.096071049592865e-07
1994,2.637463308863275e-08,5.074479645372776e-07
1995,8.675921314704738e-09,5.032034096075222e-07
1996,5.3380921904988554e-09,5.129906526235573e-07
1997,7.192341833217597e-09,4.842843281949172e-07
1998,6.6753808036779105e-09,5.206796913626022e-07
1999,1.1425502988160474e-08,5.232880084804492e-07
2000,1.0161472108194403e-08,5.42534280612017e-07
2001,2.2344180172773065e-08,4.6659906161039544e-07
2002,1.927737436346888e-08,5.853311790815496e-07
2003,1.7501075477710515e-08,4.896134555565368e-07
2004,1.2333415205789677e-08,4.730745786218904e-07
2005,1.216012357474483e-08,4.710922212325386e-07
2006,1.935408233677549e-08,4.286723367386003e-07
2007,1.5179022483380322e-08,3.8626615150860744e-07
2008,1.9158478137271118e-08,4.879025823356642e-07
2009,1.9549589280742907e-08,4.3009097794310946e-07
2010,2.1729447963192428e-08,4.279756353753328e-07
2011,2.256143516454756e-08,3.280968030594522e-07
2012,2.246806696248882e-08,2.563402290434169e-07
2013,2.7612337305527035e-08,2.822594638018927e-07
2014,3.031623307947484e-08,2.1957613682843657e-07
2015,3.103205514776164e-08,2.2985886971582659e-07
2016,2.879162669389146e-08,2.1479796430412534e-07
2017,3.597324393922463e-08,2.130722833726395e-07
2018,2.736354776100569e-08,1.613416742429763e-07
2019,2.7550667969222786e-08,1.8698740689160331e-07
