year,ces_DET eaux_NOUN,ces_DET maux_NOUN
1877,3.7238776258163853e-06,1.0681176974003392e-06
1878,3.415708647480642e-06,1.0387232798336754e-06
1879,3.5617366052065336e-06,1.2206431776462523e-06
1880,3.207639565516729e-06,1.0903920895088959e-06
1881,3.521116354932019e-06,9.384995216521475e-07
1882,3.758961440780695e-06,1.0295880770172516e-06
1883,3.7631662621606665e-06,9.093528632320158e-07
1884,3.479094345948397e-06,1.0635334177777622e-06
1885,4.2618543147909804e-06,9.616888547725466e-07
1886,3.419045071950677e-06,8.976768057777917e-07
1887,3.862511846364214e-06,8.226445302739194e-07
1888,3.7301836641745467e-06,9.66943744629134e-07
1889,3.4614880064509634e-06,9.416500610370804e-07
1890,3.2221363426288008e-06,8.717334054608727e-07
1891,2.9417025189104606e-06,8.809172200585635e-07
1892,3.253357959920322e-06,8.556519333069446e-07
1893,3.053343021974797e-06,8.012099819154628e-07
1894,3.5269714544483577e-06,7.820210328191024e-07
1895,2.967176840229513e-06,9.334871080568519e-07
1896,2.8229078736785596e-06,9.629848349845815e-07
1897,2.7915785665300064e-06,7.545594300495395e-07
1898,2.7675014280248433e-06,8.142372891484229e-07
1899,2.9848924043562874e-06,7.937602433116808e-07
1900,2.9080280512516765e-06,8.996095033353413e-07
1901,2.5568481589743897e-06,8.422229456073183e-07
1902,2.4934422242495202e-06,6.697627021878816e-07
1903,3.43129988777946e-06,7.673713255940129e-07
1904,2.6733385709576396e-06,7.282617211501474e-07
1905,2.7976474541446805e-06,7.782424802371679e-07
1906,3.0885684054737794e-06,7.21729058739129e-07
1907,2.3749649642468285e-06,7.061123810103709e-07
1908,2.5421349789667147e-06,7.239387258550778e-07
1909,2.4836941747707897e-06,7.838901758816519e-07
1910,3.2572597774560563e-06,7.21460336805535e-07
1911,2.4878068813904974e-06,9.044635902455411e-07
1912,2.426548405765061e-06,6.839969799443679e-07
1913,2.496117161854272e-06,7.498427549990083e-07
1914,2.4161852252291283e-06,7.627590932202111e-07
1915,2.4197685775106947e-06,5.501615696346107e-07
1916,1.8436961539691765e-06,7.757148026144023e-07
1917,1.8083634216736755e-06,6.108298151730196e-07
1918,1.6138358915895878e-06,5.926970345626614e-07
1919,1.8047382468466822e-06,6.869055066971441e-07
1920,1.7431277967716596e-06,8.087143257284879e-07
1921,1.7886829937197035e-06,6.050625405151777e-07
1922,1.8894892406251529e-06,6.913125432106426e-07
1923,2.1380519683589227e-06,6.677431159118896e-07
1924,2.1993111829488043e-06,7.47714235416197e-07
1925,2.2469277496384166e-06,5.730050460783787e-07
1926,1.992929526295484e-06,6.49819853038025e-07
1927,2.012435089682185e-06,6.734131581254132e-07
1928,1.9767051071539754e-06,5.930115491992183e-07
1929,1.8615619410411455e-06,5.603624195771317e-07
1930,1.9463176670342364e-06,6.55424887696654e-07
1931,1.933207926185787e-06,5.611435263119802e-07
1932,2.095463457862934e-06,6.192138393146251e-07
1933,2.1289549181346956e-06,5.872979187415694e-07
1934,1.7157622664853989e-06,6.218440020688831e-07
1935,1.6827407449682141e-06,5.720839943990086e-07
1936,1.7495963220426347e-06,5.407622722941596e-07
1937,1.7186875993502326e-06,4.746851658410378e-07
1938,1.7127047868825684e-06,5.328703132079227e-07
1939,1.9224621610192116e-06,5.199977266556743e-07
1940,1.856193136973161e-06,4.209399513399603e-07
1941,1.6705504322089837e-06,6.080095147353859e-07
1942,1.7325349119801103e-06,7.676555782154537e-07
1943,1.6083923242149467e-06,6.416149780363867e-07
1944,1.542329385983976e-06,5.655207715449251e-07
1945,1.1959987205045763e-06,5.380904894991545e-07
1946,1.364268172210359e-06,5.791179411573921e-07
1947,1.2528835497960245e-06,7.23596890850331e-07
1948,1.5111924085431383e-06,5.838204018004944e-07
1949,1.4607708038738565e-06,4.525640857622193e-07
1950,1.54531807083913e-06,5.413398760367727e-07
1951,1.6077394207059115e-06,6.439486774922898e-07
1952,1.7936711174115771e-06,4.7557064775105573e-07
1953,1.7475147728873708e-06,4.902091443881318e-07
1954,1.6183320070695117e-06,5.306487000922289e-07
1955,1.7269518082230206e-06,4.373693354153829e-07
1956,1.370091368357862e-06,4.343128523487394e-07
1957,1.803231185704135e-06,3.95809697906202e-07
1958,1.6221869429955404e-06,4.467011454067915e-07
1959,1.6276570136142254e-06,5.332514589895254e-07
1960,1.5073575383439675e-06,5.149099990831019e-07
1961,1.483432058080325e-06,5.287549207366737e-07
1962,1.490993952302233e-06,5.948754875362283e-07
1963,1.3889081884599364e-06,5.02412333958091e-07
1964,1.3494241386524664e-06,6.461174244520862e-07
1965,1.313837643124316e-06,5.701868985852343e-07
1966,1.270663730679189e-06,5.865880261524126e-07
1967,1.4095829925508951e-06,6.6115799413069e-07
1968,1.3034089221264367e-06,6.014005773380404e-07
1969,1.3575314454783438e-06,6.957973042176491e-07
1970,1.6265690021555201e-06,6.401425025615026e-07
1971,1.172582244635123e-06,5.631683599460757e-07
1972,1.2240530224971735e-06,4.647912987820746e-07
1973,1.139579254072487e-06,4.989449529091416e-07
1974,1.3748897487175782e-06,4.612968709238885e-07
1975,1.2885099351933604e-06,4.809066282973617e-07
1976,1.20098334832619e-06,4.1937286532345297e-07
1977,1.1935744339552912e-06,4.384079375086003e-07
1978,1.1625737812437364e-06,5.025740357211816e-07
1979,1.0919782198470784e-06,5.331147825415883e-07
1980,1.2041149375363602e-06,4.84943353029621e-07
1981,1.1234175900654009e-06,4.427884690016981e-07
1982,1.1937027153408053e-06,4.941171845018744e-07
1983,9.997145085094417e-07,3.94075723164633e-07
1984,1.1151493026773096e-06,4.6044127444133665e-07
1985,1.13333112494729e-06,4.4575286217707344e-07
1986,9.878911768623766e-07,4.861527678201583e-07
1987,9.820082667033603e-07,4.66866405091082e-07
1988,8.239265198994872e-07,4.455439590600463e-07
1989,1.0564635175569492e-06,4.4179382641118536e-07
1990,1.007455573187599e-06,4.827504866966592e-07
1991,8.674968583477494e-07,4.806401392443149e-07
1992,9.080387783910737e-07,4.46305474355313e-07
1993,8.818418422151808e-07,5.012982633445517e-07
1994,9.632016144678346e-07,5.179977726754714e-07
1995,8.50782512884507e-07,4.950697665151438e-07
1996,8.220661911195748e-07,4.4252784903164866e-07
1997,7.216316006974921e-07,4.43527749638406e-07
1998,7.776818620186532e-07,4.6823028831965985e-07
1999,8.628539731603269e-07,4.451376049985356e-07
2000,9.255775808014732e-07,4.775892001873672e-07
2001,7.272811615166574e-07,4.3242560465728275e-07
2002,7.29911484143031e-07,5.310040194217436e-07
2003,7.550464431460568e-07,4.875299683959611e-07
2004,6.87587913716925e-07,4.977414249651702e-07
2005,7.305082050379497e-07,4.3911558833542585e-07
2006,7.655157219232933e-07,4.904406836203634e-07
2007,7.014305865027382e-07,4.705496756685079e-07
2008,7.518638440728864e-07,4.185063211536999e-07
2009,7.762617286743989e-07,4.825410826470033e-07
2010,9.041339552595673e-07,4.459260587452718e-07
2011,8.932798465366432e-07,4.5161107919966526e-07
2012,9.821269344456596e-07,4.885102526941409e-07
2013,8.863839155992537e-07,4.769403929572036e-07
2014,1.0214405179453934e-06,5.205729962654004e-07
2015,9.730766024063087e-07,5.222251466818761e-07
2016,1.2668315463315594e-06,5.95095976052562e-07
2017,9.199590635944332e-07,5.546922885457661e-07
2018,9.626289099173846e-07,5.328147381078452e-07
2019,9.295799188180354e-07,4.99228292483167e-07
