year,des_DET eaux_NOUN,des_DET maux_NOUN
1893,6.971327501048563e-06,1.399808072122255e-06
1894,7.339402820605301e-06,1.3812973786997418e-06
1895,6.161255665659837e-06,1.3945130348247403e-06
1896,6.510909507539964e-06,1.4211839332034515e-06
1897,6.841144177371916e-06,1.2597354288601537e-06
1898,6.608392482121417e-06,1.4440121205439027e-06
1899,6.924950255893236e-06,1.4526476057596938e-06
1900,6.856861965331973e-06,1.5028099173974852e-06
1901,6.472318631267626e-06,1.4648084594170996e-06
1902,6.062236636239504e-06,1.3837180095066515e-06
1903,7.404242083453028e-06,1.4143177171632715e-06
1904,6.919829928619947e-06,1.3490308781172189e-06
1905,6.729629639323775e-06,1.3541831336283394e-06
1906,6.96574034719788e-06,1.3899586903676209e-06
1907,6.356554379749468e-06,1.3510249310400013e-06
1908,6.3288159140029165e-06,1.4115331872233128e-06
1909,6.2133607130476776e-06,1.4187036132540243e-06
1910,7.122683996385604e-06,1.3878759475005609e-06
1911,6.413179164610483e-06,1.4471417983941137e-06
1912,6.157015072005834e-06,1.4180044587419616e-06
1913,5.958439423636719e-06,1.2806719666969002e-06
1914,5.755851248068211e-06,1.3306429700321587e-06
1915,5.268356662924134e-06,1.3712807138688277e-06
1916,4.6861523514962755e-06,1.2668543334370952e-06
1917,4.420565666407583e-06,1.1152854106910581e-06
1918,4.654279464944011e-06,1.2979604768759145e-06
1919,4.755853723281689e-06,1.134406939939936e-06
1920,5.151389402158202e-06,1.1895975653430924e-06
1921,5.319097759581837e-06,1.0935047356497307e-06
1922,5.0915132021600584e-06,1.1199706619891003e-06
1923,5.053191209469787e-06,1.0838883461872229e-06
1924,5.75997785290383e-06,1.2195476308818343e-06
1925,5.5727766365976095e-06,1.144910356742912e-06
1926,5.224195156472433e-06,1.1759175517767062e-06
1927,5.202228344103332e-06,1.2999996776841272e-06
1928,5.289114298534514e-06,1.015775040968947e-06
1929,5.342938777630479e-06,1.1118125868847528e-06
1930,4.97450676562039e-06,1.1637992223256788e-06
1931,4.785687728769972e-06,1.0755251160787793e-06
1932,5.736221488916726e-06,1.048827696692456e-06
1933,4.8887962478261215e-06,1.095448219246009e-06
1934,4.89088120048109e-06,1.0232269982424214e-06
1935,4.832793294440307e-06,1.1070663337164888e-06
1936,5.008719377030957e-06,9.542150536390182e-07
1937,4.882835717978651e-06,8.486413438646423e-07
1938,5.153672823610123e-06,8.595937028843537e-07
1939,5.677151669658542e-06,8.916431539773839e-07
1940,5.773977530765251e-06,8.266652473665204e-07
1941,5.776090482356722e-06,8.618387656866844e-07
1942,5.291665118534183e-06,1.0498372189360339e-06
1943,6.21001997913595e-06,1.2629073076197983e-06
1944,4.4920344279830715e-06,1.0121536195839553e-06
1945,4.028054089388888e-06,1.0326108679237223e-06
1946,4.195820942243245e-06,1.0580038924956625e-06
1947,3.857593902978351e-06,1.2183130611020943e-06
1948,4.4379048134146615e-06,1.0437012569752824e-06
1949,4.915376095482316e-06,9.247621886032675e-07
1950,4.415802159485338e-06,1.0571549271531921e-06
1951,4.885054256220656e-06,1.14076997803636e-06
1952,5.54867567714723e-06,8.435843241727525e-07
1953,5.548521041731647e-06,8.05882269361291e-07
1954,5.312350786823572e-06,8.287110375704287e-07
1955,5.132050361567053e-06,7.65865613150396e-07
1956,4.85767606051013e-06,8.459507316871395e-07
1957,5.200303036190235e-06,8.755522635794932e-07
1958,5.048550388409012e-06,7.668369850222234e-07
1959,4.817864891037971e-06,8.711840422392925e-07
1960,4.924864803967921e-06,8.180425083992304e-07
1961,4.858153069164928e-06,8.84500661157972e-07
1962,4.328385351470843e-06,1.0197865449868004e-06
1963,4.393036736161093e-06,7.642875203828225e-07
1964,4.560542503639908e-06,1.106673806816616e-06
1965,4.31798943267836e-06,1.000289554298206e-06
1966,5.06160660762589e-06,9.865091925576053e-07
1967,5.0047836275268764e-06,1.1788432097148416e-06
1968,4.77662083397945e-06,1.232444546417355e-06
1969,4.685277286142764e-06,1.1526981458231944e-06
1970,4.679662534812223e-06,1.0623054773617469e-06
1971,4.647680352576344e-06,9.67046432265306e-07
1972,4.618158200742073e-06,9.064969752614616e-07
1973,4.508698193461669e-06,8.617137492450411e-07
1974,4.984256406714849e-06,7.549517242466663e-07
1975,4.726249731135113e-06,7.921822913203869e-07
1976,4.724515587639644e-06,7.199043583483444e-07
1977,4.3552831421322935e-06,7.663323557949298e-07
1978,3.976631784752271e-06,8.899005692342143e-07
1979,4.152560173054098e-06,8.754552318634978e-07
1980,4.253629711570284e-06,8.146820995591497e-07
1981,3.919943097230316e-06,8.046098969316517e-07
1982,4.038600888378596e-06,7.951810223616462e-07
1983,3.4879489696493238e-06,7.407866000619379e-07
1984,3.709045756750129e-06,8.663718595869341e-07
1985,4.073134419968483e-06,7.278825417955659e-07
1986,3.33952788267311e-06,8.488191181044158e-07
1987,3.661601468252229e-06,7.821845393607418e-07
1988,3.44262155849151e-06,7.471706009454238e-07
1989,3.4772741805966234e-06,8.583423038999172e-07
1990,3.6582242799454434e-06,8.990274054099245e-07
1991,3.1874648271923434e-06,7.414753646628469e-07
1992,3.114220390898481e-06,8.474294226346046e-07
1993,3.0160983719440537e-06,8.735330396802965e-07
1994,3.1296139688663516e-06,9.0464992119621e-07
1995,3.113028970602727e-06,9.424219431508618e-07
1996,3.033103904925838e-06,9.346999316761639e-07
1997,2.9220088073600436e-06,8.021858644013946e-07
1998,2.8899631168144424e-06,9.111894829771927e-07
1999,3.118248304900817e-06,9.291218798779255e-07
2000,2.7762909446948925e-06,9.233686029119781e-07
2001,2.794336861455804e-06,8.972721836641995e-07
2002,2.485466890078669e-06,1.0598174675635619e-06
2003,2.755586173464053e-06,9.850605504624355e-07
2004,2.3332178891166677e-06,1.0311616307490112e-06
2005,2.4833675205115924e-06,9.647031617987523e-07
2006,2.58891749460588e-06,1.0533562537773378e-06
2007,2.371921908661534e-06,1.009404989815721e-06
2008,2.570216256714275e-06,1.0022013334776148e-06
2009,2.640624948924142e-06,1.0342209115776768e-06
2010,2.650992591668455e-06,1.1200112943754448e-06
2011,3.1027709646025414e-06,1.2584692257178176e-06
2012,2.6028916657594436e-06,1.2663819575209345e-06
2013,2.386096483064648e-06,1.1951401290843933e-06
2014,2.5058532671096145e-06,1.2756637559618866e-06
2015,2.4663834317095734e-06,1.3725034690992288e-06
2016,2.929910493776333e-06,1.473137025698179e-06
2017,2.845408030083263e-06,1.3365443045643133e-06
2018,2.4431000227309596e-06,1.3374578990976715e-06
2019,2.2912971751054556e-06,1.3555948541466023e-06
