year,les_DET archers_NOUN,les_DET marchés_NOUN
1856,1.6396158653009252e-06,6.2105562221859145e-06
1857,1.3243533925066941e-06,6.0516066469062935e-06
1858,1.4235703352794005e-06,5.740281977750783e-06
1859,1.3326218029074965e-06,6.6575076118624565e-06
1860,1.441812907732043e-06,5.582791061442549e-06
1861,9.078229861181342e-07,6.300998990127482e-06
1862,1.0160950910664823e-06,6.8628209817234165e-06
1863,1.0808359570124715e-06,5.711848586997803e-06
1864,9.436024854814207e-07,4.7371911335858385e-06
1865,1.1174048435425021e-06,5.502771685428343e-06
1866,1.1570427194129707e-06,4.787763145941426e-06
1867,1.0569423309902959e-06,7.076369655578674e-06
1868,9.845169146593946e-07,7.005235460155745e-06
1869,9.054044518563842e-07,4.959213896427173e-06
1870,7.425593078203008e-07,5.409501568465203e-06
1871,6.797553488979702e-07,6.300482311871747e-06
1872,6.549268609656878e-07,7.089295877449331e-06
1873,1.0230081407547331e-06,6.556470509622159e-06
1874,1.3795371947011859e-06,6.274534598560422e-06
1875,1.550533809790977e-06,5.9675527381841675e-06
1876,9.347139027227058e-07,6.630059942835942e-06
1877,8.782438687404692e-07,6.66290242179457e-06
1878,7.965557919931143e-07,5.8742215003348974e-06
1879,1.2249196688074449e-06,6.210129186001723e-06
1880,9.75512621792518e-07,6.740022172380122e-06
1881,8.638937099014754e-07,6.239697086130036e-06
1882,8.825040693771768e-07,6.775847623430309e-06
1883,9.567479182237548e-07,6.05266265552018e-06
1884,7.981451819460972e-07,6.997138399356118e-06
1885,8.617814688527403e-07,8.325827764110727e-06
1886,1.3339310100946022e-06,7.699627758483985e-06
1887,7.664957446529286e-07,7.0244701930732845e-06
1888,9.02903558142043e-07,6.725490237613485e-06
1889,7.818890714883509e-07,7.810746126324375e-06
1890,6.901769140643665e-07,7.290443988949846e-06
1891,5.915276399814928e-07,8.638342762878892e-06
1892,1.033050825771653e-06,7.3567260017171066e-06
1893,7.303882033626863e-07,7.642594766821276e-06
1894,6.263729801503359e-07,7.0665459475094394e-06
1895,5.446846078616119e-07,7.236180010750104e-06
1896,6.227262903113484e-07,7.682059504077188e-06
1897,6.222929975763236e-07,8.872336422882654e-06
1898,5.607429631737659e-07,9.82460130671825e-06
1899,4.925072172312639e-07,8.267599014288862e-06
1900,6.032003705414013e-07,9.811609118060005e-06
1901,4.3480389244621165e-07,8.993957692382537e-06
1902,4.600936049925508e-07,7.733206217608313e-06
1903,4.7197926633657517e-07,9.019447702485195e-06
1904,5.181138771348515e-07,8.03667711579692e-06
1905,5.103990647903345e-07,8.933790070386749e-06
1906,4.655486998128566e-07,9.059423064172734e-06
1907,4.952558221305026e-07,7.944664560000092e-06
1908,4.4153386635770175e-07,8.487862260153634e-06
1909,4.972889029453142e-07,8.100198016336435e-06
1910,4.889897966542378e-07,7.972404091560747e-06
1911,5.389538917377479e-07,8.388634029188324e-06
1912,4.943740896656834e-07,8.908110316951934e-06
1913,6.506768190917001e-07,7.04183992183971e-06
1914,4.386367065123409e-07,8.140561590153084e-06
1915,3.6991592811119745e-07,1.000304462195345e-05
1916,4.889420608389372e-07,1.1946667541451461e-05
1917,2.796438165475479e-07,1.1821805344425229e-05
1918,2.9979443105787595e-07,1.165292849236721e-05
1919,3.710762772612952e-07,1.0370799373049522e-05
1920,3.437793321126037e-07,8.966279381183995e-06
1921,3.5743367693408246e-07,9.612845246920187e-06
1922,4.817791943168004e-07,9.456299665089318e-06
1923,5.944930947521243e-07,8.305917731377122e-06
1924,5.35002413482033e-07,8.196495173251606e-06
1925,6.939850019094251e-07,8.324520536007185e-06
1926,6.60966014809361e-07,7.66185570455491e-06
1927,4.849912693671854e-07,7.399740695746004e-06
1928,4.136226907647256e-07,7.617741658805244e-06
1929,6.015819504767705e-07,8.174830014695544e-06
1930,3.9178440580656115e-07,9.377617345762701e-06
1931,5.349112139896306e-07,1.0960547911054164e-05
1932,3.474172975970191e-07,1.1034061628834024e-05
1933,3.739435923133527e-07,1.0222654339031578e-05
1934,4.457148001790756e-07,1.0638444621235976e-05
1935,4.978806131816782e-07,1.0140727397356386e-05
1936,4.207275967615942e-07,1.0122923811195506e-05
1937,3.6766065925064595e-07,1.0265538264775387e-05
1938,4.019216595096964e-07,9.744655415033776e-06
1939,3.7164541755174696e-07,1.0057367887839064e-05
1940,4.513693629970561e-07,8.958921398516395e-06
1941,4.810949234546058e-07,8.122535348320525e-06
1942,5.279528472179607e-07,7.330655762416427e-06
1943,6.793570506147262e-07,7.533895484357345e-06
1944,4.7233836752980096e-07,7.3003589591280615e-06
1945,4.0302325876595546e-07,7.034389795990137e-06
1946,5.067281829695958e-07,7.499299044866348e-06
1947,3.766995098075654e-07,7.524453906171402e-06
1948,4.7401430003368716e-07,7.495079671571148e-06
1949,2.886200420881835e-07,1.386063416930483e-05
1950,3.4671277182596327e-07,9.099615510876902e-06
1951,3.8914117617139254e-07,8.764738254285476e-06
1952,4.323369573455693e-07,8.935666585330182e-06
1953,4.320304771709971e-07,1.0039052597221598e-05
1954,4.036057301703977e-07,9.184229440961644e-06
1955,3.979497842365731e-07,8.565305904539855e-06
1956,3.7675332631437186e-07,8.794399150247045e-06
1957,3.648870645633906e-07,1.0101982468313508e-05
1958,3.532247836446345e-07,9.930001112934406e-06
1959,3.2088096380000763e-07,1.022788654836404e-05
1960,4.4708583812891334e-07,1.0251138121475378e-05
1961,3.8979174687980844e-07,1.0662645308912033e-05
1962,4.895990253217519e-07,1.2144212632847484e-05
1963,4.584431814169676e-07,1.1509574392221111e-05
1964,3.2427551954761213e-07,1.0851974138859077e-05
1965,5.565068006418983e-07,1.0397429264230595e-05
1966,3.711180114329693e-07,1.100447980206809e-05
1967,4.950056951003035e-07,1.2072419451669703e-05
1968,4.554295705005984e-07,1.2053163231939834e-05
1969,3.492611786448663e-07,1.4272928297032195e-05
1970,4.00548961110303e-07,1.3624642861032044e-05
1971,3.848659622107675e-07,1.3666081940755248e-05
1972,3.945082891476659e-07,1.3675432342097338e-05
1973,3.4457523145903224e-07,1.3227278770955309e-05
1974,3.949151361481995e-07,1.4398088069356163e-05
1975,3.6039440010071644e-07,1.4109069638834626e-05
1976,3.43382949630211e-07,1.4151263258099789e-05
1977,2.9090070663428946e-07,1.3956769066680863e-05
1978,4.401978257462247e-07,1.4749893921361945e-05
1979,3.598963731477056e-07,1.3796027133139432e-05
1980,4.360510699186193e-07,1.5279979038496094e-05
1981,3.010961560079295e-07,1.5500758763664635e-05
1982,3.414126261702677e-07,1.4411337474484753e-05
1983,2.6524327867427644e-07,1.5766186379551073e-05
1984,3.119866658352066e-07,1.6411774140578927e-05
1985,4.0244082910589896e-07,1.5828136611162336e-05
1986,3.818487110951452e-07,1.537405694307381e-05
1987,3.2142897099518564e-07,1.704734552276932e-05
1988,2.986283873518403e-07,1.822472711410228e-05
1989,2.7275967440232307e-07,1.871065546765749e-05
1990,2.680736301829967e-07,1.7007419842229865e-05
1991,3.223805986607431e-07,1.7504093307252333e-05
1992,3.179237659800549e-07,1.603944747330388e-05
1993,3.694651260488513e-07,1.7917119635058043e-05
1994,3.998394353388335e-07,1.849863917868788e-05
1995,3.6059298214041746e-07,1.980062165785057e-05
1996,2.7010746261879603e-07,1.897691777230648e-05
1997,3.1550405310554197e-07,1.8106000652551302e-05
1998,3.0849795606968655e-07,2.051249123269372e-05
1999,3.4230806011947834e-07,1.8994212155121204e-05
2000,2.871720505837061e-07,1.8878690070778248e-05
2001,2.983605202899753e-07,1.8897919062510482e-05
2002,3.745944361366327e-07,2.0475638848438393e-05
2003,4.4377729957467693e-07,1.8184035070589744e-05
2004,3.039305809249271e-07,1.7698450960779155e-05
2005,3.472390801562142e-07,1.685753386482247e-05
2006,4.0725929739693356e-07,1.6705456005183805e-05
2007,4.4378666430588964e-07,1.5047204101392708e-05
2008,3.6826853433424844e-07,1.8878764080909605e-05
2009,3.9862087941600066e-07,1.675399710165948e-05
2010,5.72051346292568e-07,1.9097350786978495e-05
2011,5.77037357674115e-07,1.688321844994789e-05
2012,7.295313437793993e-07,1.3630628131977574e-05
2013,8.202816488278586e-07,1.304529564549739e-05
2014,7.63319405017171e-07,1.0477506634742895e-05
2015,9.890359566888662e-07,9.747389924541494e-06
2016,8.676843636923337e-07,9.80489556923203e-06
2017,8.70149934772968e-07,1.1000516792591952e-05
2018,7.963824835144351e-07,8.92051610890121e-06
2019,7.826430472590573e-07,1.0621037290547974e-05
