year,aux_ADP oies_NOUN,aux_ADP mois_NOUN
1851,5.4175285590929434e-08,8.177888162208546e-07
1852,4.948014531436229e-08,6.855604368638524e-07
1853,3.642878354526147e-08,7.912809749655025e-07
1854,5.403491076805267e-08,5.704839480813462e-07
1855,6.580602018857462e-08,6.113591801693019e-07
1856,5.694908100650764e-08,6.507727015048204e-07
1857,4.735063718896981e-08,6.341080016625256e-07
1858,3.229826228690058e-08,6.973488240191728e-07
1859,5.295860283638376e-08,5.896736539057201e-07
1860,4.485640303641958e-08,5.9869566015891e-07
1861,5.5648373908923077e-08,6.342971303752165e-07
1862,7.906476362506965e-08,6.270965187127331e-07
1863,6.742738156706451e-08,6.413093203150311e-07
1864,6.856460832427302e-08,6.559188037158492e-07
1865,5.412871001420072e-08,6.584875222870323e-07
1866,9.341976481280767e-08,6.534517993372901e-07
1867,8.346835578265654e-08,6.79393608038481e-07
1868,7.409811075831385e-08,6.629310789207921e-07
1869,5.86022301796163e-08,6.231370655029878e-07
1870,4.243196194408938e-08,6.634294607010816e-07
1871,7.11618906024114e-08,6.978113304967337e-07
1872,5.98686610286947e-08,7.232617846852918e-07
1873,6.524745010949573e-08,6.171570348101341e-07
1874,6.512323835750067e-08,5.992533047560755e-07
1875,6.522541085018929e-08,7.403656354654231e-07
1876,5.8041743855596906e-08,6.698984336139802e-07
1877,6.494056759009936e-08,8.133033091439756e-07
1878,5.495570576385944e-08,7.31937539910632e-07
1879,4.581993984231758e-08,7.031833249016017e-07
1880,7.63723715380138e-08,6.417846520889725e-07
1881,6.484431835929172e-08,7.85104326439523e-07
1882,1.0914831349850829e-07,6.934911382927567e-07
1883,1.0679683093428594e-07,7.741190479748639e-07
1884,5.2813575734944607e-08,8.073875150671483e-07
1885,4.318575907991118e-08,9.030335661464051e-07
1886,5.162771010702727e-08,8.938047635353996e-07
1887,6.137189068056159e-08,7.429916024648264e-07
1888,7.03808211710566e-08,7.570693796310479e-07
1889,1.1089291618304742e-07,7.524429399552446e-07
1890,8.520702365899524e-08,7.314695267268689e-07
1891,5.290602622665119e-08,8.547828826976911e-07
1892,4.638699024894777e-08,7.6663908998853e-07
1893,5.665743257887712e-08,8.049050350678044e-07
1894,5.1042468918183204e-08,9.200247390594996e-07
1895,5.5973115919982774e-08,8.227445889019691e-07
1896,6.309820932415278e-08,7.294624921883042e-07
1897,5.477110853746581e-08,7.895196816321004e-07
1898,5.545187775624072e-08,8.504507320594712e-07
1899,9.0652287454418e-08,1.0220492256962643e-06
1900,5.6582480922884315e-08,8.456225337738488e-07
1901,5.812288650375308e-08,7.919242932530324e-07
1902,4.713872386874485e-08,7.326143673935803e-07
1903,5.2922157323109786e-08,7.765516656377258e-07
1904,6.449550227216605e-08,6.906393537065014e-07
1905,6.812202002492995e-08,8.819737331577926e-07
1906,1.358064730672126e-07,7.510509512087538e-07
1907,7.199980761596336e-08,7.410837525867464e-07
1908,6.139236319313568e-08,6.286578013714461e-07
1909,7.86640649286241e-08,6.381140735811641e-07
1910,7.749018304803457e-08,7.770394887529619e-07
1911,6.969690247160543e-08,7.092058496027676e-07
1912,7.866225892882994e-08,6.720153251649208e-07
1913,6.522677464815274e-08,8.914325775322141e-07
1914,8.036092502550218e-08,1.0185747001401069e-06
1915,5.301342831387501e-08,1.0897204276716366e-06
1916,4.394984820521586e-08,9.976615444884374e-07
1917,4.276905407607501e-08,1.0023311745044339e-06
1918,4.020231791912465e-08,1.4472834521939149e-06
1919,7.090043319113448e-08,1.448394581160528e-06
1920,5.5277291188815525e-08,1.4644696051391293e-06
1921,4.316465940235048e-08,9.753698435588376e-07
1922,7.894391068630213e-08,7.953414318251362e-07
1923,6.157249865523795e-08,1.3832580840755782e-06
1924,6.059063462071634e-08,1.1795836059036446e-06
1925,5.719052609265418e-08,1.260391229607194e-06
1926,5.5730692949396143e-08,6.331006723314658e-07
1927,1.427100768669476e-07,6.834474781669542e-07
1928,4.227635308495792e-08,6.661381917183462e-07
1929,5.124586888172189e-08,6.628541981967828e-07
1930,6.197126012352783e-08,8.675976346239622e-07
1931,6.957267473239881e-08,6.341378551155685e-07
1932,6.794912410512666e-08,7.090820126620656e-07
1933,5.964744431707913e-08,1.0759481092748047e-06
1934,5.511526701695857e-08,8.470976986529877e-07
1935,5.146362269670135e-08,6.857826733153161e-07
1936,5.698615801463802e-08,7.820440757200231e-07
1937,4.0291578073947676e-08,6.497017182027776e-07
1938,3.5006079368571363e-08,5.665798994414217e-07
1939,9.788192567583565e-08,8.56466819243451e-07
1940,1.369322788491445e-07,8.038431644763477e-07
1941,1.26914614373419e-07,6.050580196870214e-07
1942,7.282108072104165e-08,5.795344364400989e-07
1943,1.1612941008820599e-07,5.458082235065831e-07
1944,9.318239690969676e-08,4.0807464785075354e-07
1945,7.624764108982163e-08,5.816605863628865e-07
1946,5.150808579656996e-08,5.81902181551186e-07
1947,4.7683483828109274e-08,5.22134151026421e-07
1948,5.3272248834446145e-08,5.892563308407262e-07
1949,3.141442572740516e-08,5.900021911031672e-07
1950,4.147791021757996e-08,6.413122974890939e-07
1951,6.823297127311889e-08,7.196445999113621e-07
1952,4.2179213899373735e-08,6.189799712785771e-07
1953,4.417269394707546e-08,5.753223550897246e-07
1954,4.3976413399704484e-08,6.058972346068003e-07
1955,4.22352348650179e-08,5.697063905074629e-07
1956,4.7966278060584955e-08,6.052472265594133e-07
1957,7.42143149157215e-08,6.34355691531141e-07
1958,4.6324563740540725e-08,5.50931417819811e-07
1959,8.138285423342495e-08,5.813061108028705e-07
1960,7.958958292419993e-08,5.419012349960894e-07
1961,4.794229990778831e-08,5.780868370663939e-07
1962,4.693047800374828e-08,5.24479808916567e-07
1963,7.435961180135564e-08,5.108182250523896e-07
1964,4.137098486012292e-08,5.791937986998619e-07
1965,4.541796094770234e-08,5.652621037910421e-07
1966,7.200797114137458e-08,5.705247012599557e-07
1967,4.240088635754091e-08,6.478461074266306e-07
1968,4.4914157726339e-08,6.018497025195302e-07
1969,6.994307166774405e-08,6.16316516044435e-07
1970,5.610444731019015e-08,5.863374212822237e-07
1971,6.474380676024794e-08,5.282272397266752e-07
1972,4.873639625202486e-08,5.653421784046486e-07
1973,6.781240774467179e-08,5.755784826533272e-07
1974,5.85059468649618e-08,5.057388889895265e-07
1975,5.711480133285818e-08,5.568692955648658e-07
1976,6.627691084837295e-08,5.336434156788528e-07
1977,6.053085321866547e-08,6.529104332742008e-07
1978,6.178215161689593e-08,4.5861364483812395e-07
1979,6.261611462665684e-08,6.173831650357897e-07
1980,1.205251900504578e-07,4.67319399177768e-07
1981,5.692994659023398e-08,6.920150994460528e-07
1982,7.697303061604543e-08,5.686072022115241e-07
1983,1.0483424506269046e-07,4.79332490144202e-07
1984,8.466552109398506e-08,5.213308842400011e-07
1985,6.376491445969634e-08,4.415419567749268e-07
1986,5.2751471690815066e-08,5.251169117315158e-07
1987,6.844115035820053e-08,4.96809423822242e-07
1988,7.315795608198172e-08,4.6173463985610397e-07
1989,8.780995386370449e-08,5.049072271390287e-07
1990,5.557624138674555e-08,5.187115927896002e-07
1991,8.088821967788817e-08,4.788817022927105e-07
1992,4.407955345175907e-08,4.2702066416211437e-07
1993,7.644106259085959e-08,5.262246993709141e-07
1994,9.653115773389231e-08,4.99008050880434e-07
1995,4.771756589860843e-08,5.037456922707406e-07
1996,6.512472250363999e-08,4.1583739474049253e-07
1997,5.7538734665740776e-08,3.8886595632448007e-07
1998,5.292623317387779e-08,4.0815184831899387e-07
1999,5.712751499631352e-08,3.9166623722053373e-07
2000,6.185244161294179e-08,3.8039252103772014e-07
2001,4.6002722159377285e-08,3.4480137856007786e-07
2002,7.448076466687326e-08,3.6232702349536794e-07
2003,7.292115178358927e-08,3.4210438037973745e-07
2004,5.770276489958093e-08,3.3344270278234944e-07
2005,8.241861693125685e-08,2.8823997411109303e-07
2006,5.517972495594492e-08,3.5619747862369877e-07
2007,4.993099303463033e-08,3.1636277597613116e-07
2008,7.748540298280204e-08,3.2313967324171244e-07
2009,1.7785358430444376e-07,2.941974877046505e-07
2010,4.818268850570462e-08,2.7397998714207006e-07
2011,7.342026364653975e-08,2.692076161991963e-07
2012,6.638292626703901e-08,2.5974448369936454e-07
2013,5.912944922581431e-08,2.2089870199692996e-07
2014,4.763979455368883e-08,2.200092232840234e-07
2015,5.984753714827207e-08,2.3407036664480074e-07
2016,7.456823958307268e-08,2.800451710527341e-07
2017,4.4023198086939885e-08,2.160910064219479e-07
2018,5.1887479757262156e-08,2.0780806408993158e-07
2019,5.0509558091604845e-08,1.9234447101723617e-07
