year,dus_VERB être_VERB,dus_VERB mettre_VERB
1907,5.142843484406967e-09,2.3657079850636364e-08
1908,1.5716445034286153e-08,2.9468334439286537e-09
1909,7.701377313651392e-09,3.850688656825696e-09
1910,2.51175080734356e-08,3.740905363258662e-09
1911,1.0108711201439746e-08,5.3203743632934675e-09
1912,1.5628263128064646e-08,8.856016364688912e-09
1913,1.2727175757731857e-08,2.6514948014977335e-09
1914,5.357394972094198e-09,1.3393487430235496e-09
1915,2.8273827723523937e-08,0.0
1916,5.493730803607377e-09,1.3184954461564757e-08
1917,1.315970976634162e-08,8.773139548168274e-09
1918,1.1486376294556067e-08,3.44591288836682e-09
1919,1.3811772170413406e-08,1.1970202606903513e-08
1920,6.815008557481406e-09,5.300562211374427e-09
1921,1.6660044011018726e-08,5.300923255902035e-09
1922,1.0329110011753073e-08,8.115729421831475e-09
1923,2.0170300985000722e-08,4.246379248229459e-09
1924,2.3204924204378585e-08,6.445812328337297e-09
1925,1.6497267552040284e-08,3.299453377181294e-09
1926,1.0031524944054127e-08,7.802296586589819e-09
1927,1.7838759802657478e-08,7.804457524684949e-09
1928,1.1426041446327417e-08,1.1426041446327417e-08
1929,1.4482528065684619e-08,7.798284684668033e-09
1930,2.4158287814657342e-08,5.2518016602221e-09
1931,1.1405356659111021e-08,9.124285327288817e-09
1932,1.6439305028370654e-08,6.575722188983946e-09
1933,4.588264879146209e-09,4.588264879146209e-09
1934,1.9170528275935794e-08,2.3963160344919743e-09
1935,1.795242710045386e-08,3.590485242455088e-09
1936,4.849885826274658e-09,8.487299751891442e-09
1937,1.0072894518486919e-08,2.5182236296217297e-09
1938,9.075650453382877e-09,7.779128452511941e-09
1939,7.647025235257843e-09,4.588215141154706e-09
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,9.639558484764166e-09,1.6065930807940276e-08
1945,1.742803235060819e-08,1.089252066321933e-08
1946,1.3921104269343232e-08,6.960552134671616e-09
1947,2.3841742802233057e-08,9.536696765621855e-09
1948,2.174377655705939e-08,1.6307831529616124e-08
1949,9.817008539414473e-09,4.908504269707237e-09
1950,7.444753258312176e-09,1.0635361480382244e-09
1951,1.3859822622919182e-08,0.0
1952,1.1599284199803606e-08,6.326882129314981e-09
1953,1.1851209791302608e-08,2.1547654771580937e-09
1954,6.840775057526116e-09,5.863521668203475e-09
1955,1.407841132561316e-08,6.569925492527773e-09
1956,7.849027205963921e-09,3.488456634670456e-09
1957,7.068030161150318e-09,6.184526224473075e-09
1958,1.3235589513271862e-08,6.617794756635931e-09
1959,9.300897829689347e-09,4.650448914844674e-09
1960,7.612916519406099e-09,3.460416619915918e-09
1961,1.528595028332802e-08,4.86371165564492e-09
1962,1.2683912586908264e-08,1.9025869768540815e-09
1963,7.759263453976928e-09,4.526237162849611e-09
1964,1.4601523545820783e-08,6.083968440151466e-09
1965,1.0396882466068291e-08,5.47204326295514e-09
1966,1.163205709531212e-08,7.754704434148607e-09
1967,1.2818872185960117e-08,7.395503320850594e-09
1968,1.4821671889819754e-08,3.1439910674890825e-09
1969,1.2262746373892242e-08,8.175163657142548e-09
1970,8.7375777724219e-09,2.7592350626548523e-09
1971,1.798439086542203e-08,3.5968783507200897e-09
1972,1.0773308467548759e-08,9.234264020108185e-09
1973,1.6539610570021068e-08,1.6539611902288698e-09
1974,9.00091468025721e-09,5.06301445213353e-09
1975,1.4849848462006321e-08,1.7134440533084216e-09
1976,1.0284348483935446e-08,3.9994687561772935e-09
1977,1.1165885105413054e-08,3.526069214387917e-09
1978,1.6633656230169436e-08,4.158414057542359e-09
1979,1.6385525825057812e-08,3.5111840102075575e-09
1980,1.3644362084619388e-08,2.8425752862659692e-09
1981,1.3283654176632353e-08,4.427884725544118e-09
1982,1.6760255405756652e-08,6.828252629986764e-09
1983,5.68378455412244e-09,4.4207211225000265e-09
1984,7.538710988796993e-09,6.958810416790584e-09
1985,1.0226449020933615e-08,5.414002135495366e-09
1986,1.7384007122700496e-08,6.593933843390687e-09
1987,9.166225112267057e-09,1.8332451112712533e-09
1988,9.594486094499644e-09,5.396898483667201e-09
1989,1.6464365870660913e-08,4.939309850016116e-09
1990,1.6345952147389653e-08,7.628111475810329e-09
1991,1.1136783939491579e-08,6.4476117778156095e-09
1992,1.597883780846132e-08,3.30596661157756e-09
1993,9.970573700002205e-09,6.093128224193833e-09
1994,8.439882570598911e-09,7.384897138251745e-09
1995,2.114755837112625e-08,2.7112254663563817e-09
1996,1.4946657245218375e-08,7.473328622609188e-09
1997,1.3905194329311144e-08,2.3974471297094624e-09
1998,1.0013071261028017e-08,5.72175506974304e-09
1999,1.5081663917726473e-08,3.1991407301035224e-09
2000,1.2812291672048559e-08,3.092622158362701e-09
2001,1.7086726700199506e-08,8.324302136486494e-09
2002,1.445803121669087e-08,9.63868718173444e-09
2003,1.6667691227212345e-08,5.000307723435071e-09
2004,1.761916479381398e-08,6.166707589017051e-09
2005,9.457874483587148e-09,9.908249332113428e-09
2006,1.1530091548195287e-08,6.1768350434476815e-09
2007,1.1983438241713884e-08,5.192823504529542e-09
2008,1.830699147831183e-08,5.960415716543821e-09
2009,1.1443662017995848e-08,7.1522885392028e-09
2010,1.9367551118421034e-08,1.1809482280966677e-08
2011,1.644307978665438e-08,1.606068167347985e-08
2012,1.6340413466764403e-08,1.327658516458996e-08
2013,2.4265387921218462e-08,1.8687137171014e-08
2014,2.03551842048455e-08,2.14379074492399e-08
2015,1.8175917659846164e-08,1.2412821881468972e-08
2016,2.568461709984149e-08,2.4441812129794016e-08
2017,2.1634257052483008e-08,1.685459594114036e-08
2018,1.9619147195726327e-08,1.9102854409425163e-08
2019,2.5764975930542278e-08,1.8877308605169674e-08
