year,quels_DET marchés_NOUN
1931,7.983749661377715e-09
1932,8.767629400274757e-09
1933,4.588264879146209e-09
1934,1.0783422155213884e-08
1935,7.180970484910176e-09
1936,3.6374143697059935e-09
1937,3.777335444432595e-09
1938,6.482607339819424e-09
1939,4.588215141154706e-09
1940,5.0715658339584024e-09
1941,2.9515025978810172e-09
1942,6.068423541449874e-09
1943,8.709705845433291e-09
1944,6.4263723231761105e-09
1945,2.178504043826024e-09
1946,5.568441707737293e-09
1947,1.0728783861324587e-08
1948,7.61032148410834e-09
1949,4.908504269707237e-09
1950,5.317680518146517e-09
1951,1.0661401761424827e-09
1952,4.2179215675730575e-09
1953,7.54167928107563e-09
1954,8.795282724349818e-09
1955,1.407841221379158e-08
1956,6.104799332717903e-09
1957,7.068030161150318e-09
1958,9.926692356998501e-09
1959,9.300897163555533e-09
1960,4.152500010512483e-09
1961,6.94815938118154e-09
1962,9.512934440181198e-09
1963,1.0992290189193454e-08
1964,6.6923653285755336e-09
1965,8.755269398363907e-09
1966,2.215629901769489e-09
1967,3.944268467392931e-09
1968,7.63540694559417e-09
1969,8.175164045720607e-09
1970,3.219107425067591e-09
1971,1.181831454921678e-08
1972,7.182205497002769e-09
1973,1.268036919910287e-08
1974,4.5004573956397564e-09
1975,1.4278700888326057e-08
1976,9.141642942633865e-09
1977,2.056873649181057e-08
1978,1.1881182371276111e-08
1979,7.0223681314374176e-09
1980,1.2507331392797028e-08
1981,9.488324126394332e-09
1982,1.489800538490016e-08
1983,2.841892188243378e-08
1984,1.681712458179163e-08
1985,1.2031115659283387e-08
1986,1.7384007566789705e-08
1987,2.6276512521405948e-08
1988,1.439172936379407e-08
1989,2.1403676053743936e-08
1990,1.3076762561681221e-08
1991,1.9342835999580643e-08
1992,2.0386794030713418e-08
1993,2.5480354715057274e-08
1994,5.27492662882878e-08
1995,6.290042975365395e-08
1996,3.149474459007706e-08
1997,3.116681490666906e-08
1998,2.0979768144968602e-08
1999,2.0108885223635298e-08
2000,2.3415567262929926e-08
2001,3.285908878325472e-08
2002,1.4019908345375143e-08
2003,1.750107614384433e-08
2004,1.1452457121530202e-08
2005,1.7114248684890754e-08
2006,1.6883348941121312e-08
2007,1.3980678392755408e-08
2008,8.514879246135365e-09
2009,9.059565764246713e-09
2010,1.4643758872168178e-08
2011,2.370862572931287e-08
2012,1.6340412578585983e-08
2013,2.3149738570538148e-08
2014,1.3642305063399363e-08
2015,1.3742767590585458e-08
2016,1.470651445067972e-08
2017,1.4338985110384783e-08
2018,1.3423626654684995e-08
2019,9.693753355577428e-09
