year,jeunes_ADJ arbres_NOUN
1889,3.23281057035274e-07
1890,3.001908908117912e-07
1891,3.1106193887353584e-07
1892,2.8521731110231485e-07
1893,4.144614251799794e-07
1894,3.257895855313109e-07
1895,2.7685626946549746e-07
1896,3.8094808019195625e-07
1897,3.717443348705274e-07
1898,3.35540448759275e-07
1899,4.1733215994099737e-07
1900,3.55068038970785e-07
1901,3.023507701982453e-07
1902,3.0100039793978794e-07
1903,4.044765091748559e-07
1904,3.321518420307257e-07
1905,2.9261502731969813e-07
1906,3.796408236667048e-07
1907,3.3068482707676594e-07
1908,2.951744875190343e-07
1909,3.823183476470149e-07
1910,3.7729702739852655e-07
1911,3.0911374437891936e-07
1912,3.2975637509480293e-07
1913,3.892394317972503e-07
1914,3.529183913997258e-07
1915,2.9569713433375e-07
1916,2.5710662043820776e-07
1917,2.5661432800916373e-07
1918,2.5155165417345415e-07
1919,2.541366086461494e-07
1920,2.726003458519699e-07
1921,2.9230804443614034e-07
1922,3.083977162532392e-07
1923,2.537211685194052e-07
1924,3.197122850906453e-07
1925,2.6835553512682964e-07
1926,4.3358477341826074e-07
1927,3.712691807322699e-07
1928,4.4675820731754357e-07
1929,4.6121283503453014e-07
1930,3.602735887398012e-07
1931,4.105928326225694e-07
1932,3.9783117244951427e-07
1933,3.142961304547498e-07
1934,3.654381828255282e-07
1935,3.746072820831614e-07
1936,4.3770219804173394e-07
1937,3.8780643762947875e-07
1938,5.14719033617439e-07
1939,5.138800815984723e-07
1940,5.325144343260035e-07
1941,3.9550135966237576e-07
1942,5.552607262870879e-07
1943,3.774205765694205e-07
1944,5.141097858540888e-07
1945,4.3134380689480167e-07
1946,4.677490892390779e-07
1947,4.887556883659272e-07
1948,3.446388348038454e-07
1949,4.515823945894226e-07
1950,4.275415221854928e-07
1951,3.9767027715242875e-07
1952,4.4182729652675334e-07
1953,3.8570303217966284e-07
1954,3.4008425586762314e-07
1955,4.364307528703648e-07
1956,3.287870242729696e-07
1957,3.030417872196267e-07
1958,2.953190971766162e-07
1959,3.3095693652285263e-07
1960,2.609154137189762e-07
1961,3.196153386397782e-07
1962,2.9363258136072545e-07
1963,3.375279788997432e-07
1964,2.3788315672845783e-07
1965,2.3146743899360445e-07
1966,2.7584593453866546e-07
1967,2.5144711912616913e-07
1968,2.272656445256871e-07
1969,1.7394931717262807e-07
1970,2.33155361684112e-07
1971,2.1889573531552742e-07
1972,1.969976324289746e-07
1973,2.4809418164295494e-07
1974,2.2277264122294582e-07
1975,1.9990180533113744e-07
1976,1.9254585481576214e-07
1977,1.9863522027208091e-07
1978,1.8415833835661033e-07
1979,1.7204801849857176e-07
1980,2.0921353893754713e-07
1981,2.2012912381796923e-07
1982,2.0174383053017664e-07
1983,1.7872343960334547e-07
1984,2.0354519847387564e-07
1985,1.9370096993043262e-07
1986,1.654478012369509e-07
1987,2.1632291691275896e-07
1988,1.9188972544270655e-07
1989,2.0745102347063948e-07
1990,2.277536168548977e-07
1991,2.0280670298689074e-07
1992,1.9615401924966136e-07
1993,1.9054873234836123e-07
1994,2.1152455076389742e-07
1995,1.8870129281367554e-07
1996,2.5249175905628363e-07
1997,2.1720872211972164e-07
1998,1.5305694489597954e-07
1999,1.8097996701271768e-07
2000,1.5904913652775576e-07
2001,1.6122859847200743e-07
2002,1.489615328864602e-07
2003,1.504259188322976e-07
2004,1.5945344955525798e-07
2005,1.7519586492653616e-07
2006,2.0877702411326027e-07
2007,1.1943492950194923e-07
2008,1.7029758225817204e-07
2009,1.3732395132137754e-07
2010,1.3982428015424375e-07
2011,1.6098921662432986e-07
2012,2.1582961551303015e-07
2013,2.878377074466698e-07
2014,1.918584473514784e-07
2015,2.351786463350436e-07
2016,2.4151825073204236e-07
2017,1.7584123668257234e-07
2018,1.930937116867426e-07
2019,1.8060993056678853e-07
