year,véritables_ADJ êtres_NOUN,véritables_ADJ maîtres_NOUN
1872,2.3584624031514068e-08,8.345327984216055e-08
1873,1.97538145840781e-08,7.18320549708551e-08
1874,1.1949218503559678e-08,6.273339892004515e-08
1875,2.6319025181464895e-08,6.007603303714859e-08
1876,1.6928840551599933e-08,5.9250943706956605e-08
1877,8.658742167710898e-09,4.4530676035492434e-08
1878,1.1474268646338714e-08,6.824170384334138e-08
1879,1.4662380642960215e-08,7.331190232662266e-08
1880,1.6686399817444908e-08,8.856628141984402e-08
1881,9.064259565150223e-09,1.0319310916884206e-07
1882,7.986462158271479e-09,9.650308641084848e-08
1883,1.1374810426900694e-08,8.151947383794322e-08
1884,1.7164412113856997e-08,9.176358872764467e-08
1885,1.0957580620640783e-08,8.314869859304963e-08
1886,9.034849313138693e-09,9.16391869054678e-08
1887,1.0446279397058333e-08,8.944626728180083e-08
1888,1.5851536971922542e-08,1.0842450848258522e-07
1889,1.1277245803853475e-08,8.144677821064761e-08
1890,7.209825181320184e-09,6.030035848425541e-08
1891,5.736798147637501e-09,7.840290550120699e-08
1892,1.0656471260972467e-08,9.966935010652378e-08
1893,1.23168328869383e-08,9.176040549618847e-08
1894,1.071261657159539e-08,7.120739553556632e-08
1895,2.046328972937772e-08,6.861220214204877e-08
1896,1.592197840238896e-08,8.196870027177283e-08
1897,8.157399200570126e-09,8.448734689636694e-08
1898,5.092519295146758e-09,9.506036491302439e-08
1899,1.1055156790007459e-08,9.783813936792285e-08
1900,1.2977633190303095e-08,7.578937299967947e-08
1901,1.2295225282343836e-08,6.818261510943557e-08
1902,9.329538919189417e-09,7.414528369054096e-08
1903,8.100330184390714e-09,7.560308290521789e-08
1904,1.2361637935498493e-08,7.309490257512152e-08
1905,1.651442893546573e-08,1.0321517862621477e-07
1906,1.2346042410626978e-08,1.1883066264317677e-07
1907,3.0857059130084963e-09,8.794262384981266e-08
1908,1.4734167663732478e-08,8.644045124128752e-08
1909,9.351672325408344e-09,1.0561888075244497e-07
1910,1.3894791983659616e-08,6.733630186772643e-08
1911,1.8621308939259507e-08,1.0002303696410308e-07
1912,2.2921453179947093e-08,9.481146889811498e-08
1913,8.484783542428431e-09,8.113574523349598e-08
1914,5.357394972094198e-09,7.835190274363413e-08
1915,1.1780761921542648e-09,1.1073916539316997e-07
1916,8.789969641043172e-09,8.24059682713596e-08
1917,6.57985488317081e-09,7.566833204464274e-08
1918,1.1486376294556067e-09,1.1830967849846274e-07
1919,6.4454939163738345e-09,7.642513821792818e-08
1920,3.786115865267448e-09,9.16240026072046e-08
1921,3.7863738810983705e-09,1.0147481788180812e-07
1922,1.696925089333945e-08,1.1288241097417995e-07
1923,1.8047112249064412e-08,1.1252905096625909e-07
1924,1.2891624656674594e-08,1.0828964747133796e-07
1925,1.6497267552040284e-08,1.1218141793278846e-07
1926,1.0031524944054127e-08,7.913758537370086e-08
1927,1.3379070296082318e-08,9.365349029621939e-08
1928,1.2568645679778001e-08,8.112489524592092e-08
1929,5.570202965543558e-09,1.0249173953980062e-07
1930,1.2604324695075775e-08,9.978423065604147e-08
1931,2.2810713318222042e-09,9.694553426697894e-08
1932,1.3151444377967891e-08,1.0959536922428015e-07
1933,6.882397318719313e-09,7.11181087353907e-08
1934,2.875579241390369e-08,9.465448158607614e-08
1935,8.377798899061872e-09,8.976213194955562e-08
1936,1.2124714565686645e-08,1.33371855781661e-07
1937,1.0072894518486919e-08,6.1696475484041e-08
1938,1.1668692678767911e-08,9.205302120562919e-08
1939,9.176430282309411e-09,7.799965828780842e-08
1940,2.2822046474857416e-08,3.803674530900025e-08
1941,8.854508237732261e-09,1.0920559390115159e-07
1942,6.068423541449874e-09,1.274368912618229e-07
1943,5.806470415592457e-09,1.0161323160673419e-07
1944,9.639558484764166e-09,1.1567470181716999e-07
1945,1.3071024262956144e-08,1.32888743564763e-07
1946,9.744772988540262e-09,1.238978342144037e-07
1947,1.1920871401116528e-08,1.1682453759931377e-07
1948,1.195907639583993e-08,1.0328293598149685e-07
1949,7.853606653895895e-09,9.326157623945619e-08
1950,3.190608444114673e-09,9.465471606517895e-08
1951,1.4925962688039363e-08,7.889437370067753e-08
1952,4.2179215675730575e-09,8.224947123380844e-08
1953,1.939288907237824e-08,1.088156551531938e-07
1954,1.2704297169818801e-08,9.088458341466321e-08
1955,1.0324168187025862e-08,7.133061785680184e-08
1956,6.976913269340912e-09,9.15719837735196e-08
1957,3.534015080575159e-09,9.89524195915692e-08
1958,3.3088973783179654e-09,5.9560154141991006e-08
1959,1.3176271629333769e-08,7.208195285102192e-08
1960,1.038124963770315e-08,8.443416987802266e-08
1961,2.084447814354462e-08,9.58845944865061e-08
1962,1.4586500007851555e-08,9.195836980779859e-08
1963,1.7458344103715717e-08,8.082566438361027e-08
1964,1.2167936658258327e-09,7.544120705915702e-08
1965,1.4227312661319047e-08,6.457010925942086e-08
1966,6.6468897053084675e-09,8.474784607415131e-08
1967,4.437302081328198e-09,8.23366050894947e-08
1968,9.88111459321317e-09,1.086922623017017e-07
1969,6.358460868938209e-09,9.764779207444008e-08
1970,8.7375777724219e-09,9.933246047921784e-08
1971,9.762954888969944e-09,9.608802997718158e-08
1972,6.156176013405457e-09,8.977757204320369e-08
1973,4.9618833486420044e-09,1.0254559157374388e-07
1974,6.750686232237513e-09,8.044567323395313e-08
1975,7.996072248772634e-09,8.738564361010503e-08
1976,7.427584769459372e-09,8.97023753054782e-08
1977,7.639816779203557e-09,8.521333683120247e-08
1978,1.0099005187669263e-08,8.970292952881209e-08
1979,7.022368020415115e-09,7.900163723206788e-08
1980,5.116635559687666e-09,8.072913715295726e-08
1981,8.223214109648325e-09,1.0184134424662261e-07
1982,6.828252629986764e-09,7.138627466929393e-08
1983,1.0104505676622466e-08,7.073153796000042e-08
1984,6.378909400694965e-09,8.988462951720066e-08
1985,6.015557829641693e-09,8.181159216746892e-08
1986,8.392279760016663e-09,9.171562709298087e-08
1987,1.0388388815840699e-08,7.760737474882262e-08
1988,8.395175221664886e-09,7.495692244674501e-08
1989,7.683371272548811e-09,7.408964819433095e-08
1990,1.1442167213715493e-08,8.390922801027045e-08
1991,1.1722930182145319e-08,7.737133955743047e-08
1992,4.958949695321735e-09,6.501733906816298e-08
1993,1.4955860550003308e-08,8.031850740053414e-08
1994,1.318731612798274e-08,6.857404599713846e-08
1995,1.0302656505700725e-08,7.266083912327304e-08
1996,2.5089033073300016e-08,1.0782946446852293e-07
1997,1.1507746755512471e-08,1.1172104308343478e-07
1998,1.0013071261028017e-08,7.438281812710557e-08
1999,1.2339542720951613e-08,9.094700459399974e-08
2000,1.3254094710646314e-08,8.836062903583297e-08
2001,9.638665865452367e-09,9.594853622729715e-08
2002,1.1829298429688606e-08,8.368132853320276e-08
2003,1.7917768602160322e-08,9.083891683303591e-08
2004,1.1452457648886138e-08,7.620288755560978e-08
2005,1.261049931144953e-08,8.737274015402363e-08
2006,8.64756888319107e-09,8.853463384639326e-08
2007,1.5578470069499417e-08,8.468296641694906e-08
2008,1.7455501932772677e-08,7.152498682216901e-08
2009,1.1443662017995848e-08,6.723151102505653e-08
2010,8.030448306328708e-09,7.321879280652865e-08
2011,1.2619107536693264e-08,9.101053422000405e-08
2012,2.0765941854961056e-08,5.821271997774602e-08
2013,1.6734750474256543e-08,7.530637446961919e-08
2014,1.3209215943277286e-08,6.842806499207654e-08
2015,2.0392493027543424e-08,6.583228895351567e-08
2016,1.4292246497404903e-08,6.46258087044771e-08
2017,1.6603035390971854e-08,6.540589225778604e-08
2018,1.652138692520566e-08,5.1887479202150644e-08
2019,1.6581420680950032e-08,6.071351066339048e-08
