year,deux_DET in_ADJ,deux_DET mines_NOUN
1957,4.417518795207798e-09,5.919475176696665e-08
1958,8.272243445794913e-10,7.527741208157579e-08
1959,2.325224457422337e-09,4.8829710941333815e-08
1960,1.3841666701708277e-09,4.2217083828788304e-08
1961,2.779263708063695e-09,6.183861778197297e-08
1962,1.2683912808952869e-09,5.454082652178727e-08
1963,1.939815863494232e-09,4.849539880780185e-08
1964,2.4335873316516654e-09,6.327326884658646e-08
1965,1.0944086747954884e-09,5.362602673031347e-08
1966,3.8773522170743036e-09,5.1513394883073715e-08
1967,3.451234853457663e-09,4.88103237827886e-08
1968,6.737123747768692e-09,4.626158384146706e-08
1969,4.5417578031781147e-10,4.905098283103371e-08
1970,3.6789800095249348e-09,5.3805082611546595e-08
1971,4.1107179882260425e-09,4.8300937027789814e-08
1972,1.5390440033513642e-09,4.463227654127877e-08
1973,5.513203782392395e-10,5.733731800461328e-08
1974,1.6876715580593782e-09,6.188128898187983e-08
1975,1.1422960355389478e-09,6.853776080006924e-08
1976,3.4281160132820787e-09,7.541855628900862e-08
1977,2.938390863960194e-09,4.642657502884617e-08
1978,2.3762365408686037e-09,6.534650753842186e-08
1979,2.925986564150662e-09,3.745263099652618e-08
1980,7.390696055153967e-09,6.36736876558075e-08
1981,3.1627747087981106e-09,1.0500411828928691e-07
1982,6.207502289967692e-10,5.27637700198369e-08
1983,5.052252838311233e-09,5.052252793902312e-08
1984,1.739702604197646e-09,3.82734566262144e-08
1985,0.0,6.256180284935908e-08
1986,1.1988970927134801e-09,4.256084840115193e-08
1987,1.8332451112712533e-09,4.033139267001218e-08
1988,1.798966087207532e-09,4.8572086353004806e-08
1989,1.0976244357863152e-09,4.445379042650188e-08
1990,5.44865097484859e-10,5.884543030632017e-08
1991,2.344586080837985e-09,4.982245482842984e-08
1992,2.2039776670368383e-09,4.90385030360585e-08
1993,1.1078414852150331e-09,4.0990133065577083e-08
1994,3.164955852952289e-09,7.648643629565299e-08
1995,3.795715630694474e-09,2.765449824693178e-08
1996,2.6690460952494277e-09,4.964425670550554e-08
1997,1.438468344439059e-09,4.6989965696297986e-08
1998,1.43043876743576e-09,4.0052284377978253e-08
1999,1.3710603763428253e-09,4.021776978113678e-08
2000,1.3254094488601709e-09,4.285490584621243e-08
2001,1.7524847129024579e-09,3.680217774970629e-08
2002,2.6287329535357173e-09,5.3450903703122776e-08
2003,4.1669229178253886e-10,3.875238197004194e-08
2004,0.0,3.039305895846667e-08
2005,1.3511248786457486e-09,2.6572121836210272e-08
2006,1.6471559671771274e-09,2.8825228648443613e-08
2007,1.1983438685803094e-09,3.035804430062683e-08
2008,8.514879357157668e-10,3.789121372221871e-08
2009,1.430457752249481e-09,4.2436911984466974e-08
2010,4.723793023408973e-10,3.873510190377516e-08
2011,7.64794394481072e-10,3.1356570229235103e-08
2012,1.0212758416727752e-09,3.2340400579755624e-08
2013,8.367375126105969e-10,2.4265387921218462e-08
2014,4.330890368553497e-10,2.6851519896453624e-08
2015,8.866301581811342e-10,2.9258794942421673e-08
2016,2.0713401271965637e-09,2.982729618850044e-08
2017,2.5156112748447867e-09,2.3395185566599253e-08
2018,0.0,2.400764009813372e-08
2019,1.785691428057845e-09,2.7550667081044367e-08
