year,cents_ADJ auteurs_NOUN
1971,1.4387513402880359e-08
1972,7.69522046084603e-09
1973,1.268036875501366e-08
1974,8.438357568252286e-09
1975,9.709516746170266e-09
1976,1.542652228181396e-08
1977,1.8218024422367307e-08
1978,1.4257419245211622e-08
1979,5.851973128301324e-09
1980,9.096241093686785e-09
1981,3.795329828193417e-09
1982,1.1794254461960918e-08
1983,1.515675762675528e-08
1984,1.2177918229383522e-08
1985,1.3835783185811579e-08
1986,1.1988970705090196e-08
1987,2.199894133525504e-08
1988,1.3792074149421296e-08
1989,3.0733485090195245e-08
1990,2.0704874259536155e-08
1991,2.989347080983862e-08
1992,2.644773289262048e-08
1993,1.883330469354405e-08
1994,2.2682185019107237e-08
1995,1.626735190995987e-08
1996,2.2953797085278893e-08
1997,2.972834600711849e-08
1998,2.0979769033147022e-08
1999,1.553868322901053e-08
2000,1.988114206596947e-08
2001,1.7086726700199506e-08
2002,2.102986229601811e-08
2003,2.0417921575699438e-08
2004,1.6738207264666016e-08
2005,1.6663873836364473e-08
2006,1.317724773741702e-08
2007,1.8774054311165855e-08
2008,1.0643598891135753e-08
2009,6.675469510497578e-09
2010,6.140930874920514e-09
2011,4.971163480860241e-09
2012,9.531907707582832e-09
2013,2.2313000336282585e-09
2014,5.846701789380404e-09
2015,5.54143841924315e-09
2016,8.285359953674742e-09
2017,7.798394818792076e-09
2018,4.64663996169179e-09
2019,7.397864543179367e-09
