year,voudriez_VERB être_VERB,voudriez_VERB mettre_VERB
1946,1.1136883415474585e-08,4.1763312808029696e-09
1947,2.9802176726434482e-08,1.1920870957027319e-09
1948,3.4790041070209554e-08,6.523132700664291e-09
1949,1.47255123650325e-08,4.908504269707237e-09
1950,2.5524867552917385e-08,1.0635361480382244e-09
1951,1.1727541604500402e-08,2.1322803522849654e-09
1952,5.272402070488624e-09,5.272402070488624e-09
1953,2.0470272588113403e-08,2.1547654771580937e-09
1954,1.2704297169818801e-08,3.9090144454689835e-09
1955,5.631364707880948e-09,9.385607846468247e-10
1956,1.657016923672927e-08,3.488456634670456e-09
1957,1.5903067307476704e-08,8.835037590415595e-09
1958,1.2408365002158916e-08,1.6544486891589827e-09
1959,9.300897829689347e-09,3.100299128533379e-09
1960,1.2457499920515147e-08,4.152500121534786e-09
1961,1.389631876236308e-08,6.948159270159238e-10
1962,8.8787386332001e-09,6.341956404476434e-10
1963,1.0345685197421517e-08,1.939815863494232e-09
1964,1.764350798794112e-08,4.867174663303331e-09
1965,8.20806533852192e-09,1.6416130677043839e-09
1966,1.0524241922382771e-08,4.431259803538978e-09
1967,1.4791006641701188e-08,0.0
1968,1.8863946849023705e-08,1.3474247273492779e-09
1969,1.3171097990039016e-08,3.1792304344691047e-09
1970,1.241655755990223e-08,4.598724956395017e-09
1971,1.849823050292798e-08,4.1107179882260425e-09
1972,8.721249500354133e-09,3.0780880067027283e-09
1973,1.4334330167287135e-08,1.6539611902288698e-09
1974,1.012602890426706e-08,1.1251143350321513e-09
1975,1.028066431985053e-08,0.0
1976,1.085570122683066e-08,5.713526873840635e-10
1977,1.057820764316375e-08,5.876781727920388e-09
1978,7.72276909088987e-09,3.5643548113029055e-09
1979,9.948355028654987e-09,4.681578680276743e-09
1980,1.2507331170752423e-08,5.685150683554241e-10
1981,1.3283654176632353e-08,6.325549528618524e-10
1982,1.5518756057986138e-08,4.345251713999687e-09
1983,9.47297440490047e-09,2.5261264191556165e-09
1984,4.059305780401701e-09,2.3196033982486597e-09
1985,7.820225356169885e-09,3.0077789148208467e-09
1986,1.019062523255343e-08,1.7983456945813714e-09
1987,9.777306964053878e-09,1.2221633705067347e-09
1988,1.0194141530917022e-08,4.797243047249822e-09
1989,1.0976243913773942e-08,0.0
1990,1.4166492867673242e-08,1.6345953479657283e-09
1991,2.05151273746651e-08,5.861465202094962e-10
1992,1.2672871640972971e-08,1.1019888335184191e-09
1993,1.772546376344053e-08,1.1078414852150331e-09
1994,1.8989736005892155e-08,2.637463358823311e-09
1995,7.591431483433553e-09,1.626735190995987e-09
1996,8.540947504798169e-09,1.6014276571496566e-09
1997,9.110299181713799e-09,4.79489448146353e-10
1998,1.1920323395031573e-08,9.536258449571733e-10
1999,5.0272213059088244e-09,2.285100553223174e-09
2000,9.277866475088103e-09,3.092622158362701e-09
2001,1.2267393323384113e-08,1.3143635069212678e-09
2002,9.63868718173444e-09,4.38122149670761e-10
2003,1.4167538253673229e-08,1.2500769308587678e-09
2004,1.3654853248112886e-08,2.642874807889939e-09
2005,1.216012357474483e-08,1.8014998381943315e-09
2006,1.317724773741702e-08,4.1178899179428186e-10
2007,1.3980677948666198e-08,3.994479469415779e-10
2008,1.1920831433087642e-08,4.257439678578834e-10
2009,1.7642312499788204e-08,4.291373478793048e-09
2010,2.5508482437430757e-08,9.447586046817946e-10
2011,2.562061141020422e-08,2.2943831279320648e-09
2012,2.8936147700164838e-08,1.3617010852229328e-09
2013,3.458514896692577e-08,3.6258624991347688e-09
2014,3.789529046116513e-08,3.2481677347817595e-09
2015,4.7213056575401424e-08,1.994917786518613e-09
2016,3.956259320148092e-08,2.6927420293532123e-09
2017,3.2954506679061524e-08,3.018733707449428e-09
2018,3.872199982879465e-08,3.0977600484760615e-09
2019,3.826481531632453e-08,2.2958890344426663e-09
