year,leurs_DET ondes_NOUN,leurs_DET mondes_NOUN
1894,5.041231432301174e-08,5.671385361338821e-09
1895,5.838056083007359e-08,6.018614495673091e-10
1896,4.363801486828578e-08,2.358811590497112e-09
1897,6.292850551758988e-08,2.330685422435863e-09
1898,5.545187775624072e-08,3.960848538042683e-09
1899,7.959712533534002e-08,0.0
1900,5.1910532539167775e-08,2.07642125715779e-09
1901,5.253414420147706e-08,5.029865079997364e-09
1902,7.169014681895902e-08,3.928227076954727e-09
1903,6.696272958350846e-08,4.860198465905796e-09
1904,9.67432542964275e-08,1.6123875568041512e-09
1905,7.689531306143138e-08,4.1286072338664326e-09
1906,6.481672443214848e-08,5.658602919567102e-09
1907,7.302837506939497e-08,8.228549397415463e-09
1908,8.005564433588575e-08,1.964555629285769e-09
1909,7.976425892008976e-08,9.901770070541716e-09
1910,6.252656437055748e-08,3.2064905175488434e-09
1911,7.235708920916295e-08,7.980561100850991e-09
1912,5.365703970028335e-08,2.6047106693738442e-09
1913,8.855992877920826e-08,1.2727175757731857e-08
1914,8.571831955350717e-08,4.68772043404897e-09
1915,1.2134184768086698e-07,0.0
1916,9.00971883766033e-08,1.0987462051303964e-09
1917,8.115154348509179e-08,3.289927441585405e-09
1918,6.202643287878118e-08,3.44591288836682e-09
1919,8.287063441025921e-08,1.1049418269237776e-08
1920,9.389567212636507e-08,1.514446346106979e-09
1921,9.011569446215617e-08,1.5145494858259667e-09
1922,9.001081369142128e-08,2.951174193910333e-09
1923,1.040362889170865e-07,3.1847844361720945e-09
1924,1.1473545979967525e-07,5.156649773851996e-09
1925,1.077821423223213e-07,1.2097995494286806e-08
1926,6.464760105018286e-08,1.2260752413340015e-08
1927,6.355058268514568e-08,3.344767462998277e-09
1928,5.827280868953011e-08,3.4278122562625413e-09
1929,7.464072071527994e-08,2.2280812750352652e-09
1930,5.8820181281227235e-08,8.402882833991043e-09
1931,8.896178460560122e-08,6.843213995466613e-09
1932,7.452485228931494e-08,1.0959536611565568e-09
1933,8.029463227643419e-08,6.882397318719313e-09
1934,7.668211488010002e-08,4.7926320689839486e-09
1935,9.454944649434083e-08,1.3165112555668657e-08
1936,4.849885826274658e-08,1.2124714565686645e-08
1937,6.1696475484041e-08,3.777335333410292e-09
1938,6.482606929036905e-08,6.482607339819424e-09
1939,6.270560959364957e-08,4.588215141154706e-09
1940,7.353770370421842e-08,2.7893612752905028e-08
1941,7.67390702094417e-08,2.9515025978810172e-09
1942,6.37184482954467e-08,1.2136847082899749e-08
1943,7.258088174921795e-08,1.1612940831184915e-08
1944,4.819779064746399e-08,3.2131861615880553e-09
1945,8.714016086486254e-08,1.089252021913012e-08
1946,6.40370814153357e-08,1.2528993842408909e-08
1947,8.106191984325051e-08,5.960435700558264e-09
1948,6.523132767277673e-08,1.4133454406817236e-08
1949,4.123143504397575e-08,1.570721330779179e-08
1950,6.062156221453563e-08,2.9779011700981073e-08
1951,6.503454763606697e-08,4.264560704569931e-09
1952,3.057992969957013e-08,1.2653764258629963e-08
1953,3.770839640537815e-08,1.723812381726475e-08
1954,4.788542695699505e-08,9.772536113672459e-09
1955,3.003394510869839e-08,2.815682265122632e-08
1956,4.273359266449006e-08,1.0465369904011368e-08
1957,3.975767137731623e-08,6.184526224473075e-09
1958,4.053399360604004e-08,5.790570245522986e-09
1959,3.332821718604606e-08,9.300897829689347e-09
1960,3.39120843073637e-08,1.2457499920515147e-08
1961,3.265634873628187e-08,1.598076693198891e-08
1962,4.1856910826254534e-08,1.9025868880362395e-08
1963,5.43148490628198e-08,1.7458344103715717e-08
1964,4.258777852594875e-08,9.125952382671443e-09
1965,5.1984411442163037e-08,7.1136563306595235e-09
1966,3.711179985543822e-08,1.8832853498906843e-08
1967,5.275459025178009e-08,1.7749208325312793e-08
1968,6.916780559418356e-08,1.7067380286839295e-08
1969,5.086768736783931e-08,9.537691469940768e-09
1970,4.736686776141141e-08,1.793502701907812e-08
1971,6.988220890846719e-08,1.0790634275004152e-08
1972,3.0267867101585466e-08,9.234264020108185e-09
1973,4.3002991001461766e-08,1.598829074689334e-08
1974,3.6003659831251866e-08,2.250228736677684e-08
1975,3.65534718049787e-08,1.028066431985053e-08
1976,3.6566571992580066e-08,1.3141112142900369e-08
1977,2.7620874920586402e-08,1.3516598507123945e-08
1978,2.8514837935311732e-08,1.9603952239322098e-08
1979,3.2185852205657284e-08,1.8726314388040066e-08
1980,3.9227540327146926e-08,1.8760997255728995e-08
1981,3.795329700517769e-08,1.8976649196478235e-08
1982,4.096951389254144e-08,2.2967759139014277e-08
1983,3.599730291625747e-08,1.2630632539867293e-08
1984,2.6095537508652455e-08,1.2757819078945687e-08
1985,4.331201708396293e-08,2.346067673464347e-08
1986,3.7165810928829757e-08,2.3378493085868257e-08
1987,3.910922652394788e-08,2.1998940669121225e-08
1988,2.1587593712624198e-08,2.5185526497661925e-08
1989,3.622160671401531e-08,3.0733484646106035e-08
1990,3.0512445514663256e-08,2.8332985513301878e-08
1991,2.872117887964265e-08,2.6962740706792943e-08
1992,2.9202703477615444e-08,3.085568756056034e-08
1993,3.157348393845183e-08,3.101956069784251e-08
1994,3.5869501091578826e-08,3.059457387433184e-08
1995,3.578817486804553e-08,3.958389260816375e-08
1996,2.56228422923499e-08,5.978663231154258e-08
1997,3.356426192535622e-08,2.97283464512077e-08
1998,2.9562401637761582e-08,7.295238058091513e-08
1999,3.062034892309384e-08,3.701863060534549e-08
2000,2.4740975601567072e-08,4.771474093612227e-08
2001,2.7601633506568746e-08,4.950769197376026e-08
2002,3.023042882688287e-08,5.695587890208742e-08
2003,3.7502304817138565e-08,5.166984529125784e-08
2004,2.95121012072741e-08,4.80122261947713e-08
2005,3.377812163307681e-08,4.50374965099698e-08
2006,3.047238655851103e-08,5.8474036501721116e-08
2007,2.8760251791215552e-08,5.1129337208521974e-08
2008,2.8950589481269162e-08,5.321799712021402e-08
2009,3.4330986942165964e-08,5.388057466859664e-08
2010,4.204175785282871e-08,8.739017137715521e-08
2011,4.588766411295353e-08,7.150827438517915e-08
2012,4.5276561833063056e-08,6.638292671112822e-08
2013,6.693899967658012e-08,8.451048927327065e-08
2014,6.344754299725253e-08,7.232586662908602e-08
2015,7.935340029519011e-08,7.048709749213344e-08
2016,9.113896037860059e-08,5.634045052715919e-08
2017,5.5595011261289073e-08,8.175736487814333e-08
2018,6.221334847289484e-08,8.389767114369562e-08
2019,8.877437585042003e-08,9.438654524629442e-08
