year,ces_DET arrêts_NOUN,ces_DET marais_NOUN
1852,1.4661748650723894e-06,3.431057535863147e-07
1853,1.0510600105817502e-06,4.2042400494324283e-07
1854,1.0448481049252223e-06,4.6812935750040197e-07
1855,1.2402312421500028e-06,4.1765595426568325e-07
1856,1.153995484060033e-06,2.8733401080671683e-07
1857,1.0958988099218914e-06,2.9777206123071664e-07
1858,1.0262038614428093e-06,3.391317413559136e-07
1859,1.2669327276171316e-06,3.223345679259637e-07
1860,8.98501184565248e-07,2.915666179603704e-07
1861,9.059366590236095e-07,3.2728786791835773e-07
1862,9.871800159544364e-07,3.0496407887881105e-07
1863,9.90433335346097e-07,3.151605838525029e-07
1864,7.585259851339288e-07,3.447409397949741e-07
1865,9.893786625525536e-07,3.713700138519016e-07
1866,8.485628910648302e-07,3.401063324304232e-07
1867,1.1394401582265345e-06,3.183444388099588e-07
1868,6.886184280574525e-07,2.662592066826619e-07
1869,9.005209165025008e-07,3.2377732850363827e-07
1870,6.863656523137251e-07,3.5207060378183996e-07
1871,7.498551326534653e-07,3.313807432903104e-07
1872,6.670215313420158e-07,2.5459298669261443e-07
1873,7.853638095411952e-07,2.951100199766188e-07
1874,7.432413866581555e-07,2.3599706189258995e-07
1875,6.665578879960776e-07,2.460256709468922e-07
1876,7.436598039589626e-07,2.7086145948373996e-07
1877,6.784743007415273e-07,3.3521702391681174e-07
1878,7.083850874778364e-07,2.3129708992541964e-07
1879,7.282315479528734e-07,2.9813508461984384e-07
1880,7.521715730263168e-07,2.907284439856994e-07
1881,7.293243058370535e-07,2.9493707742744846e-07
1882,6.542243511376e-07,2.22955396367297e-07
1883,6.426767882317108e-07,2.401348808689363e-07
1884,5.994340810389076e-07,1.9871107781455066e-07
1885,7.509165556029984e-07,2.952101265663032e-07
1886,7.589273565145049e-07,2.3103401147750446e-07
1887,9.179668154501996e-07,2.154545200028224e-07
1888,1.0341542520109215e-06,2.7328049867492155e-07
1889,6.67237081586336e-07,2.1301464414591464e-07
1890,7.550653009502639e-07,1.5992703339406944e-07
1891,7.878535939198628e-07,2.396706726415232e-07
1892,7.992353374675076e-07,2.3757662503953725e-07
1893,7.43320875074005e-07,1.927584367678037e-07
1894,6.251126833944909e-07,1.972381866721662e-07
1895,8.058924763076902e-07,2.1004964345650023e-07
1896,6.958494367381718e-07,1.7750056535703607e-07
1897,6.252063755596282e-07,1.9985626842355941e-07
1898,7.910380261932914e-07,1.7427733745023488e-07
1899,6.964748848758973e-07,1.7522424222704558e-07
1900,7.075405648038213e-07,2.3982665453559093e-07
1901,6.298508878899156e-07,1.6598554530844467e-07
1902,8.504611770376869e-07,1.6891376297678562e-07
1903,7.473904943822163e-07,1.9602799739004695e-07
1904,6.691408316328307e-07,2.0262336875020992e-07
1905,7.348920618710508e-07,1.5482277415657109e-07
1906,6.481672514269121e-07,1.975366892281727e-07
1907,6.737124493838564e-07,1.5222816784898896e-07
1908,6.983995461951054e-07,2.0333151340423683e-07
1909,6.595679096221829e-07,1.8538315060823152e-07
1910,7.433713662408081e-07,1.5658361274262234e-07
1911,6.21419701474224e-07,2.144110755608608e-07
1912,6.516985990856483e-07,1.7243183592086098e-07
1913,6.745403169361452e-07,1.346959415116089e-07
1914,6.884252528038814e-07,1.413012959972093e-07
1915,6.962430347812187e-07,2.073414133718643e-07
1916,4.416959811237575e-07,1.5931820129821972e-07
1917,4.167241414165801e-07,1.6778628975089305e-07
1918,4.226986547450906e-07,1.297960494639483e-07
1919,5.128771434215196e-07,1.335138017921622e-07
1920,5.785185166473639e-07,1.5901686367669754e-07
1921,6.292953145248248e-07,1.1662030985348792e-07
1922,6.381914303688063e-07,1.2616269984278006e-07
1923,6.305873370138215e-07,1.677319829695989e-07
1924,4.6796596819831393e-07,1.4696451611229122e-07
1925,4.76221117651221e-07,1.1548087108792515e-07
1926,4.725962767793135e-07,2.1512046899374582e-07
1927,4.426242377064682e-07,1.7838759625021794e-07
1928,4.3990259968040846e-07,1.3482728000724364e-07
1929,6.082661769823972e-07,1.3368487827847275e-07
1930,4.863168499014137e-07,1.1974108282686302e-07
1931,5.132410549890665e-07,1.6081552267621646e-07
1932,5.249618126867972e-07,1.5343351833507768e-07
1933,5.127386089043284e-07,1.2273608263058122e-07
1934,4.6608347048504584e-07,1.2101396151820154e-07
1935,4.1888996094030517e-07,1.591781852994245e-07
1936,3.540416599889795e-07,1.3700927148363462e-07
1937,4.6964870392685043e-07,1.6746187547767022e-07
1938,4.887886007054476e-07,1.6725126883443409e-07
1939,3.5941018694529703e-07,1.269406197934586e-07
1940,3.6515272938686394e-07,8.36808391468935e-08
1941,3.3056828740996025e-07,2.5678071935431035e-07
1942,3.5196857695041217e-07,2.0632640129747415e-07
1943,3.425817638458284e-07,1.306455850169641e-07
1944,3.373845594012437e-07,1.4780656520940738e-07
1945,3.071690670708449e-07,1.1981772551905578e-07
1946,2.798142020310479e-07,9.466351080789082e-08
1947,2.956376086160617e-07,1.4185836150204523e-07
1948,2.8049470301994006e-07,1.1415482426002654e-07
1949,2.532788130338304e-07,1.1878579897484087e-07
1950,3.413951077391175e-07,1.29751411392931e-07
1951,4.147285395106337e-07,9.275419365906146e-08
1952,5.188043417092558e-07,1.0333907951576293e-07
1953,5.096020245787258e-07,1.508335802924421e-07
1954,3.869924327659646e-07,1.1727043158771266e-07
1955,4.5520198455051286e-07,1.5580108936319448e-07
1956,4.1425423091823177e-07,9.506044484908216e-08
1957,4.284993195824427e-07,7.333081342153491e-08
1958,3.2923528436867855e-07,1.257381008201719e-07
1959,3.6738543940373347e-07,1.612155582364494e-07
1960,3.8410625080587124e-07,1.0796500049536917e-07
1961,3.675576252248902e-07,1.306253913924138e-07
1962,3.7671220809443184e-07,1.0781326142961234e-07
1963,3.49166874968887e-07,1.1962198698256543e-07
1964,3.6808008374578094e-07,1.2715494079884593e-07
1965,3.0260400052384284e-07,1.1929054899439961e-07
1966,3.6724065211046764e-07,9.970334691189464e-08
1967,3.254021549992103e-07,9.86067085761988e-08
1968,2.838574886254719e-07,1.1498024932166118e-07
1969,3.379067656794632e-07,1.0854800791548769e-07
1970,3.398457693037926e-07,8.691590114295877e-08
1971,2.394493279211929e-07,9.865722994106818e-08
1972,2.9241837751214916e-07,9.542073176049826e-08
1973,2.988156388994412e-07,7.773617038964176e-08
1974,3.3303383162319733e-07,1.1869956217935851e-07
1975,3.609655436775938e-07,8.852794231017924e-08
1976,3.113872075743984e-07,7.827532133575232e-08
1977,2.938391006068741e-07,8.345030089174088e-08
1978,3.5108894280710956e-07,8.257421990620628e-08
1979,2.8908747751188457e-07,9.129078648584255e-08
1980,3.445201173235546e-07,1.1484003969997048e-07
1981,3.194402502515459e-07,1.0753434054322497e-07
1982,2.9113186172935457e-07,9.311253279520315e-08
1983,2.9176759852589385e-07,8.967748588162294e-08
1984,2.783524131189097e-07,9.800324463071775e-08
1985,3.067934457590127e-07,7.940536583816993e-08
1986,3.237022099256137e-07,8.991727984408726e-08
1987,3.269286921181447e-07,8.738468260105492e-08
1988,3.7538426767014244e-07,6.716140443785434e-08
1989,3.32580199824406e-07,9.274926604518896e-08
1990,3.683288056777201e-07,8.118489702724219e-08
1991,3.6458314411902393e-07,1.0316179022140659e-07
1992,3.256376999161148e-07,5.895640153852355e-08
1993,3.5118576136028423e-07,8.474987289730507e-08
1994,3.6924486579437144e-07,9.072873830007211e-08
1995,3.416143954382278e-07,6.994961676554112e-08
1996,3.758016973165468e-07,7.580090999326217e-08
1997,3.3276567279472147e-07,7.192342010853281e-08
1998,3.4568936513323933e-07,7.05683111945632e-08
1999,4.081189644011829e-07,1.1288397150366336e-07
2000,3.2384170367549814e-07,6.273604880036032e-08
2001,3.8072730035310087e-07,9.72629035089767e-08
2002,3.566314177305685e-07,6.790893181118918e-08
2003,3.083522841507147e-07,9.1255613732244e-08
2004,3.092163325391084e-07,8.192911682414206e-08
2005,3.1210986151108955e-07,7.296074411300424e-08
2006,3.010177493933952e-07,8.194600642497107e-08
2007,2.2608753624808742e-07,7.589510797600951e-08
2008,2.3799087855991274e-07,8.685177022016433e-08
2009,1.8786678879223473e-07,5.960240834212982e-08
2010,2.2532492138793714e-07,8.219399827424922e-08
2011,1.7169634602964834e-07,8.259779171737591e-08
2012,1.7736156721070984e-07,1.0280843376619941e-07
2013,3.254908946814794e-07,7.391181533478175e-08
2014,2.522743578481368e-07,9.181487303777658e-08
2015,2.883764622652052e-07,1.1371031494178396e-07
2016,2.8398071805213476e-07,1.1972345514976723e-07
2017,2.975968129703688e-07,7.094023679599104e-08
2018,2.282016566823586e-07,8.105805182623271e-08
2019,2.5127229363874903e-07,7.882552477411764e-08
