year,quelques_DET êtres_NOUN,quelques_DET etres_NOUN,quelques_DET mètres_NOUN
1991,7.32683158588543e-08,1.7584395606284886e-09,2.103679882736742e-06
1992,6.005838981693046e-08,0.0,2.2805658517199845e-06
1993,7.644106414517182e-08,1.1078414852150331e-09,2.240609468628918e-06
1994,7.859640716034733e-08,0.0,2.2650534745594086e-06
1995,8.838594867111027e-08,5.422450821690461e-10,2.1765718400956757e-06
1996,6.352329484649033e-08,5.338092190498855e-10,2.275628638415128e-06
1997,6.569005428502805e-08,4.79489448146353e-10,2.2262695651420472e-06
1998,6.818424980181703e-08,0.0,2.211935040463686e-06
1999,7.495129938916989e-08,0.0,2.1726735610627657e-06
2000,7.024669868016531e-08,1.7672125984802278e-09,2.153790347847462e-06
2001,6.615629799533451e-08,4.3812117822561447e-10,2.057417162859565e-06
2002,7.009954616776781e-08,0.0,2.133654945168928e-06
2003,6.042038069864475e-08,0.0,2.2443047882347855e-06
2004,7.091713927209753e-08,0.0,2.2592173394286874e-06
2005,6.260211815600769e-08,0.0,2.3604152303846604e-06
2006,7.123949430365428e-08,2.058944903460258e-09,2.387140710879976e-06
2007,6.750670156208116e-08,0.0,3.1316718462903737e-06
2008,6.088138748694405e-08,4.257439678578834e-10,3.546873003301698e-06
2009,6.913878825010045e-08,0.0,4.13211552086068e-06
2010,6.140930786102672e-08,0.0,5.498022787264745e-06
2011,5.468279939968568e-08,0.0,6.727131676598219e-06
2012,7.182972971975232e-08,0.0,7.9322490762479e-06
2013,6.442878719425948e-08,0.0,7.54514124423622e-06
2014,8.163728137944304e-08,2.1654451842767486e-10,8.401061251106512e-06
2015,7.514190691892964e-08,0.0,8.037745288902443e-06
2016,9.217463325938979e-08,0.0,7.900712347463923e-06
2017,6.766994475881916e-08,0.0,9.178710740798124e-06
2018,6.118076134598027e-08,0.0,9.516576710666413e-06
2019,7.117255584887516e-08,0.0,9.190188620777917e-06
