year,devrez_VERB être_VERB,devrez_VERB mettre_VERB
1862,4.9697850279528666e-09,4.517986429419807e-09
1863,2.447364266799923e-08,1.4983863039219614e-09
1864,2.3973640850272204e-09,1.4384183844029508e-09
1865,5.6482134525026595e-09,3.294791106611683e-09
1866,9.244664589402873e-09,9.731225825149181e-10
1867,2.91168689159349e-09,1.358787216076962e-08
1868,2.4699371437009177e-09,0.0
1869,6.348574999037737e-09,0.0
1870,7.454262984651905e-09,0.0
1871,3.18635318130589e-09,0.0
1872,3.0236697590169115e-09,6.047339295989218e-10
1873,6.584604861359367e-09,5.986004469882289e-10
1874,9.559374625212058e-09,1.1351757756017378e-08
1875,5.149374260327022e-09,0.0
1876,1.0278225381910033e-08,6.04601479992084e-10
1877,2.4739263970730008e-09,6.184815992682502e-10
1878,3.6234530931267273e-09,4.22736201599605e-09
1879,9.774920428640144e-09,6.10932526790009e-10
1880,5.776061406947974e-09,2.5671385017744797e-09
1881,9.761510710859511e-09,6.972507571312292e-10
1882,1.0648616211028639e-08,1.1979693681496428e-08
1883,7.58320695126713e-09,3.791603475633565e-09
1884,9.902545450302114e-09,6.601696966868076e-10
1885,8.379326565943757e-09,5.156508553483263e-09
1886,9.034849313138693e-09,6.453463874400711e-10
1887,7.834709769838355e-09,1.3057849246322917e-09
1888,3.1703073499755874e-09,6.340614699951175e-10
1889,7.51816386923565e-09,5.6386229019267375e-09
1890,9.176140736144589e-09,1.9663159989136147e-09
1891,1.784781566982474e-08,0.0
1892,8.775916882086676e-09,2.5074049503359674e-09
1893,8.621783287310336e-09,2.463366621796581e-09
1894,2.457600345451283e-08,0.0
1895,9.629783193076946e-09,7.824199066419624e-09
1896,5.307326134129653e-09,3.5382172747233653e-09
1897,8.740070001067579e-09,1.1653426668090106e-08
1898,7.355861253444118e-09,2.26334195829736e-09
1899,1.713549302451156e-08,0.0
1900,1.6092265298084385e-08,1.038210628578895e-09
1901,3.912117296778206e-09,1.676621730339889e-09
1902,1.2275709337927765e-08,3.928227076954727e-09
1903,9.1803746826713e-09,4.860198465905796e-09
1904,1.0749250378694342e-08,5.374625189347171e-10
1905,2.580379465655369e-09,1.0321518084666081e-09
1906,1.0288369045596824e-09,1.5432553013283723e-08
1907,6.1714118260169926e-09,1.5428529565042481e-09
1908,8.840499887696751e-09,4.4202499438483756e-09
1909,5.5009836685826485e-09,2.2003934230241384e-09
1910,4.275320542035388e-09,4.809735720812114e-09
1911,9.576673676292558e-09,5.320374141248863e-10
1912,6.251305251225858e-09,1.1460726589973547e-08
1913,9.015082902408267e-09,4.772690687104841e-09
1914,8.036092680185902e-09,3.3483718020477227e-09
1915,9.424609537234119e-09,4.712304768617059e-09
1916,1.8678685265172135e-08,8.789969641043172e-09
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,1.4932290071101306e-08,2.2972752589112133e-09
1919,1.1970202606903513e-08,1.8415696745321952e-09
1920,7.572231730534895e-09,2.2716695191604686e-09
1921,7.572747429129834e-10,4.543648568500203e-09
1922,2.951174193910333e-09,1.4755870969551665e-09
1923,1.4862327368803108e-08,0.0
1924,5.156649773851996e-09,0.0
1925,5.499089184013428e-09,6.598906754362588e-09
1926,5.57306911730393e-09,4.458455382660986e-09
1927,3.3447675740205796e-09,0.0
1928,3.4278122562625413e-09,0.0
1929,7.798284684668033e-09,0.0
1930,2.100720708497761e-09,0.0
1931,1.710803587684495e-08,0.0
1932,1.3151444377967891e-08,4.383814644626227e-09
1933,4.588264879146209e-09,5.735331320977366e-09
1934,4.7926320689839486e-09,0.0
1935,7.180970484910176e-09,0.0
1936,2.424942913137329e-09,2.424942913137329e-09
1937,1.1332006444320086e-08,5.0364472592434595e-09
1938,6.482607339819424e-09,2.5930428915188486e-09
1939,7.647025235257843e-09,3.058810094103137e-09
1940,7.607348528892999e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,3.034211770724937e-09,0.0
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,8.714016175304096e-09,0.0
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,8.344609447874518e-09,3.5762612871081956e-09
1948,1.6307831529616124e-08,1.0871887834440486e-09
1949,6.8719057111366055e-09,1.9634016634739737e-09
1950,8.508289184305795e-09,0.0
1951,5.330700769690111e-09,0.0
1952,6.326882129314981e-09,0.0
1953,7.54167928107563e-09,0.0
1954,2.9317608341017376e-09,0.0
1955,4.6928039232341234e-09,0.0
1956,3.488456634670456e-09,2.616342476002842e-09
1957,7.068030161150318e-09,0.0
1958,4.9633461784992505e-09,0.0
1959,8.525822714489095e-09,0.0
1960,3.460416619915918e-09,6.920833239831836e-09
1961,5.55852741612739e-09,0.0
1962,5.7077609305622445e-09,1.9025869768540815e-09
1963,1.2932106496776896e-09,1.939815863494232e-09
1964,8.517555549758526e-09,1.2167936658258327e-09
1965,1.3132904541635071e-08,5.472043373977442e-10
1966,7.200797291773142e-09,1.1078149508847446e-09
1967,8.381570104631919e-09,1.4791006197611978e-09
1968,6.737123747768692e-09,8.982831700699023e-10
1969,1.1354394757745467e-08,3.6334062425424918e-09
1970,5.058597540852361e-09,1.8394900047624674e-09
1971,4.1107179882260425e-09,5.138397485282553e-10
1972,7.182205497002769e-09,2.0520587451500205e-09
1973,8.269805285010534e-09,2.205281512956958e-09
1974,5.06301445213353e-09,5.625571675160757e-10
1975,6.282628195464213e-09,4.569184142155791e-09
1976,1.1427053969725876e-08,4.570821499072508e-09
1977,4.7014254711541525e-09,2.3507127355770763e-09
1978,7.72276909088987e-09,3.5643548113029055e-09
1979,9.363157360553487e-09,2.925986564150662e-09
1980,1.193881615790815e-08,2.2740602734216964e-09
1981,1.2018544381930951e-08,3.1627747087981106e-09
1982,1.1173503899897241e-08,3.1037510339615437e-09
1983,2.2103606056589342e-08,5.052252838311233e-09
1984,1.275781880138993e-08,1.739702604197646e-09
1985,7.820225356169885e-09,4.812446441349039e-09
1986,1.1389522214244607e-08,2.3977941854269602e-09
1987,1.2221633483022742e-08,3.0554083707556856e-09
1988,1.2592763276586538e-08,3.597932174415064e-09
1989,1.3720305780395847e-08,3.2928733073589456e-09
1990,1.1442167213715493e-08,1.089730194969718e-09
1991,1.2309077312977479e-08,5.8614650910726596e-09
1992,1.7080827419135858e-08,1.65298330578878e-09
1993,7.754890063438324e-09,1.661762283333701e-09
1994,7.912389854425328e-09,2.1099706426497278e-09
1995,9.21816667442954e-09,3.795715741716776e-09
1996,1.2811421257197253e-08,1.6014276571496566e-09
1997,2.205651483677684e-08,3.835915585170824e-09
1998,2.0026142522056034e-08,3.814503379828693e-09
1999,1.5081663917726473e-08,4.570201106446348e-09
2000,1.8555732950176207e-08,3.97622823555821e-09
2001,1.4019877703219663e-08,2.6287270138425356e-09
2002,2.1467984723244626e-08,3.9430991805033955e-09
2003,1.8334461060476315e-08,3.333538334260311e-09
2004,1.805964444656638e-08,7.488145215006625e-09
2005,1.6213498099659773e-08,1.4411998705554652e-08
2006,2.4707340173790726e-08,4.529678854225949e-09
2007,3.395307501818934e-08,1.1583990655594789e-08
2008,4.6831836186811415e-08,1.4049550856043425e-08
2009,5.912558620480013e-08,9.53638501499654e-09
2010,7.510831068202606e-08,1.2281861749841028e-08
2011,1.1471915684069245e-07,2.2561435386592166e-08
2012,1.0076588097263084e-07,2.008509092377153e-08
2013,1.071024016141564e-07,2.7054513296320692e-08
2014,1.0848880549474416e-07,1.6890473020225727e-08
2015,9.708600146041135e-08,2.1500781599570473e-08
2016,1.0770968117412849e-07,1.7606391011781852e-08
2017,1.0867440636275205e-07,2.4904551310100942e-08
2018,1.3036407153776963e-07,1.7037679711506826e-08
2019,1.0841697672958617e-07,2.1173198305746155e-08
