year,aux_ADP ondes_NOUN,aux_ADP mondes_NOUN
1911,3.468883961188496e-07,3.5646507523523496e-08
1912,3.0214641988379753e-07,5.365703970028335e-08
1913,2.7257367130051335e-07,4.083302140855949e-08
1914,3.9778657878741797e-07,4.8216555637026204e-08
1915,2.3090292700089776e-07,1.5314990164938536e-08
1916,3.0545144769078547e-07,4.394984820521586e-08
1917,2.588076128962058e-07,3.61891991929042e-08
1918,2.906053335749448e-07,4.824278221349232e-08
1919,3.434527369172713e-07,2.7623545006960626e-08
1920,4.467616583347933e-07,4.0890052233066854e-08
1921,3.748510116752257e-07,3.710646367949266e-08
1922,2.9659299283224527e-07,5.3121135490385996e-08
1923,4.416234329340796e-07,5.201814579081088e-08
1924,5.246890912857793e-07,1.804827398643738e-08
1925,3.6843896955573996e-07,5.169143690864075e-08
1926,4.614501275534977e-07,4.4584552605364536e-08
1927,4.4262423948282503e-07,3.679244209298105e-08
1928,3.8620018028012737e-07,3.427812300671462e-08
1929,3.743176597570397e-07,5.3473951489024785e-08
1930,5.1572692427726e-07,4.8316576184426197e-08
1931,5.508787239705271e-07,3.193499864551086e-08
1932,4.6687624877250755e-07,3.835837958376942e-08
1933,5.345328761841017e-07,5.391211388428019e-08
1934,5.092171839748971e-07,3.714290031098244e-08
1935,4.883060080729251e-07,4.906996409204112e-08
1936,5.310624828780419e-07,4.243650053581405e-08
1937,5.653412009642977e-07,2.7700460369928237e-08
1938,7.156798593754843e-07,2.5930428915188486e-08
1939,6.163502348499605e-07,3.211750598808294e-08
1940,6.466246398328934e-07,2.7893612752905028e-08
1941,5.814460100062036e-07,3.5418032950929046e-08
1942,3.9444753952011524e-07,3.944475324146879e-08
1943,5.719373636914327e-07,4.935499853253589e-08
1944,4.048614528073813e-07,5.7837350908584995e-08
1945,4.618428675051689e-07,3.7034570077310036e-08
1946,5.888627354622145e-07,4.5939644088832665e-08
1947,3.9577292909598327e-07,5.245183265500941e-08
1948,6.088257009650988e-07,4.131317221656161e-08
1949,4.908504251943668e-07,5.0066742196541725e-08
1950,6.966161478771937e-07,7.23204551800194e-08
1951,4.275222088567787e-07,5.5439290269632124e-08
1952,5.451663844802113e-07,5.483297904618212e-08
1953,5.128341921123436e-07,5.386913770610846e-08
1954,4.827632631432266e-07,7.91575420766577e-08
1955,4.5426340555820843e-07,4.5050918995315214e-08
1956,9.392669468866188e-07,4.971050882041084e-08
1957,4.88577573953819e-07,4.859270613666311e-08
1958,6.535072323288205e-07,6.948684738716793e-08
1959,5.123244204430222e-07,4.495433825191242e-08
1960,4.726929074827524e-07,6.505583216576127e-08
1961,4.822022474648691e-07,5.975416955683599e-08
1962,3.671992800935442e-07,5.136984743137063e-08
1963,4.513305218445396e-07,7.888585029647288e-08
1964,3.9910831395317814e-07,6.023128606980066e-08
1965,5.050696086361661e-07,6.07396811180827e-08
1966,3.212663299834162e-07,5.317511864166846e-08
1967,2.918758679193445e-07,5.669886049552986e-08
1968,3.274242116324544e-07,6.018497195059425e-08
1969,2.952142621470699e-07,6.858054119041057e-08
1970,2.699451705778788e-07,8.047768829122504e-08
1971,3.5660479813515167e-07,7.913132282766355e-08
1972,3.0575675369348687e-07,6.463984875137996e-08
1973,3.462292048617144e-07,8.104409632281317e-08
1974,2.795909052055734e-07,5.456804619274891e-08
1975,2.752933303540317e-07,5.6543652870999495e-08
1976,2.908185048333678e-07,5.656391610653344e-08
1977,2.2625609619186804e-07,6.523227863430847e-08
1978,2.1504941072336692e-07,6.891086101745714e-08
1979,2.9728025197073293e-07,9.655755961457402e-08
1980,2.564002994365211e-07,6.93588366740272e-08
1981,2.466964388325721e-07,1.0373901049298695e-07
1982,2.3340208221700465e-07,1.1235579222557135e-07
1983,2.4124506248224264e-07,1.1114956088853489e-07
1984,2.3775934876457683e-07,1.4497521017009518e-07
1985,1.822714029708905e-07,1.221158257846966e-07
1986,2.2838989655049602e-07,1.4746433868451092e-07
1987,2.2304480973289742e-07,9.044009136038866e-08
1988,2.2487077439015124e-07,9.954279533985755e-08
1989,1.8110803701176792e-07,1.229339364750004e-07
1990,2.3429198769964188e-07,1.1387680454166826e-07
1991,1.6529332064196822e-07,1.4770891909599015e-07
1992,2.4960047717570433e-07,1.4766649664155196e-07
1993,1.6063701063773195e-07,1.9830363184869526e-07
1994,2.2049192688333719e-07,1.5033540967657189e-07
1995,1.8436333293347928e-07,1.491173981515992e-07
1996,1.7455562151269532e-07,1.9323893196698805e-07
1997,1.4720326746431311e-07,1.735751767872884e-07
1998,1.7069903224253835e-07,1.6211638798058203e-07
1999,1.8052293904169403e-07,2.0108885578906666e-07
2000,1.2635570667551832e-07,2.067638716907183e-07
2001,1.3757005543069134e-07,1.8444901406233782e-07
2002,1.476471597205986e-07,2.0372679754299128e-07
2003,1.445922240828068e-07,1.9584537691574866e-07
2004,1.8015596325859917e-07,2.3081105648969924e-07
2005,1.6573798689023533e-07,2.2518747599953315e-07
2006,1.6265665148118558e-07,2.466616200180738e-07
2007,1.589802884893743e-07,2.588422740590346e-07
2008,1.6731738225472803e-07,2.3075323207777387e-07
2009,1.7594629797557104e-07,2.3125732950823874e-07
2010,1.9225837544212254e-07,2.2438016333836686e-07
2011,1.8890421304984528e-07,1.7704989982436636e-07
2012,2.3012748329165333e-07,2.185530172393868e-07
2013,2.1281024231711854e-07,2.1225241919609061e-07
2014,2.16111426087906e-07,1.8254703226805447e-07
2015,2.3340538279903456e-07,1.7377951677666204e-07
2016,2.9682301483369145e-07,1.8393500278435226e-07
2017,2.178519379336663e-07,2.420018159199344e-07
2018,2.4807894760670024e-07,1.9722405064648285e-07
2019,2.336704747474272e-07,2.191298423825927e-07
