year,aux_ADP effets_NOUN,aux_ADP méfaits_NOUN
1906,1.6852348458940014e-06,6.738881808132646e-08
1907,1.6277099295081143e-06,6.942838304269117e-08
1908,1.6408950482826867e-06,7.661766909805579e-08
1909,1.701454230840227e-06,7.31630791506177e-08
1910,1.707456114274919e-06,4.809735687505423e-08
1911,1.666341196582266e-06,5.054355556310952e-08
1912,1.7336953987978632e-06,7.241095545396092e-08
1913,1.843849549487686e-06,6.522677598042037e-08
1914,1.947413075242821e-06,6.428874144148722e-08
1915,1.6375259406231635e-06,9.071186446441004e-08
1916,1.8425974346314433e-06,1.197633352489902e-07
1917,1.8248130686515651e-06,1.1843738723094077e-07
1918,2.22031647467702e-06,8.844509835626013e-08
1919,1.9566678020055406e-06,6.813807607031208e-08
1920,2.012699134468221e-06,4.921950624847682e-08
1921,1.951497019092585e-06,8.860114553144172e-08
1922,2.010487499148894e-06,7.894390713358845e-08
1923,1.9618272517618607e-06,5.732612029518691e-08
1924,2.0446116053562946e-06,5.0277336072213075e-08
1925,2.0698571745469962e-06,5.27912540349007e-08
1926,1.716505295235038e-06,5.9074533709235766e-08
1927,1.9968261852909563e-06,4.682674437095358e-08
1928,2.2452171606346383e-06,5.9415413034002995e-08
1929,2.2782131594567545e-06,6.572839739149572e-08
1930,2.046101940322842e-06,7.772666466010492e-08
1931,2.357487261406277e-06,7.869695828333079e-08
1932,2.232457646300645e-06,9.425201430435237e-08
1933,2.0635720971995397e-06,7.570636895160021e-08
1934,2.326822979625831e-06,1.1382501341472562e-07
1935,2.50137127011385e-06,1.1130504606882141e-07
1936,2.1909360299332548e-06,1.0427254570899436e-07
1937,2.6176935534749646e-06,9.946983459130365e-08
1938,2.3596690681415566e-06,1.063147591073843e-07
1939,2.941045991633473e-06,1.1929358834095183e-07
1940,2.14780803986514e-06,1.0650288118085882e-07
1941,2.473359188570612e-06,1.2986611785947844e-07
1942,2.151256225602083e-06,9.102635090130207e-08
1943,1.921941738203259e-06,1.3645205854118103e-07
1944,1.9086325391270975e-06,1.1567470181716999e-07
1945,2.6991665862396985e-06,1.307102364123125e-07
1946,2.2524345837382498e-06,9.605561679393304e-08
1947,2.0301243566223093e-06,1.0132740180246458e-07
1948,2.229824243471512e-06,9.675980150447572e-08
1949,2.39338661600641e-06,8.540796947453799e-08
1950,2.3514783578093557e-06,1.063536174683577e-07
1951,2.1514707952974277e-06,9.48864730121457e-08
1952,2.416869104848729e-06,9.595771532922015e-08
1953,2.385325327480814e-06,8.834538789415092e-08
1954,2.409907498446273e-06,1.0652064474925282e-07
1955,2.1718296565609307e-06,8.353191205401345e-08
1956,2.3834879279149845e-06,1.1075850014918842e-07
1957,2.4190334286799953e-06,9.541840884086383e-08
1958,2.551159976604822e-06,1.0753916140915365e-07
1959,2.4903153850175386e-06,1.1006061839680115e-07
1960,2.355159612221769e-06,8.92787528350425e-08
1961,2.4401935299067645e-06,1.0908610370563565e-07
1962,2.339547634733208e-06,9.132417488899591e-08
1963,2.5838348918227894e-06,1.1897538065852586e-07
1964,2.4999026280170256e-06,1.204625710293783e-07
1965,2.401679882524377e-06,9.521355659458663e-08
1966,2.5933948570866505e-06,9.970334635678313e-08
1967,2.5844818658526947e-06,1.0205794986895e-07
1968,2.64544394923405e-06,1.2351393863241356e-07
1969,2.5433844363931257e-06,8.038911089580658e-08
1970,2.6916337283466873e-06,8.047768806918043e-08
1971,2.6488438571448114e-06,8.992195832391303e-08
1972,2.8385103192363204e-06,9.952484969488751e-08
1973,2.671147306898547e-06,9.648106846782412e-08
1974,2.866228843600993e-06,1.1588677667484504e-07
1975,2.895720363937926e-06,1.0166434805114477e-07
1976,2.9253256901284885e-06,9.370184089751987e-08
1977,2.88197381692612e-06,1.1577260350392748e-07
1978,2.8853452214150366e-06,1.1643558928131625e-07
1979,2.838207070254839e-06,1.0826150997900186e-07
1980,3.194486151159026e-06,1.2621034661819408e-07
1981,3.284857804430885e-06,1.1132966881710615e-07
1982,3.2657668782576366e-06,1.1049353876302348e-07
1983,3.511947262779813e-06,1.0609731182498194e-07
1984,3.388360617861963e-06,1.2177917607658628e-07
1985,3.3777358261488644e-06,1.4617805921268712e-07
1986,3.1716823656324777e-06,1.1629302076876513e-07
1987,3.2753978551625096e-06,1.0999470578809678e-07
1988,3.402444617606193e-06,1.3732108050668046e-07
1989,3.195733487615371e-06,1.1470175431682605e-07
1990,3.345471785820564e-06,1.313124942114996e-07
1991,3.559667916874787e-06,1.2719379682835097e-07
1992,3.4905496590909024e-06,1.201167836306638e-07
1993,3.5234899371516804e-06,1.0912238518345774e-07
1994,3.593807587520814e-06,1.1868584648411229e-07
1995,3.6341264575412424e-06,1.1983616027277932e-07
1996,3.767625450734613e-06,1.323846905432191e-07
1997,3.7596768187597718e-06,1.452853055639025e-07
1998,4.056724314693838e-06,1.1491191220791563e-07
1999,3.944997784444126e-06,1.17454167947173e-07
2000,3.919235584959324e-06,1.232630836289772e-07
2001,4.064011942972456e-06,1.1566399446549802e-07
2002,4.032038347645539e-06,1.2092171353117465e-07
2003,3.976494323154611e-06,1.187573023253563e-07
2004,4.092050875925679e-06,1.1892936258028897e-07
2005,3.99077237034362e-06,1.1979974035014607e-07
2006,3.956468823673731e-06,1.2683100347743448e-07
2007,3.6964912695225394e-06,1.0265812450116485e-07
2008,3.785289642621592e-06,1.0813897075023782e-07
2009,3.776885273865105e-06,1.0633069580379129e-07
2010,3.625511128646508e-06,1.1148151202178269e-07
2011,3.3176781570887215e-06,9.904087572287779e-08
2012,3.0389763043814355e-06,9.191482486237135e-08
2013,2.8750300424817965e-06,9.232004083425949e-08
2014,2.430495719352166e-06,8.250345939764259e-08
2015,2.6066925666867746e-06,7.381196098776854e-08
2016,2.487886579416454e-06,6.980415945267993e-08
2017,2.538754882763783e-06,6.46512111901476e-08
2018,2.456265582928552e-06,7.124847789530264e-08
2019,2.320378484022001e-06,6.479508785073307e-08
