year,dix_DET in_ADJ,dix_DET mines_NOUN
1851,0.0,5.417528714524167e-08
1852,0.0,3.2552726736412296e-08
1853,0.0,4.717826107558665e-08
1854,1.0391328908454511e-09,3.3252252507054436e-08
1855,0.0,5.041590256382733e-08
1856,0.0,4.245295315286057e-08
1857,3.4170564155999728e-09,2.7336450658665967e-08
1858,9.787352039936081e-10,2.251090935878608e-08
1859,0.0,2.7497735421988523e-08
1860,1.373155145145688e-09,1.5562426014525954e-08
1861,0.0,1.3676294985387472e-08
1862,0.0,2.0782737308877586e-08
1863,0.0,3.146611149418277e-08
1864,1.9178911792039344e-09,2.4932585773740357e-08
1865,0.0,3.153585836912498e-08
1866,0.0,3.7465220259491616e-08
1867,0.0,2.91168689159349e-08
1868,4.93987406535723e-10,1.6301584082611953e-08
1869,9.767038289254515e-10,3.56496907549797e-08
1870,1.1468097582678638e-09,1.77755516972411e-08
1871,0.0,4.5671062043339816e-08
1872,6.047339295989218e-10,3.9912439575573444e-08
1873,5.986004469882289e-10,3.292302608315367e-08
1874,0.0,2.091113165958447e-08
1875,4.005069165202713e-09,1.7221796166921877e-07
1876,0.0,6.106474681466523e-08
1877,1.8554447978047506e-09,6.803297614155213e-08
1878,3.0195443923020093e-09,3.9254076877881516e-08
1879,0.0,2.2604503935319542e-08
1880,6.417846254436199e-10,2.4387816210946767e-08
1881,0.0,2.7890030507293773e-08
1882,0.0,1.6638462829732248e-08
1883,1.2638677882037541e-09,3.6020231242162026e-08
1884,0.0,2.970763546272792e-08
1885,6.445635691854079e-10,4.5119449954000856e-08
1886,0.0,6.647068007126222e-08
1887,6.528924623161458e-10,4.0479331886444925e-08
1888,0.0,5.7699594435689505e-08
1889,6.265136742733546e-10,2.4434033463194282e-08
1890,0.0,2.0318598359381213e-08
1891,0.0,3.6970476458009216e-08
1892,0.0,2.820830635741345e-08
1893,0.0,1.785940839660327e-08
1894,0.0,1.3233232065701372e-08
1895,0.0,3.370423939941247e-08
1896,0.0,3.9510095528605405e-08
1897,0.0,4.3700350005337896e-08
1898,5.6583548957434e-10,2.0935912670161372e-08
1899,0.0,1.879376654301268e-08
1900,0.0,2.1802422867089888e-08
1901,0.0,1.844283858964957e-08
1902,4.910283846193408e-10,1.178468078677497e-08
1903,0.0,1.0800440986002968e-08
1904,0.0,1.8811189050893518e-08
1905,0.0,9.28936660926638e-09
1906,0.0,1.9547900798055906e-08
1907,0.0,2.15999426123048e-08
1908,4.911389073214423e-10,3.192402786567072e-08
1909,0.0,2.1453836041018803e-08
1910,5.344150677544235e-10,2.8323999035073655e-08
1911,0.0,9.576673676292558e-09
1912,0.0,1.9274857876450113e-08
1913,0.0,2.4393752406925984e-08
1914,0.0,2.1429579888376793e-08
1915,0.0,1.5314990164938536e-08
1916,7.69122365795738e-09,1.538244731591476e-08
1917,0.0,1.2063066989753679e-08
1918,0.0,1.033773866510046e-08
1919,0.0,1.289098744416961e-08
1920,0.0,1.4387239843927091e-08
1921,7.572747429129834e-10,1.2873671018098776e-08
1922,0.0,2.7298360905092522e-08
1923,0.0,5.307973927060061e-08
1924,0.0,2.191576153887098e-08
1925,0.0,1.429763130111894e-08
1926,0.0,2.6750732518010523e-08
1927,0.0,1.5608915049369898e-08
1928,0.0,1.5996457491951332e-08
1929,0.0,1.0026365515614089e-08
1930,2.100720708497761e-09,1.785612657734248e-08
1931,1.1405356659111021e-09,2.3951248984133144e-08
1932,0.0,3.1782656950696264e-08
1933,0.0,1.4911860191091364e-08
1934,0.0,1.0783422155213884e-08
1935,0.0,1.555876938397205e-08
1936,0.0,2.424942913137329e-09
1937,0.0,5.0364472592434595e-09
1938,0.0,1.1668692678767911e-08
1939,0.0,4.588215141154706e-09
1940,0.0,2.028626333583361e-08
1941,0.0,2.066051862925633e-08
1942,0.0,9.102635312174812e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,8.714016175304096e-09
1946,0.0,1.2528993842408909e-08
1947,0.0,1.4305044926388177e-08
1948,0.0,9.784699273041042e-09
1949,0.0,9.817008539414473e-09
1950,0.0,2.3397795700930146e-08
1951,0.0,1.7058243040324328e-08
1952,0.0,7.381362632230548e-09
1953,0.0,4.3095309543161875e-09
1954,0.0,1.2704297391863406e-08
1955,0.0,1.6894095011821264e-08
1956,0.0,1.657016879264006e-08
1957,0.0,1.3252556385623393e-08
1958,0.0,9.099467845885556e-09
1959,0.0,1.2401196514133517e-08
1960,0.0,1.3841666479663672e-08
1961,0.0,1.389631876236308e-08
1962,0.0,2.917300001570311e-08
1963,0.0,1.2285501505004959e-08
1964,0.0,2.494427053800763e-08
1965,0.0,1.5868925395956524e-08
1966,0.0,6.6468897053084675e-09
1967,0.0,1.429797347185513e-08
1968,0.0,8.533690198930799e-09
1969,4.5417578031781147e-10,1.1808570538063279e-08
1970,0.0,2.7132477958824452e-08
1971,0.0,1.6442872063926472e-08
1972,0.0,1.898154378121575e-08
1973,0.0,8.269805285010534e-09
1974,0.0,9.00091468025721e-09
1975,0.0,7.4249242310031605e-09
1976,1.142705374768127e-09,1.5997874969198023e-08
1977,5.876781838942691e-10,5.876781727920388e-09
1978,0.0,8.316828115084718e-09
1979,0.0,7.607565244427406e-09
1980,0.0,5.68515062804309e-09
1981,0.0,1.2651099334792804e-08
1982,6.207502289967692e-10,3.7245013739806154e-09
1983,0.0,6.946847541655643e-09
1984,0.0,5.799008384599347e-09
1985,0.0,9.023337299574052e-09
1986,0.0,4.196139880008332e-09
1987,0.0,2.199894133525504e-08
1988,0.0,9.594486094499644e-09
1989,0.0,1.2073868349560257e-08
1990,5.44865097484859e-10,9.262706268664544e-09
1991,0.0,1.1136784217047335e-08
1992,0.0,1.2121876946658006e-08
1993,0.0,4.4313659408601325e-09
1994,0.0,5.802419378309054e-09
1995,0.0,8.675921314704738e-09
1996,0.0,1.2277612260191972e-08
1997,0.0,9.58978851883785e-09
1998,0.0,1.0966696883940585e-08
1999,1.3710603763428253e-09,2.285100553223174e-09
2000,0.0,1.2812291672048559e-08
2001,0.0,1.0514907833325537e-08
2002,0.0,2.409671751024689e-08
2003,0.0,1.7084383518994883e-08
2004,0.0,9.690541175055856e-09
2005,0.0,4.503749373441224e-09
2006,0.0,8.64756888319107e-09
2007,0.0,1.4380126422963713e-08
2008,4.257439678578834e-10,9.792111288486893e-09
2009,0.0,1.4781396329155427e-08
2010,0.0,6.613310177261411e-09
2011,0.0,6.1183550448262736e-09
2012,0.0,2.1787218057456315e-08
2013,0.0,1.6455837581474952e-08
2014,0.0,1.2992671341582884e-08
2015,0.0,1.3521109745728843e-08
2016,0.0,1.698498819369121e-08
2017,0.0,2.9181091321106578e-08
2018,0.0,1.2391040138393095e-08
2019,0.0,1.556102596778075e-08
