year,mêmes_ADJ yeux_NOUN
1958,2.250050243901569e-07
1959,1.898933277288961e-07
1960,2.1246958681331307e-07
1961,2.008018071819606e-07
1962,1.9660065220250544e-07
1963,2.2049241010790865e-07
1964,1.8921141986538714e-07
1965,1.8604947626954527e-07
1966,2.3651848835015699e-07
1967,2.3024666973014973e-07
1968,2.3310448682423157e-07
1969,1.6304910843700782e-07
1970,1.7107257122006558e-07
1971,1.7470551938458811e-07
1972,1.564694827038693e-07
1973,1.4830517613972916e-07
1974,1.4457718577887135e-07
1975,1.4735618947270268e-07
1976,1.3655329667017213e-07
1977,1.3516597618945525e-07
1978,1.4138606729829917e-07
1979,1.462993282075331e-07
1980,1.7169155341889564e-07
1981,1.505480753394295e-07
1982,1.5084231108630775e-07
1983,1.5346218162903824e-07
1984,1.7107075223066204e-07
1985,1.4557650729329907e-07
1986,1.654478012369509e-07
1987,1.6743638298066799e-07
1988,1.4091901334722934e-07
1989,1.7013178421620978e-07
1990,1.4929304370525642e-07
1991,1.4653663527042227e-07
1992,1.7025728027419973e-07
1993,1.5897525429409143e-07
1994,1.5824780064122024e-07
1995,1.4694842320750467e-07
1996,1.5320324564527255e-07
1997,1.2610571786808578e-07
1998,1.3827575173763762e-07
1999,1.1608310757083018e-07
2000,1.391679944617863e-07
2001,1.296838689768265e-07
2002,1.5860021562730253e-07
2003,1.4375883949924173e-07
2004,1.5196529545846715e-07
2005,1.3376136109854997e-07
2006,1.8159894921154773e-07
2007,2.3167980600646843e-07
2008,2.3756513201078633e-07
2009,3.0182658861122036e-07
2010,3.764862981370243e-07
2011,4.0228184161605895e-07
2012,5.211911116020929e-07
2013,5.762332193626207e-07
2014,6.056750407879008e-07
2015,5.97810355884576e-07
2016,6.000672101436066e-07
2017,6.25884126748133e-07
2018,7.132592259040393e-07
2019,6.303490636128117e-07
