year,nouveaux_ADJ auteurs_NOUN,nouveaux_ADJ moteurs_NOUN
1974,7.763288623063858e-08,6.581918765569128e-08
1975,7.881842911672265e-08,5.3687912782152125e-08
1976,9.94153694922062e-08,5.942067771158577e-08
1977,1.0225600316493555e-07,5.641710593140559e-08
1978,9.683164214902007e-08,4.455443469719711e-08
1979,1.1469868066438238e-07,5.793453494717937e-08
1980,1.273473803076186e-07,6.651625944487094e-08
1981,1.1828777757294517e-07,5.7562501543095834e-08
1982,9.37332864658913e-08,5.835052252489703e-08
1983,1.3956847777496506e-07,9.094054942426766e-08
1984,1.35116894117715e-07,8.002631607384458e-08
1985,1.124909322358647e-07,5.113224332831123e-08
1986,1.1509412400911856e-07,6.71382376360441e-08
1987,1.5215933263368342e-07,5.5608433080500674e-08
1988,1.541114318936998e-07,6.116484707607839e-08
1989,1.2842206387198019e-07,5.378359635432872e-08
1990,1.4602384168505012e-07,5.557624166430131e-08
1991,1.72327071112921e-07,7.912977856294745e-08
1992,1.6860429807863397e-07,6.611933145439508e-08
1993,1.8334776230588545e-07,3.988229169138435e-08
1994,1.5508284401111183e-07,4.008944237687828e-08
1995,1.464061698541741e-07,3.470368470370744e-08
1996,1.4039182549829832e-07,4.537378228697264e-08
1997,1.6686232529039557e-07,5.993618179545024e-08
1998,1.9740054368888593e-07,3.099283996110813e-08
1999,2.3719343841821505e-07,5.438539379953866e-08
2000,2.1162371321992168e-07,4.9481951647223354e-08
2001,2.1993682569609874e-07,4.775520884292561e-08
2002,1.993455776005959e-07,3.855474872693776e-08
2003,2.1542991979206505e-07,4.500276867824837e-08
2004,1.9116793570361779e-07,3.303593487657963e-08
2005,2.3599647425154302e-07,4.0984120652787226e-08
2006,1.8818756525318392e-07,5.4356147305423264e-08
2007,2.0931073052565807e-07,3.07574907765229e-08
2008,2.132977331148478e-07,2.2990174292081278e-08
2009,1.4781396262542046e-07,5.197329855377575e-08
2010,1.204567213197727e-07,4.393127639445993e-08
2011,2.279087298606708e-07,7.1890676467401e-08
2012,1.1710629532757366e-07,3.0638274806094046e-08
2013,1.1825890589012289e-07,2.8170162702512158e-08
2014,1.255958205909069e-07,2.858387643245308e-08
2015,1.227982792811888e-07,3.7460125668076216e-08
2016,9.238176679193799e-08,2.1956204243611666e-08
2017,1.313149115278467e-07,2.3143625071941898e-08
2018,1.3630144413134815e-07,1.574694624695283e-08
2019,9.744773260544903e-08,2.295888934522594e-08
