year,des_DET arbres_NOUN,des_DET marbres_NOUN
1872,4.216809784907127e-06,3.7251611484379055e-07
1873,4.335064346605577e-06,3.7711829053987955e-07
1874,4.123077772533179e-06,4.050785097353682e-07
1875,4.331768380438916e-06,4.3311960951086803e-07
1876,5.1989682248176905e-06,4.5103271073543283e-07
1877,4.693038448522202e-06,4.780862750131121e-07
1878,4.810134328181448e-06,4.89166192829682e-07
1879,4.6045982884379555e-06,3.4334409315661674e-07
1880,4.375045676852096e-06,3.9790645911530476e-07
1881,4.345963944274445e-06,4.44148740008643e-07
1882,4.526992768205673e-06,4.6987018853528184e-07
1883,4.450078677109559e-06,4.2592343901803886e-07
1884,4.672681228612419e-06,4.687204810949197e-07
1885,4.213512227124738e-06,3.4548605953865774e-07
1886,4.28445463285243e-06,4.3625415235837295e-07
1887,4.372420761455942e-06,4.132809273138527e-07
1888,3.943862338928739e-06,3.9311809785225194e-07
1889,4.331715459215957e-06,4.0911342258365124e-07
1890,3.8847847889655895e-06,4.2537967548383904e-07
1891,4.103085402107354e-06,4.0030102699262216e-07
1892,3.977371292762655e-06,4.1058756838907584e-07
1893,4.060860092636176e-06,3.578039988738624e-07
1894,4.608315833820598e-06,4.1590160471116633e-07
1895,4.064370401124506e-06,3.129679599922497e-07
1896,4.0294398502283e-06,3.19618963295909e-07
1897,4.379357832817732e-06,4.171926910601087e-07
1898,4.215474248780993e-06,2.8065439405811077e-07
1899,4.60115610678713e-06,3.6813672465996206e-07
1900,4.343353950275741e-06,3.275554671944292e-07
1901,4.070278549761497e-06,3.984770826637174e-07
1902,5.1366480988690455e-06,3.1229404795496407e-07
1903,4.205151427072451e-06,4.3525775250685683e-07
1904,3.966473315131225e-06,3.611748091714162e-07
1905,4.004748959118842e-06,3.803479414199451e-07
1906,4.51299302994812e-06,2.8550224762113885e-07
1907,4.252102982604811e-06,2.926277934411914e-07
1908,4.175171909537312e-06,3.678630289272178e-07
1909,4.147741563542695e-06,3.157564578692984e-07
1910,4.436179509070826e-06,3.50041856389538e-07
1911,4.044548333581588e-06,3.192224560244483e-07
1912,3.822152322641159e-06,3.9122753126008547e-07
1913,4.214816087255713e-06,3.12346107866901e-07
1914,4.136578596103391e-06,3.107289225923182e-07
1915,3.3103942058687608e-06,2.1676602379727683e-07
1916,3.7335396569915247e-06,2.7908154809352936e-07
1917,3.9742322712754685e-06,2.599042681072916e-07
1918,4.129352248583018e-06,2.1020068885491128e-07
1919,4.265075546072694e-06,3.388488236666376e-07
1920,4.205617358365998e-06,3.5665210562640937e-07
1921,3.972663165541235e-06,2.64288873452756e-07
1922,4.155990851018032e-06,3.3053151682338466e-07
1923,4.061661613263823e-06,3.1423207502712103e-07
1924,4.486285348548336e-06,3.3260389797895584e-07
1925,4.279391049522019e-06,4.465260294850282e-07
1926,4.437277510760396e-06,2.775388425746428e-07
1927,4.5756418671771826e-06,3.957974925583585e-07
1928,4.387599929600583e-06,2.490876943594955e-07
1929,4.346986784753426e-06,3.08589256148295e-07
1930,4.138419882337985e-06,3.1510811560053753e-07
1931,4.648823392017221e-06,2.9996088990458247e-07
1932,4.132841382897823e-06,2.564531573767681e-07
1933,3.622435215788755e-06,2.6726641588759037e-07
1934,3.9694975981774405e-06,2.2884818484669722e-07
1935,3.947140200466492e-06,2.333815345423318e-07
1936,4.207275793532972e-06,3.746536734183792e-07
1937,3.7798537704247792e-06,2.2286278500427414e-07
1938,4.437992771499921e-06,2.1262952376588373e-07
1939,3.922923966115377e-06,2.569400567864477e-07
1940,4.082610615796511e-06,2.1046998766038882e-07
1941,4.270824263130635e-06,2.6563523825018365e-07
1942,5.015552119402855e-06,2.548737878527163e-07
1943,4.9819515766102995e-06,3.2806558381004436e-07
1944,4.778007706818244e-06,2.0243072285097696e-07
1945,4.324330461713544e-06,2.3963545103811157e-07
1946,4.664962091283087e-06,2.756378698620665e-07
1947,4.445292574928317e-06,1.8954185110331423e-07
1948,4.181327838637117e-06,2.685356168541375e-07
1949,4.342062581486061e-06,1.9044995525074881e-07
1950,4.252017504313699e-06,2.499310021164547e-07
1951,4.253899504647052e-06,2.036327693133444e-07
1952,3.970118712004478e-06,2.172229622843247e-07
1953,3.923828032270649e-06,2.1332178645749877e-07
1954,4.157236944024589e-06,2.0131424882663396e-07
1955,4.024548573511311e-06,2.590427841120402e-07
1956,4.093703964258566e-06,2.520409889683606e-07
1957,3.614413827790486e-06,2.624006150142577e-07
1958,3.6306876864955484e-06,2.0266996880735633e-07
1959,3.5591434226489582e-06,2.674007977265802e-07
1960,3.4029738458229986e-06,2.117774984267129e-07
1961,3.538002601999324e-06,1.8065214457685386e-07
1962,3.4259247456702724e-06,1.9279547291972676e-07
1963,3.5518030188086414e-06,1.9333499023943546e-07
1964,3.528093287741285e-06,2.0259613897621875e-07
1965,3.2870564581344297e-06,2.0356001029231408e-07
1966,3.368311411122704e-06,2.0993093519106054e-07
1967,3.3343858945045213e-06,2.1003229577765126e-07
1968,3.400450978574554e-06,2.393924714017004e-07
1969,2.99937691750074e-06,2.7795557433485385e-07
1970,3.1873763077783224e-06,1.568165254595133e-07
1971,3.0732754652262884e-06,1.9885598778746072e-07
1972,3.008831200190798e-06,1.790421193526015e-07
1973,3.1094469647996448e-06,1.6705008054618276e-07
1974,2.9596133117593126e-06,1.5357810362326418e-07
1975,2.7512199380907987e-06,1.3022174494281558e-07
1976,3.120157003877466e-06,2.2282754208458044e-07
1977,2.8396609934588923e-06,1.475072197720806e-07
1978,3.07900842244635e-06,1.8950486735391792e-07
1979,3.026055352961521e-06,1.6092926724553536e-07
1980,3.035301887166497e-06,2.183097835839476e-07
1981,2.948971285832158e-06,1.6509684375165534e-07
1982,3.0882324750791668e-06,2.6071510339509274e-07
1983,3.0319831409997278e-06,2.0587930649185182e-07
1984,3.2718005371634717e-06,1.4729481484510032e-07
1985,3.007177426184171e-06,1.762558445861373e-07
1986,3.219638031737304e-06,1.738400774442539e-07
1987,3.0279097842367264e-06,1.3871554022104604e-07
1988,2.9473062852503062e-06,1.5111315510019097e-07
1989,3.147986987528384e-06,1.448864257458382e-07
1990,3.3721701981903607e-06,1.6128007374049957e-07
1991,3.040341951532355e-06,1.2660764747707276e-07
1992,3.1538920524099012e-06,1.4987048357895105e-07
1993,3.125220814581553e-06,1.2850961683685824e-07
1994,3.283641916596025e-06,1.1657587561941796e-07
1995,3.033319089240649e-06,1.577933225749284e-07
1996,3.0613958017511322e-06,1.419932456059314e-07
1997,3.1334635508528663e-06,1.2658521741926165e-07
1998,2.9090357287486768e-06,1.0299158947901788e-07
1999,2.9784001753796474e-06,1.2522350961718942e-07
2000,3.01574820582573e-06,1.0779996995058383e-07
2001,3.0120831269186965e-06,1.502755628268737e-07
2002,3.1829573430286473e-06,1.0252058180171275e-07
2003,3.1143581509240903e-06,1.4084199406738662e-07
2004,2.983805643452797e-06,1.0791738605520074e-07
2005,3.0602977432181433e-06,9.81817384060335e-08
2006,3.0250019733557565e-06,1.2188953879554987e-07
2007,2.9195650768087944e-06,1.3381506902554463e-07
2008,3.1896739187686762e-06,1.0303004116529735e-07
2009,3.3162777839379487e-06,1.1205252437029856e-07
2010,3.5140295722158044e-06,7.510830934975843e-08
2011,3.7287550469500275e-06,7.877382102172703e-08
2012,4.468422247327908e-06,8.851056731984386e-08
2013,4.442518246605687e-06,6.917029793385154e-08
2014,4.487668689989732e-06,7.903874932324584e-08
2015,4.4823588325471064e-06,1.1016379897199613e-07
2016,4.816487091829913e-06,1.6156451709825603e-07
2017,4.287356517806984e-06,5.559500931839878e-08
2018,4.728214491933613e-06,9.499797776202357e-08
2019,4.303005937345006e-06,9.234575654160082e-08
