year,leurs_DET oies_NOUN
2007,1.997239706952314e-09
2008,2.1287198670449925e-09
2009,1.430457752249481e-09
2010,7.558068837454357e-09
2011,2.6767803529281764e-09
2012,2.382976926895708e-09
2013,5.020424964641279e-09
2014,8.445236510112863e-09
2015,9.309617077235544e-09
2016,8.285359953674742e-09
2017,4.024978128569501e-09
2018,4.130346731301415e-09
2019,5.612172948588068e-09
