year,des_DET eaux_NOUN,des_DET mots_NOUN
1912,6.157015072005834e-06,8.13763722362637e-06
1913,5.958439423636719e-06,8.974779916570697e-06
1914,5.755851248068211e-06,7.991224265424535e-06
1915,5.268356662924134e-06,7.163881264204974e-06
1916,4.6861523514962755e-06,7.447301840102227e-06
1917,4.420565666407583e-06,8.511041642123018e-06
1918,4.654279464944011e-06,8.557350184901225e-06
1919,4.755853723281689e-06,8.652615377968687e-06
1920,5.151389402158202e-06,9.245694883475153e-06
1921,5.319097759581837e-06,9.246324538025874e-06
1922,5.0915132021600584e-06,9.319070500168891e-06
1923,5.053191209469787e-06,9.83142936661352e-06
1924,5.75997785290383e-06,9.57203150164787e-06
1925,5.5727766365976095e-06,9.48152950286385e-06
1926,5.224195156472433e-06,9.541094186715782e-06
1927,5.202228344103332e-06,1.0804714236201107e-05
1928,5.289114298534514e-06,9.655004589603777e-06
1929,5.342938777630479e-06,9.43815220466604e-06
1930,4.97450676562039e-06,9.602394584362628e-06
1931,4.785687728769972e-06,8.535769296713624e-06
1932,5.736221488916726e-06,8.552822436058705e-06
1933,4.8887962478261215e-06,8.686732314799883e-06
1934,4.89088120048109e-06,8.849595246829267e-06
1935,4.832793294440307e-06,9.134194044690958e-06
1936,5.008719377030957e-06,8.71645772804186e-06
1937,4.882835717978651e-06,9.192774911070956e-06
1938,5.153672823610123e-06,9.932650641530927e-06
1939,5.677151669658542e-06,9.905956886768763e-06
1940,5.773977530765251e-06,8.081539846216401e-06
1941,5.776090482356722e-06,9.49498354430034e-06
1942,5.291665118534183e-06,1.0304183490461583e-05
1943,6.21001997913595e-06,1.0335517771409286e-05
1944,4.4920344279830715e-06,1.0838077031394278e-05
1945,4.028054089388888e-06,1.0430676923078863e-05
1946,4.195820942243245e-06,1.1033867650667162e-05
1947,3.857593902978351e-06,1.098985069347691e-05
1948,4.4379048134146615e-06,1.023914404640891e-05
1949,4.915376095482316e-06,9.493047429032231e-06
1950,4.415802159485338e-06,1.0161024022181664e-05
1951,4.885054256220656e-06,1.0185903136061825e-05
1952,5.54867567714723e-06,9.921605823137725e-06
1953,5.548521041731647e-06,9.228860506027559e-06
1954,5.312350786823572e-06,9.987532138211463e-06
1955,5.132050361567053e-06,9.502927724724941e-06
1956,4.85767606051013e-06,1.0717410731331256e-05
1957,5.200303036190235e-06,9.089486866287189e-06
1958,5.048550388409012e-06,9.189635306938726e-06
1959,4.817864891037971e-06,1.0321671169322144e-05
1960,4.924864803967921e-06,9.973613401825787e-06
1961,4.858153069164928e-06,1.0176273917750223e-05
1962,4.328385351470843e-06,1.0292360684616142e-05
1963,4.393036736161093e-06,1.0839044705335255e-05
1964,4.560542503639908e-06,1.1181725454889602e-05
1965,4.31798943267836e-06,1.1587599203721766e-05
1966,5.06160660762589e-06,1.2727685714253312e-05
1967,5.0047836275268764e-06,1.2008325143142429e-05
1968,4.77662083397945e-06,1.2153771251632861e-05
1969,4.685277286142764e-06,1.0492822923424683e-05
1970,4.679662534812223e-06,1.1407597469315078e-05
1971,4.647680352576344e-06,1.172530903659208e-05
1972,4.618158200742073e-06,1.0666601269804232e-05
1973,4.508698193461669e-06,1.0761773580725276e-05
1974,4.984256406714849e-06,1.0060210087203814e-05
1975,4.726249731135113e-06,9.896282080035235e-06
1976,4.724515587639644e-06,1.013122613358064e-05
1977,4.3552831421322935e-06,1.0324330219191324e-05
1978,3.976631784752271e-06,1.0545143538820412e-05
1979,4.152560173054098e-06,1.1074859230575385e-05
1980,4.253629711570284e-06,1.0729585312674317e-05
1981,3.919943097230316e-06,1.1794619751981372e-05
1982,4.038600888378596e-06,1.1537264015260007e-05
1983,3.4879489696493238e-06,1.184374343665695e-05
1984,3.709045756750129e-06,1.12199219302056e-05
1985,4.073134419968483e-06,1.1261124939210276e-05
1986,3.33952788267311e-06,1.1866683109929e-05
1987,3.661601468252229e-06,1.1643550806184066e-05
1988,3.44262155849151e-06,1.1947534119371994e-05
1989,3.4772741805966234e-06,1.1521214617005171e-05
1990,3.6582242799454434e-06,1.1253098591623711e-05
1991,3.1874648271923434e-06,1.1927495734198601e-05
1992,3.114220390898481e-06,1.1925723299555102e-05
1993,3.0160983719440537e-06,1.2478172550345334e-05
1994,3.1296139688663516e-06,1.2402935283262195e-05
1995,3.113028970602727e-06,1.2329026731094928e-05
1996,3.033103904925838e-06,1.219807427332853e-05
1997,2.9220088073600436e-06,1.243028418684844e-05
1998,2.8899631168144424e-06,1.2861074594638922e-05
1999,3.118248304900817e-06,1.2549315044907416e-05
2000,2.7762909446948925e-06,1.3134365531186631e-05
2001,2.794336861455804e-06,1.2766850886691827e-05
2002,2.485466890078669e-06,1.3404347384948778e-05
2003,2.755586173464053e-06,1.3790014406822593e-05
2004,2.3332178891166677e-06,1.3341231408503518e-05
2005,2.4833675205115924e-06,1.3776069692994497e-05
2006,2.58891749460588e-06,1.4275901150995196e-05
2007,2.371921908661534e-06,1.4437646484566358e-05
2008,2.570216256714275e-06,1.441441332872273e-05
2009,2.640624948924142e-06,1.4849105468783819e-05
2010,2.650992591668455e-06,1.652288290188153e-05
2011,3.1027709646025414e-06,1.6397192666772753e-05
2012,2.6028916657594436e-06,1.6841177966853138e-05
2013,2.386096483064648e-06,1.7389636013831478e-05
2014,2.5058532671096145e-06,1.7996148926613387e-05
2015,2.4663834317095734e-06,1.6567792272326187e-05
2016,2.929910493776333e-06,1.6360686686311965e-05
2017,2.845408030083263e-06,1.7389415233992622e-05
2018,2.4431000227309596e-06,1.821173168536916e-05
2019,2.2912971751054556e-06,1.781405785550305e-05
