year,mais_CONJ ils_PRON,mais_CONJ mille_DET
1841,4.168990699326969e-05,1.200642589793688e-07
1842,4.215943317831261e-05,1.2946951688519448e-07
1843,4.1539169160387246e-05,9.982679927134086e-08
1844,4.385799547890201e-05,9.330554195940977e-08
1845,4.089693447895115e-05,6.13825088535691e-08
1846,4.2342096094216686e-05,7.845031824160742e-08
1847,4.044702018290991e-05,6.579732847455944e-08
1848,3.983189390055486e-05,8.44748291317643e-08
1849,3.51575106378732e-05,6.954914333334727e-08
1850,3.9675573134445585e-05,8.622025227111862e-08
1851,3.937575820600614e-05,9.545169099567374e-08
1852,3.801898174060625e-05,8.593920153288082e-08
1853,4.0810388782119844e-05,1.0749477397098417e-07
1854,3.905269204551587e-05,1.4028294259560425e-07
1855,3.80236747332674e-05,9.711694914926738e-08
1856,3.6558204101311276e-05,6.730345969430118e-08
1857,3.7384061670309165e-05,1.0446429765664789e-07
1858,3.6747101603396004e-05,8.612870061597278e-08
1859,3.839346027234569e-05,7.587338224368523e-08
1860,3.7389185763458954e-05,1.0847926024126764e-07
1861,3.7328268717828905e-05,9.573406423157849e-08
1862,3.5595860026660375e-05,1.0707627584594093e-07
1863,3.5948284676123876e-05,9.240048814973534e-08
1864,3.669932902994333e-05,8.5346154143906e-08
1865,3.540723582773353e-05,9.649030907610268e-08
1866,3.6377753986016614e-05,1.109359715201208e-07
1867,3.4518533993832534e-05,8.880644841724461e-08
1868,3.5021238545596134e-05,8.15079217453274e-08
1869,3.557594800440711e-05,1.0060049504545532e-07
1870,3.5793652841675794e-05,1.3130971510122436e-07
1871,3.527293119987007e-05,9.346635820861593e-08
1872,3.6136480048298836e-05,9.736216455280555e-08
1873,3.251178623031592e-05,7.961385861676717e-08
1874,3.248395023547346e-05,7.766991805269186e-08
1875,3.407226540730335e-05,6.865832613556222e-08
1876,3.372890205355361e-05,7.980739269441983e-08
1877,3.349696316945483e-05,6.926994089440086e-08
1878,3.414681850699708e-05,6.220261283829132e-08
1879,3.489341088425135e-05,9.408360579499231e-08
1880,3.2127739359566476e-05,5.0059199008245514e-08
1881,3.1717239380668616e-05,5.8569065153335487e-08
1882,3.204168706361088e-05,6.721939005416289e-08
1883,3.144376660202397e-05,5.245051326596695e-08
1884,3.2234106583928224e-05,8.516188643170608e-08
1885,3.144309948766022e-05,4.834226929872898e-08
1886,3.2501580790267326e-05,4.581959212046627e-08
1887,3.147463939967565e-05,7.508263166755569e-08
1888,3.1917386877466924e-05,2.853276592773568e-08
1889,3.1904583465802716e-05,4.9494580878217675e-08
1890,3.088164658038295e-05,6.816561981537461e-08
1891,3.07868449453963e-05,4.780665019410435e-08
1892,3.0142768082441762e-05,6.017771880806322e-08
1893,3.0176241580193164e-05,4.0645549592710495e-08
1894,3.0004149266460445e-05,5.1042469806361623e-08
1895,3.1276934350898955e-05,3.310238017029121e-08
1896,3.0046541269257432e-05,3.656157909759372e-08
1897,3.0039039302209858e-05,4.952706422756137e-08
1898,2.9846123652532697e-05,4.5266839165947204e-08
1899,3.0052338843233883e-05,4.4220627160029835e-08
1900,2.9185138828324853e-05,5.8658901735952895e-08
1901,2.8939048661413835e-05,3.1855810878056445e-08
1902,2.6029906621261034e-05,2.847964641894407e-08
1903,2.9132567760825623e-05,4.482182758280828e-08
1904,2.9351903322094586e-05,4.622177751656409e-08
1905,2.90886187030992e-05,5.160758931310738e-08
1906,2.905846986323013e-05,5.967253891014934e-08
1907,2.8586495318450034e-05,4.88570135459554e-08
1908,2.9378947147051804e-05,6.728602919281457e-08
1909,2.9026488846284337e-05,5.280944170849011e-08
1910,2.897598551498959e-05,4.75629415852552e-08
1911,2.9382830234681023e-05,4.0966879666370914e-08
1912,2.898730326705845e-05,7.189001394181105e-08
1913,2.8541220217448426e-05,5.462079233353734e-08
1914,2.9586212804133538e-05,5.022557836298347e-08
1915,3.249958763262839e-05,3.062998032987707e-08
1916,3.3827100196504034e-05,3.625862321499085e-08
1917,3.2119561183208134e-05,3.3995916304263574e-08
1918,3.1176322409010027e-05,5.6283243843324726e-08
1919,2.9834349788870895e-05,3.222746869369075e-08
1920,2.8582145660038805e-05,3.63467123065675e-08
1921,2.720585189308622e-05,4.770830930311831e-08
1922,2.78310481007793e-05,6.56636274243283e-08
1923,2.6893382255366305e-05,5.520293200333981e-08
1924,2.701955463635386e-05,7.219309905437399e-08
1925,2.6923539735435043e-05,7.698724324711748e-08
1926,2.735596808634e-05,4.2355325469145555e-08
1927,2.699561810004525e-05,6.020581277965675e-08
1928,2.5590904897399014e-05,4.1133747963328915e-08
1929,2.6417245408083545e-05,4.4561625056616094e-08
1930,2.672852042451268e-05,6.722306267192835e-08
1931,2.5571951027814066e-05,5.1324104965999595e-08
1932,2.515542473702226e-05,3.7262425145456746e-08
1933,2.5048484530998394e-05,5.391211388428019e-08
1934,2.482583386154147e-05,4.193552882725271e-08
1935,2.478033229635912e-05,5.0266793394371234e-08
1936,2.5196369733748725e-05,4.1224027746977754e-08
1937,2.4205165118473815e-05,5.791914503561202e-08
1938,2.5043607820407487e-05,4.2785209153350934e-08
1939,2.478553869877942e-05,4.588214963519022e-08
1940,2.4242084236902883e-05,2.2822046474857416e-08
1941,2.6306743166060187e-05,7.083606057278757e-08
1942,2.7647738079394912e-05,8.799214512578146e-08
1943,2.7563315143197542e-05,6.677441000135786e-08
1944,2.8558798476296943e-05,4.819779064746399e-08
1945,2.957101332867751e-05,5.2284097940002994e-08
1946,2.8613438189495355e-05,7.656607348138778e-08
1947,2.7366743779566605e-05,5.722018237008797e-08
1948,2.6754629743663827e-05,6.414413711297584e-08
1949,2.5581160116416868e-05,3.8286332326720185e-08
1950,2.5453609850956127e-05,6.168509436577096e-08
1951,2.6140691261389293e-05,6.610069203105695e-08
1952,2.5293822091043694e-05,6.115986206367552e-08
1953,2.5667566660558805e-05,4.740483916521043e-08
1954,2.4926807782321703e-05,4.29991580119804e-08
1955,2.431247958156746e-05,5.443652639769425e-08
1956,2.5226774596376345e-05,4.186147961604547e-08
1957,2.4577308522566454e-05,4.064117486990426e-08
1958,2.473235281286179e-05,4.7979012762766615e-08
1959,2.482409490767168e-05,4.1854036680888385e-08
1960,2.428658899589209e-05,6.851625045101173e-08
1961,2.5958323021768592e-05,5.766972321907815e-08
1962,2.587201106507564e-05,6.722473688824948e-08
1963,2.672937171155354e-05,5.948768944108451e-08
1964,2.6007140149886254e-05,5.4755713740917145e-08
1965,2.6021206849691225e-05,7.058936013493167e-08
1966,2.639479998833849e-05,5.5944655130701904e-08
1967,2.7079868686996633e-05,6.754559578325825e-08
1968,2.847198356903391e-05,6.961694509755034e-08
1969,2.7264171421848005e-05,4.2692525070719967e-08
1970,2.649785346875433e-05,4.736686864958983e-08
1971,2.5653962893557036e-05,5.806389324902739e-08
1972,2.485043205524562e-05,4.155418809048683e-08
1973,2.4582273454143433e-05,3.6938465175495594e-08
1974,2.391543102930882e-05,3.88164460574103e-08
1975,2.291959935973864e-05,3.8838066096502644e-08
1976,2.4112797291309107e-05,6.056338452964383e-08
1977,2.414475875411881e-05,3.702372719516234e-08
1978,2.4516821213182993e-05,4.3366316759829715e-08
1979,2.482231502654031e-05,4.447499879489669e-08
1980,2.451607542752754e-05,3.4679418448035904e-08
1981,2.4263543309643865e-05,3.6055632257614434e-08
1982,2.5003198516060365e-05,4.034876344150007e-08
1983,2.4114403004205087e-05,3.8523429335413084e-08
1984,2.4652164029248524e-05,3.6533754688150566e-08
1985,2.4375642169616185e-05,3.1280900758545727e-08
1986,2.416017423456651e-05,3.8364706966831363e-08
1987,2.404484257567674e-05,4.888653659662623e-08
1988,2.427824756523478e-05,4.077656523548967e-08
1989,2.5495072350167902e-05,4.445378998241267e-08
1990,2.483168236722122e-05,3.7595691892988725e-08
1991,2.439600439174683e-05,4.8650161232899336e-08
1992,2.4861970814527012e-05,3.69166262004228e-08
1993,2.4498806851624977e-05,3.766661027526652e-08
1994,2.537450745876413e-05,3.323203667804364e-08
1995,2.456207539580646e-05,3.416143989909415e-08
1996,2.4521059913240606e-05,3.256236302817683e-08
1997,2.5059076961042592e-05,4.79489448146353e-08
1998,2.568209720266168e-05,3.719140861946357e-08
1999,2.5107770397880813e-05,3.793267033813663e-08
2000,2.579467718533124e-05,4.0204085394179856e-08
2001,2.5751010070962366e-05,4.73170889137009e-08
2002,2.5943403215933358e-05,4.77553143696241e-08
2003,2.594992884041858e-05,4.333599701311641e-08
2004,2.649878297233954e-05,4.360743410813939e-08
2005,2.6435658128320938e-05,3.602999676388663e-08
2006,2.6998945031664334e-05,4.776752415835972e-08
2007,2.7150876576342853e-05,3.7548107956197896e-08
2008,2.717055394896306e-05,4.257439778498906e-08
2009,2.810038904499379e-05,5.435739325321265e-08
2010,2.977123358505196e-05,4.865506841866818e-08
2011,3.04904415315832e-05,5.0094032033598523e-08
2012,3.3600995266169775e-05,5.1063790529326525e-08
2013,3.525258853187552e-05,5.968727645466743e-08
2014,3.563543305062922e-05,6.864461177258363e-08
2015,3.370768445165595e-05,6.38373727213093e-08
2016,3.516451943141874e-05,7.063269436002884e-08
2017,3.6683650250779465e-05,6.3896528956775e-08
2018,3.5563833989726845e-05,7.176477367920597e-08
2019,3.4377111660433e-05,7.117255940158884e-08
